D = 2;
n = [ 2 2 ];
N = 33;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.15 0.84 0.32 0.41 0.80 0.27 0.28 0.78 0.64 0.94 0.04 0.78 0.59 0.34 0.50 0.47 0.45 0.92 0.70 0.97 0.95 0.65 0.74 0.80 0.73 0.71 0.05 0.49 0.15 0.55 0.20 0.51 ]
[0.15 1.00 0.68 0.01 0.89 0.99 0.88 0.35 0.98 0.13 0.45 0.05 0.02 0.31 0.90 0.53 0.44 0.16 0.32 0.37 0.24 0.89 0.02 0.48 0.75 0.18 0.57 0.33 0.54 0.97 0.04 0.63 0.13 ]
[0.84 0.68 1.00 0.78 0.29 0.46 0.05 0.03 0.13 0.02 0.01 0.92 0.26 0.61 0.33 0.59 0.32 0.34 0.21 0.37 0.19 0.49 0.69 0.62 0.90 0.83 0.45 0.29 0.83 0.70 0.65 0.80 0.72 ]
[0.32 0.01 0.78 1.00 0.12 0.31 0.53 0.33 0.97 0.65 0.59 0.38 0.88 0.56 0.89 0.24 0.75 0.24 0.71 0.43 0.23 0.49 0.13 0.00 0.57 0.01 0.25 0.76 0.72 0.27 0.46 0.52 0.98 ]
[0.41 0.89 0.29 0.12 1.00 0.01 0.86 0.25 0.70 0.40 0.57 0.37 0.33 0.62 0.17 0.93 0.81 0.74 0.64 0.35 0.82 0.04 0.07 0.08 0.07 0.17 0.84 0.39 0.09 0.21 0.88 0.57 0.15 ]
[0.80 0.99 0.46 0.31 0.01 1.00 0.84 0.56 0.31 0.48 0.59 0.37 0.91 0.43 0.26 0.18 0.28 0.69 0.29 0.53 0.80 0.39 0.56 0.50 0.59 0.08 0.44 0.45 0.14 0.63 0.75 0.17 0.70 ]
[0.27 0.88 0.05 0.53 0.86 0.84 1.00 0.61 0.04 0.68 0.37 0.35 0.67 0.53 0.26 0.64 0.47 0.83 0.70 0.71 0.50 0.53 0.29 0.12 0.43 0.36 0.49 0.39 0.10 0.81 0.81 0.57 0.45 ]
[0.28 0.35 0.03 0.33 0.25 0.56 0.61 1.00 0.25 0.08 0.08 0.89 0.95 0.28 0.45 0.17 0.77 0.20 0.47 0.97 0.21 0.62 0.88 0.14 0.36 0.55 0.04 0.33 0.64 0.13 0.36 1.00 0.69 ]
[0.78 0.98 0.13 0.97 0.70 0.31 0.04 0.25 1.00 0.14 0.69 0.23 0.05 0.41 1.00 0.18 0.14 0.68 0.32 0.58 0.42 0.26 0.80 0.28 0.84 0.15 0.69 0.59 0.63 0.43 0.36 0.82 0.99 ]
[0.64 0.13 0.02 0.65 0.40 0.48 0.68 0.08 0.14 1.00 0.54 0.48 0.25 0.99 0.27 0.19 0.19 0.57 0.07 0.99 0.94 0.69 0.84 0.90 0.24 0.03 0.50 0.15 0.16 0.64 0.87 0.34 0.16 ]
[0.94 0.45 0.01 0.59 0.57 0.59 0.37 0.08 0.69 0.54 1.00 0.56 0.45 0.74 0.18 0.69 0.15 0.84 0.87 0.24 0.85 0.46 0.74 0.71 0.94 0.65 0.96 0.66 0.53 0.50 0.87 0.15 1.00 ]
[0.04 0.05 0.92 0.38 0.37 0.37 0.35 0.89 0.23 0.48 0.56 1.00 0.54 0.16 0.09 0.40 0.16 0.21 0.43 0.50 0.91 0.00 0.52 0.87 0.32 0.56 0.56 0.26 0.05 0.05 0.56 0.67 0.97 ]
[0.78 0.02 0.26 0.88 0.33 0.91 0.67 0.95 0.05 0.25 0.45 0.54 1.00 0.73 0.17 0.06 0.69 0.85 0.06 0.66 0.15 0.38 0.01 0.91 0.71 0.47 0.89 0.20 0.17 0.06 0.70 0.20 0.76 ]
