D = 6;
n = [ 5 5 5 5 5 5 ];
N = 54;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.06 0.66 0.55 0.38 0.34 0.04 0.78 0.19 0.31 0.36 0.73 0.36 0.93 0.33 0.29 0.37 0.97 0.12 0.75 0.88 0.82 0.74 0.62 0.35 0.06 0.90 0.22 0.55 0.60 0.49 0.21 0.65 0.23 0.18 0.73 0.54 0.78 0.66 0.85 0.83 0.53 0.55 0.82 0.72 0.90 0.59 0.86 1.00 0.67 0.94 0.09 0.84 0.07 ]
[0.06 1.00 0.70 0.47 0.00 0.48 0.02 0.82 0.62 0.06 0.46 0.71 0.87 0.63 0.65 0.64 0.65 0.99 0.82 0.60 0.56 0.05 0.70 0.55 0.49 0.27 0.33 0.77 0.44 0.89 0.08 0.73 0.92 0.26 0.88 0.79 0.49 0.34 0.18 0.96 0.05 0.94 0.61 0.27 0.80 0.74 0.50 0.64 0.76 0.42 0.29 0.29 0.32 0.99 ]
[0.66 0.70 1.00 0.07 0.07 0.22 0.31 0.69 0.49 0.89 0.21 0.65 0.67 0.66 0.79 0.73 0.40 0.71 0.33 0.61 0.98 0.59 0.65 0.16 0.52 0.77 0.50 0.43 0.44 0.95 0.13 0.35 0.19 0.27 0.27 0.10 0.27 0.75 0.73 0.24 0.52 0.22 0.07 0.70 0.01 0.21 0.84 0.66 0.15 0.12 0.49 0.06 0.63 0.22 ]
[0.55 0.47 0.07 1.00 0.20 0.21 0.38 0.71 0.57 0.79 0.64 0.86 0.72 0.78 0.83 0.70 0.72 0.17 0.07 0.20 0.96 0.93 0.23 0.20 0.50 0.94 0.80 0.26 0.92 0.06 0.57 0.71 0.71 0.71 0.50 0.91 0.50 0.09 0.39 0.83 0.48 0.73 0.66 0.13 0.78 0.69 0.95 0.31 0.13 0.07 0.52 0.14 0.64 0.61 ]
[0.38 0.00 0.07 0.20 1.00 0.18 0.20 0.92 0.77 0.30 0.54 0.40 0.92 0.63 0.48 0.80 0.01 0.71 0.76 0.51 0.43 0.78 0.85 0.35 1.00 0.53 0.41 0.12 0.21 0.86 0.30 0.57 0.92 0.75 0.97 0.33 0.84 0.55 0.96 0.75 0.40 0.84 0.01 0.15 0.16 0.07 0.73 0.68 0.01 0.18 0.34 0.72 0.81 0.56 ]
[0.34 0.48 0.22 0.21 0.18 1.00 0.33 0.41 0.01 0.16 0.08 0.53 0.61 0.02 0.97 0.32 0.43 0.67 0.40 0.73 0.43 0.50 0.33 0.10 0.68 0.90 0.31 0.66 0.53 0.80 0.83 0.65 0.26 0.59 0.85 0.52 0.06 0.14 0.41 0.20 0.90 0.98 0.46 0.06 0.76 0.47 0.59 0.51 0.09 0.92 0.48 0.33 0.98 0.93 ]
[0.04 0.02 0.31 0.38 0.20 0.33 1.00 0.17 0.43 0.73 0.15 0.59 0.27 0.53 0.58 0.58 0.10 0.03 0.73 0.31 0.64 0.58 0.68 0.19 0.78 0.84 0.77 0.55 0.83 0.69 0.38 0.94 0.47 0.49 0.64 0.88 0.66 0.55 0.44 0.34 0.91 0.16 0.99 0.17 0.59 0.22 0.32 0.64 0.59 0.43 0.70 0.01 0.32 0.31 ]
[0.78 0.82 0.69 0.71 0.92 0.41 0.17 1.00 0.50 0.25 0.41 0.31 0.82 0.71 0.35 0.52 0.86 0.52 0.48 0.74 0.84 0.46 0.61 0.91 0.36 0.47 0.45 0.40 0.81 0.66 0.44 0.02 0.23 0.34 0.39 0.09 0.68 0.40 0.73 0.01 0.44 0.30 0.18 0.29 0.83 0.25 0.27 0.43 0.97 0.43 0.40 0.04 0.55 0.78 ]
[0.19 0.62 0.49 0.57 0.77 0.01 0.43 0.50 1.00 0.05 0.01 0.96 0.92 0.17 0.16 0.66 0.58 0.89 0.91 0.60 0.25 0.46 0.60 0.53 0.92 0.21 0.65 0.29 0.82 0.88 0.51 0.68 0.79 0.29 0.71 0.95 0.36 0.00 0.71 0.18 0.10 0.99 0.99 0.08 0.25 0.67 0.64 0.45 0.78 0.41 0.91 0.25 0.79 0.24 ]
[0.31 0.06 0.89 0.79 0.30 0.16 0.73 0.25 0.05 1.00 0.62 0.07 0.81 0.27 0.62 0.05 0.08 0.49 0.63 0.55 0.58 0.62 0.18 0.49 0.44 0.47 0.60 0.92 0.45 0.15 0.40 0.00 0.75 0.63 0.38 0.11 0.25 0.57 0.38 0.51 0.36 0.55 0.90 0.33 0.73 0.13 0.69 0.10 0.07 0.40 0.04 0.46 0.70 0.53 ]
[0.36 0.46 0.21 0.64 0.54 0.08 0.15 0.41 0.01 0.62 1.00 0.34 0.46 0.22 0.01 0.73 0.16 0.87 0.35 0.24 0.45 0.35 0.52 0.97 0.02 0.49 0.29 0.60 0.04 0.67 0.65 0.41 0.97 0.62 0.15 0.18 0.54 0.39 0.13 0.79 0.05 0.24 0.80 0.62 0.85 0.85 0.31 0.22 0.55 0.03 0.50 0.09 0.06 0.74 ]
[0.73 0.71 0.65 0.86 0.40 0.53 0.59 0.31 0.96 0.07 0.34 1.00 0.63 0.25 0.27 0.29 0.81 0.22 0.25 0.35 0.78 0.02 0.01 0.76 0.09 0.84 0.77 0.17 0.38 0.72 0.25 0.21 0.32 0.61 0.63 0.87 0.55 0.93 0.69 0.73 0.69 0.32 0.07 0.11 0.50 0.38 0.72 0.79 0.09 0.66 0.57 0.93 0.41 0.05 ]
[0.36 0.87 0.67 0.72 0.92 0.61 0.27 0.82 0.92 0.81 0.46 0.63 1.00 0.58 0.12 0.85 0.39 0.56 0.39 0.46 0.69 0.37 0.81 0.42 0.92 0.61 0.84 0.93 0.73 0.75 0.35 0.22 0.80 0.66 0.50 0.69 0.90 0.54 0.55 0.74 0.42 0.07 0.23 0.18 0.25 0.13 0.12 0.50 0.95 0.50 0.25 0.46 0.65 0.34 ]
[0.93 0.63 0.66 0.78 0.63 0.02 0.53 0.71 0.17 0.27 0.22 0.25 0.58 1.00 0.75 0.36 0.21 0.92 0.44 0.84 0.34 0.78 0.42 0.53 0.46 0.46 0.08 0.63 0.64 0.32 0.29 0.35 0.56 0.34 0.76 0.27 0.66 0.75 0.46 0.46 0.02 0.11 0.33 0.71 0.11 0.74 0.96 0.17 0.63 0.91 0.17 0.13 0.77 0.48 ]
[0.33 0.65 0.79 0.83 0.48 0.97 0.58 0.35 0.16 0.62 0.01 0.27 0.12 0.75 1.00 0.72 0.37 0.26 0.79 0.38 0.80 0.28 0.90 0.35 0.86 0.78 0.00 0.73 0.02 0.16 0.96 0.01 0.39 0.15 0.06 0.82 0.01 0.23 0.31 0.03 0.98 0.60 0.83 0.05 0.52 0.65 0.86 0.88 0.93 0.97 0.50 0.07 0.53 0.89 ]
[0.29 0.64 0.73 0.70 0.80 0.32 0.58 0.52 0.66 0.05 0.73 0.29 0.85 0.36 0.72 1.00 0.15 0.45 0.70 0.61 0.24 0.13 0.63 0.18 0.14 0.80 0.88 0.86 0.46 0.62 0.42 0.04 0.76 0.13 0.24 0.98 0.12 0.68 0.34 0.06 0.53 0.04 0.25 0.28 0.31 0.76 0.63 0.12 0.37 0.28 0.87 0.01 0.49 0.90 ]
[0.37 0.65 0.40 0.72 0.01 0.43 0.10 0.86 0.58 0.08 0.16 0.81 0.39 0.21 0.37 0.15 1.00 0.02 0.70 0.01 0.23 0.67 0.38 0.19 0.98 0.21 0.99 0.58 0.66 0.47 0.59 0.92 0.36 0.88 0.79 0.94 0.76 0.92 0.19 0.82 0.36 0.31 0.73 0.45 0.27 0.49 0.43 0.61 0.49 0.28 0.55 0.80 0.81 0.37 ]
[0.97 0.99 0.71 0.17 0.71 0.67 0.03 0.52 0.89 0.49 0.87 0.22 0.56 0.92 0.26 0.45 0.02 1.00 0.62 0.77 0.94 0.21 0.49 0.21 0.24 0.26 0.61 0.07 0.19 0.39 0.35 0.05 0.51 0.20 0.55 0.98 0.39 0.86 0.65 0.61 0.55 0.36 0.07 0.01 0.51 0.92 0.60 0.41 0.81 0.41 0.78 0.60 0.28 0.02 ]
