D = 2;
n = [ 1 1 ];
N = 58;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.88 0.22 0.09 0.71 0.45 0.72 0.49 0.74 0.99 0.02 0.79 0.08 0.82 0.92 0.41 0.22 0.22 0.28 0.35 0.96 0.69 0.35 0.85 0.68 0.22 0.52 0.06 0.10 0.43 0.95 0.55 0.77 0.78 0.35 0.32 0.48 0.37 0.05 0.95 0.38 0.72 0.33 0.52 0.82 0.69 0.69 0.27 0.42 0.22 0.51 0.60 0.37 0.64 0.71 0.13 0.71 0.28 ]
[0.88 1.00 0.09 0.77 0.93 0.24 0.59 0.56 0.85 0.39 0.90 0.00 0.83 0.96 0.99 0.22 0.63 0.04 0.29 0.05 0.49 0.37 0.08 0.55 0.83 0.11 0.19 0.08 0.12 0.41 0.76 0.28 0.25 0.37 0.52 0.11 0.76 0.27 0.68 0.13 0.62 0.30 0.81 0.30 0.46 0.12 0.43 0.62 1.00 0.54 0.17 0.79 0.68 0.43 0.71 0.47 0.33 0.55 ]
[0.22 0.09 1.00 0.58 0.76 0.06 0.00 0.94 0.85 0.64 0.24 0.97 0.18 0.96 0.64 0.91 0.71 0.77 0.84 0.58 0.21 0.41 0.92 0.14 0.26 0.63 0.02 0.97 0.74 0.08 0.71 0.91 0.11 0.24 0.49 0.07 0.84 0.11 0.06 0.50 0.31 0.97 0.88 0.82 0.89 0.22 0.98 0.84 0.89 0.07 0.75 0.07 0.14 0.10 0.42 0.66 0.66 0.67 ]
[0.09 0.77 0.58 1.00 0.46 0.40 1.00 0.71 0.82 0.73 0.91 0.19 0.74 0.39 0.91 0.05 0.54 0.90 0.36 0.40 0.13 0.35 0.13 0.66 0.75 0.13 0.29 0.81 0.61 0.41 0.43 0.08 0.20 0.59 0.07 0.31 0.83 0.76 0.76 0.06 0.13 0.96 0.31 0.30 0.42 0.41 0.52 0.99 0.35 0.32 0.02 0.25 0.09 0.45 0.05 0.50 0.61 0.02 ]
[0.71 0.93 0.76 0.46 1.00 0.90 0.14 0.39 0.13 0.79 0.36 0.79 0.44 0.23 0.29 0.02 0.76 0.72 0.78 0.41 0.36 0.41 0.61 0.60 0.95 0.01 0.61 0.29 0.12 0.16 0.78 0.29 0.22 0.29 0.40 0.95 0.02 0.35 0.87 0.57 0.60 0.35 0.46 0.87 0.76 0.46 0.33 0.03 0.30 0.51 0.41 0.40 0.10 0.00 0.20 0.84 0.37 0.42 ]
[0.45 0.24 0.06 0.40 0.90 1.00 0.63 0.49 0.50 0.37 0.68 0.15 0.03 0.22 0.57 0.27 0.56 0.62 0.15 0.41 0.14 0.34 0.24 0.55 0.42 0.72 0.04 0.04 0.95 0.59 0.57 0.18 0.74 0.03 0.55 0.55 0.20 0.62 0.72 0.47 0.74 0.02 0.91 0.71 0.98 0.92 0.23 0.64 0.04 0.13 0.17 0.05 0.34 0.53 0.85 0.46 0.53 0.29 ]
[0.72 0.59 0.00 1.00 0.14 0.63 1.00 0.55 0.80 0.40 0.80 0.44 0.61 0.09 0.76 0.76 0.05 0.92 0.68 0.45 0.02 0.55 0.77 0.20 0.25 0.48 0.64 0.91 0.38 0.78 0.33 0.19 0.22 0.17 0.79 0.05 0.60 0.38 0.40 0.08 0.91 0.13 0.44 0.55 0.31 0.50 0.59 0.72 0.37 0.53 0.54 0.96 0.70 0.48 0.75 0.27 0.86 0.63 ]
[0.49 0.56 0.94 0.71 0.39 0.49 0.55 1.00 0.30 0.32 0.73 0.37 0.05 0.60 0.24 0.28 0.67 0.80 0.73 0.29 0.34 0.28 0.58 0.92 0.95 1.00 0.79 0.32 0.03 0.62 0.70 0.16 0.53 0.79 0.15 0.07 0.37 0.23 0.94 0.85 0.61 0.82 0.22 0.93 0.68 0.03 0.11 0.47 0.12 0.78 0.22 0.69 0.03 0.39 0.10 0.32 0.42 0.41 ]
[0.74 0.85 0.85 0.82 0.13 0.50 0.80 0.30 1.00 0.86 0.34 0.26 0.01 0.71 0.26 0.09 0.06 0.57 0.37 0.36 0.83 0.49 0.86 0.39 0.13 0.56 0.19 0.77 0.53 0.96 0.19 0.47 0.01 0.66 0.80 0.90 0.97 0.18 0.73 0.08 0.99 0.34 0.20 0.72 0.30 0.20 0.87 0.87 0.31 0.04 0.62 0.22 0.82 0.04 0.94 0.75 0.80 0.48 ]
[0.99 0.39 0.64 0.73 0.79 0.37 0.40 0.32 0.86 1.00 0.16 0.38 0.26 0.86 0.48 0.30 0.71 0.49 0.77 0.80 0.12 0.87 0.16 0.33 0.44 0.22 0.32 0.06 0.43 0.69 0.95 0.65 0.06 0.72 0.23 0.05 0.85 0.88 0.98 0.53 0.89 0.74 0.14 0.56 0.08 0.45 0.40 0.73 0.30 0.88 0.15 0.32 0.05 0.16 0.66 0.75 0.02 0.93 ]
