D = 6;
n = [ 2 2 2 2 2 2 ];
N = 55;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.37 0.52 0.74 0.31 0.15 0.00 0.72 0.65 0.50 0.87 0.60 0.66 0.79 0.06 0.73 0.41 0.13 0.98 0.15 0.07 0.44 0.44 0.97 0.51 0.10 0.07 0.30 0.56 0.21 0.73 0.98 0.66 0.13 0.69 0.24 0.29 0.13 0.21 0.95 0.30 0.69 0.87 0.76 0.56 0.39 0.88 0.47 0.20 0.94 0.14 0.28 0.21 0.23 0.59 ]
[0.37 1.00 0.11 0.82 0.00 0.78 0.17 0.74 0.88 0.58 0.05 0.29 0.46 0.99 0.71 0.39 0.95 0.22 0.63 0.29 0.77 0.35 0.22 0.87 0.85 0.42 0.75 0.62 0.15 0.40 0.57 0.25 0.03 0.27 0.42 0.35 0.17 0.76 0.51 0.70 0.37 0.37 0.30 0.54 0.97 0.82 0.02 0.00 0.58 0.88 0.52 0.89 0.16 0.13 0.33 ]
[0.52 0.11 1.00 0.51 0.97 0.54 0.32 0.19 0.76 0.74 0.96 0.16 0.63 0.89 0.90 0.09 0.12 0.31 0.77 0.16 0.96 0.84 0.48 0.24 0.20 0.08 0.05 0.61 0.13 0.26 0.04 0.25 0.21 0.05 0.45 0.10 0.34 0.17 0.50 0.71 0.13 0.97 0.77 0.99 0.91 0.88 0.93 0.36 0.04 0.88 0.03 0.69 0.83 0.16 0.81 ]
[0.74 0.82 0.51 1.00 0.75 0.32 0.63 0.44 0.50 0.78 0.57 0.63 0.75 0.67 0.19 0.58 0.28 0.75 0.67 0.44 0.33 0.60 0.86 0.16 0.76 0.33 0.22 0.01 0.37 0.60 0.55 0.06 0.66 0.62 0.51 0.86 0.87 0.03 0.63 0.51 0.41 0.21 0.48 0.70 0.38 0.49 0.26 0.98 0.27 0.67 0.52 0.84 0.20 0.85 0.13 ]
[0.31 0.00 0.97 0.75 1.00 0.55 0.76 0.21 0.24 0.98 0.61 0.11 0.80 0.84 0.24 0.04 0.59 0.16 0.57 0.88 0.67 0.18 0.28 0.44 0.11 0.34 0.83 0.20 0.24 0.20 0.75 0.70 0.73 0.03 0.99 0.40 0.80 0.33 0.65 0.59 0.96 0.39 0.26 0.69 0.10 0.01 0.30 0.22 0.90 0.90 0.36 0.54 0.87 0.39 0.01 ]
[0.15 0.78 0.54 0.32 0.55 1.00 0.91 0.83 0.09 0.88 0.40 0.73 0.23 0.98 0.52 0.05 0.85 0.49 0.93 0.40 0.87 0.84 0.66 0.33 0.14 0.95 0.88 0.21 0.58 0.57 0.28 0.98 0.02 0.58 0.56 0.88 0.14 0.91 0.41 0.24 0.76 0.06 0.55 0.53 0.26 0.16 0.96 0.62 0.11 0.90 0.04 0.89 0.92 0.82 0.38 ]
[0.00 0.17 0.32 0.63 0.76 0.91 1.00 0.91 0.20 0.72 0.98 0.67 0.03 0.59 0.09 0.13 0.44 0.43 0.52 0.31 0.75 0.19 0.14 0.31 0.52 0.18 0.57 0.45 0.32 0.73 0.22 0.01 0.16 0.61 0.39 0.58 0.14 0.01 0.87 0.55 0.17 0.74 0.39 0.83 0.00 0.75 0.20 0.30 0.28 0.39 0.42 0.99 0.23 0.14 0.13 ]
[0.72 0.74 0.19 0.44 0.21 0.83 0.91 1.00 0.51 0.01 0.27 0.91 0.39 0.16 0.25 0.95 0.03 0.28 0.42 0.97 0.54 0.39 0.40 0.46 0.23 0.97 0.23 0.02 0.21 0.44 0.88 0.96 0.93 0.15 0.78 0.47 0.23 0.04 0.75 0.13 0.28 0.71 0.97 0.85 0.50 0.73 0.84 0.69 0.37 0.62 0.50 0.37 0.59 0.57 0.44 ]
[0.65 0.88 0.76 0.50 0.24 0.09 0.20 0.51 1.00 0.55 0.69 0.50 0.24 0.03 0.81 0.75 0.41 0.35 0.07 0.65 0.85 0.69 0.63 0.05 0.52 0.76 0.39 0.29 0.23 0.00 0.70 0.14 0.41 0.25 0.46 0.89 0.65 0.53 0.85 0.95 0.84 0.05 0.42 0.85 0.42 0.21 0.87 0.25 0.30 0.31 0.19 0.74 0.55 0.86 0.51 ]
[0.50 0.58 0.74 0.78 0.98 0.88 0.72 0.01 0.55 1.00 0.26 0.04 0.64 0.83 0.89 0.42 0.87 0.92 0.44 0.91 0.77 0.02 0.13 0.77 0.95 0.09 0.27 0.49 0.32 0.99 0.71 0.54 0.75 0.40 0.18 0.42 0.51 0.45 0.58 0.38 0.78 0.02 0.80 0.56 0.30 0.24 0.07 0.47 0.63 0.50 0.89 0.39 0.72 0.02 0.92 ]
[0.87 0.05 0.96 0.57 0.61 0.40 0.98 0.27 0.69 0.26 1.00 0.90 0.62 0.59 0.55 0.06 0.85 0.48 0.13 0.91 0.59 0.74 0.67 0.43 0.11 0.61 0.23 0.38 0.45 0.25 0.91 0.59 0.09 0.79 0.64 0.46 0.38 0.74 0.64 0.77 0.99 0.67 0.23 0.82 0.29 1.00 0.47 0.94 0.03 0.18 0.95 0.18 0.78 0.36 0.68 ]
[0.60 0.29 0.16 0.63 0.11 0.73 0.67 0.91 0.50 0.04 0.90 1.00 0.25 0.92 0.50 0.01 0.09 0.91 0.52 0.38 0.55 0.59 0.92 0.73 0.53 0.53 0.20 0.42 0.49 0.62 0.94 0.75 0.81 0.01 0.94 0.01 0.75 0.62 0.16 0.80 0.16 0.52 0.02 0.73 0.58 0.61 0.63 0.97 0.17 0.01 0.49 0.53 0.54 0.68 0.18 ]
[0.66 0.46 0.63 0.75 0.80 0.23 0.03 0.39 0.24 0.64 0.62 0.25 1.00 0.65 0.65 0.65 0.59 0.81 0.63 0.73 0.82 0.54 0.05 0.37 0.14 0.06 0.41 0.85 0.31 0.48 0.54 0.27 0.23 0.41 0.06 0.53 0.94 0.11 0.89 0.87 0.96 0.16 0.31 0.09 0.56 0.77 0.00 0.56 0.43 0.91 0.72 0.23 0.64 0.89 0.77 ]
[0.79 0.99 0.89 0.67 0.84 0.98 0.59 0.16 0.03 0.83 0.59 0.92 0.65 1.00 0.96 0.77 0.70 0.39 0.07 0.52 0.71 0.82 0.32 0.42 0.64 0.62 0.59 0.03 0.80 0.46 0.44 0.03 0.60 0.40 0.66 0.44 0.06 0.32 0.03 0.91 0.30 0.43 0.53 0.08 0.88 0.27 0.19 0.96 0.83 0.19 0.27 0.66 0.43 0.89 0.50 ]
[0.06 0.71 0.90 0.19 0.24 0.52 0.09 0.25 0.81 0.89 0.55 0.50 0.65 0.96 1.00 0.16 0.83 0.13 0.15 0.24 0.73 0.63 0.55 0.74 0.25 0.70 0.05 0.68 0.60 0.49 0.85 0.89 0.82 0.77 0.00 0.26 0.40 0.82 0.51 0.53 0.23 0.21 0.59 0.39 0.23 0.29 0.83 0.82 0.61 0.79 0.75 0.95 0.34 0.68 0.59 ]
[0.73 0.39 0.09 0.58 0.04 0.05 0.13 0.95 0.75 0.42 0.06 0.01 0.65 0.77 0.16 1.00 0.73 0.95 0.92 0.59 0.34 0.40 0.01 0.54 0.82 0.04 0.37 0.19 0.42 0.21 0.53 0.61 0.10 0.39 0.26 0.97 0.68 0.85 0.25 0.61 0.39 0.83 0.48 0.05 0.37 0.45 0.91 0.70 0.88 0.00 0.18 0.53 0.11 0.37 0.42 ]
[0.41 0.95 0.12 0.28 0.59 0.85 0.44 0.03 0.41 0.87 0.85 0.09 0.59 0.70 0.83 0.73 1.00 0.57 0.29 0.31 0.47 0.67 0.54 0.45 0.67 0.02 0.16 0.61 0.77 0.00 0.30 0.31 0.13 0.02 0.87 0.13 0.74 0.64 0.97 0.59 0.93 0.71 0.57 0.55 0.99 0.15 0.25 0.08 0.24 0.27 0.26 0.97 0.01 0.45 0.07 ]
[0.13 0.22 0.31 0.75 0.16 0.49 0.43 0.28 0.35 0.92 0.48 0.91 0.81 0.39 0.13 0.95 0.57 1.00 0.93 0.61 0.16 0.90 0.44 0.65 0.06 0.32 0.40 0.89 0.80 0.84 0.60 0.64 0.99 0.74 0.47 0.69 0.69 0.21 0.25 0.98 0.43 0.81 0.21 0.87 0.80 0.50 0.23 0.47 0.95 0.21 0.51 0.23 0.35 0.83 0.57 ]
[0.98 0.63 0.77 0.67 0.57 0.93 0.52 0.42 0.07 0.44 0.13 0.52 0.63 0.07 0.15 0.92 0.29 0.93 1.00 0.62 0.71 0.94 0.73 0.20 0.76 0.42 0.25 0.15 0.54 0.82 0.92 0.99 0.74 0.85 0.98 0.49 0.04 0.09 0.02 0.05 0.02 0.64 0.45 0.82 0.89 0.23 0.00 0.71 0.84 0.08 0.96 0.26 0.50 0.20 0.20 ]
[0.15 0.29 0.16 0.44 0.88 0.40 0.31 0.97 0.65 0.91 0.91 0.38 0.73 0.52 0.24 0.59 0.31 0.61 0.62 1.00 0.51 0.15 0.73 0.86 0.67 0.97 0.34 0.48 0.71 0.61 0.20 0.84 0.82 0.46 0.45 0.47 0.03 0.95 0.98 0.24 0.12 0.62 0.00 0.97 0.85 0.31 0.21 0.90 0.95 0.97 0.69 0.74 0.11 0.55 0.44 ]
[0.07 0.77 0.96 0.33 0.67 0.87 0.75 0.54 0.85 0.77 0.59 0.55 0.82 0.71 0.73 0.34 0.47 0.16 0.71 0.51 1.00 0.63 0.07 0.32 0.19 0.92 0.62 0.15 0.73 0.80 0.61 0.18 0.37 0.26 0.90 0.13 0.83 0.44 0.37 0.33 0.59 0.39 0.99 0.54 0.03 0.01 0.54 0.41 0.44 0.48 0.56 0.03 0.99 0.80 0.42 ]
[0.44 0.35 0.84 0.60 0.18 0.84 0.19 0.39 0.69 0.02 0.74 0.59 0.54 0.82 0.63 0.40 0.67 0.90 0.94 0.15 0.63 1.00 0.92 0.31 0.04 0.89 0.34 0.06 0.75 0.08 0.59 0.79 0.51 0.76 0.57 0.40 0.04 0.55 0.51 0.03 0.33 0.46 0.40 0.40 0.23 0.22 0.50 0.70 0.02 0.96 0.52 0.07 0.64 0.22 0.21 ]
[0.44 0.22 0.48 0.86 0.28 0.66 0.14 0.40 0.63 0.13 0.67 0.92 0.05 0.32 0.55 0.01 0.54 0.44 0.73 0.73 0.07 0.92 1.00 0.65 0.77 0.04 0.59 0.75 0.32 0.11 0.62 0.29 0.75 0.93 0.27 0.94 0.03 0.02 0.05 0.56 0.10 0.63 0.11 0.28 0.33 0.72 0.43 0.88 0.19 0.55 0.26 0.75 0.56 0.66 0.94 ]
[0.97 0.87 0.24 0.16 0.44 0.33 0.31 0.46 0.05 0.77 0.43 0.73 0.37 0.42 0.74 0.54 0.45 0.65 0.20 0.86 0.32 0.31 0.65 1.00 0.88 0.53 0.35 0.80 0.48 0.51 0.54 0.61 0.54 0.24 0.20 0.19 0.76 0.95 0.19 0.11 0.85 0.42 0.19 0.86 0.03 0.56 0.10 0.84 0.71 0.12 0.18 0.37 0.38 0.60 0.07 ]
[0.51 0.85 0.20 0.76 0.11 0.14 0.52 0.23 0.52 0.95 0.11 0.53 0.14 0.64 0.25 0.82 0.67 0.06 0.76 0.67 0.19 0.04 0.77 0.88 1.00 0.97 0.32 0.58 0.94 0.21 0.37 0.38 1.00 0.85 0.71 0.70 0.16 0.65 0.34 0.94 0.75 0.20 0.07 0.84 0.75 0.53 0.40 0.83 0.91 0.07 0.67 0.46 0.06 0.63 0.90 ]
