D = 6;
n = [ 4 4 4 4 4 4 ];
N = 35;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.44 0.74 0.16 0.93 0.65 0.22 0.23 0.03 0.25 0.89 0.79 0.85 0.32 0.95 0.99 0.68 0.66 0.22 0.97 0.07 0.43 0.30 0.20 0.33 0.37 0.78 0.92 0.85 0.81 0.52 0.53 0.04 0.48 0.25 ]
[0.44 1.00 0.83 0.27 0.96 0.28 0.98 0.82 0.53 0.18 0.84 0.95 0.61 0.89 0.35 0.79 0.21 0.81 0.07 0.55 0.24 0.77 0.79 0.07 0.40 0.77 0.86 0.90 0.82 0.18 0.99 0.04 0.96 0.18 0.71 ]
[0.74 0.83 1.00 0.76 0.25 0.60 0.81 0.27 0.92 0.48 0.63 0.74 1.00 0.71 0.93 0.36 0.72 0.10 0.46 0.77 0.08 0.11 0.25 0.08 0.72 0.51 0.90 0.32 0.45 0.80 0.49 0.37 0.64 0.25 0.42 ]
[0.16 0.27 0.76 1.00 0.05 0.93 0.51 0.03 0.51 0.48 0.94 0.78 0.49 0.43 0.89 0.31 0.87 0.73 0.07 0.22 0.55 0.33 0.03 0.02 0.91 0.30 0.88 0.30 0.31 0.57 0.98 0.40 0.06 0.13 0.20 ]
[0.93 0.96 0.25 0.05 1.00 0.97 0.06 0.31 0.17 0.86 0.57 0.99 0.71 0.83 0.32 0.09 0.36 0.69 0.27 0.01 0.08 0.53 0.84 0.77 0.94 0.68 0.63 0.20 0.90 0.82 0.93 0.78 0.50 0.01 0.12 ]
[0.65 0.28 0.60 0.93 0.97 1.00 0.89 0.06 0.76 0.27 0.97 0.28 0.66 0.20 0.75 0.59 0.41 0.83 0.74 0.54 0.22 0.97 0.11 0.02 0.05 0.66 0.44 0.96 0.22 0.40 0.20 0.42 0.94 0.35 0.68 ]
[0.22 0.98 0.81 0.51 0.06 0.89 1.00 0.14 0.19 0.07 0.27 0.63 0.84 0.61 0.73 0.50 0.36 0.84 0.19 0.01 0.31 0.87 0.35 0.66 0.50 0.88 0.57 0.13 0.86 0.37 0.08 0.16 0.72 0.56 0.41 ]
[0.23 0.82 0.27 0.03 0.31 0.06 0.14 1.00 0.56 0.40 0.70 0.29 0.67 0.32 0.33 0.21 0.39 0.37 0.86 0.87 0.22 0.69 0.91 0.06 0.36 0.17 0.83 0.21 0.08 0.38 0.61 0.78 0.05 0.56 0.70 ]
[0.03 0.53 0.92 0.51 0.17 0.76 0.19 0.56 1.00 0.05 0.52 0.71 0.41 0.16 0.57 0.00 0.99 0.70 0.18 0.70 0.07 0.67 0.68 0.86 0.03 0.55 0.84 0.14 0.79 0.87 0.99 0.11 0.17 0.85 0.20 ]
[0.25 0.18 0.48 0.48 0.86 0.27 0.07 0.40 0.05 1.00 0.11 0.93 0.19 0.67 0.36 0.15 0.08 0.28 0.62 0.77 0.18 0.64 0.48 0.68 0.59 0.92 0.48 0.14 0.22 0.89 0.33 0.81 0.15 0.72 0.40 ]
[0.89 0.84 0.63 0.94 0.57 0.97 0.27 0.70 0.52 0.11 1.00 0.44 0.60 0.89 0.58 0.69 0.91 0.50 0.71 0.09 0.75 0.68 0.83 0.97 0.85 0.23 0.97 0.90 0.55 0.01 0.51 0.32 0.56 0.67 0.72 ]
[0.79 0.95 0.74 0.78 0.99 0.28 0.63 0.29 0.71 0.93 0.44 1.00 0.25 0.78 0.58 0.50 0.19 0.81 0.12 0.10 0.11 0.19 0.08 0.39 0.21 0.22 0.70 0.32 0.03 0.94 0.62 0.73 0.76 0.13 0.48 ]
[0.85 0.61 1.00 0.49 0.71 0.66 0.84 0.67 0.41 0.19 0.60 0.25 1.00 0.99 0.58 0.92 0.79 0.39 0.96 0.34 0.40 0.90 0.95 0.92 0.67 0.84 0.12 0.37 0.87 0.65 1.00 0.42 0.65 0.35 1.00 ]
[0.32 0.89 0.71 0.43 0.83 0.20 0.61 0.32 0.16 0.67 0.89 0.78 0.99 1.00 0.70 0.34 0.64 0.14 0.93 0.81 0.60 0.75 0.50 0.26 0.51 0.77 0.31 0.61 0.18 0.40 0.07 0.07 0.97 0.05 0.44 ]
[0.95 0.35 0.93 0.89 0.32 0.75 0.73 0.33 0.57 0.36 0.58 0.58 0.58 0.70 1.00 0.46 0.21 0.63 0.14 0.18 0.71 0.65 0.82 0.31 0.06 0.63 0.76 0.38 1.00 0.46 0.66 0.85 0.77 0.84 0.75 ]
[0.99 0.79 0.36 0.31 0.09 0.59 0.50 0.21 0.00 0.15 0.69 0.50 0.92 0.34 0.46 1.00 0.62 0.83 0.28 0.51 0.19 0.59 0.86 0.64 0.29 0.81 0.29 0.30 0.65 0.14 0.94 0.37 0.10 0.41 0.82 ]
[0.68 0.21 0.72 0.87 0.36 0.41 0.36 0.39 0.99 0.08 0.91 0.19 0.79 0.64 0.21 0.62 1.00 0.97 0.87 0.82 0.29 0.42 0.43 0.69 0.92 0.71 0.50 0.59 0.29 0.64 0.39 0.16 0.30 0.25 0.89 ]
[0.66 0.81 0.10 0.73 0.69 0.83 0.84 0.37 0.70 0.28 0.50 0.81 0.39 0.14 0.63 0.83 0.97 1.00 0.01 0.49 0.61 0.98 0.78 0.90 0.50 0.53 0.49 0.64 0.62 0.96 0.46 0.61 0.52 0.86 0.72 ]
[0.22 0.07 0.46 0.07 0.27 0.74 0.19 0.86 0.18 0.62 0.71 0.12 0.96 0.93 0.14 0.28 0.87 0.01 1.00 0.51 0.74 0.97 0.47 0.64 0.50 0.65 0.07 0.76 0.76 0.96 0.53 0.71 0.45 0.80 0.08 ]
[0.97 0.55 0.77 0.22 0.01 0.54 0.01 0.87 0.70 0.77 0.09 0.10 0.34 0.81 0.18 0.51 0.82 0.49 0.51 1.00 0.13 0.21 0.78 0.28 0.28 1.00 0.13 0.37 0.52 0.78 0.13 0.98 0.84 0.83 0.84 ]
[0.07 0.24 0.08 0.55 0.08 0.22 0.31 0.22 0.07 0.18 0.75 0.11 0.40 0.60 0.71 0.19 0.29 0.61 0.74 0.13 1.00 0.54 0.09 0.59 0.52 0.55 0.75 0.81 0.76 0.55 0.38 0.75 0.81 0.74 0.81 ]
