D = 2;
n = [ 1 1 ];
N = 22;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.65 0.21 0.89 0.18 0.32 0.64 0.82 0.87 0.46 0.62 0.45 0.81 0.82 0.92 0.97 0.40 0.27 0.66 0.15 0.37 0.48 ]
[0.65 1.00 0.26 0.16 0.35 0.73 0.54 0.45 0.69 0.97 0.64 0.32 0.29 0.31 0.06 0.86 0.92 0.35 0.77 0.29 0.34 0.76 ]
[0.21 0.26 1.00 0.37 0.43 0.45 0.85 0.18 0.84 0.09 0.94 0.52 0.02 0.25 0.89 0.29 0.23 0.96 0.67 0.74 0.97 0.96 ]
[0.89 0.16 0.37 1.00 0.19 0.31 0.74 0.89 0.47 0.79 0.18 0.50 0.70 0.61 0.51 0.81 0.24 0.47 0.15 0.43 0.54 0.08 ]
[0.18 0.35 0.43 0.19 1.00 0.64 0.87 0.01 0.32 0.73 0.63 0.49 0.54 0.81 0.86 0.14 0.63 0.05 0.63 0.75 0.83 0.77 ]
[0.32 0.73 0.45 0.31 0.64 1.00 0.67 0.29 0.68 0.59 0.73 0.55 0.09 0.72 0.05 0.17 0.57 0.59 0.74 0.00 0.59 0.06 ]
[0.64 0.54 0.85 0.74 0.87 0.67 1.00 0.23 0.70 0.99 0.88 0.94 0.16 0.29 0.45 0.67 0.29 0.70 0.06 0.05 0.49 0.74 ]
[0.82 0.45 0.18 0.89 0.01 0.29 0.23 1.00 0.91 0.45 0.52 0.95 0.79 0.81 0.45 0.13 0.09 0.67 0.03 0.98 0.15 0.22 ]
[0.87 0.69 0.84 0.47 0.32 0.68 0.70 0.91 1.00 0.51 0.23 0.42 0.14 0.42 0.50 0.46 0.08 0.45 0.61 0.94 0.59 0.19 ]
[0.46 0.97 0.09 0.79 0.73 0.59 0.99 0.45 0.51 1.00 0.94 0.10 0.35 0.63 0.19 0.92 0.15 0.23 0.92 0.06 0.34 0.69 ]
[0.62 0.64 0.94 0.18 0.63 0.73 0.88 0.52 0.23 0.94 1.00 0.13 0.78 0.77 0.17 0.81 0.38 0.79 0.76 0.11 0.39 0.12 ]
[0.45 0.32 0.52 0.50 0.49 0.55 0.94 0.95 0.42 0.10 0.13 1.00 0.68 0.80 0.14 0.60 0.63 0.42 0.95 0.39 0.54 0.04 ]
[0.81 0.29 0.02 0.70 0.54 0.09 0.16 0.79 0.14 0.35 0.78 0.68 1.00 0.18 0.30 0.81 0.86 0.05 0.47 0.77 0.64 0.31 ]
[0.82 0.31 0.25 0.61 0.81 0.72 0.29 0.81 0.42 0.63 0.77 0.80 0.18 1.00 0.04 0.02 0.31 0.70 0.50 0.82 0.07 0.67 ]
[0.92 0.06 0.89 0.51 0.86 0.05 0.45 0.45 0.50 0.19 0.17 0.14 0.30 0.04 1.00 0.47 0.14 0.12 0.36 0.69 0.41 0.36 ]
[0.97 0.86 0.29 0.81 0.14 0.17 0.67 0.13 0.46 0.92 0.81 0.60 0.81 0.02 0.47 1.00 0.21 0.02 0.10 0.82 0.47 0.53 ]
[0.40 0.92 0.23 0.24 0.63 0.57 0.29 0.09 0.08 0.15 0.38 0.63 0.86 0.31 0.14 0.21 1.00 0.53 0.69 0.28 0.53 0.73 ]
[0.27 0.35 0.96 0.47 0.05 0.59 0.70 0.67 0.45 0.23 0.79 0.42 0.05 0.70 0.12 0.02 0.53 1.00 0.26 0.18 0.70 0.36 ]
[0.66 0.77 0.67 0.15 0.63 0.74 0.06 0.03 0.61 0.92 0.76 0.95 0.47 0.50 0.36 0.10 0.69 0.26 1.00 0.61 0.74 0.59 ]
[0.15 0.29 0.74 0.43 0.75 0.00 0.05 0.98 0.94 0.06 0.11 0.39 0.77 0.82 0.69 0.82 0.28 0.18 0.61 1.00 0.33 0.88 ]
[0.37 0.34 0.97 0.54 0.83 0.59 0.49 0.15 0.59 0.34 0.39 0.54 0.64 0.07 0.41 0.47 0.53 0.70 0.74 0.33 1.00 0.31 ]
[0.48 0.76 0.96 0.08 0.77 0.06 0.74 0.22 0.19 0.69 0.12 0.04 0.31 0.67 0.36 0.53 0.73 0.36 0.59 0.88 0.31 1.00 ]
];
