D = 6;
n = [ 5 5 5 5 5 5 ];
N = 80;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.16 0.80 0.56 0.28 0.49 0.04 0.43 0.90 0.18 0.37 0.07 0.01 0.68 0.06 0.63 0.15 0.53 0.47 0.76 0.49 0.52 0.46 0.98 0.08 0.91 0.31 0.31 0.62 0.94 0.84 0.43 0.09 0.19 0.27 0.24 0.29 0.59 0.02 0.54 0.13 0.09 0.18 0.47 0.78 0.09 0.74 0.27 0.99 0.28 0.72 0.13 0.26 0.18 0.99 0.35 0.50 0.24 0.12 0.75 0.02 0.49 0.57 0.56 0.30 0.37 0.87 0.89 0.89 0.19 0.83 0.05 0.95 0.44 0.30 0.21 0.35 0.85 0.69 0.83 ]
[0.16 1.00 0.11 0.68 0.84 0.81 0.87 0.57 0.48 0.72 0.30 0.49 0.15 0.39 0.17 0.88 0.74 0.70 0.69 0.25 0.81 0.22 0.31 0.50 0.63 0.10 0.67 0.46 0.50 0.00 0.53 0.69 0.08 0.63 0.68 0.52 0.52 0.64 0.11 0.52 0.84 0.47 0.67 0.99 0.40 0.99 0.78 0.54 0.85 0.82 0.61 0.48 0.98 0.71 0.28 0.79 0.78 0.20 0.21 0.43 0.33 0.60 0.48 0.16 0.90 0.68 0.17 0.11 0.65 0.07 0.89 0.87 0.21 0.09 0.91 0.58 0.89 0.82 1.00 0.03 ]
[0.80 0.11 1.00 0.47 0.89 0.03 0.71 0.65 0.81 0.44 0.27 0.26 0.29 0.08 0.86 0.65 0.87 0.55 0.35 0.75 0.75 0.09 0.37 0.04 0.68 0.75 0.08 0.05 0.62 0.40 0.18 0.23 0.23 0.85 0.97 0.74 0.27 0.07 0.09 0.86 0.89 0.14 0.60 0.63 0.12 0.04 0.48 0.32 0.91 0.07 0.08 0.01 0.89 0.68 0.03 0.19 0.43 0.83 0.77 0.17 0.71 0.94 0.95 0.73 0.37 0.66 0.41 0.39 0.76 0.75 0.31 0.78 0.11 0.17 0.51 0.51 0.16 0.98 0.28 0.08 ]
[0.56 0.68 0.47 1.00 0.26 0.73 0.44 0.88 0.16 0.86 0.50 0.73 0.18 0.34 0.10 0.47 0.78 0.08 0.66 0.36 0.42 0.08 0.17 0.57 0.29 0.56 0.33 0.04 0.88 0.19 0.31 0.22 0.71 0.69 0.72 0.54 0.90 0.42 0.81 0.14 0.59 0.62 0.89 0.44 0.84 0.31 0.32 1.00 0.28 0.81 0.91 0.63 0.29 0.64 0.83 0.72 0.77 0.05 0.57 0.79 0.13 0.36 0.50 0.82 0.99 0.52 0.24 0.29 0.31 0.20 0.77 0.43 0.72 0.03 0.29 0.03 0.04 0.93 0.87 0.91 ]
[0.28 0.84 0.89 0.26 1.00 0.58 0.23 0.36 0.64 0.16 0.31 0.84 0.00 0.22 0.04 0.32 0.41 0.31 0.53 0.26 0.41 0.01 0.23 0.22 0.60 0.58 0.09 0.90 0.57 0.99 0.43 0.21 0.17 0.87 0.24 0.93 0.06 0.20 0.46 0.31 0.05 0.87 0.46 0.62 0.61 0.83 0.00 0.57 0.79 0.84 0.90 0.92 0.48 0.52 0.03 0.63 0.69 0.89 0.28 0.40 0.44 0.23 0.49 0.55 0.11 0.05 0.29 0.61 0.27 0.28 0.23 0.42 0.90 0.27 0.48 0.30 0.58 0.88 0.54 0.49 ]
[0.49 0.81 0.03 0.73 0.58 1.00 0.31 0.62 1.00 0.76 0.89 0.68 0.55 0.84 0.49 0.32 0.69 0.39 0.80 0.85 0.15 0.53 0.97 0.36 0.56 0.28 0.67 0.89 0.29 0.35 0.73 0.59 0.09 0.73 0.42 0.60 0.02 0.08 0.76 1.00 0.98 0.31 0.43 0.11 0.53 0.52 0.96 0.57 0.67 0.67 0.94 0.43 0.57 0.88 0.36 0.50 0.06 0.30 0.03 0.07 0.79 0.16 0.04 0.49 0.44 0.30 0.62 0.04 0.46 0.42 0.84 0.76 0.94 0.57 0.92 0.22 0.43 0.80 0.21 0.37 ]
[0.04 0.87 0.71 0.44 0.23 0.31 1.00 0.01 0.66 0.11 0.99 0.19 0.36 0.62 0.36 0.92 0.67 0.71 0.69 0.24 0.96 0.44 0.01 0.81 0.91 0.57 0.53 0.57 0.77 0.79 0.33 0.37 0.99 0.51 0.88 0.83 0.22 0.30 0.24 0.42 0.64 0.13 0.72 0.51 0.62 0.84 0.89 0.33 0.67 0.47 0.15 0.90 0.59 0.16 0.65 0.81 0.47 0.90 0.81 0.77 0.47 0.71 0.42 0.65 0.92 0.93 0.84 0.68 0.93 0.54 0.55 0.76 0.93 0.94 0.19 0.37 0.48 0.44 0.39 0.11 ]
[0.43 0.57 0.65 0.88 0.36 0.62 0.01 1.00 0.54 0.50 0.63 0.51 0.64 0.39 0.46 0.47 0.91 0.96 0.97 0.39 0.35 0.92 0.96 0.28 0.90 0.18 0.70 0.05 1.00 0.38 0.92 0.35 0.35 0.28 0.10 0.89 0.40 0.75 0.48 0.94 0.05 0.70 0.22 0.23 0.81 0.83 0.88 0.20 0.91 0.45 0.19 0.23 0.06 0.55 0.87 0.28 0.75 0.24 0.10 0.20 0.69 0.56 0.65 0.45 0.82 0.41 0.97 0.34 0.53 0.93 0.68 0.90 0.47 0.27 0.56 0.19 0.77 0.63 0.77 0.71 ]
[0.90 0.48 0.81 0.16 0.64 1.00 0.66 0.54 1.00 0.59 0.32 0.52 0.13 0.29 0.62 0.64 0.58 0.46 0.13 0.69 0.33 0.86 0.31 0.87 0.40 0.46 0.53 0.77 0.03 0.16 0.99 0.65 0.92 0.13 0.50 0.64 0.61 0.60 0.24 0.72 0.20 0.51 0.27 0.18 0.95 0.20 0.03 0.55 0.54 0.62 0.71 0.07 0.55 0.13 0.90 0.66 0.44 0.28 0.55 0.97 0.82 0.74 0.65 0.43 0.97 0.33 0.50 1.00 0.95 0.47 0.50 0.80 0.62 0.93 0.60 0.74 0.68 0.13 0.41 0.38 ]
[0.18 0.72 0.44 0.86 0.16 0.76 0.11 0.50 0.59 1.00 0.82 0.64 0.04 0.88 0.78 0.71 0.29 0.33 0.44 0.49 0.88 0.64 0.91 0.30 0.54 0.22 0.95 0.40 0.80 0.81 0.64 0.93 0.19 0.93 0.42 0.68 0.95 0.12 0.13 0.42 0.19 0.47 0.51 0.81 0.67 0.08 0.03 0.20 0.29 0.39 0.50 0.69 0.68 0.50 0.99 0.58 0.78 0.59 0.73 0.39 0.04 0.84 0.82 0.75 0.87 0.01 0.26 0.31 0.46 0.56 0.36 0.11 0.29 0.41 0.37 0.61 0.76 0.91 0.97 0.92 ]
