D = 6;
n = [ 4 4 4 4 4 4 ];
N = 83;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.54 0.10 0.68 0.56 0.14 0.02 0.49 0.98 0.87 0.71 0.85 0.06 0.99 0.91 0.04 0.85 0.07 0.46 0.47 0.37 0.89 0.11 0.44 0.38 0.91 0.20 0.41 0.20 0.23 0.12 0.13 0.69 0.60 0.70 0.82 0.94 0.31 0.14 0.05 0.67 0.14 0.87 0.32 0.36 0.45 0.09 0.59 0.79 0.24 0.56 0.29 0.91 0.65 0.33 0.97 0.33 0.33 0.49 0.51 0.03 0.02 0.50 0.29 0.23 0.70 0.88 0.34 0.72 0.49 0.18 0.70 0.41 0.98 0.22 0.10 0.11 0.77 0.97 0.33 0.28 0.49 0.29 ]
[0.54 1.00 0.46 0.32 0.82 0.45 0.73 0.01 0.57 0.95 0.54 0.65 0.38 0.37 0.21 0.21 0.98 0.14 0.55 0.38 0.57 0.28 0.59 0.52 0.80 0.75 0.55 0.39 0.28 0.65 0.76 0.94 0.58 0.49 0.67 0.26 0.45 0.53 0.73 0.67 0.17 0.38 0.15 0.61 0.28 0.55 0.03 0.29 0.28 0.02 0.82 0.85 0.48 0.64 0.74 0.71 0.81 0.63 0.64 0.99 0.38 0.24 0.07 0.19 0.77 0.62 0.49 0.41 0.07 0.60 0.77 0.50 0.65 0.77 0.24 0.55 0.88 0.25 0.52 0.11 0.75 0.11 0.22 ]
[0.10 0.46 1.00 0.02 0.36 0.65 0.51 0.33 0.56 0.89 0.94 0.58 0.65 0.24 0.79 0.76 0.11 0.53 0.39 0.33 0.05 0.31 0.68 0.43 0.56 0.27 0.47 0.01 0.60 0.25 0.37 0.49 0.38 0.80 0.75 0.43 0.72 0.46 1.00 0.89 0.69 0.38 0.19 0.37 0.48 0.26 0.02 0.29 0.99 0.48 0.87 0.01 0.88 0.91 0.71 0.95 0.25 0.31 0.91 0.39 0.54 0.55 0.87 0.88 0.78 0.62 0.88 0.22 0.58 0.25 0.25 0.35 0.32 0.95 0.25 0.68 0.33 0.43 0.58 0.56 0.07 0.26 0.19 ]
[0.68 0.32 0.02 1.00 0.81 0.21 0.91 0.89 0.95 0.30 0.05 0.81 0.22 0.15 0.51 0.67 0.46 0.85 0.36 0.00 0.22 0.74 0.20 0.50 0.90 0.76 0.74 0.78 0.48 0.88 0.05 0.96 0.01 0.07 0.47 0.76 0.31 0.78 0.82 0.37 0.86 0.84 0.26 0.15 0.02 0.60 0.10 0.97 0.25 0.15 0.67 0.24 0.94 0.03 0.23 0.66 0.31 0.54 0.10 0.80 0.26 0.72 0.69 0.24 0.99 0.13 1.00 0.61 0.51 0.11 0.83 0.23 0.70 0.06 0.79 0.55 0.95 1.00 0.34 0.75 0.73 0.04 0.01 ]
[0.56 0.82 0.36 0.81 1.00 0.88 0.10 0.46 0.09 0.71 0.73 0.77 0.17 0.38 0.54 0.04 0.61 0.84 0.29 0.83 0.63 0.17 0.15 0.12 0.70 0.42 0.42 0.33 0.31 0.97 0.76 0.52 0.86 0.45 0.44 0.67 0.48 1.00 0.83 0.64 1.00 0.96 0.77 0.51 0.62 0.46 0.83 0.50 0.53 0.96 0.32 0.05 0.49 0.29 0.06 0.34 0.81 0.52 0.01 0.73 0.40 0.09 0.97 0.73 0.44 0.76 0.93 0.41 0.46 0.31 0.01 0.83 0.17 0.95 0.20 0.63 0.10 0.89 0.88 0.56 0.65 0.60 0.10 ]
[0.14 0.45 0.65 0.21 0.88 1.00 0.85 0.43 0.74 0.76 0.97 0.35 0.42 0.26 0.19 0.29 0.61 0.50 0.61 0.67 0.81 0.29 1.00 0.81 0.39 0.79 0.63 0.31 0.93 0.69 0.25 0.25 0.56 0.19 0.84 0.48 0.52 0.61 0.97 0.87 0.28 0.05 0.24 0.49 0.93 0.63 0.09 0.70 0.03 0.02 0.25 0.06 0.48 0.35 0.15 0.87 0.61 0.32 0.75 0.41 0.50 0.67 0.69 0.53 0.02 0.78 0.32 0.24 0.11 0.77 0.49 0.83 0.27 0.17 0.31 0.33 0.31 0.38 0.53 0.81 0.58 0.19 0.39 ]
[0.02 0.73 0.51 0.91 0.10 0.85 1.00 0.02 0.26 0.93 0.93 0.82 0.23 0.84 0.09 0.52 0.88 0.19 0.83 0.42 0.43 0.48 0.78 0.81 0.28 0.82 0.63 0.95 0.82 0.24 0.51 0.19 0.77 0.30 0.73 0.61 0.31 0.36 0.54 0.22 0.15 0.31 0.56 0.05 0.26 0.57 0.30 0.29 0.87 0.73 0.04 0.42 0.06 0.79 0.56 0.85 0.10 0.72 0.02 0.97 0.88 0.74 0.83 0.54 0.51 1.00 0.96 0.40 0.31 0.81 0.87 0.77 0.50 0.88 0.91 0.09 0.05 0.34 0.24 0.71 0.20 0.15 0.05 ]
[0.49 0.01 0.33 0.89 0.46 0.43 0.02 1.00 0.69 0.37 0.20 0.40 0.71 0.63 0.24 0.84 0.21 0.69 0.14 0.90 0.27 0.52 0.77 0.73 0.66 0.22 0.78 0.13 0.76 0.42 0.59 0.25 0.76 0.71 0.95 0.78 0.93 0.48 0.71 0.31 0.94 0.90 0.37 0.46 0.98 0.16 0.30 0.26 0.52 0.63 0.57 0.06 0.61 0.85 0.83 0.05 0.88 0.95 0.20 0.08 0.85 0.12 0.65 0.72 0.81 0.09 0.05 0.30 0.50 0.50 0.18 0.18 0.88 0.40 0.30 0.49 0.01 0.97 0.83 0.76 0.34 0.39 0.06 ]
[0.98 0.57 0.56 0.95 0.09 0.74 0.26 0.69 1.00 0.52 0.94 0.89 0.41 0.22 0.05 0.85 0.70 0.99 0.62 0.40 0.13 0.57 0.60 0.30 0.31 0.61 0.88 0.53 0.91 0.29 0.24 0.80 0.19 0.77 0.48 0.79 0.76 0.55 0.36 0.69 0.41 0.86 0.49 0.95 0.27 0.92 0.74 0.47 0.10 0.47 0.96 0.31 0.16 0.98 0.38 0.10 0.95 0.47 0.59 0.53 0.80 0.40 0.31 0.33 0.01 0.53 0.32 0.43 0.50 0.44 0.45 0.90 0.58 0.17 0.69 0.82 0.99 0.73 0.90 0.82 0.45 0.94 0.97 ]
[0.87 0.95 0.89 0.30 0.71 0.76 0.93 0.37 0.52 1.00 0.88 0.45 0.12 0.38 0.77 0.69 0.98 0.76 0.20 0.32 0.38 0.72 0.31 0.02 0.78 0.59 0.76 0.86 0.48 1.00 0.60 0.29 0.42 0.07 0.73 0.70 0.25 0.27 0.50 0.58 0.40 0.22 0.56 0.69 0.36 0.74 0.45 0.84 0.52 0.18 0.72 0.56 0.67 0.98 0.05 0.08 0.99 0.29 0.31 0.60 0.96 0.57 0.61 0.01 0.96 0.34 0.77 0.86 0.71 0.83 0.90 0.27 0.48 0.41 0.69 0.04 0.81 1.00 0.20 0.02 0.17 0.58 0.24 ]
[0.71 0.54 0.94 0.05 0.73 0.97 0.93 0.20 0.94 0.88 1.00 0.05 0.33 0.46 0.15 0.47 0.26 0.34 0.70 0.55 0.88 0.64 0.85 0.42 0.71 0.96 0.92 0.48 0.98 0.06 0.95 0.63 0.19 0.66 0.81 0.09 0.74 0.18 0.93 0.04 0.20 0.26 0.94 0.86 0.39 0.34 0.98 0.32 0.35 0.12 0.12 0.39 0.53 0.08 0.95 0.91 0.40 0.49 0.13 0.15 0.45 0.57 0.79 0.18 0.86 0.83 0.98 0.35 0.39 0.05 0.06 0.13 0.93 0.82 0.20 0.71 0.30 0.88 0.87 0.27 0.66 0.92 0.45 ]
[0.85 0.65 0.58 0.81 0.77 0.35 0.82 0.40 0.89 0.45 0.05 1.00 0.81 0.25 0.23 0.52 0.45 0.36 0.09 0.24 0.57 0.44 0.57 0.54 0.52 0.97 0.83 0.30 0.70 0.61 0.97 0.09 0.40 0.78 0.75 0.01 0.40 0.73 0.65 0.24 0.84 0.49 0.93 0.04 0.22 0.28 0.65 0.96 0.92 0.61 0.29 0.30 0.03 0.66 0.27 0.58 0.65 0.37 0.78 0.18 0.79 0.26 0.05 0.76 0.41 0.20 0.68 0.23 0.77 0.75 0.96 0.25 0.98 0.51 0.21 0.81 0.34 0.18 0.40 0.57 0.18 0.34 0.97 ]
[0.06 0.38 0.65 0.22 0.17 0.42 0.23 0.71 0.41 0.12 0.33 0.81 1.00 0.27 0.29 0.26 0.49 0.62 0.25 0.15 0.49 0.31 0.07 0.60 0.05 0.37 0.61 0.60 0.42 0.19 0.86 0.77 0.54 0.68 0.05 0.58 0.84 0.88 0.12 0.08 0.98 0.13 0.09 0.72 0.37 0.60 0.26 0.62 0.30 0.70 0.18 0.22 0.60 0.25 0.17 0.04 0.80 0.35 0.64 0.20 0.88 0.88 0.24 0.42 0.87 0.01 0.58 0.15 0.35 0.32 0.38 0.90 0.81 0.41 0.35 0.31 0.88 0.20 0.80 0.15 0.37 0.59 0.22 ]
