D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 75;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.59 0.93 0.15 0.90 0.20 0.21 0.61 0.95 0.36 0.95 0.05 0.08 0.14 0.43 0.70 0.43 0.46 0.47 0.99 0.71 0.15 0.82 0.79 0.72 0.24 0.27 0.00 0.81 0.21 0.21 0.53 0.96 0.59 0.20 0.32 0.99 0.95 0.99 0.56 0.12 0.19 0.08 0.16 0.27 0.55 1.00 0.26 0.49 0.93 0.18 0.17 0.88 0.27 0.54 0.31 0.34 0.36 0.82 0.36 0.54 0.62 0.99 0.67 0.68 0.84 0.43 0.68 0.29 0.39 0.43 0.77 1.00 0.00 0.38 ]
[0.59 1.00 0.40 0.85 0.33 0.87 0.76 0.74 0.33 0.06 0.77 0.89 0.59 0.51 0.63 0.48 0.59 0.52 0.54 0.73 0.40 0.27 0.74 0.40 0.57 0.35 0.98 0.31 0.88 0.92 0.70 0.47 0.44 0.00 0.24 0.10 0.68 1.00 0.92 0.90 0.03 0.49 0.66 0.53 0.65 0.98 0.95 0.51 0.43 0.81 0.08 0.46 0.30 0.19 0.21 0.79 0.16 0.58 0.77 0.88 0.34 0.82 0.19 0.87 0.01 0.85 0.46 0.70 0.82 0.06 0.42 0.41 0.35 0.61 0.95 ]
[0.93 0.40 1.00 0.40 0.57 0.36 0.72 0.27 0.92 0.80 0.19 0.05 0.74 0.34 0.05 0.13 0.03 0.24 0.08 0.29 0.45 0.35 0.30 0.44 0.18 0.37 0.70 0.50 0.73 0.87 0.37 0.59 0.39 0.34 0.56 0.54 0.21 0.01 0.31 0.99 0.66 0.55 0.50 0.77 0.84 0.91 0.50 0.64 0.73 0.89 0.95 0.49 0.11 0.26 0.97 0.21 0.43 0.20 0.28 0.15 0.17 0.83 0.04 0.29 0.62 0.70 0.63 0.93 0.18 0.60 0.08 0.30 0.40 0.91 0.06 ]
[0.15 0.85 0.40 1.00 0.75 0.02 0.45 0.69 0.57 0.44 0.25 0.49 0.36 0.57 0.46 0.31 0.80 0.35 0.13 0.69 0.49 0.62 0.99 0.41 0.03 0.22 0.62 0.03 0.88 0.24 0.50 0.82 0.04 0.86 0.94 0.75 0.84 0.27 0.66 0.54 0.59 0.30 0.55 0.93 0.82 0.47 0.23 0.38 0.41 0.28 0.24 0.20 0.83 0.03 0.35 0.51 0.06 0.34 0.86 0.35 0.86 0.69 0.54 0.69 0.04 0.78 0.66 0.56 0.46 0.76 0.56 0.54 0.19 0.14 0.11 ]
[0.90 0.33 0.57 0.75 1.00 0.06 0.07 0.91 0.87 0.29 0.92 0.86 0.31 0.10 0.74 0.89 0.68 0.70 0.20 0.79 0.67 0.87 0.25 0.44 0.02 0.55 0.12 0.82 0.10 0.81 0.68 0.32 0.02 0.52 0.79 0.35 0.84 0.07 0.91 0.21 0.23 0.00 0.79 0.87 0.17 0.88 0.90 0.59 0.83 0.90 0.76 0.67 0.35 0.17 0.47 0.45 0.87 0.06 0.30 0.64 0.50 0.66 0.21 0.39 0.10 0.83 0.18 0.66 0.31 0.96 0.65 0.48 0.06 0.88 0.39 ]
[0.20 0.87 0.36 0.02 0.06 1.00 0.14 0.03 0.83 0.41 0.56 0.02 0.30 0.78 0.31 0.98 0.65 0.87 0.42 0.43 0.31 0.21 0.84 0.01 0.46 0.25 0.22 0.75 0.94 0.94 0.77 0.04 0.26 0.91 0.09 0.92 0.21 0.57 0.36 0.83 0.88 0.49 0.83 0.37 0.53 0.31 0.22 0.11 0.54 0.86 0.16 0.41 0.13 0.13 0.38 0.19 0.86 0.58 0.64 0.81 0.17 0.86 0.19 0.05 0.66 0.21 0.65 0.61 0.07 0.05 0.99 0.69 0.05 0.33 0.66 ]
[0.21 0.76 0.72 0.45 0.07 0.14 1.00 0.16 0.63 0.79 0.24 0.42 0.76 0.19 0.55 0.86 0.38 0.32 0.67 0.99 0.89 0.07 0.45 0.82 0.20 0.47 0.63 0.49 0.85 0.44 0.39 0.36 0.96 0.82 0.48 0.08 0.76 0.38 0.85 0.11 0.35 0.39 0.01 0.23 0.34 0.94 0.11 0.49 0.81 0.83 0.32 0.69 0.34 0.34 0.06 0.52 0.37 0.24 0.07 0.15 0.11 0.01 0.04 0.05 0.73 0.83 0.34 0.02 0.05 0.44 0.42 0.60 0.17 0.45 0.26 ]
[0.61 0.74 0.27 0.69 0.91 0.03 0.16 1.00 0.94 0.54 0.79 0.32 0.87 0.30 0.09 0.36 0.41 0.48 0.82 0.08 0.99 0.88 0.28 0.92 0.30 0.44 0.05 0.38 0.68 0.99 0.41 0.24 0.79 0.37 0.50 0.48 0.20 0.15 0.15 0.87 0.56 0.55 0.52 0.09 0.78 0.71 0.34 0.79 0.27 0.58 0.36 0.19 0.48 0.34 0.43 0.72 0.56 0.40 0.35 0.12 0.05 0.72 0.41 0.88 0.08 0.28 0.56 0.61 0.86 0.30 0.55 0.30 0.83 0.44 0.81 ]
[0.95 0.33 0.92 0.57 0.87 0.83 0.63 0.94 1.00 0.16 0.19 0.09 0.69 0.53 0.89 0.29 0.19 0.16 0.90 0.75 0.84 0.82 0.11 0.40 0.65 0.76 0.59 0.25 0.55 0.97 0.50 0.51 0.81 0.80 0.54 0.08 0.92 0.48 0.02 0.86 0.73 0.60 0.77 0.73 0.87 0.60 0.96 0.70 0.07 0.96 0.94 0.00 0.56 0.37 0.53 0.10 0.66 0.97 0.27 0.79 0.23 0.69 0.44 0.98 0.19 0.97 0.90 0.17 0.53 0.24 0.85 0.60 0.19 0.53 0.75 ]
[0.36 0.06 0.80 0.44 0.29 0.41 0.79 0.54 0.16 1.00 0.36 0.96 0.97 0.09 0.02 0.23 0.37 0.39 0.33 0.36 0.57 0.39 0.84 0.12 0.81 0.37 0.03 0.72 0.25 0.15 0.88 0.89 0.30 0.81 0.11 0.76 0.00 0.73 0.36 0.66 0.88 0.13 0.35 0.45 0.01 0.92 0.21 0.37 0.21 0.10 0.48 0.78 0.09 0.01 0.74 0.87 0.61 0.74 0.35 0.27 0.62 0.38 0.24 0.52 0.55 0.31 0.38 0.30 0.53 0.30 0.92 0.27 0.99 0.34 0.99 ]
