D = 4;
n = [ 2 2 2 2 ];
N = 21;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.43 0.07 0.55 0.15 0.03 0.99 0.39 0.66 0.49 0.32 0.45 0.23 0.08 0.37 0.93 0.71 0.40 0.43 0.09 0.83 ]
[0.43 1.00 0.98 0.37 0.86 0.55 0.90 0.56 0.41 0.34 0.00 0.73 0.07 0.17 0.31 0.15 0.50 0.46 0.11 0.32 0.25 ]
[0.07 0.98 1.00 0.89 0.00 0.55 0.19 0.83 0.93 0.76 0.90 0.72 0.81 0.36 0.71 0.93 0.05 0.29 0.19 0.25 0.66 ]
[0.55 0.37 0.89 1.00 0.48 0.17 0.57 0.56 0.17 0.50 0.04 0.28 0.08 0.73 0.61 0.09 0.39 0.32 0.39 0.87 0.86 ]
[0.15 0.86 0.00 0.48 1.00 0.10 0.79 0.82 0.80 0.99 0.50 0.45 0.32 0.40 0.59 0.99 0.30 0.76 0.68 0.83 0.45 ]
[0.03 0.55 0.55 0.17 0.10 1.00 0.84 0.54 0.99 0.59 0.05 0.48 0.02 0.09 0.84 0.57 0.01 0.33 0.42 0.87 0.27 ]
[0.99 0.90 0.19 0.57 0.79 0.84 1.00 0.57 0.48 0.56 0.02 0.88 0.37 0.56 0.86 0.56 0.75 0.96 0.85 0.02 0.28 ]
[0.39 0.56 0.83 0.56 0.82 0.54 0.57 1.00 0.52 0.07 0.18 0.02 0.67 0.21 0.36 0.49 0.92 0.64 0.56 0.40 0.98 ]
[0.66 0.41 0.93 0.17 0.80 0.99 0.48 0.52 1.00 0.36 0.64 0.24 0.56 0.49 0.17 0.36 0.82 0.27 0.35 0.62 0.80 ]
[0.49 0.34 0.76 0.50 0.99 0.59 0.56 0.07 0.36 1.00 0.47 0.04 0.51 0.68 0.38 0.31 0.47 0.51 0.11 0.47 0.09 ]
[0.32 0.00 0.90 0.04 0.50 0.05 0.02 0.18 0.64 0.47 1.00 0.55 0.72 0.81 0.71 0.45 0.76 0.98 0.98 0.32 0.50 ]
[0.45 0.73 0.72 0.28 0.45 0.48 0.88 0.02 0.24 0.04 0.55 1.00 0.84 0.88 0.83 0.24 0.58 0.67 0.17 0.47 0.37 ]
[0.23 0.07 0.81 0.08 0.32 0.02 0.37 0.67 0.56 0.51 0.72 0.84 1.00 0.80 0.18 0.30 0.04 0.93 0.61 0.40 0.71 ]
[0.08 0.17 0.36 0.73 0.40 0.09 0.56 0.21 0.49 0.68 0.81 0.88 0.80 1.00 0.45 0.18 0.86 0.38 0.49 0.44 0.08 ]
[0.37 0.31 0.71 0.61 0.59 0.84 0.86 0.36 0.17 0.38 0.71 0.83 0.18 0.45 1.00 0.90 0.90 0.51 0.12 0.16 0.79 ]
[0.93 0.15 0.93 0.09 0.99 0.57 0.56 0.49 0.36 0.31 0.45 0.24 0.30 0.18 0.90 1.00 0.85 0.68 0.96 0.65 0.21 ]
[0.71 0.50 0.05 0.39 0.30 0.01 0.75 0.92 0.82 0.47 0.76 0.58 0.04 0.86 0.90 0.85 1.00 0.79 0.67 0.81 0.88 ]
[0.40 0.46 0.29 0.32 0.76 0.33 0.96 0.64 0.27 0.51 0.98 0.67 0.93 0.38 0.51 0.68 0.79 1.00 0.44 0.88 0.46 ]
[0.43 0.11 0.19 0.39 0.68 0.42 0.85 0.56 0.35 0.11 0.98 0.17 0.61 0.49 0.12 0.96 0.67 0.44 1.00 0.06 0.48 ]
[0.09 0.32 0.25 0.87 0.83 0.87 0.02 0.40 0.62 0.47 0.32 0.47 0.40 0.44 0.16 0.65 0.81 0.88 0.06 1.00 0.41 ]
[0.83 0.25 0.66 0.86 0.45 0.27 0.28 0.98 0.80 0.09 0.50 0.37 0.71 0.08 0.79 0.21 0.88 0.46 0.48 0.41 1.00 ]
];
