D = 2;
n = [ 1 1 ];
N = 26;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.45 0.90 0.70 0.07 0.27 0.99 0.19 0.59 0.31 0.98 0.96 0.83 0.44 0.12 0.83 0.92 0.46 0.34 0.74 0.30 0.03 0.63 0.05 0.74 0.73 ]
[0.45 1.00 0.58 0.47 0.11 0.22 0.18 0.13 0.54 0.71 0.79 0.92 0.12 0.03 0.27 0.43 0.05 0.80 0.92 0.29 0.42 0.60 0.06 0.72 0.66 0.14 ]
[0.90 0.58 1.00 0.82 0.55 0.75 0.23 0.15 0.93 0.06 0.07 0.88 0.35 0.09 0.13 0.22 0.62 0.36 0.60 0.86 0.60 0.55 0.41 0.44 0.89 0.94 ]
[0.70 0.47 0.82 1.00 0.40 0.52 0.55 0.76 0.14 0.39 0.95 0.58 0.29 0.47 0.68 0.31 0.58 0.17 0.41 0.96 0.94 0.53 0.30 0.35 0.30 0.84 ]
[0.07 0.11 0.55 0.40 1.00 0.11 0.70 0.70 0.03 0.58 0.12 0.92 0.76 0.85 0.08 0.09 0.92 0.65 0.47 0.60 0.13 0.85 0.51 0.74 0.84 0.63 ]
[0.27 0.22 0.75 0.52 0.11 1.00 0.03 0.85 0.41 0.61 0.42 0.02 0.38 0.68 0.57 0.62 0.35 0.05 0.77 0.94 0.51 0.59 0.90 0.25 0.62 0.25 ]
[0.99 0.18 0.23 0.55 0.70 0.03 1.00 0.52 0.54 0.25 0.25 0.07 0.24 0.27 0.38 0.76 0.04 0.85 0.62 0.15 0.43 0.96 0.13 0.28 0.67 0.61 ]
[0.19 0.13 0.15 0.76 0.70 0.85 0.52 1.00 0.79 0.77 0.26 0.45 0.54 0.74 0.94 0.19 0.70 0.30 0.47 0.61 0.98 0.29 0.78 0.16 0.31 0.04 ]
[0.59 0.54 0.93 0.14 0.03 0.41 0.54 0.79 1.00 0.91 0.01 0.09 0.70 0.16 0.53 0.67 0.80 0.33 0.59 0.00 0.94 0.58 0.02 0.79 0.76 0.78 ]
[0.31 0.71 0.06 0.39 0.58 0.61 0.25 0.77 0.91 1.00 0.62 0.75 0.67 0.99 0.74 0.80 0.93 0.91 0.49 0.16 0.66 0.47 0.80 0.33 0.94 0.69 ]
