D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 62;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.07 0.95 0.02 0.49 0.83 0.52 0.38 0.80 0.21 0.85 0.24 0.02 0.75 0.51 0.22 0.60 0.20 0.50 0.98 0.74 0.70 0.70 0.38 0.41 0.29 0.37 0.38 0.46 0.42 0.53 0.28 0.96 0.19 0.11 0.81 0.02 0.68 0.73 0.24 0.56 0.09 0.77 0.38 0.81 0.16 0.34 0.21 0.03 0.56 0.62 0.47 0.90 0.70 0.95 0.15 0.88 0.29 0.78 0.42 0.80 0.48 ]
[0.07 1.00 0.27 0.31 0.55 0.37 0.86 0.71 1.00 0.62 0.97 0.61 0.27 0.22 0.68 0.45 0.54 0.50 0.03 0.63 0.84 0.39 0.95 0.72 0.83 0.75 0.46 0.81 0.93 0.24 0.25 0.41 0.21 0.14 0.90 0.10 0.70 0.74 0.78 0.91 0.78 0.73 0.19 0.55 0.61 0.65 0.66 0.16 0.17 0.38 0.35 0.41 0.88 0.56 0.31 0.22 1.00 0.96 0.26 0.16 0.79 0.30 ]
[0.95 0.27 1.00 0.91 0.34 0.02 0.58 0.37 0.91 0.96 0.42 0.39 0.58 0.24 0.41 0.97 0.97 0.35 0.74 0.78 0.91 0.64 0.92 0.23 0.03 0.29 0.95 0.36 0.87 0.03 0.46 0.34 0.29 0.62 0.75 0.27 0.86 0.30 0.45 0.24 0.13 0.28 0.12 0.64 0.95 0.64 0.52 0.51 0.14 0.17 0.53 0.81 0.47 0.53 0.30 0.96 0.52 0.44 0.58 0.73 0.04 0.96 ]
[0.02 0.31 0.91 1.00 0.54 0.72 0.49 0.41 0.51 0.58 0.82 0.71 0.21 0.23 0.79 0.04 0.22 0.10 0.70 0.59 0.61 0.03 0.41 0.98 0.24 0.80 0.78 0.05 0.40 0.23 0.12 0.73 0.95 0.01 0.98 0.39 0.71 0.01 0.67 0.89 0.10 0.22 0.67 0.35 0.37 0.03 0.64 0.56 0.83 0.28 0.21 0.63 0.25 0.98 0.19 0.69 0.77 0.91 0.90 0.20 0.66 0.69 ]
[0.49 0.55 0.34 0.54 1.00 0.34 0.32 0.11 0.72 0.32 0.84 0.55 0.02 0.06 0.37 0.21 0.95 0.69 0.49 0.29 0.48 0.27 0.26 0.05 0.44 0.68 0.79 0.52 0.83 0.24 0.08 0.69 0.74 0.87 0.92 0.66 0.79 0.49 0.42 0.57 0.87 0.85 0.35 0.77 0.02 0.25 0.40 0.65 0.12 0.30 0.39 0.48 0.47 0.80 0.35 0.31 0.55 0.19 0.16 0.84 0.17 0.08 ]
[0.83 0.37 0.02 0.72 0.34 1.00 0.97 0.86 0.89 0.60 0.66 0.15 0.96 0.04 0.47 0.21 0.29 0.48 0.30 0.33 0.63 0.58 0.38 0.54 0.57 0.79 0.74 0.21 0.07 0.32 0.14 0.26 0.92 0.30 0.21 0.21 0.55 0.69 0.57 0.15 0.07 0.82 0.78 0.10 0.76 0.28 0.37 0.12 0.84 0.94 0.28 0.63 0.23 0.60 0.22 0.66 0.33 0.51 0.42 0.96 0.09 0.92 ]
[0.52 0.86 0.58 0.49 0.32 0.97 1.00 0.17 0.03 0.04 0.29 0.56 0.96 0.46 0.85 0.86 0.76 0.96 0.11 0.63 0.81 0.59 0.14 0.12 0.07 0.57 0.23 0.03 0.79 0.62 0.20 0.52 0.97 0.88 0.16 0.31 0.75 0.95 0.91 0.82 0.77 0.30 0.01 0.43 0.48 0.42 0.12 0.22 0.69 0.16 0.73 0.31 0.82 0.51 0.07 0.45 0.82 0.61 0.27 0.40 0.52 0.43 ]
[0.38 0.71 0.37 0.41 0.11 0.86 0.17 1.00 0.24 0.87 0.48 0.61 0.69 0.05 0.41 0.29 0.90 0.26 0.11 0.87 0.08 0.81 0.40 0.78 0.46 0.40 0.00 0.74 0.88 0.56 0.62 0.66 0.37 0.75 0.58 0.71 0.58 0.70 0.96 0.38 0.40 0.24 0.27 0.42 0.80 0.66 0.52 0.06 0.73 0.90 0.97 0.51 0.64 0.02 0.40 0.82 0.68 0.20 0.27 0.32 0.81 0.24 ]
[0.80 1.00 0.91 0.51 0.72 0.89 0.03 0.24 1.00 0.44 0.29 0.54 0.09 0.71 0.19 0.28 0.81 0.37 0.19 0.86 0.34 0.36 0.29 0.25 0.80 0.39 0.47 0.24 0.39 0.92 0.53 0.60 0.33 0.46 0.54 0.18 0.10 0.90 0.37 0.41 0.47 0.42 0.76 0.75 0.86 0.65 0.56 0.29 0.18 0.31 0.17 0.56 0.94 0.36 0.59 0.42 0.96 0.37 0.35 0.12 0.53 0.82 ]
[0.21 0.62 0.96 0.58 0.32 0.60 0.04 0.87 0.44 1.00 0.41 0.40 0.66 0.71 0.84 0.47 0.14 0.86 0.28 0.45 0.65 0.19 0.73 0.64 0.60 0.18 0.12 0.72 0.26 0.01 0.52 0.04 0.85 0.56 0.23 0.08 0.87 0.43 0.89 0.57 0.57 0.93 0.62 0.51 0.74 0.38 0.57 0.91 0.51 0.18 0.74 0.71 0.37 0.41 0.78 0.59 0.77 0.29 0.86 0.22 0.78 0.12 ]
