D = 2;
n = [ 4 4 ];
N = 17;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.30 0.93 0.51 0.81 0.80 0.72 0.86 0.26 0.20 0.52 0.06 0.35 0.05 0.37 0.02 0.12 ]
[0.30 1.00 0.82 0.62 0.85 0.82 0.02 0.56 0.17 0.35 0.12 0.05 0.31 0.45 0.53 0.04 0.31 ]
[0.93 0.82 1.00 0.63 0.49 0.41 0.96 0.33 0.76 0.83 0.61 0.44 0.13 0.85 0.87 0.70 0.60 ]
[0.51 0.62 0.63 1.00 0.68 0.09 0.64 0.85 0.98 0.22 0.37 0.57 0.74 0.43 0.28 0.32 0.12 ]
[0.81 0.85 0.49 0.68 1.00 0.63 0.44 0.06 0.36 0.03 0.06 0.58 0.47 0.70 0.81 0.95 0.10 ]
[0.80 0.82 0.41 0.09 0.63 1.00 0.66 0.27 0.24 0.12 0.00 0.58 0.14 0.42 0.80 0.49 0.62 ]
[0.72 0.02 0.96 0.64 0.44 0.66 1.00 0.15 0.60 0.36 0.24 0.81 0.47 1.00 0.32 0.61 0.01 ]
[0.86 0.56 0.33 0.85 0.06 0.27 0.15 1.00 0.96 0.76 0.21 0.53 0.40 0.93 0.52 0.06 0.14 ]
[0.26 0.17 0.76 0.98 0.36 0.24 0.60 0.96 1.00 0.82 0.54 0.61 0.33 0.68 0.95 0.08 0.68 ]
[0.20 0.35 0.83 0.22 0.03 0.12 0.36 0.76 0.82 1.00 0.62 0.01 0.60 0.28 0.92 0.22 0.70 ]
[0.52 0.12 0.61 0.37 0.06 0.00 0.24 0.21 0.54 0.62 1.00 0.35 0.45 0.63 0.36 0.51 0.31 ]
[0.06 0.05 0.44 0.57 0.58 0.58 0.81 0.53 0.61 0.01 0.35 1.00 0.20 0.25 0.63 0.24 0.19 ]
[0.35 0.31 0.13 0.74 0.47 0.14 0.47 0.40 0.33 0.60 0.45 0.20 1.00 0.89 0.04 0.35 0.52 ]
[0.05 0.45 0.85 0.43 0.70 0.42 1.00 0.93 0.68 0.28 0.63 0.25 0.89 1.00 0.05 0.54 0.76 ]
[0.37 0.53 0.87 0.28 0.81 0.80 0.32 0.52 0.95 0.92 0.36 0.63 0.04 0.05 1.00 0.67 0.07 ]
[0.02 0.04 0.70 0.32 0.95 0.49 0.61 0.06 0.08 0.22 0.51 0.24 0.35 0.54 0.67 1.00 0.86 ]
[0.12 0.31 0.60 0.12 0.10 0.62 0.01 0.14 0.68 0.70 0.31 0.19 0.52 0.76 0.07 0.86 1.00 ]
];
