D = 4;
n = [ 2 2 2 2 ];
N = 33;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.74 0.69 0.39 0.10 0.89 0.25 0.45 0.39 0.72 0.13 0.95 0.17 0.78 0.27 0.07 0.69 0.13 0.31 0.13 0.96 0.48 0.54 0.78 0.89 0.71 0.45 0.74 0.69 0.97 0.25 0.29 0.50 ]
[0.74 1.00 0.16 0.26 0.93 0.31 0.50 0.29 0.66 0.06 0.46 0.82 0.89 0.11 0.01 0.79 0.93 0.91 0.50 0.99 0.47 0.34 0.65 0.72 0.76 0.10 0.18 0.19 0.22 0.73 0.72 0.50 0.54 ]
[0.69 0.16 1.00 0.29 0.29 0.88 0.92 0.02 0.63 0.09 0.54 0.82 0.20 0.31 0.59 0.12 0.91 0.26 0.68 0.30 0.62 0.73 0.80 0.57 0.54 0.92 0.41 0.84 0.61 0.15 0.51 0.22 0.30 ]
[0.39 0.26 0.29 1.00 0.87 0.41 0.15 0.23 0.04 0.86 0.08 0.34 0.82 0.44 0.56 0.86 0.98 0.42 0.58 0.80 0.09 0.53 0.43 0.01 0.07 0.68 0.63 0.37 0.93 0.03 0.36 0.87 0.65 ]
[0.10 0.93 0.29 0.87 1.00 0.51 0.17 0.46 0.70 0.93 0.85 0.85 0.61 0.98 0.30 0.74 0.22 0.66 0.57 0.61 0.20 0.18 0.62 0.73 0.73 0.73 0.02 0.98 0.90 0.05 0.29 0.41 0.67 ]
[0.89 0.31 0.88 0.41 0.51 1.00 0.92 0.72 0.04 0.51 0.56 0.84 0.16 0.92 0.50 0.19 0.41 0.54 0.31 0.37 0.08 0.63 0.39 0.88 0.02 0.64 0.38 0.22 0.17 0.31 0.97 0.79 0.28 ]
[0.25 0.50 0.92 0.15 0.17 0.92 1.00 0.34 0.84 0.38 0.45 0.34 0.00 0.23 0.32 0.65 0.40 0.98 0.50 0.86 0.41 0.44 0.80 0.57 0.64 0.61 0.81 0.73 0.44 0.66 0.81 0.20 0.18 ]
[0.45 0.29 0.02 0.23 0.46 0.72 0.34 1.00 0.46 0.75 0.79 0.53 0.71 0.10 0.09 0.66 0.32 0.31 0.33 0.40 0.69 0.69 0.67 0.22 0.51 0.03 0.28 0.57 0.38 0.50 0.26 0.96 0.23 ]
[0.39 0.66 0.63 0.04 0.70 0.04 0.84 0.46 1.00 0.99 0.72 0.54 0.84 0.58 0.84 0.43 0.72 0.61 0.84 0.66 0.64 0.37 0.53 0.50 0.08 0.07 0.25 0.76 0.66 0.36 0.19 0.31 0.73 ]
[0.72 0.06 0.09 0.86 0.93 0.51 0.38 0.75 0.99 1.00 0.93 0.39 0.34 0.55 0.28 0.17 0.26 0.75 0.31 0.44 0.94 0.43 0.82 0.80 0.63 0.95 0.15 0.34 0.92 0.02 0.98 0.36 0.67 ]
[0.13 0.46 0.54 0.08 0.85 0.56 0.45 0.79 0.72 0.93 1.00 0.28 0.21 0.74 0.82 0.96 0.10 0.15 0.99 0.84 0.87 0.78 0.93 0.19 0.37 0.67 0.66 0.92 0.30 0.94 0.41 0.78 0.80 ]
[0.95 0.82 0.82 0.34 0.85 0.84 0.34 0.53 0.54 0.39 0.28 1.00 0.76 0.42 0.96 0.49 0.16 0.81 0.64 0.28 0.29 0.64 0.70 0.81 0.22 0.69 0.82 0.18 0.11 0.96 0.87 0.62 0.19 ]
[0.17 0.89 0.20 0.82 0.61 0.16 0.00 0.71 0.84 0.34 0.21 0.76 1.00 0.32 0.23 0.76 0.71 0.35 0.47 0.11 0.04 0.68 0.07 0.48 0.98 0.74 0.46 0.30 0.96 0.34 0.76 0.11 0.55 ]
[0.78 0.11 0.31 0.44 0.98 0.92 0.23 0.10 0.58 0.55 0.74 0.42 0.32 1.00 0.08 0.35 0.34 0.73 0.76 0.76 0.68 0.97 0.56 0.81 0.30 0.61 0.87 0.97 0.92 0.54 0.90 0.68 0.50 ]
[0.27 0.01 0.59 0.56 0.30 0.50 0.32 0.09 0.84 0.28 0.82 0.96 0.23 0.08 1.00 0.37 0.90 0.99 0.55 0.32 0.04 0.82 0.28 0.17 0.84 0.98 0.83 0.89 0.36 0.75 0.55 0.36 0.10 ]
[0.07 0.79 0.12 0.86 0.74 0.19 0.65 0.66 0.43 0.17 0.96 0.49 0.76 0.35 0.37 1.00 0.28 0.62 0.29 0.98 0.53 0.99 0.38 0.57 0.28 0.15 0.10 0.13 0.88 0.22 0.02 0.15 0.72 ]
[0.69 0.93 0.91 0.98 0.22 0.41 0.40 0.32 0.72 0.26 0.10 0.16 0.71 0.34 0.90 0.28 1.00 0.24 0.94 0.88 0.46 0.70 0.93 0.51 0.08 0.56 0.03 0.56 0.95 0.82 0.75 0.94 0.25 ]
