D = 2;
n = [ 4 4 ];
N = 72;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.68 0.49 0.14 0.44 0.02 0.94 0.30 0.95 0.24 0.11 0.58 0.07 0.43 0.67 0.33 0.45 0.34 0.91 0.46 0.13 0.48 0.71 0.86 0.87 0.70 0.76 0.61 0.98 0.42 0.01 0.24 0.23 0.55 0.52 0.44 0.32 0.48 0.04 0.40 0.72 0.60 0.98 0.09 0.94 0.83 0.08 0.25 0.74 0.98 0.34 0.15 0.36 0.69 0.94 0.92 0.40 0.87 0.21 0.09 0.82 0.41 0.21 0.61 0.83 0.17 0.33 0.34 0.63 0.62 0.10 0.04 ]
[0.68 1.00 0.40 0.20 0.93 0.26 0.63 0.35 0.23 0.99 0.42 0.24 0.32 0.18 0.09 0.28 0.00 0.44 0.56 0.47 0.84 0.27 0.10 0.68 0.74 0.22 0.70 0.75 0.70 0.69 0.39 0.45 0.45 0.13 0.12 0.94 0.70 0.13 0.48 0.66 0.46 0.40 0.96 0.39 0.97 0.60 0.69 0.58 0.60 0.41 0.73 0.16 0.04 0.37 0.16 0.03 0.84 0.78 0.87 0.55 0.74 0.87 0.28 0.55 0.80 0.14 1.00 0.86 0.18 0.79 0.54 0.70 ]
[0.49 0.40 1.00 0.84 0.14 0.28 0.51 0.91 0.43 0.76 0.99 0.47 0.06 0.73 0.84 0.99 0.57 0.81 0.37 0.13 0.38 0.32 0.73 0.18 0.08 0.10 0.94 0.04 0.37 0.19 0.63 0.20 0.99 0.29 0.43 0.31 0.06 0.09 0.37 0.19 0.73 0.41 0.30 0.08 0.43 0.91 0.38 0.11 0.98 0.80 0.37 0.93 0.30 0.87 0.49 0.84 0.10 0.33 0.33 0.17 0.97 0.44 0.66 0.47 0.08 0.08 0.98 0.80 0.41 0.80 0.88 0.30 ]
[0.14 0.20 0.84 1.00 0.02 0.45 0.41 0.47 0.03 0.98 0.73 0.65 0.24 0.60 0.41 0.48 0.38 0.18 0.46 0.92 0.64 0.60 0.44 0.09 0.50 0.22 0.57 0.10 0.27 0.13 0.62 0.70 0.24 0.69 0.98 0.24 0.21 0.37 0.31 0.50 0.14 0.75 0.22 0.03 0.59 0.14 0.08 0.65 0.76 0.45 0.48 0.81 0.60 0.62 0.37 0.92 0.51 0.20 0.29 0.78 0.06 0.92 0.55 0.07 0.07 0.01 0.19 0.69 0.75 0.79 0.82 0.81 ]
[0.44 0.93 0.14 0.02 1.00 0.45 0.30 0.69 0.06 0.02 0.92 0.19 0.29 0.56 0.79 0.09 0.87 0.19 0.33 0.85 0.50 0.59 0.40 0.16 0.07 0.33 0.89 0.00 0.59 0.32 0.74 0.03 0.22 0.49 0.28 0.85 0.71 0.45 0.19 0.87 0.89 0.00 0.41 0.65 0.26 0.68 0.90 0.72 0.95 0.23 0.41 0.44 0.41 0.45 0.90 0.96 0.78 0.49 0.17 0.53 0.53 0.93 0.31 0.47 0.49 0.09 0.36 0.09 0.29 0.27 0.82 0.16 ]
[0.02 0.26 0.28 0.45 0.45 1.00 0.11 0.93 0.43 0.38 0.99 0.10 0.85 0.91 0.67 0.92 0.66 0.68 0.89 0.95 0.79 0.62 0.86 0.32 0.38 0.90 0.94 0.77 0.51 0.17 0.11 0.02 0.68 0.79 0.56 0.36 0.54 0.38 0.41 0.42 0.27 0.66 0.16 0.89 0.73 0.97 0.46 0.67 0.75 0.46 0.95 0.04 0.91 0.20 0.42 0.06 0.68 0.42 0.05 0.78 0.15 0.92 0.37 0.56 0.18 0.29 0.59 0.40 0.85 0.38 0.03 0.24 ]
[0.94 0.63 0.51 0.41 0.30 0.11 1.00 0.23 0.20 0.49 0.13 0.98 0.96 0.89 0.13 0.52 0.09 0.05 0.27 0.79 0.77 0.90 0.49 0.33 0.52 0.45 0.34 0.82 0.73 0.92 0.43 0.89 0.66 0.63 0.21 0.40 0.68 0.62 0.02 0.37 0.43 0.76 0.66 0.23 0.30 0.12 0.71 0.74 0.26 0.18 0.90 0.29 0.69 0.82 0.26 0.05 0.28 0.39 0.94 0.16 0.85 0.50 0.73 0.81 0.62 0.52 0.87 0.18 0.74 0.87 0.22 0.54 ]
[0.30 0.35 0.91 0.47 0.69 0.93 0.23 1.00 0.12 0.50 0.16 0.75 0.91 0.43 0.04 0.54 0.52 0.77 0.51 0.80 0.35 0.54 0.98 0.41 0.94 0.36 0.88 0.90 0.19 0.79 0.79 0.92 0.60 0.11 0.92 0.76 0.94 0.57 0.94 0.72 0.16 0.61 0.43 0.92 0.14 0.43 0.11 0.31 0.51 0.24 0.46 0.78 0.55 0.74 0.24 0.04 0.10 0.29 0.65 0.51 0.02 0.35 0.64 0.21 0.07 0.98 0.80 0.51 0.92 0.67 0.64 0.52 ]
[0.95 0.23 0.43 0.03 0.06 0.43 0.20 0.12 1.00 0.17 0.07 0.58 0.68 0.78 0.79 0.27 0.34 0.17 0.54 0.03 0.72 0.93 0.73 0.95 0.70 0.65 0.80 0.29 0.10 0.68 0.91 0.28 0.81 0.55 0.40 0.49 0.30 0.02 0.33 0.15 0.60 0.90 0.40 0.94 0.80 0.92 0.23 0.68 0.14 0.96 0.84 0.87 0.55 0.42 0.21 0.69 0.37 0.56 0.35 0.85 0.85 0.72 0.47 0.31 0.19 0.05 0.33 0.01 0.94 0.94 0.93 0.96 ]
[0.24 0.99 0.76 0.98 0.02 0.38 0.49 0.50 0.17 1.00 0.26 0.89 0.70 0.03 0.31 0.50 0.60 0.84 0.89 0.01 0.71 0.09 0.88 0.77 0.70 0.30 0.83 0.96 0.30 0.60 0.94 0.83 0.61 0.76 0.46 0.61 0.21 0.39 0.53 0.22 0.91 0.07 0.70 0.89 0.64 0.03 0.68 0.90 0.27 0.08 0.74 0.87 0.98 0.47 0.04 0.20 0.92 0.24 0.46 0.37 0.54 0.96 0.04 0.32 0.05 0.19 0.18 0.01 0.60 0.89 0.14 0.62 ]
