D = 2;
n = [ 2 2 ];
N = 26;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.68 0.72 0.96 0.66 0.49 0.60 0.75 0.94 0.51 0.98 0.66 0.12 0.98 0.45 0.84 0.08 0.27 0.42 0.61 0.36 0.41 0.79 0.05 0.72 0.76 ]
[0.68 1.00 0.92 0.51 0.15 0.64 0.82 0.72 0.88 0.77 0.53 0.92 0.71 0.86 0.15 0.63 0.94 0.38 0.88 0.51 0.05 0.60 0.87 0.27 0.86 0.08 ]
[0.72 0.92 1.00 0.12 0.81 0.08 0.47 0.69 0.45 0.82 0.08 0.15 0.23 0.22 0.87 0.05 0.10 0.74 0.87 0.06 0.49 0.61 0.46 0.46 0.30 0.46 ]
[0.96 0.51 0.12 1.00 0.78 0.58 0.83 0.38 0.07 0.54 0.74 0.87 0.61 0.02 0.83 0.10 0.33 0.84 0.35 0.82 0.34 0.29 0.41 0.36 0.38 0.29 ]
[0.66 0.15 0.81 0.78 1.00 0.02 0.93 0.70 0.56 0.37 0.68 0.27 0.65 0.55 0.30 0.54 0.00 0.00 0.03 0.48 0.02 0.39 0.97 0.61 0.14 0.12 ]
[0.49 0.64 0.08 0.58 0.02 1.00 0.42 0.06 0.66 0.28 0.56 0.55 0.21 0.34 0.49 0.45 0.18 0.21 0.98 0.55 0.65 0.17 0.17 0.28 0.72 0.70 ]
[0.60 0.82 0.47 0.83 0.93 0.42 1.00 0.29 0.98 0.56 0.51 0.93 0.01 0.60 0.88 0.18 0.44 0.80 0.02 0.23 0.17 0.85 0.45 0.66 0.79 0.66 ]
[0.75 0.72 0.69 0.38 0.70 0.06 0.29 1.00 0.73 0.21 0.17 0.53 0.48 0.53 0.58 0.29 0.05 0.54 0.57 0.21 0.76 0.98 0.08 0.73 0.53 0.69 ]
[0.94 0.88 0.45 0.07 0.56 0.66 0.98 0.73 1.00 0.95 0.16 0.41 0.83 0.19 0.93 0.27 0.98 0.09 0.00 0.40 0.27 0.39 0.70 0.36 0.10 0.80 ]
[0.51 0.77 0.82 0.54 0.37 0.28 0.56 0.21 0.95 1.00 0.02 0.29 0.84 0.70 0.60 0.74 0.14 0.85 0.06 0.71 0.69 0.49 0.97 0.09 0.50 0.07 ]
