D = 2;
n = [ 2 2 ];
N = 25;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.75 0.78 0.34 0.34 0.42 0.21 0.73 0.05 0.16 0.21 0.40 0.42 0.41 0.05 0.75 0.87 0.65 0.30 0.22 0.58 0.33 0.45 0.21 0.38 ]
[0.75 1.00 0.83 0.63 0.43 0.71 0.31 0.80 0.01 0.97 0.72 0.84 0.50 0.27 0.38 0.41 0.42 0.21 0.03 0.87 0.54 0.24 0.43 0.21 0.06 ]
[0.78 0.83 1.00 0.92 0.29 0.56 0.92 0.15 0.59 0.66 0.36 0.85 0.45 0.70 0.43 0.55 0.62 0.26 0.71 0.81 0.91 0.65 0.78 0.12 0.84 ]
[0.34 0.63 0.92 1.00 0.03 0.85 0.86 0.60 0.48 0.72 0.50 0.56 0.82 0.18 0.65 0.28 0.23 0.59 0.34 0.61 0.33 0.14 0.60 0.73 0.73 ]
[0.34 0.43 0.29 0.03 1.00 0.34 0.21 0.15 0.60 0.15 0.65 0.52 0.90 0.06 0.99 0.29 0.89 0.52 0.92 0.93 0.67 0.57 0.51 0.62 0.80 ]
[0.42 0.71 0.56 0.85 0.34 1.00 0.32 0.26 0.49 0.37 0.02 0.69 0.29 0.95 0.64 0.20 0.22 1.00 0.07 0.18 0.74 0.08 0.31 0.20 0.10 ]
[0.21 0.31 0.92 0.86 0.21 0.32 1.00 0.85 0.38 0.26 0.33 0.24 0.11 0.95 0.14 0.60 0.16 0.49 0.87 0.24 0.13 0.62 0.74 0.52 0.94 ]
[0.73 0.80 0.15 0.60 0.15 0.26 0.85 1.00 0.91 0.69 0.25 0.36 1.00 0.74 1.00 0.69 0.68 1.00 0.50 0.56 0.90 0.14 0.10 0.98 0.95 ]
[0.05 0.01 0.59 0.48 0.60 0.49 0.38 0.91 1.00 0.59 0.63 0.58 0.42 0.71 0.97 0.77 0.12 0.58 0.03 0.59 0.31 0.43 0.48 0.19 0.23 ]
[0.16 0.97 0.66 0.72 0.15 0.37 0.26 0.69 0.59 1.00 0.46 0.16 0.09 0.31 0.33 0.39 0.99 0.06 0.12 0.64 0.14 0.64 0.53 0.69 0.35 ]
[0.21 0.72 0.36 0.50 0.65 0.02 0.33 0.25 0.63 0.46 1.00 0.24 0.66 0.46 0.70 0.54 0.35 0.52 0.49 0.51 0.14 0.82 0.12 0.08 0.80 ]
[0.40 0.84 0.85 0.56 0.52 0.69 0.24 0.36 0.58 0.16 0.24 1.00 0.31 0.67 0.78 0.45 0.19 0.52 0.52 0.78 0.49 0.67 0.44 0.26 0.89 ]
[0.42 0.50 0.45 0.82 0.90 0.29 0.11 1.00 0.42 0.09 0.66 0.31 1.00 0.37 0.02 0.15 0.68 0.06 0.40 0.19 0.02 0.17 0.16 0.92 0.26 ]
[0.41 0.27 0.70 0.18 0.06 0.95 0.95 0.74 0.71 0.31 0.46 0.67 0.37 1.00 0.77 0.29 0.60 0.93 0.61 0.26 0.86 0.91 0.65 0.31 0.54 ]
[0.05 0.38 0.43 0.65 0.99 0.64 0.14 1.00 0.97 0.33 0.70 0.78 0.02 0.77 1.00 0.52 0.06 0.60 0.76 0.45 0.47 0.08 0.99 0.09 0.32 ]
[0.75 0.41 0.55 0.28 0.29 0.20 0.60 0.69 0.77 0.39 0.54 0.45 0.15 0.29 0.52 1.00 0.11 0.17 0.78 0.72 0.61 0.25 0.76 0.85 0.65 ]
[0.87 0.42 0.62 0.23 0.89 0.22 0.16 0.68 0.12 0.99 0.35 0.19 0.68 0.60 0.06 0.11 1.00 0.62 0.10 0.61 0.22 0.17 0.23 0.14 0.39 ]
[0.65 0.21 0.26 0.59 0.52 1.00 0.49 1.00 0.58 0.06 0.52 0.52 0.06 0.93 0.60 0.17 0.62 1.00 0.51 0.03 0.36 0.59 0.06 0.90 0.07 ]
[0.30 0.03 0.71 0.34 0.92 0.07 0.87 0.50 0.03 0.12 0.49 0.52 0.40 0.61 0.76 0.78 0.10 0.51 1.00 0.20 0.15 0.20 0.24 0.84 0.10 ]
[0.22 0.87 0.81 0.61 0.93 0.18 0.24 0.56 0.59 0.64 0.51 0.78 0.19 0.26 0.45 0.72 0.61 0.03 0.20 1.00 0.63 0.51 0.52 0.22 0.61 ]
[0.58 0.54 0.91 0.33 0.67 0.74 0.13 0.90 0.31 0.14 0.14 0.49 0.02 0.86 0.47 0.61 0.22 0.36 0.15 0.63 1.00 0.55 0.11 0.67 0.43 ]
[0.33 0.24 0.65 0.14 0.57 0.08 0.62 0.14 0.43 0.64 0.82 0.67 0.17 0.91 0.08 0.25 0.17 0.59 0.20 0.51 0.55 1.00 0.46 0.33 0.44 ]
[0.45 0.43 0.78 0.60 0.51 0.31 0.74 0.10 0.48 0.53 0.12 0.44 0.16 0.65 0.99 0.76 0.23 0.06 0.24 0.52 0.11 0.46 1.00 0.21 0.30 ]
[0.21 0.21 0.12 0.73 0.62 0.20 0.52 0.98 0.19 0.69 0.08 0.26 0.92 0.31 0.09 0.85 0.14 0.90 0.84 0.22 0.67 0.33 0.21 1.00 0.92 ]
[0.38 0.06 0.84 0.73 0.80 0.10 0.94 0.95 0.23 0.35 0.80 0.89 0.26 0.54 0.32 0.65 0.39 0.07 0.10 0.61 0.43 0.44 0.30 0.92 1.00 ]
];
