D = 2;
n = [ 2 2 ];
N = 69;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.87 0.68 0.64 0.03 0.58 0.04 0.53 0.28 0.28 0.23 0.13 0.81 0.96 0.95 0.29 0.24 0.81 0.95 0.37 0.76 0.08 0.28 0.75 0.36 0.74 0.80 0.51 0.49 0.30 0.94 0.08 0.36 0.16 0.36 0.54 0.83 0.40 0.46 0.46 0.16 0.17 0.24 0.01 0.54 0.12 0.40 0.39 0.58 0.16 0.71 0.41 0.46 0.25 0.34 0.73 0.08 0.77 0.77 0.80 0.20 0.17 0.55 0.12 0.29 0.16 0.05 0.56 0.39 ]
[0.87 1.00 0.80 0.44 0.15 0.95 0.16 0.89 0.01 0.38 1.00 0.64 0.16 0.40 0.26 0.56 0.31 0.12 0.94 0.18 0.26 0.84 0.86 0.84 0.10 0.06 0.37 0.64 0.38 0.61 0.80 0.24 0.77 0.18 0.20 0.00 0.00 0.03 0.51 0.29 0.29 0.14 0.27 0.85 0.36 0.71 0.76 0.82 0.41 0.15 0.64 0.76 0.71 0.90 0.90 0.05 0.76 0.75 0.49 0.57 0.49 0.09 0.98 0.84 0.30 0.92 0.03 0.80 0.41 ]
[0.68 0.80 1.00 0.60 0.56 0.84 0.15 0.36 0.20 0.06 0.16 0.17 0.99 0.71 0.41 0.68 0.41 0.99 0.69 0.57 0.85 0.13 0.02 0.10 0.31 0.61 0.81 0.64 0.27 0.37 0.79 0.69 0.01 0.38 0.62 0.79 0.85 0.17 0.18 0.22 1.00 0.67 0.39 0.09 0.30 0.59 0.17 0.74 1.00 0.27 0.72 0.73 0.33 0.06 0.55 0.66 0.69 0.42 0.90 0.87 0.64 0.48 0.55 0.90 0.63 0.66 0.83 0.03 0.30 ]
[0.64 0.44 0.60 1.00 0.35 0.26 0.96 0.38 0.99 0.43 0.16 0.91 0.22 0.67 0.05 0.64 0.66 0.51 0.14 0.39 0.94 0.13 0.08 0.15 0.28 0.67 0.66 0.46 0.39 0.34 0.95 0.24 0.18 0.61 0.88 0.81 0.72 0.69 0.57 0.14 0.57 0.71 0.71 0.71 0.59 0.92 0.41 0.93 0.12 0.04 0.17 0.60 0.36 0.20 0.98 0.98 0.96 0.20 0.65 0.96 0.92 0.49 0.36 0.56 0.74 0.41 0.62 0.78 0.20 ]
[0.03 0.15 0.56 0.35 1.00 0.35 0.54 0.27 0.93 0.80 0.42 0.10 0.39 0.08 0.70 0.38 0.25 0.52 0.01 0.14 0.16 0.61 0.10 0.81 0.17 0.74 0.07 0.58 0.28 0.75 0.33 0.78 1.00 0.14 0.29 0.46 0.87 0.95 0.03 0.37 0.03 0.73 0.18 0.79 0.47 0.64 0.70 0.52 0.81 0.16 0.78 0.70 0.60 0.83 0.68 0.40 0.07 0.30 0.84 0.10 0.41 0.07 0.75 0.58 0.56 0.65 0.41 0.15 0.09 ]
[0.58 0.95 0.84 0.26 0.35 1.00 0.39 0.93 0.61 0.65 0.62 0.85 0.54 0.90 0.81 0.23 0.98 0.05 0.92 0.88 0.89 0.51 0.80 0.44 0.75 0.22 0.34 0.23 0.47 0.80 0.54 0.63 0.90 0.61 0.89 0.61 0.55 0.25 0.20 0.99 0.41 0.75 0.70 0.39 0.51 0.55 0.28 0.10 0.01 0.69 1.00 0.20 0.63 0.44 0.27 0.62 0.53 0.30 0.95 0.79 0.18 0.51 0.57 0.31 0.07 0.82 0.97 0.58 0.73 ]
[0.04 0.16 0.15 0.96 0.54 0.39 1.00 0.43 0.45 0.80 0.18 0.46 0.94 0.82 0.80 0.67 0.68 0.25 0.39 0.30 0.67 0.69 0.80 0.87 0.17 0.06 0.84 0.46 0.78 0.80 0.43 0.26 0.87 0.83 0.35 0.85 0.44 0.74 0.74 0.21 0.67 0.69 0.18 0.58 0.65 0.47 0.11 0.27 0.46 0.60 0.12 0.91 1.00 0.10 0.76 0.75 0.53 0.05 0.21 0.82 0.55 0.67 0.71 0.41 0.14 0.17 0.47 0.24 0.77 ]
[0.53 0.89 0.36 0.38 0.27 0.93 0.43 1.00 0.79 0.25 0.86 0.76 0.62 0.22 0.28 0.01 0.90 0.23 0.47 0.14 0.60 0.86 0.38 0.40 0.65 0.28 0.29 0.70 0.11 0.78 0.69 0.43 0.96 0.40 0.76 0.55 0.00 0.24 0.04 0.71 0.09 0.41 0.22 0.75 0.06 0.15 0.97 0.62 0.16 0.47 0.84 0.44 0.04 0.51 0.95 0.37 0.16 0.83 0.68 0.65 0.95 0.76 0.74 0.99 0.25 0.32 0.64 0.04 0.19 ]
[0.28 0.01 0.20 0.99 0.93 0.61 0.45 0.79 1.00 0.59 0.82 0.79 0.35 0.49 0.55 0.64 0.69 0.34 0.92 0.51 0.79 0.15 0.86 0.45 0.75 0.50 0.88 0.79 0.58 0.56 0.68 0.19 0.39 0.87 0.88 0.12 0.00 0.47 0.24 0.58 0.30 0.66 0.54 0.55 0.93 0.77 0.79 0.10 0.46 0.70 0.92 0.72 0.28 0.53 0.55 0.98 0.64 0.70 0.54 0.76 0.65 0.74 0.42 0.36 0.86 0.81 0.05 0.30 0.28 ]
[0.28 0.38 0.06 0.43 0.80 0.65 0.80 0.25 0.59 1.00 0.65 0.19 0.75 0.17 0.31 0.28 0.92 0.84 0.04 0.09 0.13 0.98 0.25 0.95 0.45 0.44 0.61 0.82 0.63 0.01 0.42 0.34 0.21 0.80 0.04 0.76 0.25 0.45 0.53 0.13 0.52 0.34 0.75 0.32 0.03 0.59 0.38 0.56 0.35 0.56 0.49 0.91 0.17 0.85 0.27 0.80 0.48 0.96 0.69 0.69 0.55 0.30 0.48 0.05 0.20 0.67 0.83 0.21 0.49 ]
