D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 57;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.93 0.69 0.20 0.42 0.92 0.79 0.82 0.20 0.10 0.07 0.07 0.35 0.55 0.02 0.96 0.73 0.55 0.09 0.60 0.14 0.14 0.78 0.38 0.59 0.74 0.95 0.78 0.75 0.82 0.95 0.52 0.02 0.07 0.45 0.15 0.63 0.73 0.60 0.89 0.41 0.45 0.16 0.86 0.20 0.06 0.08 0.10 0.60 0.30 0.75 0.57 0.48 0.28 0.96 0.50 0.93 ]
[0.93 1.00 0.21 0.14 0.05 0.96 0.91 0.42 0.54 0.51 0.58 0.86 0.53 0.55 0.09 0.97 0.12 0.23 0.88 0.55 0.50 0.77 0.98 0.13 0.60 0.93 0.74 0.01 0.80 0.30 0.43 0.76 0.56 0.25 0.10 0.70 0.10 0.17 0.43 0.21 0.57 0.64 0.14 0.77 0.22 0.77 0.36 0.98 0.01 0.46 0.61 0.19 0.72 0.83 0.07 0.01 0.22 ]
[0.69 0.21 1.00 0.32 0.42 0.43 0.77 0.27 0.61 0.81 0.62 0.82 0.07 0.42 0.09 0.00 0.48 0.58 0.98 0.07 0.58 0.83 0.58 0.10 0.40 0.19 0.08 0.87 0.58 0.61 0.70 0.72 0.44 0.99 0.01 0.29 0.87 0.46 0.91 0.46 0.58 0.21 0.14 0.43 0.05 0.95 0.83 0.80 0.34 0.59 0.73 0.99 0.75 0.43 0.94 0.93 0.91 ]
[0.20 0.14 0.32 1.00 0.18 0.35 0.54 0.90 0.73 0.98 0.27 0.06 0.10 0.79 0.57 0.36 0.45 0.12 0.79 0.34 0.11 0.64 0.75 0.48 0.73 0.78 0.64 0.82 0.80 0.78 0.45 0.10 0.38 0.69 0.68 0.94 0.22 0.08 0.88 0.06 0.42 0.79 0.51 0.79 0.02 0.58 0.94 0.65 0.35 0.51 0.18 0.31 0.32 0.74 0.63 0.66 0.46 ]
[0.42 0.05 0.42 0.18 1.00 0.23 0.59 0.07 0.48 0.19 0.41 0.97 0.03 0.43 0.70 0.38 0.57 0.28 0.51 0.49 0.25 0.47 0.89 0.04 0.91 0.88 0.92 0.78 0.68 0.37 0.87 0.78 0.85 0.87 0.11 0.85 0.63 0.66 0.36 0.15 0.48 0.60 0.27 0.04 0.48 0.16 0.07 0.99 0.65 0.69 0.15 0.54 0.61 0.19 0.71 0.74 0.41 ]
[0.92 0.96 0.43 0.35 0.23 1.00 0.91 0.82 0.13 0.32 0.76 0.12 0.10 0.42 0.32 0.51 0.84 0.08 0.27 0.26 0.98 0.64 0.81 0.19 0.41 0.98 0.36 0.81 0.14 0.72 0.35 0.57 0.02 0.11 0.63 1.00 0.34 0.36 0.21 0.66 0.13 0.99 0.52 0.43 0.13 0.58 0.12 0.84 0.92 0.65 0.38 0.93 0.47 0.99 0.18 0.90 0.32 ]
[0.79 0.91 0.77 0.54 0.59 0.91 1.00 0.02 0.63 0.31 0.69 0.69 0.52 0.66 0.90 0.25 0.45 0.69 0.63 0.65 0.23 0.60 0.25 0.98 0.69 0.14 0.62 0.82 0.32 0.44 0.60 0.64 0.29 0.48 0.70 0.88 0.56 0.94 0.12 0.23 0.39 0.07 0.42 0.17 0.70 0.21 0.82 0.47 0.29 0.05 0.44 0.19 0.66 0.26 0.89 0.56 0.19 ]
[0.82 0.42 0.27 0.90 0.07 0.82 0.02 1.00 0.59 0.23 0.22 0.99 0.23 0.21 0.17 0.03 0.83 0.38 0.69 0.16 0.24 0.24 0.95 0.70 0.93 0.50 0.56 0.97 0.92 0.06 0.90 0.40 0.58 0.26 0.33 0.86 0.74 0.01 0.41 0.67 0.43 0.87 0.10 0.71 0.61 0.77 0.46 0.61 0.69 0.18 0.83 0.79 0.44 0.44 0.23 0.08 0.57 ]
[0.20 0.54 0.61 0.73 0.48 0.13 0.63 0.59 1.00 0.77 0.31 0.08 0.41 0.21 0.13 0.42 0.97 0.39 0.23 0.94 0.10 0.50 0.97 0.70 0.83 0.14 0.48 0.17 0.62 0.99 0.15 0.67 0.25 0.89 0.12 0.42 1.00 0.43 0.14 0.42 0.53 0.46 0.47 0.08 0.44 0.14 0.51 0.72 0.07 0.88 0.82 0.09 0.12 0.20 0.02 0.11 0.45 ]
[0.10 0.51 0.81 0.98 0.19 0.32 0.31 0.23 0.77 1.00 0.89 0.79 0.46 0.48 0.66 0.95 0.36 0.94 0.77 0.79 0.17 0.58 0.85 0.12 0.82 0.18 0.29 0.90 0.57 0.67 0.84 0.79 0.43 0.89 0.71 0.09 0.75 0.50 0.91 0.89 0.62 0.33 0.01 0.92 0.96 0.17 0.47 0.48 1.00 0.85 0.36 0.42 0.39 0.13 0.11 0.44 0.52 ]
