D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 87;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.59 0.06 0.21 0.35 0.46 0.99 0.58 0.49 0.33 0.74 0.47 0.70 0.05 0.85 0.87 0.21 0.59 0.39 0.97 0.16 0.52 0.96 0.49 0.46 0.06 0.59 0.02 0.38 0.83 0.02 0.98 0.45 0.55 0.70 0.45 0.60 0.26 0.20 0.98 0.30 0.35 0.32 0.28 0.97 0.41 0.08 0.29 0.56 0.61 0.99 0.21 0.27 0.47 0.88 0.72 0.97 0.58 0.19 0.49 0.95 0.62 0.85 0.45 0.91 0.38 0.27 0.49 0.13 0.01 0.90 0.29 0.38 0.26 0.71 0.13 0.10 0.22 0.72 0.73 0.59 0.85 0.48 0.04 0.87 0.01 0.86 ]
[0.59 1.00 0.91 0.64 0.99 0.38 0.82 0.54 0.43 0.58 0.62 0.59 0.97 0.26 0.65 0.77 0.47 0.80 0.72 0.44 0.23 0.68 0.17 0.46 0.81 0.03 0.62 0.91 0.04 0.97 0.25 0.54 0.48 0.83 0.39 0.43 0.49 0.82 0.39 0.95 0.03 0.43 0.42 0.11 0.32 0.11 0.44 0.07 0.45 0.98 0.20 0.87 0.51 0.38 0.50 0.42 0.65 0.28 0.23 0.35 0.33 0.26 0.86 0.69 0.76 0.55 0.14 0.09 0.41 0.66 0.57 0.64 0.55 0.82 0.52 0.75 0.63 0.02 0.36 0.31 0.29 0.47 0.57 0.94 0.91 0.70 0.29 ]
[0.06 0.91 1.00 0.80 0.22 0.60 0.40 0.37 0.12 0.57 0.74 0.49 0.93 0.98 0.58 0.70 0.83 0.85 0.91 0.13 0.89 0.89 0.87 0.41 0.86 0.83 0.13 0.44 0.30 0.02 0.66 0.51 0.45 0.52 0.54 0.55 0.03 0.76 0.87 0.45 0.32 0.61 0.36 0.56 0.64 0.57 0.80 0.42 0.43 0.26 0.34 0.89 0.80 0.45 0.33 0.22 0.58 0.78 0.01 0.98 0.52 0.44 0.88 0.15 0.23 0.94 0.79 0.90 0.25 0.51 0.30 0.53 0.93 0.48 0.20 0.94 0.86 0.06 0.34 0.00 0.56 0.50 0.97 0.10 0.28 0.41 0.43 ]
[0.21 0.64 0.80 1.00 0.32 0.28 0.79 0.27 0.28 0.31 0.03 0.07 0.88 0.38 0.84 0.38 0.33 0.80 0.58 0.79 0.51 0.30 0.88 0.19 0.44 0.14 0.83 0.59 0.70 0.91 0.61 0.29 0.81 0.86 0.10 0.26 0.44 0.77 0.94 0.99 0.74 0.47 0.28 0.69 0.61 0.82 0.03 0.98 0.28 0.54 0.07 0.25 0.71 0.04 0.57 0.81 0.03 0.44 0.20 0.07 0.43 0.57 0.95 0.75 0.85 0.01 0.85 0.61 0.58 0.36 0.28 0.11 0.84 0.11 0.51 0.15 0.65 0.35 0.12 0.24 0.10 0.10 0.82 0.06 0.18 0.16 0.78 ]
[0.35 0.99 0.22 0.32 1.00 0.77 0.29 0.31 0.35 0.20 0.63 0.74 0.51 0.09 0.36 0.14 0.24 0.70 0.86 0.70 0.10 0.97 0.64 0.36 0.93 0.25 0.48 0.10 0.78 0.25 0.37 0.37 0.38 0.98 0.82 0.23 0.44 0.54 0.01 0.03 0.77 0.35 0.78 0.93 0.41 0.07 0.48 0.32 0.15 0.11 0.12 0.54 0.37 0.14 0.48 0.94 0.06 0.47 0.48 0.01 0.94 0.39 0.76 0.99 0.46 0.27 0.41 0.91 0.03 0.07 0.57 0.35 0.31 0.16 0.29 0.41 0.19 0.43 0.25 0.49 0.50 0.28 0.64 0.39 0.91 0.01 0.99 ]
[0.46 0.38 0.60 0.28 0.77 1.00 0.85 0.75 0.06 0.97 0.89 0.42 0.23 0.97 0.43 0.73 0.61 0.01 0.59 0.12 0.21 0.24 0.20 0.65 0.76 0.04 0.51 0.57 0.00 0.76 0.10 0.35 0.13 0.38 0.00 0.98 0.71 0.34 0.13 0.77 0.50 0.11 0.75 0.94 0.46 0.22 0.29 0.40 0.14 0.09 0.24 0.64 0.85 0.27 0.06 0.43 0.16 0.36 0.24 0.12 0.55 0.34 0.64 0.48 0.42 0.19 0.73 0.09 0.03 0.43 0.95 0.26 0.29 0.90 0.18 0.45 0.61 0.34 0.87 0.05 0.85 0.55 0.39 0.04 0.58 0.37 0.23 ]
[0.99 0.82 0.40 0.79 0.29 0.85 1.00 0.20 0.84 0.01 0.91 0.10 0.22 0.93 0.82 0.95 0.51 0.43 0.56 0.54 0.17 0.63 0.68 0.16 0.83 0.87 0.09 0.90 0.42 0.19 0.05 0.77 0.05 0.81 0.08 0.62 0.87 0.87 0.22 0.11 0.37 0.01 0.62 0.12 0.83 0.84 0.42 0.30 0.22 0.86 0.03 0.28 0.51 0.43 0.59 0.24 0.23 0.58 0.98 0.23 0.93 0.59 0.25 0.39 0.04 0.22 0.39 0.73 0.71 0.72 0.86 0.31 0.88 0.84 0.22 0.97 0.25 0.92 0.13 0.57 0.23 0.67 0.90 0.85 0.93 0.64 0.79 ]
[0.58 0.54 0.37 0.27 0.31 0.75 0.20 1.00 0.31 1.00 0.83 0.24 0.03 0.41 0.50 0.91 0.94 0.84 0.91 0.68 0.86 0.37 0.90 0.38 0.21 0.72 0.20 0.01 0.53 0.79 0.25 0.87 0.06 0.39 0.62 0.44 0.94 0.01 0.51 0.08 0.41 0.33 0.47 0.85 0.07 0.58 0.12 0.28 0.45 0.52 0.35 0.92 0.12 0.62 0.65 0.62 0.85 0.74 0.11 0.37 0.35 0.95 0.03 0.67 0.24 0.88 0.45 0.38 0.87 0.34 0.66 0.42 0.79 0.07 0.34 0.05 0.88 0.15 0.16 0.44 0.89 0.22 0.36 0.57 0.95 0.81 0.86 ]
[0.49 0.43 0.12 0.28 0.35 0.06 0.84 0.31 1.00 0.37 0.58 0.08 0.39 0.89 0.35 0.64 0.35 0.73 0.29 0.61 0.14 0.06 0.79 0.78 0.03 0.66 0.80 0.54 0.84 0.19 0.61 0.86 0.25 0.86 0.79 0.49 0.02 0.63 0.09 0.55 0.87 0.99 0.66 0.25 0.01 1.00 0.77 0.34 0.13 0.27 0.90 0.68 0.55 0.31 0.92 1.00 0.07 0.67 0.03 0.48 0.33 0.67 0.97 0.20 0.34 0.63 0.05 0.61 0.47 0.50 0.54 0.23 0.32 0.66 0.87 0.80 0.90 0.62 0.20 0.04 0.73 0.75 0.25 0.42 0.59 0.78 0.65 ]
[0.33 0.58 0.57 0.31 0.20 0.97 0.01 1.00 0.37 1.00 0.83 0.63 0.12 0.47 0.40 0.52 0.05 0.41 0.47 0.98 0.32 0.41 0.70 0.77 0.85 0.03 0.70 0.55 0.86 0.13 0.47 0.78 0.10 0.20 0.99 0.22 0.51 0.69 0.01 0.96 0.42 0.63 0.92 0.03 0.16 0.68 0.13 0.45 0.14 0.30 0.34 0.23 0.66 0.54 0.10 0.07 0.32 0.19 0.06 0.38 0.07 0.54 0.48 0.31 0.88 0.58 0.31 0.36 0.65 0.54 0.66 0.58 0.87 0.96 0.05 0.74 0.31 0.39 0.11 0.63 0.22 0.01 0.92 0.28 0.41 0.87 0.28 ]
