D = 2;
n = [ 2 2 ];
N = 57;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.28 0.53 0.65 0.32 0.51 0.88 0.64 0.27 0.74 0.42 0.79 0.63 0.27 0.96 0.97 0.71 0.79 0.13 0.09 0.04 0.39 0.73 0.54 0.61 0.95 0.21 0.06 0.46 0.24 0.16 0.43 0.33 0.75 0.73 0.45 0.53 0.79 0.86 0.72 0.99 0.98 0.29 0.82 0.19 0.94 0.84 0.50 0.31 0.15 0.71 0.44 0.80 0.21 0.76 0.97 0.00 ]
[0.28 1.00 0.55 0.32 0.47 0.99 0.41 0.64 0.23 0.49 0.04 0.05 0.93 0.75 0.74 0.94 0.09 0.27 0.07 0.32 0.57 0.35 0.13 0.04 0.57 0.29 0.88 0.03 0.85 0.39 0.47 0.53 0.12 0.56 0.09 0.83 0.10 0.67 0.69 0.70 0.19 0.82 0.42 0.69 0.49 0.24 0.19 0.87 0.51 0.17 0.88 0.72 0.78 0.13 0.29 0.34 0.96 ]
[0.53 0.55 1.00 0.15 0.53 0.77 0.79 0.43 0.76 0.54 0.66 0.88 0.27 0.15 0.30 0.99 0.95 0.83 0.51 0.53 0.62 0.67 0.89 0.69 0.14 0.97 0.18 0.94 0.01 0.59 0.56 0.24 0.59 0.09 0.11 0.01 0.64 0.08 0.70 0.75 0.57 0.72 0.43 0.69 0.27 0.65 0.23 0.98 0.55 0.20 0.92 0.03 0.33 0.36 0.01 0.42 0.30 ]
[0.65 0.32 0.15 1.00 0.01 0.01 0.36 0.30 0.67 0.95 0.07 0.53 0.46 0.33 0.36 0.50 0.49 0.43 0.47 0.39 0.25 0.69 0.45 0.56 0.96 0.05 0.39 0.28 0.73 0.04 0.10 0.93 0.77 0.08 0.49 0.16 0.71 0.56 0.55 0.06 0.33 0.57 0.65 0.44 0.36 0.99 0.17 0.42 0.51 0.87 0.01 0.47 0.85 0.69 0.21 0.71 0.63 ]
[0.32 0.47 0.53 0.01 1.00 0.56 0.78 0.69 0.97 0.61 0.40 0.98 0.27 0.72 0.62 0.01 0.24 0.59 0.45 0.84 0.42 0.37 0.13 0.04 0.30 0.25 0.24 0.20 0.36 0.82 0.27 0.85 0.11 0.07 0.72 0.00 0.23 0.70 0.79 0.24 0.84 0.90 0.56 0.03 0.36 0.55 0.95 0.04 0.70 0.37 0.69 0.68 0.49 0.35 0.83 0.30 0.88 ]
[0.51 0.99 0.77 0.01 0.56 1.00 0.58 0.99 0.76 0.43 0.96 0.21 0.49 0.28 0.25 0.22 0.43 0.25 0.48 0.33 0.13 0.60 0.30 0.31 0.40 0.46 0.90 0.51 0.50 0.37 0.83 0.63 0.81 0.74 0.14 0.08 0.99 0.43 0.91 0.51 0.41 0.08 0.55 0.72 0.26 0.97 0.50 0.55 0.47 0.88 0.32 0.44 0.36 0.97 0.67 0.50 0.02 ]
[0.88 0.41 0.79 0.36 0.78 0.58 1.00 0.77 0.32 0.38 0.62 0.21 0.77 0.95 0.55 0.48 0.49 0.02 0.11 0.72 0.87 0.97 0.39 0.99 0.24 0.93 0.58 1.00 0.36 0.32 0.68 0.80 0.58 0.74 0.74 0.81 0.41 0.94 0.77 0.89 0.60 0.53 0.23 0.16 0.74 0.62 0.47 0.31 0.33 0.15 0.21 0.32 0.33 0.01 0.01 0.53 0.19 ]
[0.64 0.64 0.43 0.30 0.69 0.99 0.77 1.00 0.51 0.85 0.23 0.50 0.89 0.33 0.22 0.70 0.03 0.69 0.15 0.85 0.10 0.25 0.19 0.42 0.38 0.99 0.51 0.11 0.92 0.07 0.82 0.83 0.28 0.19 0.96 0.56 0.99 0.33 0.22 0.35 0.88 0.22 0.23 0.36 0.18 0.29 0.27 0.29 0.05 0.96 0.52 0.61 0.31 0.42 0.52 0.20 0.64 ]
[0.27 0.23 0.76 0.67 0.97 0.76 0.32 0.51 1.00 0.77 0.00 0.46 0.58 0.50 0.23 0.16 0.85 0.57 0.68 0.28 0.98 0.45 0.26 0.06 0.88 0.87 0.93 0.64 0.06 0.59 0.23 0.60 0.30 0.44 0.21 0.88 0.60 0.50 1.00 0.98 0.46 0.23 0.75 0.74 0.46 0.93 0.32 0.06 0.14 0.51 0.13 0.49 0.28 0.61 0.90 0.40 0.78 ]
[0.74 0.49 0.54 0.95 0.61 0.43 0.38 0.85 0.77 1.00 0.07 0.89 0.59 0.99 0.63 0.57 0.28 0.43 0.65 0.73 0.63 0.66 0.69 0.14 0.69 0.51 0.33 0.28 0.88 0.97 0.52 0.12 0.77 0.52 0.29 0.49 0.88 0.18 0.98 0.48 0.78 0.95 0.84 0.65 0.22 0.04 0.34 0.53 0.22 0.64 0.66 0.99 0.92 0.58 0.11 0.83 0.77 ]
