D = 4;
n = [ 4 4 4 4 ];
N = 28;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.59 0.72 0.31 0.57 0.76 0.28 0.79 0.71 0.27 0.44 0.41 0.82 0.54 0.50 0.55 0.02 0.12 0.23 0.75 0.80 0.54 0.65 0.85 0.90 0.57 0.65 0.61 ]
[0.59 1.00 0.10 0.68 0.30 0.10 0.34 0.05 0.82 0.31 0.86 0.99 0.46 0.38 0.15 0.70 0.27 0.67 0.36 0.88 0.50 0.18 0.37 1.00 0.56 0.21 0.47 0.95 ]
[0.72 0.10 1.00 0.07 0.56 0.18 0.57 0.85 0.25 0.51 0.27 0.40 0.62 0.90 0.33 0.81 0.93 0.97 0.99 0.74 0.98 0.52 0.75 0.21 0.41 0.39 0.27 0.13 ]
[0.31 0.68 0.07 1.00 0.06 0.13 0.09 0.37 0.94 0.39 0.99 0.62 1.00 0.20 0.08 0.23 0.63 0.72 0.51 0.04 0.77 0.61 0.37 0.84 0.36 0.51 0.87 0.86 ]
[0.57 0.30 0.56 0.06 1.00 0.27 0.56 0.30 0.85 0.53 0.08 0.25 0.32 0.73 0.05 0.59 0.19 0.48 0.09 0.03 0.03 0.47 0.34 0.04 0.59 0.19 0.05 0.59 ]
[0.76 0.10 0.18 0.13 0.27 1.00 0.21 0.37 0.73 0.02 0.39 0.87 0.11 0.11 0.31 0.34 0.12 0.48 0.43 0.38 0.18 0.72 0.22 0.75 0.39 0.71 0.75 0.76 ]
[0.28 0.34 0.57 0.09 0.56 0.21 1.00 0.65 0.44 0.87 0.94 0.04 0.42 0.53 0.51 0.97 0.08 0.79 0.09 0.84 0.05 0.86 0.40 0.82 0.40 0.41 0.32 0.00 ]
[0.79 0.05 0.85 0.37 0.30 0.37 0.65 1.00 0.13 0.62 0.43 0.49 0.56 0.64 0.98 0.95 0.85 0.19 0.88 0.00 0.21 0.99 0.70 0.98 0.09 0.55 0.42 0.62 ]
[0.71 0.82 0.25 0.94 0.85 0.73 0.44 0.13 1.00 0.26 0.96 0.98 0.34 0.19 0.96 0.82 0.40 0.63 0.64 0.46 0.78 0.19 0.77 0.43 0.78 0.57 0.37 0.72 ]
[0.27 0.31 0.51 0.39 0.53 0.02 0.87 0.62 0.26 1.00 0.88 0.03 0.40 0.13 0.33 0.53 0.09 0.07 0.35 0.33 0.35 0.78 0.54 0.80 0.49 0.96 0.71 0.46 ]
[0.44 0.86 0.27 0.99 0.08 0.39 0.94 0.43 0.96 0.88 1.00 0.89 0.76 0.70 0.45 0.64 0.94 0.53 0.86 0.12 0.48 0.10 0.58 0.29 0.46 0.08 0.11 0.89 ]
[0.41 0.99 0.40 0.62 0.25 0.87 0.04 0.49 0.98 0.03 0.89 1.00 0.02 0.19 0.84 0.89 0.89 0.32 0.16 0.04 0.91 0.77 0.87 0.35 0.20 0.16 0.81 0.19 ]
[0.82 0.46 0.62 1.00 0.32 0.11 0.42 0.56 0.34 0.40 0.76 0.02 1.00 0.81 0.50 0.12 0.31 0.15 0.64 0.19 0.74 0.64 0.53 0.61 0.10 0.02 0.83 0.67 ]
[0.54 0.38 0.90 0.20 0.73 0.11 0.53 0.64 0.19 0.13 0.70 0.19 0.81 1.00 0.20 0.94 0.09 0.86 0.44 0.21 0.57 0.38 0.04 0.91 0.87 0.79 0.07 0.25 ]
[0.50 0.15 0.33 0.08 0.05 0.31 0.51 0.98 0.96 0.33 0.45 0.84 0.50 0.20 1.00 0.33 0.18 0.52 0.17 0.52 0.31 0.27 0.91 0.60 0.91 0.78 0.26 0.30 ]
[0.55 0.70 0.81 0.23 0.59 0.34 0.97 0.95 0.82 0.53 0.64 0.89 0.12 0.94 0.33 1.00 0.11 0.58 0.81 0.59 0.61 0.40 0.18 0.49 0.36 0.18 0.09 0.52 ]
[0.02 0.27 0.93 0.63 0.19 0.12 0.08 0.85 0.40 0.09 0.94 0.89 0.31 0.09 0.18 0.11 1.00 0.27 0.17 0.58 0.16 0.17 0.67 0.35 0.35 0.42 0.64 0.20 ]
[0.12 0.67 0.97 0.72 0.48 0.48 0.79 0.19 0.63 0.07 0.53 0.32 0.15 0.86 0.52 0.58 0.27 1.00 0.72 0.65 0.98 0.16 0.26 0.72 0.16 0.62 0.41 0.89 ]
[0.23 0.36 0.99 0.51 0.09 0.43 0.09 0.88 0.64 0.35 0.86 0.16 0.64 0.44 0.17 0.81 0.17 0.72 1.00 0.69 0.98 0.89 0.58 0.92 0.66 0.06 0.44 0.76 ]
[0.75 0.88 0.74 0.04 0.03 0.38 0.84 0.00 0.46 0.33 0.12 0.04 0.19 0.21 0.52 0.59 0.58 0.65 0.69 1.00 0.13 0.04 0.27 0.60 0.86 0.86 0.46 0.08 ]
[0.80 0.50 0.98 0.77 0.03 0.18 0.05 0.21 0.78 0.35 0.48 0.91 0.74 0.57 0.31 0.61 0.16 0.98 0.98 0.13 1.00 0.94 0.76 0.33 0.56 0.92 0.71 0.93 ]
[0.54 0.18 0.52 0.61 0.47 0.72 0.86 0.99 0.19 0.78 0.10 0.77 0.64 0.38 0.27 0.40 0.17 0.16 0.89 0.04 0.94 1.00 0.70 0.34 0.64 0.91 0.49 0.23 ]
[0.65 0.37 0.75 0.37 0.34 0.22 0.40 0.70 0.77 0.54 0.58 0.87 0.53 0.04 0.91 0.18 0.67 0.26 0.58 0.27 0.76 0.70 1.00 0.41 0.58 0.55 0.02 0.12 ]
[0.85 1.00 0.21 0.84 0.04 0.75 0.82 0.98 0.43 0.80 0.29 0.35 0.61 0.91 0.60 0.49 0.35 0.72 0.92 0.60 0.33 0.34 0.41 1.00 1.00 0.87 0.26 0.64 ]
