D = 4;
n = [ 2 2 2 2 ];
N = 22;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.82 0.05 0.63 0.42 0.50 0.10 0.17 0.41 0.67 0.25 0.04 0.87 0.80 0.70 0.43 0.54 0.38 0.35 0.51 0.79 0.10 ]
[0.82 1.00 0.81 0.08 0.78 0.59 0.39 0.35 0.83 0.05 0.63 0.03 0.36 0.99 0.01 0.10 0.17 0.33 0.42 0.55 0.39 0.34 ]
[0.05 0.81 1.00 0.04 0.65 0.34 0.10 0.83 0.22 0.53 0.27 0.04 0.38 0.02 0.96 0.71 0.07 0.01 0.34 0.61 0.80 0.53 ]
[0.63 0.08 0.04 1.00 0.15 0.02 0.14 0.95 0.08 0.25 0.69 0.79 0.57 0.73 0.17 0.35 0.08 0.76 0.75 0.61 0.31 0.51 ]
[0.42 0.78 0.65 0.15 1.00 0.81 0.80 0.15 0.58 0.61 0.26 0.66 0.04 0.23 0.34 0.75 0.46 0.90 0.89 0.35 0.68 0.79 ]
[0.50 0.59 0.34 0.02 0.81 1.00 0.20 0.86 0.94 0.87 0.46 0.47 0.20 0.84 0.27 0.98 0.96 0.64 0.09 0.09 0.97 0.32 ]
[0.10 0.39 0.10 0.14 0.80 0.20 1.00 0.66 0.99 0.17 0.64 0.68 0.28 0.79 0.24 0.90 0.11 0.61 0.30 0.00 0.10 0.61 ]
[0.17 0.35 0.83 0.95 0.15 0.86 0.66 1.00 0.03 0.77 0.46 0.19 0.27 0.60 0.81 0.13 0.23 0.28 0.26 0.95 1.00 0.64 ]
[0.41 0.83 0.22 0.08 0.58 0.94 0.99 0.03 1.00 0.63 0.32 0.75 0.14 0.93 0.12 0.60 0.53 0.41 0.57 0.62 0.38 0.60 ]
[0.67 0.05 0.53 0.25 0.61 0.87 0.17 0.77 0.63 1.00 0.94 0.10 0.24 0.97 0.70 0.40 0.73 0.14 0.74 0.13 0.16 0.16 ]
[0.25 0.63 0.27 0.69 0.26 0.46 0.64 0.46 0.32 0.94 1.00 1.00 0.89 0.46 0.25 0.08 0.49 0.63 0.13 0.59 0.09 0.70 ]
[0.04 0.03 0.04 0.79 0.66 0.47 0.68 0.19 0.75 0.10 1.00 1.00 0.14 0.35 0.78 0.88 0.80 0.51 0.90 0.57 0.87 0.28 ]
[0.87 0.36 0.38 0.57 0.04 0.20 0.28 0.27 0.14 0.24 0.89 0.14 1.00 0.25 0.32 0.64 0.27 0.09 0.15 0.83 0.82 0.66 ]
[0.80 0.99 0.02 0.73 0.23 0.84 0.79 0.60 0.93 0.97 0.46 0.35 0.25 1.00 0.42 0.88 0.78 0.70 0.26 0.38 0.65 0.99 ]
[0.70 0.01 0.96 0.17 0.34 0.27 0.24 0.81 0.12 0.70 0.25 0.78 0.32 0.42 1.00 0.60 0.90 0.55 0.79 0.86 0.73 0.73 ]
[0.43 0.10 0.71 0.35 0.75 0.98 0.90 0.13 0.60 0.40 0.08 0.88 0.64 0.88 0.60 1.00 0.23 0.75 0.73 0.87 0.43 0.39 ]
[0.54 0.17 0.07 0.08 0.46 0.96 0.11 0.23 0.53 0.73 0.49 0.80 0.27 0.78 0.90 0.23 1.00 0.44 0.20 0.29 0.05 0.24 ]
[0.38 0.33 0.01 0.76 0.90 0.64 0.61 0.28 0.41 0.14 0.63 0.51 0.09 0.70 0.55 0.75 0.44 1.00 0.57 0.28 0.56 0.91 ]
[0.35 0.42 0.34 0.75 0.89 0.09 0.30 0.26 0.57 0.74 0.13 0.90 0.15 0.26 0.79 0.73 0.20 0.57 1.00 0.00 0.35 0.49 ]
[0.51 0.55 0.61 0.61 0.35 0.09 0.00 0.95 0.62 0.13 0.59 0.57 0.83 0.38 0.86 0.87 0.29 0.28 0.00 1.00 0.08 0.58 ]
[0.79 0.39 0.80 0.31 0.68 0.97 0.10 1.00 0.38 0.16 0.09 0.87 0.82 0.65 0.73 0.43 0.05 0.56 0.35 0.08 1.00 0.86 ]
[0.10 0.34 0.53 0.51 0.79 0.32 0.61 0.64 0.60 0.16 0.70 0.28 0.66 0.99 0.73 0.39 0.24 0.91 0.49 0.58 0.86 1.00 ]
];
