D = 2;
n = [ 3 3 ];
N = 44;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.95 0.71 0.48 0.16 0.31 0.70 0.42 0.99 0.83 0.70 0.92 0.96 0.95 0.43 0.75 0.08 0.20 0.48 0.00 0.60 0.11 0.12 0.28 0.64 0.70 0.76 0.35 0.21 0.46 0.95 0.33 0.01 0.69 0.24 0.85 0.14 0.63 0.70 0.80 0.68 0.51 0.14 0.70 ]
[0.95 1.00 0.67 0.51 0.24 0.28 0.05 0.97 0.65 0.18 0.87 0.95 0.96 0.08 0.18 0.32 0.76 0.89 0.76 0.49 0.15 0.77 0.28 0.94 0.88 0.18 0.46 0.77 0.62 0.52 0.99 0.25 0.66 0.41 0.79 0.53 0.48 0.43 0.07 0.16 0.56 0.95 0.95 0.80 ]
[0.71 0.67 1.00 0.97 0.86 0.26 0.54 0.09 0.12 0.90 0.81 0.62 0.82 0.75 0.19 0.73 0.14 0.06 0.99 0.71 0.16 0.70 0.73 0.66 0.92 0.59 0.82 0.23 0.49 0.57 0.28 0.53 0.98 0.98 0.96 0.69 0.68 0.03 0.13 0.32 0.74 0.39 0.47 0.55 ]
[0.48 0.51 0.97 1.00 0.82 0.14 0.51 0.14 0.35 0.79 0.76 0.59 0.02 0.87 0.30 0.99 0.32 0.71 0.44 0.30 0.69 0.90 0.64 0.92 0.79 0.40 0.58 0.67 0.48 0.78 0.67 0.14 0.13 0.67 0.32 0.42 0.31 0.15 0.27 0.76 0.86 0.29 0.02 0.60 ]
[0.16 0.24 0.86 0.82 1.00 0.06 0.36 0.98 0.47 0.67 0.59 0.53 0.42 0.26 0.50 0.32 0.66 0.02 0.99 0.86 0.85 0.91 0.83 0.46 0.77 0.06 0.25 0.68 0.42 0.26 0.27 0.82 0.87 0.07 0.97 0.44 0.12 0.26 0.52 0.70 0.07 0.76 0.91 0.07 ]
[0.31 0.28 0.26 0.14 0.06 1.00 0.39 0.83 0.26 0.07 0.20 0.11 0.94 0.14 0.25 0.88 0.47 0.37 0.88 0.57 0.50 0.43 0.51 0.70 0.66 0.78 0.45 0.61 0.35 0.41 0.13 0.72 0.44 0.88 0.18 0.05 0.95 0.79 0.10 0.42 0.36 0.38 0.37 0.50 ]
[0.70 0.05 0.54 0.51 0.36 0.39 1.00 0.01 0.16 0.12 0.55 0.86 0.66 0.47 0.18 0.73 0.08 0.45 0.66 0.49 0.89 0.09 0.99 0.63 0.30 0.51 0.34 0.95 0.14 0.09 0.50 0.52 0.47 0.54 0.58 0.55 0.91 0.26 0.24 0.52 0.96 0.92 0.36 0.52 ]
[0.42 0.97 0.09 0.14 0.98 0.83 0.01 1.00 0.30 0.44 0.19 0.95 0.65 0.33 0.20 0.78 0.64 0.30 0.17 0.53 0.64 0.44 0.12 0.76 0.70 0.39 0.11 0.16 0.49 0.83 0.72 0.04 0.06 0.50 0.08 0.32 0.55 0.34 0.01 0.85 0.33 0.83 0.81 0.54 ]
[0.99 0.65 0.12 0.35 0.47 0.26 0.16 0.30 1.00 0.80 0.40 0.64 0.59 0.43 0.44 0.51 0.41 0.08 0.50 0.04 0.63 0.71 0.56 0.79 0.36 0.87 0.00 0.73 0.85 0.14 0.42 0.12 0.07 0.49 0.79 0.86 0.82 0.20 0.24 0.38 0.11 0.71 0.19 0.95 ]
[0.83 0.18 0.90 0.79 0.67 0.07 0.12 0.44 0.80 1.00 0.06 0.96 0.25 0.94 0.62 0.52 0.10 0.13 0.45 0.39 0.42 0.54 0.40 0.20 1.00 0.35 0.07 0.62 0.86 0.47 0.15 0.89 0.89 0.91 0.69 0.23 0.96 0.82 0.95 0.90 0.62 0.97 0.63 0.61 ]
