D = 2;
n = [ 3 3 ];
N = 82;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.54 0.30 0.63 0.84 0.74 0.70 0.34 0.79 0.40 0.47 0.90 0.57 0.17 0.49 0.08 0.61 0.49 0.38 0.87 0.16 0.40 0.36 0.34 0.96 0.53 0.99 0.95 0.08 0.04 0.77 0.60 0.95 0.26 0.92 0.80 0.52 0.82 0.84 0.06 0.70 0.77 0.91 0.15 0.03 0.02 0.87 0.87 0.14 0.37 0.91 0.85 0.43 0.38 0.70 0.20 0.07 0.20 0.88 0.54 0.98 0.89 0.44 0.33 0.48 0.40 0.58 0.08 0.35 0.22 0.73 0.72 0.91 0.98 0.76 0.66 0.05 0.25 0.99 0.54 0.60 0.72 ]
[0.54 1.00 0.57 0.63 0.69 0.19 0.28 0.11 0.10 0.30 0.39 0.01 0.91 0.82 0.54 0.45 0.98 0.91 0.46 0.55 0.76 0.19 0.55 0.58 0.27 0.20 0.32 0.83 0.17 0.12 0.33 0.53 0.75 0.12 0.95 0.01 0.46 0.11 0.04 0.48 0.26 0.27 0.73 0.36 0.54 0.25 0.77 0.09 0.65 0.29 0.24 0.75 0.33 0.50 0.05 0.86 0.53 0.94 0.35 0.18 0.67 0.66 0.20 0.27 0.55 0.96 0.36 0.23 0.00 0.47 0.18 0.45 0.31 0.49 0.84 0.97 0.47 0.75 0.05 0.73 0.39 0.53 ]
[0.30 0.57 1.00 0.70 0.65 0.86 0.19 0.54 0.83 0.08 0.07 0.21 0.98 0.28 0.90 0.01 0.46 0.04 0.21 0.29 0.61 0.05 0.90 0.19 0.23 0.72 0.68 0.69 0.00 0.88 0.78 0.46 0.23 0.22 0.43 0.90 0.27 0.01 0.95 0.68 0.21 0.10 0.50 0.58 0.72 0.15 0.53 0.94 0.58 0.43 0.51 0.74 0.38 0.16 0.74 0.32 0.50 0.97 0.33 0.07 0.18 0.98 0.05 0.48 0.82 0.87 0.29 0.46 0.87 0.45 0.21 0.87 0.44 0.75 0.78 0.23 0.26 0.01 0.85 0.82 0.15 0.66 ]
[0.63 0.63 0.70 1.00 0.04 0.33 0.64 0.68 0.57 0.76 0.73 0.91 0.34 0.15 0.64 0.15 0.53 0.57 0.50 0.29 0.85 0.06 0.61 0.61 0.32 0.91 0.26 0.88 0.85 0.52 0.95 0.40 0.42 0.80 0.42 0.05 0.33 0.84 0.42 0.97 0.64 0.21 0.83 0.77 0.55 0.49 0.87 0.55 0.38 0.34 0.53 0.57 0.20 0.57 0.98 0.21 0.29 0.45 0.79 0.74 0.47 0.05 0.39 0.52 0.48 0.09 0.58 0.20 0.95 0.21 0.66 0.61 0.91 0.56 0.41 0.09 0.69 0.99 0.56 0.90 0.15 0.21 ]
[0.84 0.69 0.65 0.04 1.00 0.52 0.76 0.03 0.11 0.35 0.88 0.93 0.77 0.54 0.84 0.23 0.33 0.25 0.16 0.17 0.40 0.34 0.97 0.96 0.04 0.16 0.93 0.90 0.25 0.70 0.41 0.13 0.98 0.47 0.95 0.96 0.82 0.83 0.21 0.03 0.24 0.65 0.97 0.31 0.10 0.16 0.71 0.17 0.55 0.45 0.44 0.75 0.61 0.58 0.55 0.62 0.88 0.86 0.69 0.41 0.36 0.58 0.52 0.30 0.51 0.04 0.93 0.35 0.19 0.16 0.22 0.02 0.86 0.20 0.21 0.72 0.01 0.78 0.97 0.67 0.55 0.50 ]
[0.74 0.19 0.86 0.33 0.52 1.00 0.56 0.17 0.93 0.44 0.93 0.74 0.05 0.44 0.60 0.14 0.90 0.08 0.19 0.50 0.25 0.84 0.13 0.13 0.20 0.23 0.03 0.89 0.51 0.86 0.73 0.44 0.95 0.04 0.40 0.39 0.24 0.45 0.90 0.55 0.16 0.60 0.04 0.76 0.15 0.75 0.50 0.47 0.90 0.82 0.09 0.65 0.67 0.61 0.73 0.16 0.65 0.97 0.34 0.67 0.64 0.76 0.13 0.92 0.42 0.76 0.35 0.17 0.67 0.31 0.71 0.69 1.00 0.71 0.67 0.50 0.59 0.40 0.25 0.98 0.48 0.54 ]
[0.70 0.28 0.19 0.64 0.76 0.56 1.00 0.09 0.07 0.04 0.67 0.01 0.07 0.75 0.02 0.45 0.09 0.70 0.52 0.03 0.11 0.59 0.47 0.39 0.14 0.48 0.63 0.75 0.57 0.21 0.85 0.23 0.94 0.15 0.31 0.33 0.66 0.51 0.65 0.48 0.86 1.00 0.24 0.27 0.85 0.87 0.79 0.28 0.19 0.60 0.87 0.38 0.22 0.24 0.88 0.48 0.74 0.36 0.09 0.98 0.25 0.85 0.52 0.04 0.32 0.95 0.29 0.14 0.43 0.29 0.40 0.90 0.72 0.67 0.79 0.45 0.36 0.30 0.38 0.02 0.09 0.35 ]
[0.34 0.11 0.54 0.68 0.03 0.17 0.09 1.00 0.98 0.41 0.09 0.27 0.72 0.47 0.02 0.22 0.09 0.17 0.16 0.89 0.26 0.10 0.52 0.43 0.20 0.80 0.18 0.13 0.80 0.17 0.92 0.67 0.58 0.25 0.21 0.12 0.78 0.70 0.81 0.27 0.46 0.17 0.87 0.46 0.22 0.01 0.02 0.01 0.58 0.74 0.78 0.58 0.31 0.20 0.93 0.09 0.42 0.77 0.90 0.20 0.73 0.28 0.85 0.80 0.66 0.00 0.22 0.14 0.84 0.89 0.28 0.71 0.16 0.11 0.41 0.54 0.10 0.09 0.53 0.64 0.25 0.95 ]
[0.79 0.10 0.83 0.57 0.11 0.93 0.07 0.98 1.00 0.14 0.14 0.94 0.25 0.69 0.86 0.68 0.81 0.67 0.58 0.90 0.11 0.04 0.64 0.81 0.47 0.03 0.39 0.12 0.07 0.65 0.38 0.07 0.51 0.57 0.38 0.78 0.81 0.22 0.24 0.62 0.61 0.83 0.72 0.78 0.80 0.08 0.85 0.00 0.20 0.17 0.62 0.50 0.02 0.33 0.81 0.75 0.57 0.73 0.07 0.29 0.52 0.68 0.21 0.72 0.73 0.37 0.93 0.04 0.03 0.46 0.58 0.01 0.16 0.91 0.58 0.45 0.53 0.97 0.17 0.82 0.52 0.37 ]
[0.40 0.30 0.08 0.76 0.35 0.44 0.04 0.41 0.14 1.00 0.62 0.22 0.78 0.36 0.10 0.87 0.74 0.16 0.63 0.52 0.38 0.79 0.69 0.48 0.96 0.79 0.08 0.33 0.79 0.06 0.34 0.89 0.97 0.63 0.60 0.62 0.36 0.47 0.68 0.63 0.72 0.51 0.44 0.54 0.19 0.19 0.80 0.67 0.38 0.97 0.14 0.27 0.43 0.91 0.96 0.19 0.55 0.71 0.07 0.93 0.63 0.95 0.53 0.96 0.95 0.44 0.52 0.26 0.61 0.73 0.51 0.77 0.53 0.97 0.76 0.79 0.67 0.59 0.52 0.83 0.56 0.12 ]
[0.47 0.39 0.07 0.73 0.88 0.93 0.67 0.09 0.14 0.62 1.00 0.37 0.35 0.68 0.45 0.11 0.99 0.61 0.85 0.23 0.92 0.95 0.02 0.35 0.60 0.01 0.18 0.21 0.24 0.89 0.64 0.54 0.43 0.14 0.61 0.06 0.63 0.54 0.85 0.82 0.94 0.09 0.30 0.07 0.80 0.56 0.25 0.99 0.30 0.93 0.16 0.71 0.83 0.35 0.18 0.29 0.99 0.36 0.86 0.11 0.46 0.19 0.93 0.22 0.57 0.54 0.37 0.48 0.02 0.36 0.13 0.13 0.09 0.54 0.28 0.37 0.56 0.44 0.57 0.37 0.90 0.16 ]
