D = 4;
n = [ 5 5 5 5 ];
N = 28;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.22 0.72 0.42 0.58 0.88 0.40 0.40 0.52 0.75 0.61 0.40 0.50 0.41 0.92 0.05 0.09 0.56 0.61 0.79 0.55 0.58 0.65 0.51 0.20 0.12 0.78 0.06 ]
[0.22 1.00 0.99 0.80 0.97 0.03 0.45 0.17 0.19 0.88 0.37 0.83 0.17 0.82 0.68 0.18 0.20 0.05 0.89 0.97 0.78 0.15 0.56 0.10 0.86 0.06 0.44 0.45 ]
[0.72 0.99 1.00 0.06 1.00 0.99 0.51 0.78 0.71 0.80 0.93 0.95 0.45 0.07 0.53 0.04 0.88 0.09 0.13 0.69 0.44 0.01 0.42 0.41 0.69 0.27 0.91 0.32 ]
[0.42 0.80 0.06 1.00 0.95 0.05 0.48 0.94 0.07 0.36 0.47 0.68 0.01 0.65 0.37 0.29 0.62 0.83 0.39 0.85 0.43 0.37 0.79 0.80 0.21 0.92 0.30 0.69 ]
[0.58 0.97 1.00 0.95 1.00 0.47 0.74 0.29 0.59 0.26 0.98 0.25 0.99 0.26 0.13 0.85 0.99 0.20 0.05 0.23 0.32 0.11 0.93 0.13 0.49 0.63 0.69 0.30 ]
[0.88 0.03 0.99 0.05 0.47 1.00 0.97 0.53 0.86 0.62 0.07 0.08 0.53 0.73 0.08 0.13 0.93 0.26 0.56 0.51 0.04 0.08 0.81 0.69 0.08 0.14 0.37 0.70 ]
[0.40 0.45 0.51 0.48 0.74 0.97 1.00 0.76 0.10 0.70 0.53 0.92 1.00 0.41 0.63 0.11 0.57 0.95 0.20 0.16 0.03 0.31 0.91 0.16 0.37 0.80 0.31 0.81 ]
[0.40 0.17 0.78 0.94 0.29 0.53 0.76 1.00 0.57 0.97 0.76 0.78 0.61 0.15 0.61 0.79 0.42 0.26 0.43 0.52 0.20 0.37 0.81 0.19 0.20 0.53 0.44 0.19 ]
[0.52 0.19 0.71 0.07 0.59 0.86 0.10 0.57 1.00 0.41 0.98 0.44 0.98 0.60 0.92 0.62 0.28 0.79 0.80 0.23 0.78 0.23 0.52 0.76 0.18 0.86 0.21 0.19 ]
[0.75 0.88 0.80 0.36 0.26 0.62 0.70 0.97 0.41 1.00 0.94 0.32 0.98 0.62 0.22 0.60 0.53 0.64 0.17 0.55 0.76 0.48 0.00 0.16 0.97 0.85 0.85 0.97 ]
[0.61 0.37 0.93 0.47 0.98 0.07 0.53 0.76 0.98 0.94 1.00 0.06 0.32 0.79 0.51 0.01 0.27 0.50 0.19 0.84 0.18 0.06 0.85 0.67 0.34 0.64 0.11 0.35 ]
[0.40 0.83 0.95 0.68 0.25 0.08 0.92 0.78 0.44 0.32 0.06 1.00 0.23 0.80 0.37 0.62 0.74 0.48 0.63 0.70 0.05 0.13 0.08 0.55 0.82 0.74 0.92 0.63 ]
[0.50 0.17 0.45 0.01 0.99 0.53 1.00 0.61 0.98 0.98 0.32 0.23 1.00 0.67 0.49 0.99 0.63 0.46 0.06 0.84 0.47 0.84 0.03 0.91 0.17 0.66 0.71 0.51 ]
