D = 4;
n = [ 4 4 4 4 ];
N = 69;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.82 0.74 0.76 0.78 0.47 0.12 0.73 0.88 0.39 0.46 0.25 0.52 0.30 0.12 0.25 0.92 0.36 0.83 0.08 0.94 0.09 0.19 0.02 0.29 0.75 0.26 0.35 0.49 0.70 0.54 0.35 0.38 0.26 0.08 0.46 0.34 0.89 0.96 0.37 0.18 0.33 0.22 0.59 0.81 0.68 0.65 0.55 0.25 0.63 0.92 0.02 0.51 0.43 0.47 0.91 0.83 0.36 0.82 0.59 0.01 0.10 0.79 0.91 0.42 0.47 0.33 0.06 0.94 ]
[0.82 1.00 0.49 0.30 0.97 0.91 0.61 0.36 0.90 0.67 0.87 0.73 0.36 0.58 0.64 0.43 0.29 0.35 0.39 0.73 0.81 0.61 0.07 0.68 0.41 0.69 0.69 0.19 0.14 0.51 0.17 0.31 0.86 0.15 0.32 0.08 0.69 0.36 0.87 0.90 0.93 0.35 0.77 0.40 0.35 0.99 0.15 0.22 0.50 0.16 0.62 0.49 0.75 0.78 0.49 0.19 0.71 0.78 0.75 0.69 0.52 0.59 0.51 0.32 0.60 0.21 0.39 0.76 0.50 ]
[0.74 0.49 1.00 0.61 0.26 0.50 0.67 0.39 0.91 0.28 0.31 0.25 0.91 0.98 0.83 0.93 0.50 0.27 0.53 0.31 0.37 0.55 0.19 0.22 0.67 0.41 0.14 0.12 0.17 0.16 0.90 0.18 0.03 0.37 0.22 0.27 0.23 0.81 0.70 0.84 0.38 0.58 0.45 0.69 0.29 0.43 0.80 0.27 0.48 0.29 0.16 0.15 0.84 0.44 0.38 1.00 0.68 0.18 0.95 0.23 0.03 0.48 0.15 0.34 0.09 0.75 0.14 0.27 0.17 ]
[0.76 0.30 0.61 1.00 0.56 0.46 0.01 0.52 0.47 0.39 0.91 0.25 0.91 0.22 0.60 0.03 0.38 0.77 0.47 0.02 0.80 0.94 0.62 0.21 0.50 0.78 0.29 0.08 0.47 0.53 0.21 0.14 0.10 0.11 0.74 0.41 0.87 0.52 0.71 0.35 0.27 0.96 0.25 0.47 0.91 0.32 0.69 0.86 0.84 0.26 0.99 0.02 0.57 0.34 0.37 0.03 0.02 0.32 0.69 0.35 0.66 0.89 0.09 0.46 0.75 0.20 0.82 0.37 0.34 ]
[0.78 0.97 0.26 0.56 1.00 0.87 0.17 0.86 0.44 0.86 0.62 0.83 0.41 0.49 0.83 0.55 0.90 0.17 0.19 0.34 0.94 0.45 0.86 0.24 0.42 0.22 0.16 0.64 0.66 0.98 0.42 0.29 0.96 0.69 0.94 0.24 0.65 0.23 0.69 0.05 0.69 0.43 0.63 0.18 0.89 0.52 0.40 0.81 0.67 0.72 0.07 0.56 0.89 0.61 0.77 0.25 0.33 0.33 0.89 0.19 0.61 0.74 0.59 0.13 0.17 0.22 0.03 0.47 0.13 ]
[0.47 0.91 0.50 0.46 0.87 1.00 0.36 0.70 0.87 0.65 0.31 0.53 0.00 0.32 0.56 0.55 0.46 0.07 0.43 0.89 0.92 0.33 0.91 0.25 0.39 0.42 0.94 0.19 0.50 0.52 0.35 0.40 0.20 0.26 1.00 0.52 0.84 0.95 0.94 0.19 0.86 0.89 0.19 0.56 0.60 0.00 0.91 0.31 0.55 0.44 0.80 0.88 0.91 0.51 0.54 0.57 0.92 0.58 0.67 0.36 0.19 0.99 0.95 0.72 0.51 0.40 0.43 0.02 0.86 ]
[0.12 0.61 0.67 0.01 0.17 0.36 1.00 0.52 0.11 0.04 0.38 0.60 0.92 0.04 0.87 0.62 1.00 0.46 0.38 0.43 0.71 0.48 0.15 0.83 0.87 0.81 0.80 0.80 0.22 0.02 0.47 0.44 0.16 0.29 0.40 0.67 0.67 0.32 0.29 0.06 0.52 0.03 0.41 0.57 0.62 0.96 0.82 0.30 0.76 0.57 0.62 0.19 0.10 0.46 0.14 0.53 0.40 0.95 0.67 0.62 0.95 0.78 0.69 0.29 0.18 0.09 0.50 0.64 0.37 ]
[0.73 0.36 0.39 0.52 0.86 0.70 0.52 1.00 0.88 0.57 0.27 0.15 0.39 0.20 0.67 0.38 0.16 0.01 0.37 0.93 0.43 0.06 0.43 0.67 0.02 0.13 0.92 0.23 0.50 0.64 0.18 0.75 0.51 0.69 0.99 0.14 0.66 0.76 0.99 0.17 0.53 0.99 0.92 0.12 0.62 0.50 0.53 0.93 0.79 0.34 0.28 0.74 0.24 0.09 0.44 0.62 0.12 0.28 0.66 0.16 0.64 0.37 0.76 0.11 0.64 0.02 0.66 0.19 0.22 ]
[0.88 0.90 0.91 0.47 0.44 0.87 0.11 0.88 1.00 0.67 0.69 0.41 0.08 0.13 0.58 0.33 0.43 0.09 0.72 0.15 0.47 0.03 1.00 0.22 0.72 0.87 0.53 0.43 0.66 0.52 0.28 0.65 0.56 0.52 0.43 0.07 0.86 0.52 0.61 0.78 0.96 0.40 0.25 0.24 0.84 0.55 0.93 0.21 0.52 0.51 0.77 0.80 0.28 0.16 0.21 0.24 0.72 0.53 0.40 0.18 0.68 0.15 0.45 0.90 0.98 0.20 0.19 0.46 0.75 ]
[0.39 0.67 0.28 0.39 0.86 0.65 0.04 0.57 0.67 1.00 0.85 0.57 0.92 0.68 0.70 0.44 0.59 0.62 0.00 0.56 0.16 0.37 0.25 0.32 0.69 0.86 0.66 0.17 0.13 0.76 0.89 0.39 0.88 0.27 0.28 0.53 0.72 0.72 0.85 0.97 0.61 0.42 0.18 0.87 0.77 0.06 0.62 0.84 0.37 0.14 0.92 0.78 0.74 0.79 0.46 0.65 0.54 0.79 0.73 0.02 0.50 0.84 0.58 0.66 0.81 0.39 0.90 0.19 0.84 ]
