D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 42;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 8 8 ];
m = [
[1.00 0.05 0.10 0.69 0.44 0.94 0.06 0.79 0.81 0.55 0.27 0.81 0.18 0.99 0.36 0.29 0.63 0.91 0.90 0.10 0.81 0.13 0.82 0.07 0.11 0.75 0.84 0.59 0.89 0.18 0.78 0.17 0.36 0.19 0.87 0.98 0.91 0.46 0.99 0.18 0.04 0.61 ]
[0.05 1.00 0.89 0.01 0.66 0.80 0.81 0.68 0.18 0.87 0.43 0.20 0.48 0.02 0.11 0.20 0.18 0.15 0.93 0.33 0.29 0.80 0.42 0.60 0.29 0.43 0.42 0.70 0.80 0.52 0.40 0.25 0.39 0.94 0.84 0.62 0.58 0.35 0.83 0.33 0.24 0.32 ]
[0.10 0.89 1.00 0.27 0.10 0.73 0.90 0.30 0.69 0.50 0.74 0.63 0.14 0.04 0.54 0.12 0.09 0.53 0.20 0.01 0.28 0.69 0.26 0.38 0.64 0.06 0.34 0.24 0.89 0.06 0.78 0.56 0.47 0.39 0.80 0.12 0.09 0.72 0.79 0.60 0.09 0.36 ]
[0.69 0.01 0.27 1.00 0.44 0.47 0.97 0.69 0.21 0.33 0.08 0.08 0.02 0.12 0.58 0.56 0.73 0.21 0.80 0.74 0.20 0.95 0.63 0.16 0.60 0.70 0.82 0.04 0.64 0.43 0.80 0.32 0.10 0.02 0.39 0.12 0.58 0.92 0.09 0.74 0.15 0.52 ]
[0.44 0.66 0.10 0.44 1.00 0.75 0.68 0.46 0.60 0.05 0.48 0.87 0.45 0.55 0.30 0.75 0.63 0.10 0.51 0.70 0.66 0.20 0.72 0.20 0.09 0.29 0.29 0.87 0.19 0.49 0.68 0.88 0.71 0.73 0.77 0.47 0.10 0.13 0.91 0.42 0.30 0.17 ]
[0.94 0.80 0.73 0.47 0.75 1.00 0.59 0.32 0.16 0.65 0.43 1.00 0.06 0.25 0.67 0.50 0.34 0.02 0.03 0.59 0.46 0.77 0.12 0.25 0.03 0.55 0.17 0.07 0.02 0.52 0.30 0.25 0.78 0.07 0.32 0.59 0.18 0.54 0.25 0.42 0.20 1.00 ]
[0.06 0.81 0.90 0.97 0.68 0.59 1.00 0.17 0.02 0.31 0.81 0.34 0.97 0.51 0.73 0.67 0.66 0.72 0.65 0.58 0.08 0.79 0.12 0.33 0.45 0.67 0.81 0.21 0.10 0.67 0.68 0.44 0.35 0.36 0.86 0.91 0.96 0.30 0.01 0.65 0.83 0.08 ]
[0.79 0.68 0.30 0.69 0.46 0.32 0.17 1.00 0.32 0.41 0.03 0.87 0.56 0.09 0.21 0.36 0.75 0.03 0.01 0.03 0.58 0.24 0.78 0.19 0.81 1.00 0.92 0.26 0.24 0.70 0.80 0.10 0.41 0.86 0.59 0.26 0.97 0.75 0.52 0.99 0.64 0.18 ]
[0.81 0.18 0.69 0.21 0.60 0.16 0.02 0.32 1.00 0.03 0.62 0.33 0.83 0.53 0.21 0.81 0.07 0.65 0.23 0.29 0.30 0.75 0.86 0.35 0.14 0.70 0.70 0.96 0.98 0.64 0.07 0.80 0.58 0.09 0.64 0.57 0.49 0.79 0.06 0.52 0.13 0.71 ]
[0.55 0.87 0.50 0.33 0.05 0.65 0.31 0.41 0.03 1.00 0.43 0.00 0.62 0.86 0.23 0.11 0.99 0.86 0.10 0.78 0.45 0.03 0.16 0.96 0.20 0.33 1.00 0.27 0.26 0.80 0.51 0.73 0.71 0.78 0.01 0.22 0.37 0.46 0.47 0.35 0.01 0.80 ]
[0.27 0.43 0.74 0.08 0.48 0.43 0.81 0.03 0.62 0.43 1.00 0.43 0.49 0.28 0.75 0.01 0.03 0.29 0.80 0.30 0.19 0.28 0.08 0.63 0.21 0.96 0.86 0.48 0.99 0.54 0.39 0.30 0.48 0.62 0.79 0.04 0.92 0.68 0.94 0.63 0.63 0.09 ]
[0.81 0.20 0.63 0.08 0.87 1.00 0.34 0.87 0.33 0.00 0.43 1.00 0.19 0.86 0.30 0.40 0.20 0.15 0.15 0.92 0.93 0.85 0.52 0.74 0.01 0.72 0.96 0.81 0.60 0.07 0.05 0.23 0.30 0.23 0.36 0.03 0.72 0.48 0.06 0.76 0.21 0.77 ]
[0.18 0.48 0.14 0.02 0.45 0.06 0.97 0.56 0.83 0.62 0.49 0.19 1.00 0.81 0.54 0.54 0.99 0.39 0.82 0.87 0.77 0.33 0.94 0.45 0.89 0.47 0.93 0.93 0.44 0.15 0.83 0.95 0.01 0.33 0.98 0.66 0.67 0.06 0.78 0.84 0.08 0.22 ]
[0.99 0.02 0.04 0.12 0.55 0.25 0.51 0.09 0.53 0.86 0.28 0.86 0.81 1.00 0.78 0.19 0.34 0.93 0.63 0.39 0.46 0.43 0.89 0.08 0.34 0.79 0.38 0.16 0.73 0.17 0.23 0.33 0.11 0.61 0.80 0.88 0.40 0.69 0.06 0.21 0.11 0.22 ]
[0.36 0.11 0.54 0.58 0.30 0.67 0.73 0.21 0.21 0.23 0.75 0.30 0.54 0.78 1.00 0.51 0.66 0.29 0.78 0.42 0.64 0.56 0.60 0.91 0.02 0.40 0.77 0.55 0.73 0.94 0.41 0.09 0.68 0.27 0.12 0.02 0.89 0.30 0.83 0.09 0.81 0.21 ]
[0.29 0.20 0.12 0.56 0.75 0.50 0.67 0.36 0.81 0.11 0.01 0.40 0.54 0.19 0.51 1.00 0.68 0.07 0.91 0.56 0.33 0.20 0.40 0.32 0.21 0.57 0.52 0.64 0.36 0.60 0.83 0.68 0.96 0.18 0.31 0.27 0.01 0.00 0.83 0.52 0.47 0.97 ]
[0.63 0.18 0.09 0.73 0.63 0.34 0.66 0.75 0.07 0.99 0.03 0.20 0.99 0.34 0.66 0.68 1.00 0.32 0.68 0.61 0.95 0.68 0.29 0.34 0.22 0.75 0.34 0.50 0.41 0.05 0.96 0.14 0.74 0.72 0.07 0.77 0.75 0.22 0.26 0.38 0.10 0.89 ]
[0.91 0.15 0.53 0.21 0.10 0.02 0.72 0.03 0.65 0.86 0.29 0.15 0.39 0.93 0.29 0.07 0.32 1.00 0.95 0.44 0.04 0.26 0.35 0.38 0.18 0.10 0.45 0.11 0.02 0.36 0.95 0.54 0.08 0.17 0.86 0.12 0.63 0.16 0.11 0.46 0.98 0.95 ]
[0.90 0.93 0.20 0.80 0.51 0.03 0.65 0.01 0.23 0.10 0.80 0.15 0.82 0.63 0.78 0.91 0.68 0.95 1.00 0.33 0.20 0.71 0.57 0.49 0.20 0.94 0.16 0.85 0.54 0.73 0.46 0.43 0.76 0.39 0.83 0.62 0.73 0.91 0.79 0.18 0.12 0.67 ]
[0.10 0.33 0.01 0.74 0.70 0.59 0.58 0.03 0.29 0.78 0.30 0.92 0.87 0.39 0.42 0.56 0.61 0.44 0.33 1.00 0.52 0.67 0.56 0.20 0.08 0.68 0.74 0.63 0.45 0.76 0.33 0.49 0.53 0.23 0.05 0.27 0.59 0.85 0.90 0.17 0.33 0.88 ]
