D = 2;
n = [ 5 5 ];
N = 23;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.19 0.53 0.12 0.62 0.43 0.21 0.93 0.93 0.42 0.62 0.08 0.45 0.81 0.74 0.74 0.80 0.30 0.05 0.83 0.84 0.89 0.19 ]
[0.19 1.00 0.23 0.12 0.95 0.85 0.14 0.67 0.43 0.07 0.18 0.46 0.52 0.59 0.42 0.02 0.56 0.76 0.20 0.90 0.50 0.02 0.20 ]
[0.53 0.23 1.00 0.56 0.17 0.57 0.48 0.81 0.36 0.87 0.65 0.02 0.19 0.15 0.12 0.16 0.98 0.66 0.72 0.95 0.17 0.79 0.10 ]
[0.12 0.12 0.56 1.00 0.20 0.12 0.21 0.50 0.10 0.50 0.50 0.94 0.22 0.47 0.29 0.02 0.93 0.62 0.51 0.13 0.19 0.11 0.52 ]
[0.62 0.95 0.17 0.20 1.00 0.51 0.17 0.51 0.88 0.94 0.60 0.15 0.29 0.54 0.75 0.42 0.59 0.30 0.02 0.87 0.31 0.91 0.77 ]
[0.43 0.85 0.57 0.12 0.51 1.00 0.33 0.66 0.66 0.32 0.68 0.03 0.25 0.51 0.34 0.17 0.33 0.57 0.61 0.67 0.27 0.65 0.36 ]
[0.21 0.14 0.48 0.21 0.17 0.33 1.00 0.46 0.72 0.24 0.89 0.15 0.04 0.30 0.19 0.79 0.03 0.62 0.34 0.50 0.66 0.91 0.10 ]
[0.93 0.67 0.81 0.50 0.51 0.66 0.46 1.00 0.93 0.86 0.20 0.41 0.17 0.80 0.60 0.29 0.02 0.66 0.01 0.54 0.39 0.41 0.78 ]
[0.93 0.43 0.36 0.10 0.88 0.66 0.72 0.93 1.00 0.84 0.39 0.58 0.68 0.90 0.64 0.55 0.96 0.96 0.92 0.57 0.64 0.44 0.76 ]
[0.42 0.07 0.87 0.50 0.94 0.32 0.24 0.86 0.84 1.00 0.71 0.64 0.38 0.69 0.11 0.45 0.77 0.35 0.75 0.52 0.73 0.63 0.76 ]
[0.62 0.18 0.65 0.50 0.60 0.68 0.89 0.20 0.39 0.71 1.00 0.52 0.45 0.22 0.78 0.88 0.48 0.90 0.31 0.96 0.14 0.10 0.17 ]
[0.08 0.46 0.02 0.94 0.15 0.03 0.15 0.41 0.58 0.64 0.52 1.00 0.24 0.98 0.51 0.16 0.65 0.24 0.21 0.79 0.53 0.53 0.66 ]
[0.45 0.52 0.19 0.22 0.29 0.25 0.04 0.17 0.68 0.38 0.45 0.24 1.00 0.85 0.28 0.77 0.15 0.72 0.44 0.30 0.02 0.69 0.32 ]
[0.81 0.59 0.15 0.47 0.54 0.51 0.30 0.80 0.90 0.69 0.22 0.98 0.85 1.00 0.88 0.11 0.27 0.31 0.35 0.96 0.45 0.86 0.52 ]
[0.74 0.42 0.12 0.29 0.75 0.34 0.19 0.60 0.64 0.11 0.78 0.51 0.28 0.88 1.00 0.66 0.13 0.97 0.46 0.35 0.81 0.48 0.89 ]
[0.74 0.02 0.16 0.02 0.42 0.17 0.79 0.29 0.55 0.45 0.88 0.16 0.77 0.11 0.66 1.00 0.96 0.61 0.02 0.58 0.25 0.25 0.28 ]
[0.80 0.56 0.98 0.93 0.59 0.33 0.03 0.02 0.96 0.77 0.48 0.65 0.15 0.27 0.13 0.96 1.00 0.30 0.80 0.39 0.54 0.46 0.40 ]
[0.30 0.76 0.66 0.62 0.30 0.57 0.62 0.66 0.96 0.35 0.90 0.24 0.72 0.31 0.97 0.61 0.30 1.00 0.98 0.29 0.28 0.10 0.26 ]
[0.05 0.20 0.72 0.51 0.02 0.61 0.34 0.01 0.92 0.75 0.31 0.21 0.44 0.35 0.46 0.02 0.80 0.98 1.00 0.74 0.42 0.02 0.21 ]
[0.83 0.90 0.95 0.13 0.87 0.67 0.50 0.54 0.57 0.52 0.96 0.79 0.30 0.96 0.35 0.58 0.39 0.29 0.74 1.00 0.18 0.46 0.28 ]
[0.84 0.50 0.17 0.19 0.31 0.27 0.66 0.39 0.64 0.73 0.14 0.53 0.02 0.45 0.81 0.25 0.54 0.28 0.42 0.18 1.00 0.97 0.92 ]
[0.89 0.02 0.79 0.11 0.91 0.65 0.91 0.41 0.44 0.63 0.10 0.53 0.69 0.86 0.48 0.25 0.46 0.10 0.02 0.46 0.97 1.00 0.17 ]
[0.19 0.20 0.10 0.52 0.77 0.36 0.10 0.78 0.76 0.76 0.17 0.66 0.32 0.52 0.89 0.28 0.40 0.26 0.21 0.28 0.92 0.17 1.00 ]
];
