D = 4;
n = [ 2 2 2 2 ];
N = 29;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.77 0.36 0.23 0.70 0.84 0.41 0.57 0.62 0.86 0.37 0.16 0.09 0.43 0.19 0.65 0.70 0.05 0.29 0.91 0.18 0.31 0.30 0.80 0.61 0.18 0.78 0.87 0.73 ]
[0.77 1.00 0.82 0.54 0.44 0.31 0.07 0.79 0.02 0.83 0.09 0.28 0.60 0.23 0.58 0.48 0.11 0.85 0.87 0.70 0.95 0.72 0.87 0.72 0.58 0.89 0.02 0.60 0.76 ]
[0.36 0.82 1.00 0.43 0.50 0.01 0.01 0.34 0.58 0.45 0.57 0.93 0.10 0.22 0.45 0.99 0.78 0.66 0.86 0.39 0.76 0.83 0.22 0.99 0.80 0.83 0.27 0.32 0.97 ]
[0.23 0.54 0.43 1.00 0.50 0.44 0.61 0.90 0.06 0.18 0.00 0.91 0.73 0.00 0.03 0.65 0.66 0.10 0.51 0.89 0.08 0.79 0.74 0.98 0.61 0.16 0.89 0.86 0.74 ]
[0.70 0.44 0.50 0.50 1.00 0.37 0.57 0.76 0.94 1.00 0.58 0.45 0.06 0.33 0.19 0.40 0.26 0.88 0.96 0.68 0.86 0.62 0.75 0.14 0.62 0.64 0.80 0.50 0.21 ]
[0.84 0.31 0.01 0.44 0.37 1.00 0.62 0.71 0.78 0.42 0.34 0.31 0.66 0.54 0.96 0.55 0.97 0.51 0.30 0.02 0.95 0.92 0.78 0.72 0.78 0.53 0.63 0.04 0.55 ]
[0.41 0.07 0.01 0.61 0.57 0.62 1.00 0.55 0.90 0.78 0.60 0.17 0.49 0.12 0.10 0.23 0.85 0.54 0.60 0.56 0.91 0.49 0.57 0.92 0.09 0.42 0.34 0.26 0.46 ]
[0.57 0.79 0.34 0.90 0.76 0.71 0.55 1.00 0.77 0.70 0.26 0.63 0.66 0.87 0.08 0.76 0.90 0.23 0.07 0.29 0.37 0.04 0.54 0.56 0.66 0.69 0.09 0.04 0.49 ]
[0.62 0.02 0.58 0.06 0.94 0.78 0.90 0.77 1.00 0.43 0.73 0.27 0.13 0.34 0.53 0.85 0.20 0.72 0.19 0.97 0.58 0.13 0.06 0.01 0.27 0.71 0.97 0.05 0.17 ]
[0.86 0.83 0.45 0.18 1.00 0.42 0.78 0.70 0.43 1.00 0.81 0.98 0.07 0.26 0.34 0.81 0.94 0.11 0.06 0.46 0.39 0.87 0.14 0.60 0.87 0.71 0.83 0.31 0.75 ]
