D = 2;
n = [ 4 4 ];
N = 77;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.35 0.06 0.01 0.84 0.40 0.49 0.07 0.94 0.09 0.54 0.52 0.91 0.63 0.78 0.86 0.28 0.04 0.70 0.14 0.12 0.92 0.53 0.79 0.29 0.44 0.75 0.04 0.60 0.49 0.26 0.00 0.29 0.94 0.16 0.43 0.17 0.27 0.36 0.37 0.74 0.71 0.87 0.68 0.70 0.99 0.17 0.12 0.84 0.52 0.59 0.58 0.70 0.90 0.11 0.51 0.59 0.63 0.56 0.41 0.80 0.66 0.72 0.58 0.75 0.30 0.74 0.04 0.93 0.88 0.17 0.44 0.11 0.03 0.23 0.26 0.60 ]
[0.35 1.00 0.79 0.65 0.17 0.95 0.98 0.83 0.30 0.53 0.05 0.48 0.14 0.55 0.77 0.42 0.58 0.55 0.07 0.06 0.72 0.21 0.72 0.55 0.95 0.57 0.85 0.71 0.45 0.75 0.09 0.53 0.42 0.35 0.94 0.21 0.81 0.70 0.29 0.56 0.83 0.40 0.76 0.95 0.26 0.75 0.64 0.16 0.76 0.92 0.91 0.80 0.42 0.40 0.57 0.80 0.65 0.09 0.43 0.72 0.19 0.12 0.17 0.57 0.77 0.07 0.65 0.58 0.28 0.43 0.89 0.10 0.11 0.37 0.73 0.44 0.87 ]
[0.06 0.79 1.00 0.16 0.85 0.25 0.09 0.46 0.49 0.59 0.20 0.11 0.41 0.73 0.90 0.46 0.83 0.06 0.96 0.50 0.68 0.18 0.68 0.57 0.63 0.95 0.96 0.84 0.65 0.51 0.06 0.04 0.19 0.31 0.16 0.27 0.08 0.00 0.97 0.12 0.36 0.37 0.61 0.88 0.20 0.52 0.98 0.19 0.92 0.52 0.94 0.39 0.79 0.17 0.58 0.17 0.31 0.60 0.40 0.81 0.92 0.61 0.19 0.05 0.67 0.63 0.44 0.77 0.91 0.45 0.09 0.09 0.25 0.57 0.62 0.90 0.72 ]
[0.01 0.65 0.16 1.00 0.91 0.34 0.69 0.19 0.95 0.46 0.59 0.79 0.04 0.67 0.44 0.66 0.44 0.96 0.96 0.65 0.22 0.63 0.20 0.84 0.62 0.30 0.78 0.73 0.38 0.14 0.11 0.28 0.37 0.94 0.44 0.19 0.27 0.61 0.68 0.30 0.26 0.64 0.68 0.92 0.95 0.98 0.86 0.12 0.79 0.30 0.64 0.95 0.57 0.30 0.91 0.31 0.80 0.62 0.72 0.26 0.93 0.55 0.68 0.57 0.81 0.58 0.53 0.01 0.64 0.92 0.59 0.73 0.85 0.85 0.03 0.84 0.99 ]
[0.84 0.17 0.85 0.91 1.00 0.04 0.82 0.04 0.29 0.38 0.07 0.39 0.27 0.25 0.09 0.23 0.43 0.59 0.45 0.82 0.49 0.31 0.01 0.36 0.55 0.37 0.64 0.03 0.54 0.49 0.16 0.67 0.40 0.98 0.49 0.06 0.08 0.86 0.54 1.00 0.63 0.60 0.18 0.90 0.11 0.21 0.35 0.25 0.77 0.45 0.16 0.95 0.10 0.30 0.66 1.00 0.82 0.53 0.39 0.75 0.65 0.80 0.42 0.83 0.51 0.42 0.71 0.83 0.86 0.03 0.81 0.23 0.77 0.98 0.09 0.56 0.20 ]
[0.40 0.95 0.25 0.34 0.04 1.00 0.15 0.53 0.67 0.98 0.35 0.78 0.63 0.32 0.79 0.65 0.28 0.01 0.68 0.62 0.40 0.26 0.61 0.15 0.16 0.33 0.42 0.91 0.80 0.57 0.93 0.12 0.01 0.15 0.24 0.06 0.95 0.52 0.94 0.64 0.85 0.90 0.05 0.43 0.32 0.36 0.97 0.32 0.00 0.22 0.82 0.77 0.70 0.50 0.32 0.47 0.87 0.90 0.07 0.22 0.09 0.18 0.22 0.92 0.93 0.25 0.49 0.25 0.17 0.02 0.44 0.51 0.72 0.36 0.62 0.65 0.12 ]
[0.49 0.98 0.09 0.69 0.82 0.15 1.00 0.09 0.97 0.90 0.26 0.27 0.70 0.68 0.30 0.77 0.12 0.88 0.39 0.89 0.81 0.59 0.96 0.80 0.08 0.63 0.82 0.34 0.63 0.90 0.36 0.49 1.00 0.96 0.77 0.28 0.41 0.47 0.89 0.25 0.28 0.18 0.91 0.66 0.79 0.07 0.01 0.82 0.65 0.43 0.68 0.81 0.38 0.69 0.16 0.28 0.65 0.86 0.65 0.11 0.82 0.86 1.00 0.52 0.42 0.83 0.52 0.36 0.56 0.75 0.91 0.53 0.15 0.42 0.24 0.69 0.83 ]
[0.07 0.83 0.46 0.19 0.04 0.53 0.09 1.00 0.99 0.36 0.75 0.25 0.03 0.34 0.64 0.75 0.02 0.29 0.67 0.59 0.54 0.23 0.28 1.00 0.06 0.83 0.36 0.25 0.67 0.18 0.89 0.03 0.75 0.32 0.12 0.54 0.87 0.54 0.44 0.70 0.95 0.83 0.71 0.75 0.55 0.17 0.71 0.15 1.00 0.40 0.54 0.71 0.28 0.15 0.79 0.28 0.51 0.49 0.98 0.63 0.07 0.02 0.33 0.40 0.48 0.03 0.52 0.65 0.54 0.89 0.00 0.60 0.82 0.04 0.92 0.69 0.76 ]
[0.94 0.30 0.49 0.95 0.29 0.67 0.97 0.99 1.00 0.29 0.69 0.63 0.84 0.87 0.19 0.74 0.43 0.29 0.52 0.32 0.95 0.60 0.36 0.40 0.01 0.24 0.60 0.39 0.08 0.86 0.59 0.41 0.12 0.80 0.63 0.11 0.03 0.48 0.78 0.46 0.73 0.71 0.92 0.02 0.33 0.64 0.55 0.40 0.90 0.43 0.65 0.42 0.25 0.74 0.08 0.70 0.30 0.57 0.30 0.42 0.72 0.58 0.21 0.99 0.38 0.24 0.38 0.55 0.83 0.78 0.51 0.68 0.50 0.97 0.73 0.11 0.41 ]
[0.09 0.53 0.59 0.46 0.38 0.98 0.90 0.36 0.29 1.00 0.79 0.26 0.09 0.89 0.18 0.27 0.05 0.84 0.90 0.49 0.45 0.49 0.19 0.54 0.73 0.32 0.93 0.69 0.11 0.43 0.33 0.41 0.50 0.89 0.56 0.60 0.41 0.24 0.27 0.74 0.74 0.13 0.27 0.90 0.61 0.96 0.89 0.59 0.93 0.19 0.36 0.24 0.47 0.20 0.07 0.43 0.55 0.01 0.59 0.69 0.97 0.48 0.12 0.22 0.66 0.84 0.51 0.41 0.48 0.95 0.34 0.58 0.17 0.68 0.14 0.36 0.19 ]
[0.54 0.05 0.20 0.59 0.07 0.35 0.26 0.75 0.69 0.79 1.00 0.11 0.08 0.72 0.40 0.64 0.97 0.54 0.36 0.59 0.77 0.09 0.85 0.77 0.74 0.22 0.06 0.05 0.66 0.24 0.54 0.74 0.59 0.79 0.59 0.10 0.54 0.17 0.16 1.00 0.37 0.99 0.14 0.10 0.98 0.79 0.72 0.09 0.58 0.99 0.24 0.68 0.56 0.24 0.33 0.61 0.48 0.86 0.25 0.33 0.95 0.53 0.94 0.80 0.50 0.33 0.07 0.00 0.43 0.62 0.64 0.59 0.69 0.57 0.37 0.73 0.23 ]
[0.52 0.48 0.11 0.79 0.39 0.78 0.27 0.25 0.63 0.26 0.11 1.00 0.63 0.10 0.08 0.15 0.18 0.04 0.19 0.39 0.63 0.17 0.93 0.33 0.03 0.53 0.68 0.30 0.15 0.51 0.62 0.77 0.87 0.59 0.00 0.67 0.95 0.18 0.80 0.12 0.41 0.96 0.15 0.80 0.13 0.38 0.23 0.38 0.76 0.36 0.54 0.09 0.00 0.80 0.23 0.18 0.09 0.97 0.93 0.94 0.03 0.79 0.43 0.69 0.03 0.78 0.57 0.40 0.04 0.87 0.72 0.61 0.26 0.93 0.52 0.24 0.57 ]
[0.91 0.14 0.41 0.04 0.27 0.63 0.70 0.03 0.84 0.09 0.08 0.63 1.00 0.12 0.16 0.21 0.52 0.18 0.09 0.48 0.76 0.57 0.87 0.52 0.43 0.69 0.80 0.96 0.75 0.91 0.94 0.12 0.35 0.82 0.85 0.02 0.82 0.14 0.28 0.37 0.84 0.60 0.19 0.06 0.02 0.10 0.70 0.28 0.77 0.31 0.73 0.01 0.56 0.03 0.40 0.72 0.73 0.89 0.89 0.83 0.70 0.45 0.33 0.12 0.88 0.14 0.91 0.27 0.62 0.01 0.21 0.95 0.84 0.79 0.24 0.50 0.22 ]
