D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 72;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.54 0.62 0.49 0.74 0.95 0.68 0.61 0.51 0.94 0.34 0.76 0.38 0.36 0.76 0.96 0.09 0.76 0.32 0.02 0.67 0.46 0.18 0.30 0.48 0.65 0.26 0.92 0.65 0.14 0.66 0.20 0.79 0.23 0.76 0.54 0.67 0.93 0.35 0.44 0.24 0.47 0.60 0.87 0.13 0.92 0.24 0.45 0.76 0.87 0.87 0.78 0.07 0.36 0.79 0.54 0.15 0.83 0.99 0.76 0.67 0.36 0.30 0.23 0.70 0.10 0.03 0.21 0.89 0.71 0.65 0.12 ]
[0.54 1.00 0.23 0.85 0.90 0.05 0.74 0.24 0.92 0.03 0.11 0.83 0.40 0.07 0.14 0.98 0.12 0.71 0.05 0.10 0.73 0.43 0.75 0.64 0.73 0.74 0.24 0.82 0.72 0.21 0.04 0.05 0.73 0.18 0.11 0.03 0.62 0.46 0.26 0.85 0.29 0.60 0.47 0.01 0.23 0.32 0.63 0.80 0.89 0.91 0.56 0.92 0.41 0.42 0.75 0.60 0.55 0.83 0.02 0.12 0.56 0.19 0.12 0.44 0.06 0.74 0.98 0.63 0.14 0.59 0.64 0.93 ]
[0.62 0.23 1.00 0.63 0.45 0.77 0.72 0.13 0.16 0.64 0.30 0.27 0.16 0.12 0.53 0.65 0.58 0.38 0.86 0.96 0.83 0.03 0.15 0.71 0.67 0.21 0.65 0.13 0.04 0.41 0.01 0.15 0.70 0.19 0.78 0.11 0.44 0.07 0.17 0.66 0.65 0.54 0.15 0.88 0.87 0.83 0.43 0.58 0.15 0.19 0.41 0.38 0.72 0.82 0.07 0.44 0.75 0.97 0.11 0.99 0.86 0.46 0.97 0.65 0.91 0.84 0.89 0.88 0.17 0.77 0.02 0.33 ]
[0.49 0.85 0.63 1.00 0.72 0.09 0.24 0.60 0.78 0.66 0.80 0.58 0.24 0.00 0.18 0.68 0.86 0.56 0.77 0.41 0.39 0.27 0.24 0.92 0.37 0.73 0.54 0.04 0.22 0.54 0.01 0.57 0.49 0.59 0.87 0.76 0.99 0.34 0.78 0.59 0.42 0.76 0.50 0.85 0.00 0.40 0.44 0.85 0.08 0.28 0.05 0.43 0.62 0.68 0.73 0.76 0.36 0.56 0.19 0.52 0.49 0.43 0.13 0.40 0.07 0.13 0.40 0.71 0.82 0.16 0.10 0.55 ]
[0.74 0.90 0.45 0.72 1.00 1.00 0.22 0.53 0.95 0.12 0.38 0.71 0.69 0.54 0.53 0.94 0.84 0.74 0.55 0.96 0.69 0.79 0.41 0.31 0.50 0.73 0.27 0.22 0.05 0.25 0.96 0.89 0.69 0.15 0.41 0.31 0.36 0.86 0.80 0.77 0.94 0.46 0.42 0.21 0.30 0.21 0.24 0.34 0.81 0.81 0.73 0.88 0.72 0.82 0.99 0.84 0.41 0.20 0.26 0.59 0.18 0.19 0.03 0.24 0.37 0.35 0.23 0.92 0.68 0.43 0.68 0.50 ]
[0.95 0.05 0.77 0.09 1.00 1.00 0.25 0.02 0.72 0.31 0.18 0.72 0.64 0.55 0.85 0.31 0.94 0.43 0.30 0.44 0.82 0.40 0.24 0.21 0.02 0.59 0.46 0.61 0.49 0.45 0.92 0.13 0.87 0.81 0.10 0.97 0.58 0.45 0.55 0.51 0.53 0.59 0.03 0.84 0.71 0.50 0.85 0.60 0.55 0.88 0.24 0.41 0.10 0.99 0.14 0.28 0.25 0.62 0.10 0.41 0.03 0.80 0.40 0.43 0.03 0.33 0.20 0.88 0.52 0.14 0.06 0.62 ]
[0.68 0.74 0.72 0.24 0.22 0.25 1.00 1.00 0.65 0.87 0.52 0.48 0.90 0.17 0.71 0.16 0.85 0.30 0.03 0.79 0.65 0.05 0.84 0.69 0.50 0.47 0.18 0.44 0.55 0.25 0.46 0.83 0.78 0.33 0.02 0.61 0.88 0.21 0.47 0.33 0.74 0.43 0.72 0.95 0.23 0.17 0.65 0.39 0.08 0.53 0.66 0.39 0.03 0.42 0.43 0.62 0.14 0.74 0.26 0.40 0.94 0.39 0.59 0.56 0.27 0.15 0.67 0.28 0.39 0.28 0.09 0.24 ]
[0.61 0.24 0.13 0.60 0.53 0.02 1.00 1.00 0.88 0.24 0.57 0.10 0.75 0.85 0.82 0.85 0.67 0.33 0.74 0.62 0.37 0.17 0.40 0.02 0.61 0.13 0.52 0.87 0.84 0.79 0.46 0.77 0.97 0.34 0.50 0.28 0.29 0.16 0.68 0.42 0.61 0.81 0.08 0.96 0.22 0.97 0.89 0.06 0.64 0.19 0.16 0.22 0.30 0.29 0.91 0.25 0.95 0.99 0.63 0.16 0.47 0.66 0.14 0.28 0.39 0.28 0.54 0.02 0.68 0.79 0.85 0.33 ]
[0.51 0.92 0.16 0.78 0.95 0.72 0.65 0.88 1.00 0.83 0.45 0.12 0.90 0.68 0.65 0.80 0.95 0.29 0.03 0.84 0.67 0.22 0.73 0.79 0.52 0.09 0.18 0.06 0.06 0.63 0.99 0.76 0.22 0.39 0.81 0.94 0.65 0.65 0.95 0.82 0.68 0.92 0.72 0.30 0.98 0.61 0.07 0.51 0.45 0.73 0.28 0.75 0.38 0.67 0.11 0.99 0.54 0.79 0.37 0.18 0.50 0.07 0.02 0.94 0.73 0.61 0.29 0.87 0.55 0.51 0.39 0.10 ]
[0.94 0.03 0.64 0.66 0.12 0.31 0.87 0.24 0.83 1.00 0.92 0.93 0.32 0.86 0.35 0.66 0.95 0.28 0.94 0.51 0.52 0.01 0.44 0.30 0.56 0.43 0.70 0.21 0.73 0.93 0.74 0.59 0.37 0.82 0.33 0.21 0.97 0.50 0.42 0.71 0.37 0.77 0.73 0.22 0.17 0.14 0.96 0.49 0.70 0.03 0.21 0.53 0.38 0.98 0.65 0.34 0.61 0.56 0.89 0.65 0.18 0.69 0.55 0.67 0.14 0.74 0.54 0.53 0.31 0.14 0.73 0.04 ]
