D = 2;
n = [ 1 1 ];
N = 66;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.68 0.10 0.46 0.21 0.19 0.26 0.48 0.33 0.96 0.70 0.15 0.43 0.94 0.88 0.74 0.90 0.94 0.04 0.91 0.59 0.28 0.66 0.65 0.49 0.58 0.42 0.92 0.92 0.64 0.03 0.92 0.14 0.71 0.86 0.64 0.74 0.27 0.38 0.84 0.79 0.91 0.12 0.79 0.05 0.68 0.79 0.27 0.49 0.05 0.79 0.62 0.68 0.12 0.58 0.00 0.68 0.35 0.70 0.64 0.50 0.43 0.15 0.83 0.22 0.39 ]
[0.68 1.00 0.66 0.95 0.25 0.62 0.75 0.75 0.95 0.69 0.81 0.27 0.88 0.35 0.78 0.11 0.80 0.08 0.88 0.41 0.95 0.83 0.74 0.70 0.34 0.38 0.76 0.17 0.35 0.14 0.13 0.97 0.81 0.75 0.72 0.30 0.05 0.94 0.55 0.82 0.91 0.15 0.55 0.45 0.93 0.04 0.00 0.12 0.40 0.78 0.08 0.41 0.54 0.41 0.85 0.86 0.27 0.71 0.04 0.84 0.83 0.54 0.84 0.92 0.43 0.01 ]
[0.10 0.66 1.00 0.77 0.03 0.17 0.42 0.27 0.72 0.43 0.94 0.89 0.24 0.74 0.93 0.32 0.51 0.50 0.42 0.33 0.37 0.37 0.52 0.93 0.41 0.52 0.25 0.26 0.48 0.08 0.64 0.09 0.77 0.76 0.83 0.32 0.96 0.55 0.58 0.85 0.79 0.33 0.59 0.21 0.81 0.82 0.57 0.49 0.74 0.68 0.48 0.65 0.40 0.70 0.44 0.19 0.58 0.25 0.36 0.48 0.37 0.21 0.78 0.42 0.44 0.72 ]
[0.46 0.95 0.77 1.00 0.22 0.28 0.23 0.10 0.78 0.04 0.58 0.86 0.95 0.14 0.98 0.48 0.05 0.23 0.58 0.61 0.88 0.64 0.29 0.48 0.39 0.20 0.11 0.96 0.10 0.71 0.68 0.31 0.77 0.58 0.89 0.11 0.22 0.93 0.07 0.48 0.46 0.31 0.66 0.36 0.66 0.23 0.72 0.78 0.10 0.86 0.15 0.57 0.13 0.54 0.08 0.10 0.98 0.05 0.73 0.89 0.38 0.44 0.37 0.72 0.91 0.12 ]
[0.21 0.25 0.03 0.22 1.00 0.71 0.96 0.15 0.83 0.70 0.66 0.54 0.29 0.68 0.84 0.02 0.30 0.34 0.52 0.00 0.69 0.88 0.89 0.30 0.97 0.47 0.49 0.76 0.78 0.48 1.00 0.56 0.71 0.02 0.29 0.29 0.26 0.30 0.96 0.45 0.10 0.31 0.60 0.18 0.20 0.69 0.96 0.08 0.63 0.62 0.34 0.22 0.79 0.66 0.12 0.01 0.00 0.16 0.82 0.32 0.75 0.52 0.19 0.24 0.38 0.21 ]
[0.19 0.62 0.17 0.28 0.71 1.00 0.86 0.70 0.13 0.82 0.29 0.02 0.41 0.93 0.51 0.83 0.40 0.83 0.14 0.84 0.55 0.58 0.68 0.82 0.37 0.66 0.50 0.20 0.63 0.53 0.84 0.81 0.72 0.70 0.24 0.22 0.84 0.96 0.18 0.99 0.34 0.81 0.85 0.45 0.04 0.42 0.18 0.17 0.48 0.57 0.18 0.32 0.96 0.52 0.85 0.02 0.99 0.40 0.91 0.40 0.03 0.41 0.57 0.51 0.49 0.94 ]
[0.26 0.75 0.42 0.23 0.96 0.86 1.00 0.57 0.65 0.03 0.58 0.94 0.21 0.43 0.05 0.85 0.16 0.95 0.07 0.70 0.02 0.35 0.90 0.18 0.28 0.09 0.10 0.09 0.03 0.63 0.15 0.72 0.21 0.58 0.04 0.34 0.78 0.85 0.09 0.71 0.94 0.66 0.15 0.92 0.44 0.60 0.26 0.55 0.64 0.86 0.59 0.48 0.39 0.92 0.20 0.16 0.94 0.45 0.45 0.59 0.11 0.19 0.92 0.59 0.61 0.83 ]
[0.48 0.75 0.27 0.10 0.15 0.70 0.57 1.00 0.87 0.88 0.27 0.50 0.62 0.98 0.36 0.79 0.73 0.11 0.92 0.70 0.14 0.75 0.18 0.70 0.06 0.45 0.67 0.85 0.44 0.36 0.40 0.88 0.92 0.58 0.35 0.51 0.15 0.60 0.49 0.57 0.80 0.42 0.42 0.62 0.46 0.74 0.40 0.67 0.24 0.34 0.06 0.88 0.33 0.05 0.93 0.63 0.62 0.56 0.16 0.39 0.32 0.41 0.33 0.51 0.12 0.41 ]
[0.33 0.95 0.72 0.78 0.83 0.13 0.65 0.87 1.00 0.15 0.76 0.42 0.19 0.04 0.16 0.22 0.09 0.38 0.10 0.99 0.27 0.03 1.00 0.19 0.08 0.38 0.62 0.94 0.73 0.57 0.55 0.03 0.14 0.60 0.65 0.68 0.09 0.72 0.66 0.35 0.98 0.72 0.64 0.83 0.44 0.65 0.07 0.29 0.10 0.69 0.23 0.11 0.95 0.90 0.85 0.78 0.71 0.34 0.16 0.35 0.30 0.33 0.91 0.44 0.10 0.12 ]
[0.96 0.69 0.43 0.04 0.70 0.82 0.03 0.88 0.15 1.00 0.43 0.02 0.97 0.40 0.17 0.89 0.73 0.65 0.94 0.02 0.82 0.96 0.47 0.43 0.76 0.79 0.21 0.76 0.87 0.44 0.27 0.92 0.77 0.37 0.08 0.29 0.23 0.82 0.16 0.26 0.28 0.65 0.57 0.94 0.29 0.61 0.47 0.77 0.24 0.30 0.05 0.58 0.24 0.80 0.82 0.71 0.32 0.07 0.32 0.89 0.18 0.44 0.69 0.77 0.42 0.92 ]
