D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 64;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.14 0.19 0.68 0.58 0.23 0.26 0.75 0.31 0.87 0.90 0.04 0.51 0.35 0.31 0.75 0.67 0.53 0.20 0.18 0.07 0.82 0.34 0.43 0.74 0.80 0.82 0.50 0.55 0.23 0.81 0.25 0.29 0.18 0.29 0.24 0.26 0.29 0.56 0.30 0.51 0.12 0.49 0.42 0.48 0.71 0.48 0.97 0.83 0.33 0.61 0.70 0.43 0.90 0.91 0.20 0.47 0.10 0.40 0.47 0.75 0.55 0.36 0.28 ]
[0.14 1.00 0.16 0.81 0.58 0.78 0.29 0.05 0.20 0.10 0.62 0.58 0.31 0.48 0.84 0.16 0.46 0.23 0.84 0.88 0.99 0.80 0.02 0.65 0.80 0.70 0.32 0.14 0.52 0.35 0.89 0.45 0.40 0.84 0.30 0.77 0.23 0.66 0.77 0.68 0.61 0.78 0.40 0.08 0.06 0.73 0.84 0.10 0.31 0.56 0.47 0.57 0.04 0.81 0.27 0.31 0.27 0.73 0.62 0.87 0.16 0.81 0.45 0.99 ]
[0.19 0.16 1.00 0.90 0.09 0.65 0.74 0.37 0.79 0.48 0.48 0.80 0.73 0.56 0.31 0.68 0.55 0.00 0.54 0.82 0.02 0.40 0.55 0.97 0.97 0.77 0.33 0.62 0.04 0.69 0.54 0.29 0.43 0.63 0.03 0.35 0.63 0.47 0.47 0.34 0.22 0.04 0.56 0.90 0.92 0.57 0.91 0.83 0.09 0.94 0.90 0.71 0.22 0.95 0.13 0.62 0.18 0.58 0.31 0.45 0.75 0.74 0.08 0.33 ]
[0.68 0.81 0.90 1.00 0.88 0.54 0.34 0.39 0.74 0.44 0.14 0.50 0.46 0.14 0.67 0.12 0.35 0.15 0.84 0.48 0.36 0.73 0.76 0.97 0.21 0.59 0.93 0.27 0.33 0.08 0.52 0.80 0.20 0.15 0.76 0.66 0.63 0.07 0.75 0.95 0.44 0.47 0.33 0.09 0.49 0.40 0.31 0.53 0.94 0.17 0.91 0.19 0.17 0.67 0.70 0.43 1.00 0.74 0.63 0.02 0.20 0.59 0.60 0.74 ]
[0.58 0.58 0.09 0.88 1.00 0.81 0.60 0.11 0.01 0.05 0.26 0.08 0.06 0.31 0.29 0.31 0.44 0.59 0.57 0.44 0.47 0.93 0.57 0.23 0.31 0.56 0.16 0.67 0.86 0.94 0.02 0.88 0.69 0.94 0.40 0.26 0.61 0.08 0.18 0.13 0.34 0.15 0.18 0.93 0.12 0.72 0.00 0.03 0.33 0.05 0.52 0.71 0.86 0.52 0.62 0.05 0.52 0.94 0.80 0.45 0.80 0.88 0.98 0.01 ]
[0.23 0.78 0.65 0.54 0.81 1.00 0.33 0.10 0.24 0.60 0.81 0.82 0.23 0.07 0.12 0.89 0.69 0.97 0.89 0.81 0.08 0.07 0.55 0.86 0.45 0.71 0.65 0.57 0.66 0.40 0.61 0.10 0.81 0.33 0.24 0.17 0.62 0.54 0.79 0.66 0.48 0.02 0.94 0.13 0.91 0.12 0.40 0.82 0.69 0.65 0.20 0.58 0.29 0.07 0.12 0.65 0.88 0.28 0.17 0.66 0.07 0.06 0.45 0.27 ]
[0.26 0.29 0.74 0.34 0.60 0.33 1.00 0.91 0.14 0.79 0.72 1.00 0.64 0.96 0.35 0.11 0.89 0.08 0.02 0.24 0.33 0.29 0.94 0.32 0.60 0.66 0.60 0.88 0.69 0.82 0.50 0.73 0.91 0.97 0.65 0.57 0.66 0.29 0.60 0.32 0.23 0.10 0.43 0.99 0.03 0.42 0.78 0.94 0.78 0.84 0.37 0.87 0.85 0.72 0.43 0.58 0.60 0.95 0.30 0.58 0.60 0.75 0.50 0.60 ]
[0.75 0.05 0.37 0.39 0.11 0.10 0.91 1.00 0.74 0.86 0.44 0.42 0.87 0.31 0.01 0.26 0.51 0.95 0.41 0.79 0.30 0.65 0.98 0.60 0.54 0.54 0.87 0.06 0.94 0.82 0.85 0.68 0.22 0.11 0.78 0.56 0.47 0.75 0.27 0.39 0.11 0.38 0.70 0.37 0.23 0.94 0.31 0.35 0.20 0.57 0.44 0.98 0.28 0.21 0.17 0.46 0.28 0.70 1.00 0.52 0.06 0.60 0.96 0.91 ]
[0.31 0.20 0.79 0.74 0.01 0.24 0.14 0.74 1.00 0.33 0.39 0.20 0.62 0.33 0.42 0.00 0.88 0.38 0.76 0.22 0.19 0.25 0.61 0.51 1.00 0.70 0.41 0.49 0.68 0.25 0.39 0.90 0.42 0.65 0.10 0.31 0.45 0.86 0.34 0.16 0.16 0.02 0.83 0.96 0.53 0.02 0.04 0.30 0.55 0.11 0.36 1.00 0.88 0.68 0.03 0.92 0.70 0.64 0.82 0.87 0.82 0.01 0.84 0.40 ]
[0.87 0.10 0.48 0.44 0.05 0.60 0.79 0.86 0.33 1.00 0.06 0.55 0.55 0.61 0.01 0.51 0.57 0.31 0.68 0.87 0.71 0.75 0.96 0.76 0.21 0.47 0.03 0.66 0.31 0.83 0.99 0.59 0.16 0.12 0.67 0.09 0.50 0.12 0.53 0.06 0.91 0.22 0.37 0.07 0.48 0.52 0.16 0.42 0.74 0.93 0.39 0.10 0.01 0.93 0.07 0.70 0.92 0.76 0.61 0.73 0.99 0.51 0.00 0.76 ]
