D = 2;
n = [ 2 2 ];
N = 43;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.11 0.07 0.94 0.40 0.05 0.73 0.61 0.39 0.39 0.25 0.52 0.90 0.66 0.06 0.09 0.86 0.92 0.93 0.31 0.16 0.52 0.42 0.56 0.40 0.73 0.58 0.71 0.52 0.65 0.47 0.65 0.33 0.48 0.48 0.54 0.77 0.68 0.82 0.15 0.74 0.34 0.21 ]
[0.11 1.00 0.40 0.01 0.51 0.83 0.32 0.60 0.85 0.72 0.96 0.11 0.44 0.01 0.69 0.58 0.05 0.23 0.28 0.28 0.43 0.79 0.03 0.42 0.45 0.56 0.88 0.81 0.21 0.85 0.01 0.99 0.18 0.59 0.52 0.39 0.11 0.88 0.46 0.94 0.35 0.44 0.52 ]
[0.07 0.40 1.00 0.22 0.39 0.37 0.83 0.09 0.32 0.94 0.26 0.08 0.72 0.06 0.47 0.60 0.62 0.80 0.34 0.75 0.27 0.35 0.66 0.83 0.54 0.04 0.44 0.68 0.76 0.35 0.82 0.35 0.38 0.11 0.10 0.69 0.21 0.36 0.67 0.60 0.52 0.59 0.83 ]
[0.94 0.01 0.22 1.00 0.12 0.29 0.06 0.77 0.41 0.85 0.87 0.74 0.89 0.87 0.36 0.91 0.69 0.64 0.58 0.93 0.30 0.71 0.38 0.77 1.00 0.65 0.77 0.41 0.01 0.46 0.83 0.19 0.12 0.68 0.23 0.23 0.69 0.80 0.31 0.64 0.38 0.06 0.31 ]
[0.40 0.51 0.39 0.12 1.00 0.84 0.89 0.25 0.31 0.31 0.25 0.71 0.85 0.83 0.38 0.95 0.64 0.79 0.86 0.36 0.20 0.07 0.48 0.28 0.64 0.93 0.88 0.46 0.81 0.07 0.65 0.50 0.04 0.35 0.06 0.06 0.79 0.97 0.44 0.81 0.44 0.84 0.45 ]
[0.05 0.83 0.37 0.29 0.84 1.00 0.89 0.93 0.11 0.08 0.38 0.63 0.20 0.31 0.74 0.33 0.89 0.17 0.83 0.41 0.70 0.39 0.34 0.08 0.23 0.68 0.23 0.32 0.18 0.98 0.94 0.24 0.21 0.95 0.27 0.98 0.86 0.76 0.52 0.99 0.47 0.38 0.64 ]
[0.73 0.32 0.83 0.06 0.89 0.89 1.00 0.60 0.68 0.02 1.00 1.00 0.89 0.66 0.22 0.16 0.75 0.70 0.38 0.74 0.05 0.77 0.59 0.08 0.45 0.83 0.82 0.11 0.54 0.65 0.95 0.95 0.29 0.24 0.01 0.87 0.58 0.07 0.42 0.73 0.81 0.43 0.54 ]
[0.61 0.60 0.09 0.77 0.25 0.93 0.60 1.00 0.97 0.65 0.68 0.59 0.57 0.02 0.07 0.45 0.27 0.18 0.11 0.51 0.08 0.20 0.16 0.51 0.59 0.35 0.74 0.46 0.57 0.81 0.60 0.74 0.83 0.51 0.17 0.07 0.95 0.87 0.48 0.01 0.78 0.04 0.77 ]
[0.39 0.85 0.32 0.41 0.31 0.11 0.68 0.97 1.00 0.00 0.41 0.51 0.05 0.33 0.69 0.33 0.99 0.10 0.76 0.34 0.61 0.21 0.07 0.68 0.14 0.03 0.21 0.75 0.79 0.06 0.75 0.70 0.67 0.59 0.72 0.84 0.15 0.44 0.36 0.11 0.54 0.85 0.41 ]
[0.39 0.72 0.94 0.85 0.31 0.08 0.02 0.65 0.00 1.00 0.98 0.37 0.68 0.65 0.03 0.86 0.87 0.89 0.95 0.14 0.25 0.50 0.10 0.90 0.29 0.52 0.80 0.23 0.09 0.06 0.85 0.56 0.83 0.24 0.68 0.30 0.50 0.29 0.82 0.17 0.73 0.80 0.94 ]
