D = 6;
n = [ 4 4 4 4 4 4 ];
N = 64;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.91 0.31 0.93 0.64 0.97 0.15 0.25 0.99 0.28 0.33 0.05 0.55 0.18 0.10 0.52 0.85 0.87 0.04 0.40 0.81 0.67 0.06 0.47 0.13 0.64 0.11 0.98 0.01 0.44 0.35 0.40 0.99 0.32 0.01 0.09 0.23 0.52 0.59 0.83 0.67 0.82 0.57 0.80 0.04 0.91 0.33 0.63 0.98 0.33 0.30 0.96 0.49 0.57 0.04 0.00 0.52 0.08 0.77 0.16 0.16 0.53 1.00 0.82 ]
[0.91 1.00 0.09 0.47 0.99 0.42 0.39 0.51 0.43 0.97 0.96 0.11 0.58 0.96 0.98 0.80 0.42 0.51 0.57 0.49 0.35 0.35 0.53 0.74 0.28 0.56 0.12 0.70 0.83 0.86 0.51 0.14 0.62 0.92 0.84 0.70 0.73 0.77 0.16 0.56 0.25 0.80 0.46 0.98 0.31 0.28 0.41 0.76 0.23 0.26 0.45 0.93 0.62 0.90 0.04 0.42 0.21 0.59 0.38 0.80 0.81 0.29 0.55 0.66 ]
[0.31 0.09 1.00 0.82 0.74 0.77 0.13 0.64 0.22 0.28 0.73 0.54 0.94 0.12 0.35 0.05 0.30 0.85 0.46 0.05 0.88 0.93 0.99 0.30 0.21 0.55 0.21 0.84 0.95 0.90 0.90 0.49 0.59 0.89 0.20 0.12 0.48 0.34 0.45 0.28 0.01 0.96 0.41 0.69 0.85 0.80 0.00 0.16 0.27 0.85 0.65 0.81 0.93 0.27 0.61 0.85 0.86 0.93 0.59 0.10 0.69 0.33 0.82 0.52 ]
[0.93 0.47 0.82 1.00 0.43 0.67 0.85 0.55 0.07 0.52 0.03 0.54 0.68 0.60 0.11 0.65 0.70 0.67 0.61 0.14 0.60 0.44 0.39 0.73 0.22 0.56 1.00 0.56 0.62 0.77 0.43 0.56 0.06 0.18 0.52 0.35 0.61 0.33 0.10 0.34 0.10 0.17 0.66 0.03 0.16 0.93 0.50 0.09 0.77 0.77 0.40 0.48 0.87 0.43 0.06 0.76 0.53 0.97 0.39 0.35 0.02 0.44 0.09 0.52 ]
[0.64 0.99 0.74 0.43 1.00 0.42 0.14 0.24 0.66 0.35 0.48 0.00 0.95 0.84 0.95 0.76 0.28 0.88 0.36 0.14 0.98 0.27 0.60 0.91 0.42 0.88 0.39 0.41 0.02 0.43 0.62 0.27 0.77 0.82 0.26 0.65 0.13 0.96 0.06 0.21 0.30 0.40 0.62 0.39 0.72 0.86 0.71 0.73 0.01 0.15 0.76 0.80 0.44 0.80 0.57 0.22 0.77 0.04 0.08 0.80 0.85 0.93 0.95 0.71 ]
[0.97 0.42 0.77 0.67 0.42 1.00 0.40 0.64 0.29 0.03 0.90 0.67 0.39 0.66 0.24 0.37 0.17 0.50 0.63 0.04 0.24 0.01 0.71 0.98 0.55 0.28 0.15 0.36 0.13 0.87 0.82 0.97 0.30 0.74 0.17 0.24 0.04 0.65 0.18 0.59 0.14 0.67 0.68 0.99 0.31 0.16 0.71 0.88 0.74 0.87 0.17 0.40 0.03 0.51 0.28 0.51 0.97 0.54 0.07 0.08 0.25 0.94 0.98 0.41 ]
[0.15 0.39 0.13 0.85 0.14 0.40 1.00 0.62 0.24 0.21 0.93 0.92 0.43 0.16 0.83 0.77 0.76 0.45 0.87 0.12 0.96 0.38 0.74 0.78 0.53 0.74 0.80 0.56 0.41 0.16 0.88 0.34 0.24 0.39 0.54 0.33 0.64 0.20 0.33 0.11 0.12 0.42 0.32 0.21 0.27 0.20 0.46 0.46 0.62 0.41 0.68 0.22 0.91 0.06 0.59 0.87 0.14 0.19 0.13 0.43 0.64 0.36 0.66 0.91 ]
[0.25 0.51 0.64 0.55 0.24 0.64 0.62 1.00 0.10 0.61 0.11 0.20 0.51 0.47 0.53 0.30 0.21 0.43 0.46 0.91 0.23 0.40 0.60 0.86 0.04 0.97 0.45 0.36 0.04 0.01 0.79 0.67 0.48 0.51 0.89 0.87 0.95 0.02 0.87 0.32 0.41 0.89 0.31 0.44 0.34 0.40 0.67 0.99 0.95 0.06 0.01 0.48 0.77 0.34 0.19 0.02 0.04 0.30 0.76 0.39 0.89 0.79 0.51 0.32 ]
[0.99 0.43 0.22 0.07 0.66 0.29 0.24 0.10 1.00 0.81 0.02 0.64 0.61 0.29 0.49 0.82 0.40 0.81 0.22 0.33 0.38 0.73 0.72 0.76 0.56 0.03 0.69 0.24 0.93 0.80 0.31 0.62 0.94 0.82 0.97 0.64 0.89 0.95 0.15 0.02 0.46 0.06 0.89 0.86 0.88 0.98 0.94 0.63 0.70 0.17 0.22 0.82 0.06 0.87 0.23 0.81 0.25 0.59 0.61 0.66 0.14 0.05 0.80 0.63 ]
[0.28 0.97 0.28 0.52 0.35 0.03 0.21 0.61 0.81 1.00 0.60 0.16 0.08 0.25 0.25 0.73 0.54 0.64 0.36 0.66 0.79 0.62 0.08 0.48 0.56 0.60 0.25 0.76 0.25 0.16 0.30 0.29 0.26 0.34 0.21 0.21 0.01 0.29 0.06 0.99 0.82 0.16 0.67 0.73 0.97 0.83 0.83 0.10 0.08 0.44 0.73 0.57 0.96 0.58 0.37 0.02 0.21 0.65 0.19 0.01 0.76 0.68 0.21 0.04 ]
[0.33 0.96 0.73 0.03 0.48 0.90 0.93 0.11 0.02 0.60 1.00 0.10 0.08 0.84 1.00 0.31 0.81 0.77 0.70 0.21 0.13 0.78 0.78 0.56 0.42 0.91 0.02 0.49 0.98 0.98 0.63 0.95 0.83 0.41 0.18 0.09 0.12 0.78 0.51 0.72 0.39 0.31 0.56 0.39 0.65 0.29 0.84 0.84 0.47 0.14 0.07 0.42 0.35 0.23 0.77 0.89 0.02 0.88 0.17 0.72 0.27 0.61 0.04 0.01 ]
[0.05 0.11 0.54 0.54 0.00 0.67 0.92 0.20 0.64 0.16 0.10 1.00 0.08 0.52 0.68 0.37 0.86 0.71 0.05 0.74 0.72 0.20 0.35 0.75 0.25 0.05 0.75 0.83 0.15 0.47 0.65 0.09 0.51 0.87 0.46 0.55 0.13 0.58 0.54 0.90 0.59 0.86 0.46 0.61 0.52 0.54 0.07 0.24 0.93 0.93 0.11 0.48 0.71 0.64 0.35 0.95 0.37 0.97 0.59 0.62 0.02 0.63 0.58 0.87 ]
[0.55 0.58 0.94 0.68 0.95 0.39 0.43 0.51 0.61 0.08 0.08 0.08 1.00 0.07 0.44 0.13 0.78 0.22 0.39 0.04 0.40 0.89 0.24 0.90 0.27 0.97 0.16 0.99 0.24 0.41 0.74 0.70 0.39 0.55 0.79 0.33 0.34 0.23 0.31 0.89 0.68 0.19 0.81 0.18 0.60 0.75 0.73 0.34 0.08 0.77 0.90 0.82 0.51 0.36 0.07 0.06 0.54 0.06 0.63 0.86 0.59 0.11 0.02 0.80 ]
[0.18 0.96 0.12 0.60 0.84 0.66 0.16 0.47 0.29 0.25 0.84 0.52 0.07 1.00 0.54 0.80 0.52 0.94 0.32 0.08 0.29 0.46 0.80 0.25 0.91 0.80 0.21 0.84 0.55 0.07 0.49 0.13 0.96 0.93 0.88 0.34 0.42 0.05 0.39 0.00 0.39 0.34 0.24 0.51 0.23 0.68 0.25 0.25 0.53 0.84 0.89 0.24 0.75 0.92 0.19 0.76 0.02 0.10 0.03 0.31 0.33 0.73 0.90 0.75 ]
[0.10 0.98 0.35 0.11 0.95 0.24 0.83 0.53 0.49 0.25 1.00 0.68 0.44 0.54 1.00 0.70 0.60 0.84 0.26 0.61 0.53 0.16 0.68 0.97 0.88 0.13 0.30 0.61 0.40 0.08 0.15 0.86 0.90 0.61 0.03 0.01 0.81 0.80 0.09 0.66 0.82 0.35 0.03 0.37 0.93 0.03 0.48 0.40 0.01 0.87 0.60 0.67 0.68 0.50 0.78 0.12 0.78 0.90 0.86 0.43 0.78 0.43 0.84 0.21 ]
[0.52 0.80 0.05 0.65 0.76 0.37 0.77 0.30 0.82 0.73 0.31 0.37 0.13 0.80 0.70 1.00 0.12 0.58 0.29 0.64 0.88 0.28 0.26 0.85 0.29 0.30 0.24 0.95 0.05 0.98 0.88 0.90 0.27 0.03 0.21 0.02 0.73 0.38 0.86 0.31 0.29 0.76 0.40 0.16 0.38 0.74 0.86 0.92 0.11 0.35 0.11 0.87 0.42 0.73 0.98 0.96 0.25 0.25 1.00 0.30 0.16 0.18 0.49 0.56 ]
[0.85 0.42 0.30 0.70 0.28 0.17 0.76 0.21 0.40 0.54 0.81 0.86 0.78 0.52 0.60 0.12 1.00 0.85 0.67 0.88 0.11 0.72 0.27 0.48 0.79 0.13 0.33 0.19 0.17 0.26 0.61 0.64 0.56 0.26 0.17 0.86 0.71 0.94 0.52 0.21 0.84 0.53 0.19 0.04 0.74 0.20 0.66 0.28 0.41 0.45 0.94 0.61 0.52 0.40 0.58 0.33 0.49 0.90 0.74 0.42 0.67 0.26 0.43 0.91 ]
[0.87 0.51 0.85 0.67 0.88 0.50 0.45 0.43 0.81 0.64 0.77 0.71 0.22 0.94 0.84 0.58 0.85 1.00 0.43 0.12 0.52 0.62 0.55 0.27 0.70 0.11 0.65 0.07 0.12 0.95 0.72 0.93 0.68 0.70 0.51 0.41 0.46 0.62 0.91 0.16 0.64 0.65 0.75 0.87 0.33 0.06 0.66 0.01 0.25 0.12 0.95 0.48 0.31 0.77 0.08 0.65 0.42 0.23 0.66 0.84 0.72 0.85 0.45 0.80 ]
[0.04 0.57 0.46 0.61 0.36 0.63 0.87 0.46 0.22 0.36 0.70 0.05 0.39 0.32 0.26 0.29 0.67 0.43 1.00 0.85 0.65 0.56 0.53 0.97 0.17 0.62 0.51 0.21 0.73 0.87 0.39 0.36 0.90 0.66 0.04 0.53 0.93 0.49 0.27 0.08 0.17 0.95 0.92 0.56 0.59 0.77 0.86 0.79 0.72 0.00 0.40 0.86 0.09 0.50 0.10 0.40 0.69 0.03 0.87 0.35 0.05 0.78 0.13 0.36 ]
[0.40 0.49 0.05 0.14 0.14 0.04 0.12 0.91 0.33 0.66 0.21 0.74 0.04 0.08 0.61 0.64 0.88 0.12 0.85 1.00 0.99 0.14 0.97 0.73 0.61 0.03 0.69 0.66 0.51 0.98 0.85 0.89 0.17 0.61 0.15 0.62 0.85 0.35 0.88 0.18 0.18 0.94 0.83 0.38 0.57 0.72 0.64 0.54 0.11 0.86 0.94 0.51 0.72 0.62 0.77 0.19 0.38 0.57 0.81 0.69 0.46 0.70 0.10 0.54 ]
[0.81 0.35 0.88 0.60 0.98 0.24 0.96 0.23 0.38 0.79 0.13 0.72 0.40 0.29 0.53 0.88 0.11 0.52 0.65 0.99 1.00 0.72 0.60 0.45 0.04 0.33 0.31 0.51 0.26 0.58 0.03 0.46 0.28 0.74 0.46 0.23 0.37 0.68 0.69 0.57 1.00 0.88 0.60 0.61 0.75 0.57 0.99 0.47 0.33 0.76 0.04 0.94 0.13 0.07 0.03 0.89 0.96 0.24 0.24 0.39 0.57 0.83 0.67 0.08 ]
[0.67 0.35 0.93 0.44 0.27 0.01 0.38 0.40 0.73 0.62 0.78 0.20 0.89 0.46 0.16 0.28 0.72 0.62 0.56 0.14 0.72 1.00 0.60 0.70 0.31 0.84 0.70 0.52 0.57 0.23 0.11 0.03 0.05 0.19 0.55 0.34 0.15 0.41 0.61 0.46 0.79 0.85 0.28 0.64 0.47 0.92 0.64 0.61 0.38 0.49 0.50 0.92 1.00 0.66 0.37 0.96 0.30 0.19 0.25 0.73 0.78 0.92 0.18 0.32 ]
[0.06 0.53 0.99 0.39 0.60 0.71 0.74 0.60 0.72 0.08 0.78 0.35 0.24 0.80 0.68 0.26 0.27 0.55 0.53 0.97 0.60 0.60 1.00 0.48 0.80 0.79 0.71 0.24 0.37 0.22 0.35 0.47 0.49 0.74 0.80 0.92 0.58 0.15 0.12 0.03 0.15 0.73 0.15 0.13 0.16 0.73 0.76 0.48 0.76 0.52 0.42 0.86 0.25 0.12 0.99 0.08 0.45 0.49 0.14 0.78 0.14 0.56 0.70 0.30 ]
[0.47 0.74 0.30 0.73 0.91 0.98 0.78 0.86 0.76 0.48 0.56 0.75 0.90 0.25 0.97 0.85 0.48 0.27 0.97 0.73 0.45 0.70 0.48 1.00 0.87 0.93 0.22 0.43 0.90 0.98 0.42 0.69 0.81 0.78 0.77 0.20 0.01 0.46 0.13 0.75 0.37 0.95 0.34 0.52 0.48 0.44 0.08 0.52 0.60 0.65 0.38 0.08 0.80 0.24 0.48 0.63 0.49 0.76 0.57 0.50 0.85 0.67 0.27 0.39 ]
[0.13 0.28 0.21 0.22 0.42 0.55 0.53 0.04 0.56 0.56 0.42 0.25 0.27 0.91 0.88 0.29 0.79 0.70 0.17 0.61 0.04 0.31 0.80 0.87 1.00 0.26 0.20 1.00 0.16 0.56 0.51 0.52 0.43 0.17 0.06 0.48 0.41 0.58 0.25 0.57 0.81 0.83 0.90 0.35 0.50 0.13 0.82 0.24 0.07 0.34 0.84 0.90 0.72 0.59 0.72 0.37 0.59 0.75 0.76 0.95 0.22 0.32 0.13 0.58 ]
[0.64 0.56 0.55 0.56 0.88 0.28 0.74 0.97 0.03 0.60 0.91 0.05 0.97 0.80 0.13 0.30 0.13 0.11 0.62 0.03 0.33 0.84 0.79 0.93 0.26 1.00 1.00 0.77 0.60 0.52 0.19 0.54 0.93 0.83 0.94 0.76 0.13 0.11 0.35 0.11 0.72 0.58 0.19 0.12 0.53 0.04 0.39 0.62 0.15 0.14 0.27 0.46 0.71 0.46 0.29 0.81 0.97 0.24 0.56 0.25 0.53 0.24 0.56 0.59 ]
[0.11 0.12 0.21 1.00 0.39 0.15 0.80 0.45 0.69 0.25 0.02 0.75 0.16 0.21 0.30 0.24 0.33 0.65 0.51 0.69 0.31 0.70 0.71 0.22 0.20 1.00 1.00 0.77 0.25 0.39 0.96 0.27 0.62 0.35 0.96 0.97 0.45 0.56 0.03 0.92 0.23 0.82 0.12 0.00 0.89 0.57 0.24 0.41 0.20 0.85 0.46 0.75 0.70 0.56 0.22 0.77 0.20 0.95 0.09 0.51 0.44 0.82 0.99 0.99 ]
[0.98 0.70 0.84 0.56 0.41 0.36 0.56 0.36 0.24 0.76 0.49 0.83 0.99 0.84 0.61 0.95 0.19 0.07 0.21 0.66 0.51 0.52 0.24 0.43 1.00 0.77 0.77 1.00 0.84 0.61 0.90 0.64 0.27 0.84 0.13 0.06 0.81 0.80 0.13 0.02 0.16 0.84 0.44 0.82 0.07 0.06 0.67 0.61 0.21 0.46 0.27 0.28 0.91 0.90 0.62 0.07 0.30 0.70 0.41 0.92 0.54 0.50 0.60 0.71 ]
[0.01 0.83 0.95 0.62 0.02 0.13 0.41 0.04 0.93 0.25 0.98 0.15 0.24 0.55 0.40 0.05 0.17 0.12 0.73 0.51 0.26 0.57 0.37 0.90 0.16 0.60 0.25 0.84 1.00 0.50 0.87 0.46 0.34 0.21 0.75 0.61 0.42 0.10 0.39 0.55 0.64 0.43 0.41 0.86 0.27 0.89 0.93 0.33 0.32 0.87 0.01 0.40 0.09 0.38 0.90 0.77 0.61 0.11 0.78 0.61 0.02 0.10 0.89 0.51 ]
[0.44 0.86 0.90 0.77 0.43 0.87 0.16 0.01 0.80 0.16 0.98 0.47 0.41 0.07 0.08 0.98 0.26 0.95 0.87 0.98 0.58 0.23 0.22 0.98 0.56 0.52 0.39 0.61 0.50 1.00 0.42 0.70 0.71 0.84 0.84 0.65 0.37 0.29 0.62 0.70 0.19 0.66 0.00 0.69 0.47 0.45 0.37 0.55 0.14 0.49 0.58 0.51 0.87 0.09 0.12 0.61 0.22 0.29 0.53 0.49 0.49 0.39 0.43 0.94 ]
[0.35 0.51 0.90 0.43 0.62 0.82 0.88 0.79 0.31 0.30 0.63 0.65 0.74 0.49 0.15 0.88 0.61 0.72 0.39 0.85 0.03 0.11 0.35 0.42 0.51 0.19 0.96 0.90 0.87 0.42 1.00 0.57 0.10 0.19 0.57 0.21 0.87 0.84 0.87 0.98 0.43 0.47 0.96 0.33 0.16 0.79 0.58 0.82 0.21 0.13 0.95 0.18 0.32 0.51 0.40 0.76 0.31 0.39 0.76 0.71 0.36 0.49 0.29 0.29 ]
[0.40 0.14 0.49 0.56 0.27 0.97 0.34 0.67 0.62 0.29 0.95 0.09 0.70 0.13 0.86 0.90 0.64 0.93 0.36 0.89 0.46 0.03 0.47 0.69 0.52 0.54 0.27 0.64 0.46 0.70 0.57 1.00 0.48 0.71 0.08 0.24 0.10 0.57 0.44 0.09 0.86 0.63 0.31 0.66 0.67 0.47 0.05 0.91 0.50 0.37 0.67 0.55 0.48 0.49 0.49 0.80 0.79 0.89 0.73 0.05 0.39 0.39 0.00 0.46 ]
