D = 6;
n = [ 3 3 3 3 3 3 ];
N = 85;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.77 0.23 0.57 0.26 0.57 0.50 0.10 0.52 0.84 0.97 0.01 0.79 0.75 0.48 0.78 0.20 0.70 1.00 0.02 0.34 0.37 0.49 0.44 0.98 0.06 0.53 0.56 0.23 0.67 0.40 0.99 0.82 0.42 0.54 0.31 0.03 0.26 0.12 0.44 0.40 0.02 0.72 0.17 0.14 0.58 0.00 0.40 0.58 0.83 0.19 0.23 0.36 0.86 0.17 0.60 0.20 0.25 0.81 0.49 0.91 0.55 0.88 0.57 0.96 0.18 0.08 0.35 0.82 0.74 0.80 0.64 0.79 0.34 0.89 0.22 0.29 0.95 0.68 0.21 0.32 0.23 0.12 0.06 0.26 ]
[0.77 1.00 0.03 0.06 0.02 0.21 0.68 0.75 0.14 0.15 0.50 0.81 0.64 0.52 0.57 0.26 0.23 0.17 0.04 0.78 0.64 0.84 0.79 0.73 0.75 0.58 0.29 0.63 0.66 0.65 0.32 0.06 0.66 0.43 0.47 0.01 0.50 0.35 0.15 0.40 0.55 0.57 0.67 0.86 0.23 0.63 0.18 0.12 0.53 0.35 0.54 0.40 0.90 0.05 0.98 0.61 0.57 0.72 0.83 0.11 0.69 0.50 0.19 0.28 0.54 0.80 0.51 0.01 0.71 0.16 0.94 0.89 0.80 0.06 0.32 0.02 0.97 0.70 0.98 0.92 0.34 0.20 0.13 0.85 0.14 ]
[0.23 0.03 1.00 0.24 0.70 0.28 0.06 0.65 0.24 0.94 0.85 0.71 0.09 0.05 0.88 0.52 0.48 0.96 0.25 0.64 0.97 0.91 0.94 0.98 0.82 0.30 0.91 0.06 0.33 0.38 0.58 0.76 0.95 0.70 0.75 0.31 0.31 0.44 0.92 0.07 0.96 0.68 0.76 0.36 0.31 0.10 0.30 0.18 0.12 0.87 0.14 0.63 0.45 0.01 0.63 0.13 0.37 0.32 0.83 0.75 0.82 0.99 0.81 0.91 0.51 0.78 0.38 0.11 0.22 0.30 0.25 0.87 0.98 0.26 0.44 0.29 0.71 0.56 0.82 0.24 0.78 0.76 0.68 0.05 0.94 ]
[0.57 0.06 0.24 1.00 0.21 0.60 0.84 0.79 0.66 0.48 0.02 0.45 0.53 0.85 0.17 0.40 0.54 0.45 0.71 0.32 0.68 0.31 0.68 0.69 0.86 0.49 0.21 0.79 0.60 0.75 0.30 0.80 0.52 0.32 0.13 0.80 0.93 0.30 0.73 0.10 0.80 0.74 0.63 0.49 0.87 0.84 0.62 0.50 0.55 0.48 0.01 0.49 0.64 0.73 0.31 0.88 0.62 0.27 0.31 0.94 0.83 0.51 0.98 0.94 0.82 0.47 0.30 0.84 0.03 0.07 0.97 0.42 0.38 0.47 0.15 0.67 0.11 0.40 0.13 0.80 0.10 0.19 0.88 0.02 0.06 ]
[0.26 0.02 0.70 0.21 1.00 0.46 0.76 0.02 0.21 0.51 0.96 0.91 0.09 0.06 0.09 0.74 0.06 0.30 0.29 0.76 0.23 0.26 0.04 0.90 0.66 0.38 0.72 0.02 0.97 0.06 0.67 0.47 0.09 0.92 0.07 0.60 0.79 0.89 0.83 0.89 0.02 0.85 0.85 0.58 0.33 0.38 0.83 0.13 0.66 0.18 0.61 0.01 0.94 0.86 0.93 0.84 0.93 0.95 0.92 0.76 0.19 0.00 0.37 0.23 0.06 0.74 0.38 0.92 0.10 0.64 0.94 0.12 0.91 0.85 0.65 0.62 0.45 0.75 0.70 0.07 0.42 0.37 0.37 0.91 0.81 ]
[0.57 0.21 0.28 0.60 0.46 1.00 0.62 0.01 0.52 0.40 0.10 0.92 0.60 0.35 0.21 0.36 1.00 0.43 0.39 0.80 0.63 0.43 0.07 0.62 0.70 0.77 0.70 0.62 0.56 0.77 0.03 0.63 0.89 0.08 0.50 0.76 0.86 0.83 0.73 0.93 0.09 0.26 0.98 0.18 0.67 0.91 0.69 0.98 0.33 0.84 0.48 0.29 0.37 0.32 0.99 0.80 0.77 0.11 0.15 0.59 0.48 0.87 0.83 0.66 0.88 0.01 0.55 0.17 0.45 0.51 0.68 0.60 0.34 0.19 0.82 0.89 0.69 0.26 0.78 0.68 0.57 0.43 0.15 0.46 0.30 ]
[0.50 0.68 0.06 0.84 0.76 0.62 1.00 0.67 0.67 0.49 0.29 0.53 0.98 0.76 0.88 0.87 0.78 0.20 0.04 0.38 0.41 0.32 0.48 0.67 0.10 0.65 0.13 0.50 0.07 0.40 0.59 0.04 0.95 0.78 0.94 0.98 0.16 0.13 0.28 0.47 0.41 0.69 0.23 0.86 0.40 0.76 0.74 0.26 0.12 0.09 0.23 0.89 0.57 0.44 0.55 0.71 0.96 0.65 0.99 0.96 0.49 0.06 0.65 0.65 0.85 0.47 0.60 0.68 0.54 0.75 0.71 0.90 0.17 0.33 0.15 0.19 0.59 0.99 0.33 0.47 0.55 0.18 0.75 0.95 0.24 ]
[0.10 0.75 0.65 0.79 0.02 0.01 0.67 1.00 0.52 0.10 0.05 0.48 0.99 0.59 0.73 0.24 0.16 0.66 0.95 0.68 0.53 0.72 0.99 0.71 0.86 0.25 0.02 0.03 0.32 0.32 0.98 0.49 0.10 0.66 0.19 0.02 0.34 0.04 0.84 0.58 0.92 0.27 0.74 0.96 0.51 0.35 0.48 0.24 0.49 0.11 0.14 0.20 0.86 0.09 0.95 0.14 0.46 0.10 0.28 0.86 0.97 0.59 0.26 0.29 0.31 0.45 0.04 0.84 0.80 0.70 0.26 0.49 0.86 0.14 0.63 0.26 0.31 0.21 0.32 0.92 0.77 0.44 0.13 0.64 0.51 ]
[0.52 0.14 0.24 0.66 0.21 0.52 0.67 0.52 1.00 0.14 0.48 0.47 0.72 0.11 0.93 0.40 0.56 0.06 0.86 0.44 0.38 0.09 0.75 0.54 0.40 0.60 0.11 0.63 0.66 0.49 0.16 0.49 0.41 0.20 0.54 0.73 0.84 0.22 0.99 0.59 0.10 0.03 0.01 0.11 0.48 0.44 0.31 0.38 0.07 0.83 0.41 0.49 0.09 0.56 0.32 0.51 0.51 0.94 0.69 0.50 0.65 0.70 0.19 0.78 0.76 0.45 0.10 0.81 0.15 0.04 0.19 0.68 0.18 0.98 0.25 0.12 0.76 0.28 0.57 0.41 0.65 0.76 0.41 0.14 0.79 ]
[0.84 0.15 0.94 0.48 0.51 0.40 0.49 0.10 0.14 1.00 0.39 0.78 0.03 0.99 0.61 0.95 0.94 0.47 0.08 0.79 0.94 0.53 0.93 0.36 0.47 0.31 0.81 0.88 0.64 0.16 0.52 0.86 0.45 0.26 0.94 0.33 0.84 0.66 0.79 0.01 0.47 0.99 0.85 0.91 0.77 0.26 0.18 0.33 0.45 0.63 0.87 0.18 0.31 0.65 0.25 0.74 0.67 0.16 0.92 0.07 0.64 0.60 0.96 0.60 0.71 0.46 0.49 0.60 0.12 0.42 0.18 0.24 0.53 0.08 0.48 0.20 0.33 0.83 0.28 0.29 0.58 0.79 0.54 0.22 0.65 ]
