D = 4;
n = [ 3 3 3 3 ];
N = 19;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.72 0.34 0.34 0.05 0.70 0.59 0.72 0.14 0.99 0.99 0.78 0.20 0.28 0.41 0.67 0.97 0.12 0.58 ]
[0.72 1.00 0.51 0.92 0.10 0.69 0.92 0.10 0.62 0.27 0.73 0.61 0.19 0.11 0.37 0.23 0.10 0.64 0.51 ]
[0.34 0.51 1.00 0.84 0.01 0.69 0.48 0.72 0.60 0.34 0.56 0.93 0.39 0.21 0.18 0.45 0.34 0.38 0.19 ]
[0.34 0.92 0.84 1.00 0.87 0.25 0.63 0.12 0.30 0.47 0.00 0.01 0.34 0.39 0.08 0.54 0.41 0.24 0.36 ]
[0.05 0.10 0.01 0.87 1.00 0.40 0.20 0.93 0.04 0.10 0.06 0.36 0.48 0.23 0.53 0.85 0.25 0.34 0.02 ]
[0.70 0.69 0.69 0.25 0.40 1.00 0.76 0.64 0.06 0.08 0.97 0.03 0.20 0.68 0.04 0.79 0.95 0.09 0.13 ]
[0.59 0.92 0.48 0.63 0.20 0.76 1.00 0.21 0.58 0.80 0.78 0.55 0.77 0.78 0.72 0.67 0.18 0.95 0.25 ]
[0.72 0.10 0.72 0.12 0.93 0.64 0.21 1.00 0.96 0.43 0.90 0.26 0.46 0.49 0.35 0.78 0.77 0.27 0.69 ]
[0.14 0.62 0.60 0.30 0.04 0.06 0.58 0.96 1.00 0.56 0.87 0.98 0.07 0.90 0.60 0.93 0.58 0.87 0.40 ]
[0.99 0.27 0.34 0.47 0.10 0.08 0.80 0.43 0.56 1.00 0.14 0.21 0.79 0.35 0.82 0.28 0.55 0.11 0.97 ]
[0.99 0.73 0.56 0.00 0.06 0.97 0.78 0.90 0.87 0.14 1.00 0.93 0.45 0.15 0.03 0.48 0.32 0.38 0.50 ]
[0.78 0.61 0.93 0.01 0.36 0.03 0.55 0.26 0.98 0.21 0.93 1.00 0.13 0.57 0.18 0.01 0.88 0.69 0.27 ]
[0.20 0.19 0.39 0.34 0.48 0.20 0.77 0.46 0.07 0.79 0.45 0.13 1.00 0.88 0.32 0.27 0.27 0.80 0.49 ]
[0.28 0.11 0.21 0.39 0.23 0.68 0.78 0.49 0.90 0.35 0.15 0.57 0.88 1.00 0.17 0.68 0.29 1.00 0.76 ]
[0.41 0.37 0.18 0.08 0.53 0.04 0.72 0.35 0.60 0.82 0.03 0.18 0.32 0.17 1.00 0.26 0.73 0.92 0.16 ]
[0.67 0.23 0.45 0.54 0.85 0.79 0.67 0.78 0.93 0.28 0.48 0.01 0.27 0.68 0.26 1.00 0.54 0.97 0.42 ]
[0.97 0.10 0.34 0.41 0.25 0.95 0.18 0.77 0.58 0.55 0.32 0.88 0.27 0.29 0.73 0.54 1.00 0.02 0.01 ]
[0.12 0.64 0.38 0.24 0.34 0.09 0.95 0.27 0.87 0.11 0.38 0.69 0.80 1.00 0.92 0.97 0.02 1.00 0.12 ]
[0.58 0.51 0.19 0.36 0.02 0.13 0.25 0.69 0.40 0.97 0.50 0.27 0.49 0.76 0.16 0.42 0.01 0.12 1.00 ]
];
