D = 2;
n = [ 2 2 ];
N = 37;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.28 0.74 0.85 0.43 0.21 0.76 0.58 0.50 0.79 0.65 0.16 0.71 0.70 0.22 0.46 0.35 0.83 0.57 0.22 0.38 0.40 0.02 0.60 0.45 0.80 0.42 0.73 0.42 0.33 0.73 0.52 0.48 0.28 0.15 0.13 0.62 ]
[0.28 1.00 0.56 0.93 0.57 0.41 0.29 0.53 0.05 0.71 0.73 0.32 0.06 0.56 0.30 0.97 0.26 0.67 0.80 0.16 0.58 0.56 0.39 0.51 0.19 0.62 0.58 0.03 0.68 0.37 0.55 0.84 0.31 0.10 0.78 0.92 0.02 ]
[0.74 0.56 1.00 0.24 0.21 0.50 0.35 0.12 0.43 0.75 0.25 0.56 0.63 0.71 0.91 0.81 0.71 0.17 0.68 0.58 0.97 0.86 0.40 0.61 0.53 0.89 0.07 0.32 0.28 0.37 0.68 0.52 0.81 0.25 0.27 0.15 0.61 ]
[0.85 0.93 0.24 1.00 0.15 0.05 0.70 0.85 0.03 0.68 0.51 0.90 0.20 0.83 0.47 0.74 0.72 0.52 0.69 0.57 0.70 0.29 0.83 0.76 0.87 0.23 0.62 0.75 0.81 0.57 0.40 0.30 0.43 0.92 0.23 0.47 0.12 ]
[0.43 0.57 0.21 0.15 1.00 0.18 0.61 0.24 0.22 0.91 0.72 0.70 0.23 0.24 0.14 0.40 0.13 0.00 0.78 0.49 0.85 0.97 0.58 0.71 0.17 0.57 0.26 0.94 0.54 0.07 0.07 0.50 0.37 0.34 0.64 0.79 0.79 ]
[0.21 0.41 0.50 0.05 0.18 1.00 0.69 0.88 0.91 0.27 0.68 0.34 0.70 0.47 0.59 0.58 0.38 0.37 0.73 0.05 0.69 0.81 0.00 0.08 0.26 0.51 0.53 0.15 0.02 0.76 0.50 0.75 0.47 0.80 0.66 0.35 0.21 ]
[0.76 0.29 0.35 0.70 0.61 0.69 1.00 0.18 0.08 0.73 0.16 0.33 0.03 0.72 0.31 0.58 0.90 0.88 0.13 0.12 0.56 0.44 0.26 0.66 0.62 0.62 0.80 0.15 0.34 0.54 0.01 0.91 0.48 0.62 1.00 0.78 0.89 ]
[0.58 0.53 0.12 0.85 0.24 0.88 0.18 1.00 0.75 0.41 0.93 0.20 0.07 0.80 0.77 0.75 0.39 0.98 0.58 0.92 0.37 0.88 0.01 0.41 0.43 0.70 0.50 0.65 0.47 0.89 0.65 0.22 0.58 0.09 0.21 0.31 0.13 ]
[0.50 0.05 0.43 0.03 0.22 0.91 0.08 0.75 1.00 0.49 0.36 0.16 0.89 0.21 0.97 0.36 0.96 0.27 0.27 0.40 0.59 0.08 0.58 0.88 0.20 0.03 0.08 0.13 0.85 0.05 0.54 0.84 0.11 0.93 0.22 0.51 0.50 ]
[0.79 0.71 0.75 0.68 0.91 0.27 0.73 0.41 0.49 1.00 0.91 1.00 0.67 0.10 0.22 0.61 0.38 0.54 0.91 0.01 0.88 0.67 0.62 0.42 0.60 0.15 0.62 0.23 0.97 0.08 0.25 0.82 0.98 0.77 0.97 0.33 0.06 ]
[0.65 0.73 0.25 0.51 0.72 0.68 0.16 0.93 0.36 0.91 1.00 0.75 0.76 0.08 0.09 0.92 0.31 0.96 0.50 0.59 0.83 0.76 0.36 0.66 0.47 0.19 0.85 0.29 0.58 0.29 0.42 0.70 0.66 0.89 0.15 0.83 0.17 ]
[0.16 0.32 0.56 0.90 0.70 0.34 0.33 0.20 0.16 1.00 0.75 1.00 0.02 0.92 0.65 0.03 0.64 0.12 0.81 0.79 0.91 0.76 0.71 0.54 0.28 0.02 0.43 0.73 0.26 0.41 0.98 0.10 0.98 0.69 0.38 0.96 0.63 ]
[0.71 0.06 0.63 0.20 0.23 0.70 0.03 0.07 0.89 0.67 0.76 0.02 1.00 0.46 0.44 0.18 0.19 0.32 0.27 0.77 0.21 0.59 0.52 0.38 0.72 0.76 0.64 0.38 0.78 0.80 0.72 0.04 0.44 0.70 0.21 0.87 0.88 ]
[0.70 0.56 0.71 0.83 0.24 0.47 0.72 0.80 0.21 0.10 0.08 0.92 0.46 1.00 1.00 0.50 0.19 0.62 0.56 0.15 0.33 0.67 0.08 0.48 0.07 0.91 0.87 0.32 0.74 0.29 0.30 0.30 0.28 0.07 0.77 0.97 0.70 ]
[0.22 0.30 0.91 0.47 0.14 0.59 0.31 0.77 0.97 0.22 0.09 0.65 0.44 1.00 1.00 0.77 0.48 0.05 0.10 0.62 0.71 0.62 0.49 0.24 0.22 0.09 0.02 0.36 0.48 0.43 0.55 0.78 0.09 0.80 0.31 0.54 0.71 ]
[0.46 0.97 0.81 0.74 0.40 0.58 0.58 0.75 0.36 0.61 0.92 0.03 0.18 0.50 0.77 1.00 0.39 0.73 0.96 0.62 0.73 0.29 0.94 0.82 0.08 0.09 0.23 0.61 0.94 0.29 0.48 0.13 0.85 0.29 0.87 0.13 0.36 ]
[0.35 0.26 0.71 0.72 0.13 0.38 0.90 0.39 0.96 0.38 0.31 0.64 0.19 0.19 0.48 0.39 1.00 0.98 0.70 0.53 0.30 0.96 0.11 0.34 0.43 0.04 0.97 0.68 0.74 0.81 0.48 0.72 0.88 0.24 0.08 0.92 0.21 ]
[0.83 0.67 0.17 0.52 0.00 0.37 0.88 0.98 0.27 0.54 0.96 0.12 0.32 0.62 0.05 0.73 0.98 1.00 0.78 0.46 0.46 0.17 0.44 0.31 0.73 0.34 0.45 0.87 0.47 0.60 0.19 0.91 0.55 0.82 0.82 0.37 0.27 ]
[0.57 0.80 0.68 0.69 0.78 0.73 0.13 0.58 0.27 0.91 0.50 0.81 0.27 0.56 0.10 0.96 0.70 0.78 1.00 0.54 0.78 0.33 0.55 0.78 0.45 0.15 0.58 0.14 0.75 0.90 0.32 0.30 0.50 0.45 0.48 0.44 0.39 ]
[0.22 0.16 0.58 0.57 0.49 0.05 0.12 0.92 0.40 0.01 0.59 0.79 0.77 0.15 0.62 0.62 0.53 0.46 0.54 1.00 0.88 0.09 0.52 0.47 0.25 0.59 0.58 0.24 0.06 0.04 0.57 0.24 0.70 0.35 0.29 0.34 0.69 ]
[0.38 0.58 0.97 0.70 0.85 0.69 0.56 0.37 0.59 0.88 0.83 0.91 0.21 0.33 0.71 0.73 0.30 0.46 0.78 0.88 1.00 0.75 0.70 0.88 0.53 0.74 0.65 0.23 0.04 0.53 0.27 0.22 0.13 0.10 0.87 0.89 0.89 ]
[0.40 0.56 0.86 0.29 0.97 0.81 0.44 0.88 0.08 0.67 0.76 0.76 0.59 0.67 0.62 0.29 0.96 0.17 0.33 0.09 0.75 1.00 0.69 0.33 0.26 0.66 0.93 0.20 0.20 0.36 0.15 0.41 0.63 0.17 0.23 0.64 0.80 ]
[0.02 0.39 0.40 0.83 0.58 0.00 0.26 0.01 0.58 0.62 0.36 0.71 0.52 0.08 0.49 0.94 0.11 0.44 0.55 0.52 0.70 0.69 1.00 0.68 0.91 0.50 0.87 0.50 0.86 0.75 0.70 0.30 0.89 0.46 0.65 0.86 0.90 ]
[0.60 0.51 0.61 0.76 0.71 0.08 0.66 0.41 0.88 0.42 0.66 0.54 0.38 0.48 0.24 0.82 0.34 0.31 0.78 0.47 0.88 0.33 0.68 1.00 0.90 0.15 0.96 0.46 0.96 0.92 0.19 0.65 0.37 0.54 0.95 0.47 0.51 ]
[0.45 0.19 0.53 0.87 0.17 0.26 0.62 0.43 0.20 0.60 0.47 0.28 0.72 0.07 0.22 0.08 0.43 0.73 0.45 0.25 0.53 0.26 0.91 0.90 1.00 0.79 0.41 0.60 0.12 0.90 0.62 0.16 0.46 0.01 0.77 0.65 0.12 ]
[0.80 0.62 0.89 0.23 0.57 0.51 0.62 0.70 0.03 0.15 0.19 0.02 0.76 0.91 0.09 0.09 0.04 0.34 0.15 0.59 0.74 0.66 0.50 0.15 0.79 1.00 0.48 0.27 0.81 0.67 0.18 0.03 0.72 0.92 0.05 0.47 0.25 ]
