D = 4;
n = [ 5 5 5 5 ];
N = 21;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.58 0.34 0.75 0.32 0.10 0.03 0.41 0.25 0.34 0.61 0.77 0.78 0.15 0.68 0.02 0.34 0.96 0.77 0.44 0.11 ]
[0.58 1.00 0.27 0.34 0.56 0.18 0.42 0.38 0.81 0.33 0.74 0.49 0.48 0.70 0.85 0.80 0.53 0.55 0.10 0.32 0.08 ]
[0.34 0.27 1.00 0.06 0.74 0.62 0.48 0.85 0.75 0.07 0.66 0.84 0.09 0.20 0.11 0.22 0.72 0.10 0.24 0.71 0.72 ]
[0.75 0.34 0.06 1.00 0.46 0.15 0.64 0.36 0.18 0.41 0.87 0.38 0.20 0.99 0.96 0.96 0.55 0.35 0.28 0.26 0.31 ]
[0.32 0.56 0.74 0.46 1.00 0.32 0.27 0.08 0.37 0.99 0.39 0.32 0.78 0.59 0.49 0.73 0.62 0.68 0.32 0.11 0.04 ]
[0.10 0.18 0.62 0.15 0.32 1.00 0.34 0.96 0.49 0.91 0.86 0.31 0.06 0.27 0.47 0.08 0.53 0.58 0.72 0.34 0.59 ]
[0.03 0.42 0.48 0.64 0.27 0.34 1.00 0.70 0.60 0.34 0.57 0.67 0.61 0.63 0.55 0.59 0.74 0.63 0.11 0.02 0.74 ]
[0.41 0.38 0.85 0.36 0.08 0.96 0.70 1.00 0.63 0.69 0.78 0.38 0.23 0.51 0.20 0.11 0.35 0.36 0.03 0.38 0.39 ]
[0.25 0.81 0.75 0.18 0.37 0.49 0.60 0.63 1.00 0.80 0.75 0.76 0.11 0.51 0.97 0.67 0.41 0.86 0.99 0.62 0.89 ]
[0.34 0.33 0.07 0.41 0.99 0.91 0.34 0.69 0.80 1.00 0.23 0.62 0.04 0.29 0.93 0.47 0.35 0.79 0.31 0.43 0.10 ]
[0.61 0.74 0.66 0.87 0.39 0.86 0.57 0.78 0.75 0.23 1.00 0.95 0.71 0.91 0.01 0.08 0.10 0.59 0.01 0.60 0.44 ]
[0.77 0.49 0.84 0.38 0.32 0.31 0.67 0.38 0.76 0.62 0.95 1.00 0.75 0.24 0.83 0.96 0.94 0.93 0.81 0.76 0.39 ]
[0.78 0.48 0.09 0.20 0.78 0.06 0.61 0.23 0.11 0.04 0.71 0.75 1.00 0.81 0.13 0.25 0.39 0.62 0.87 0.41 0.50 ]
[0.15 0.70 0.20 0.99 0.59 0.27 0.63 0.51 0.51 0.29 0.91 0.24 0.81 1.00 0.60 0.29 0.72 0.31 0.53 0.32 0.79 ]
[0.68 0.85 0.11 0.96 0.49 0.47 0.55 0.20 0.97 0.93 0.01 0.83 0.13 0.60 1.00 0.29 0.22 0.95 0.22 0.56 0.71 ]
[0.02 0.80 0.22 0.96 0.73 0.08 0.59 0.11 0.67 0.47 0.08 0.96 0.25 0.29 0.29 1.00 0.04 0.56 0.77 0.54 0.98 ]
[0.34 0.53 0.72 0.55 0.62 0.53 0.74 0.35 0.41 0.35 0.10 0.94 0.39 0.72 0.22 0.04 1.00 0.70 0.47 0.08 0.13 ]
[0.96 0.55 0.10 0.35 0.68 0.58 0.63 0.36 0.86 0.79 0.59 0.93 0.62 0.31 0.95 0.56 0.70 1.00 0.58 0.82 0.77 ]
[0.77 0.10 0.24 0.28 0.32 0.72 0.11 0.03 0.99 0.31 0.01 0.81 0.87 0.53 0.22 0.77 0.47 0.58 1.00 0.24 0.69 ]
[0.44 0.32 0.71 0.26 0.11 0.34 0.02 0.38 0.62 0.43 0.60 0.76 0.41 0.32 0.56 0.54 0.08 0.82 0.24 1.00 0.53 ]
[0.11 0.08 0.72 0.31 0.04 0.59 0.74 0.39 0.89 0.10 0.44 0.39 0.50 0.79 0.71 0.98 0.13 0.77 0.69 0.53 1.00 ]
];
