D = 6;
n = [ 2 2 2 2 2 2 ];
N = 88;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.17 0.27 0.43 0.63 0.26 0.89 0.04 0.98 0.13 0.86 0.89 0.99 0.36 0.65 0.50 0.89 0.82 0.47 0.35 0.81 0.02 0.31 0.39 0.83 0.39 0.35 0.36 0.94 0.02 0.59 0.04 0.25 0.30 0.80 0.33 0.49 0.75 0.86 0.31 0.40 0.26 0.06 0.54 0.12 0.51 0.98 0.55 0.74 0.56 0.56 0.33 0.94 0.20 0.25 0.90 0.91 0.28 0.53 0.01 0.54 0.93 0.08 0.39 0.03 0.02 0.51 0.38 0.14 0.26 0.55 0.22 0.41 0.90 0.56 0.01 0.85 0.07 0.38 0.38 0.17 0.34 0.24 0.64 0.17 0.66 0.16 0.80 ]
[0.17 1.00 0.03 0.10 0.86 0.14 0.74 0.96 0.69 0.37 0.70 0.87 0.27 0.42 0.46 0.76 0.86 0.72 0.93 0.63 0.40 0.64 0.10 0.42 0.59 0.32 0.83 0.26 0.85 0.37 0.51 0.65 0.86 0.46 0.63 0.56 0.53 0.77 0.88 0.24 0.18 0.68 0.44 0.85 0.46 0.45 0.10 0.35 0.24 0.25 0.20 0.94 0.28 0.69 0.84 0.83 0.58 0.02 0.81 0.40 0.37 0.46 0.30 0.46 0.01 0.37 0.55 0.17 0.82 0.48 0.93 0.83 0.78 0.51 0.49 0.37 0.50 0.28 0.02 0.74 0.59 0.62 0.65 0.22 0.35 0.74 0.83 0.93 ]
[0.27 0.03 1.00 1.00 0.06 0.72 0.44 0.72 0.51 0.89 0.63 0.66 0.18 0.14 0.35 0.48 0.18 0.36 0.88 0.80 0.65 0.68 0.04 0.57 0.43 0.75 0.02 0.51 0.08 0.56 0.20 0.71 0.62 0.95 0.60 0.30 0.26 0.93 0.23 0.21 0.97 0.89 0.08 0.65 0.34 0.28 0.21 0.24 0.91 0.60 0.56 0.91 0.16 0.24 0.74 0.59 0.15 0.05 0.31 0.11 0.54 0.55 0.27 0.99 0.53 0.46 0.28 0.42 0.84 0.40 0.15 0.20 0.43 0.36 0.73 0.15 0.26 0.45 0.21 0.01 0.15 0.89 0.09 0.69 0.58 0.63 0.79 0.80 ]
[0.43 0.10 1.00 1.00 0.36 0.22 0.46 0.27 0.26 0.31 0.02 0.17 0.58 0.47 0.87 0.37 0.47 0.66 0.77 0.57 0.24 0.41 0.62 0.59 0.11 0.55 0.56 0.06 0.61 0.27 0.15 0.79 0.58 0.71 0.73 0.47 0.05 0.76 0.58 0.16 0.46 0.44 0.71 0.51 0.06 0.19 0.90 0.97 0.18 0.17 0.26 0.71 0.33 0.85 0.05 0.13 0.91 0.34 0.33 0.63 0.68 0.61 0.72 0.08 0.21 0.43 0.11 0.43 0.98 0.71 0.18 0.57 0.17 0.27 0.25 0.29 0.42 0.94 0.28 0.26 0.52 0.07 0.48 0.29 0.20 0.54 0.66 0.70 ]
[0.63 0.86 0.06 0.36 1.00 0.98 0.18 0.87 0.45 0.93 0.04 0.92 0.04 0.75 0.59 0.35 0.50 0.87 0.93 0.87 0.72 0.76 0.63 0.93 0.67 0.26 0.43 0.15 0.67 0.78 0.09 0.07 0.37 0.59 0.38 0.64 0.19 0.08 0.55 0.33 0.98 0.53 0.86 0.84 0.68 0.80 0.09 0.12 0.86 0.38 0.83 0.22 0.24 0.23 0.88 0.14 0.08 0.05 0.61 0.83 0.32 0.38 0.89 0.50 0.88 0.76 0.01 0.44 0.44 0.34 0.21 0.74 0.64 0.72 0.77 0.25 0.08 0.99 0.71 0.44 0.32 0.87 0.72 0.05 0.76 0.93 0.80 0.71 ]
[0.26 0.14 0.72 0.22 0.98 1.00 0.67 0.44 0.69 0.42 0.91 0.68 0.69 0.33 0.75 0.61 0.65 0.14 0.81 0.20 0.75 0.74 0.34 0.40 0.79 0.51 0.10 0.98 0.93 0.20 0.53 0.99 0.36 0.95 0.11 0.70 0.78 0.24 0.50 0.94 0.70 0.62 0.87 0.19 0.92 0.87 0.81 0.12 0.98 0.15 0.40 0.72 0.92 0.80 0.68 0.22 0.92 0.58 0.80 0.81 0.87 0.24 0.42 0.43 0.97 0.26 0.66 0.65 0.62 0.61 0.80 0.54 0.03 0.32 0.34 0.53 0.34 0.91 0.67 0.03 0.80 0.41 0.33 0.05 0.84 0.36 0.80 0.95 ]
[0.89 0.74 0.44 0.46 0.18 0.67 1.00 0.79 0.54 0.77 0.01 0.06 0.75 0.07 0.70 0.48 0.52 0.66 0.12 0.46 0.52 0.16 0.65 0.58 0.88 0.84 0.88 0.45 0.18 0.10 0.78 0.03 0.18 0.75 0.75 0.26 0.92 0.79 0.17 0.64 0.87 0.41 0.08 0.53 0.62 0.19 0.88 0.12 0.36 0.32 0.63 0.20 0.88 0.87 0.12 0.23 0.73 0.04 0.68 0.21 0.18 0.55 0.31 0.51 0.52 0.06 0.45 0.01 0.04 0.20 0.13 0.59 0.70 0.95 0.13 0.04 0.47 0.13 0.84 0.44 0.12 0.19 0.37 0.64 0.87 0.04 0.25 0.37 ]
[0.04 0.96 0.72 0.27 0.87 0.44 0.79 1.00 0.37 0.54 0.65 0.86 0.16 0.98 0.90 0.24 0.15 0.27 0.98 0.49 0.72 0.83 0.04 0.07 0.79 0.78 0.69 0.37 1.00 0.64 0.85 0.11 0.31 0.33 0.91 0.88 0.71 0.61 0.36 0.89 0.40 0.78 0.71 0.51 0.55 0.46 0.72 0.30 0.31 0.31 0.35 0.55 0.31 0.91 0.53 0.02 0.05 0.87 0.39 0.86 0.46 0.98 0.81 0.87 0.39 0.76 0.48 0.33 0.74 0.64 0.31 0.91 0.79 0.90 0.04 0.79 0.41 0.37 0.17 0.98 0.88 0.74 0.74 0.41 0.99 0.71 0.20 0.06 ]
[0.98 0.69 0.51 0.26 0.45 0.69 0.54 0.37 1.00 0.82 0.19 0.93 0.40 0.75 0.32 0.94 0.78 0.43 0.25 0.32 0.61 0.34 0.55 0.39 0.09 0.76 0.05 0.47 0.61 0.30 0.08 0.91 0.37 0.92 0.17 0.51 0.41 0.16 0.06 0.70 0.55 0.25 0.96 0.10 0.29 0.52 0.06 0.56 0.08 0.27 0.68 0.82 0.43 0.62 0.85 0.23 0.92 0.50 0.46 0.38 0.50 0.06 0.44 0.01 0.86 0.69 0.90 0.32 0.24 0.30 0.78 0.65 0.37 0.02 0.87 0.37 0.12 0.35 0.99 0.12 0.80 0.41 0.98 0.40 0.07 0.17 0.87 0.64 ]
[0.13 0.37 0.89 0.31 0.93 0.42 0.77 0.54 0.82 1.00 0.84 0.87 0.38 0.12 0.60 0.52 0.50 0.09 0.76 0.81 0.35 0.86 0.86 0.12 0.79 0.75 0.34 0.43 0.91 0.25 0.70 0.29 0.63 0.16 0.00 0.10 0.28 0.13 0.71 0.46 0.68 0.67 0.76 0.42 0.45 0.80 0.57 0.75 0.73 0.14 1.00 0.56 0.39 0.47 0.61 0.04 0.77 0.19 0.35 0.12 0.45 0.76 0.29 0.25 0.58 0.99 0.21 0.61 0.13 0.61 0.52 0.31 0.90 0.67 0.79 0.35 0.16 0.37 0.70 0.64 0.69 0.62 0.48 0.16 0.20 0.27 0.43 0.40 ]
[0.86 0.70 0.63 0.02 0.04 0.91 0.01 0.65 0.19 0.84 1.00 0.83 0.99 0.57 0.69 0.64 0.12 0.09 0.69 0.33 0.66 0.21 0.31 0.67 0.50 0.18 0.47 0.78 0.83 0.69 0.52 0.64 0.17 0.65 0.06 0.14 0.79 0.95 0.61 0.56 0.46 0.17 0.08 0.38 0.95 0.31 0.87 0.60 0.06 0.78 0.18 0.79 0.86 0.81 0.40 0.71 0.14 0.92 0.96 0.24 0.66 0.04 0.80 0.95 0.56 0.97 0.65 0.85 0.29 0.00 0.50 0.21 0.55 0.93 0.04 0.92 0.27 0.83 0.58 0.88 0.31 0.87 0.23 0.24 0.60 0.79 0.70 0.02 ]
[0.89 0.87 0.66 0.17 0.92 0.68 0.06 0.86 0.93 0.87 0.83 1.00 0.23 0.11 0.49 0.82 0.86 0.78 0.20 0.40 0.96 0.56 0.84 0.39 0.16 0.36 0.65 0.12 0.15 0.44 0.33 0.02 0.80 0.95 0.80 0.63 0.77 0.18 0.18 0.21 0.73 0.60 0.06 0.50 0.25 0.46 0.76 0.34 0.07 0.69 0.98 0.57 0.43 0.73 0.91 0.88 0.14 0.32 0.44 0.94 0.52 0.47 0.12 0.21 0.25 0.53 0.15 0.79 0.48 0.01 0.98 0.79 0.55 0.73 0.14 0.81 0.54 0.54 0.73 0.41 0.12 0.03 0.08 0.83 1.00 0.23 0.06 0.34 ]
[0.99 0.27 0.18 0.58 0.04 0.69 0.75 0.16 0.40 0.38 0.99 0.23 1.00 0.20 0.87 0.81 0.87 0.89 0.32 0.81 0.28 0.87 0.80 0.67 0.03 0.69 0.88 0.76 0.49 0.78 0.11 0.15 0.58 0.99 0.72 0.62 0.37 0.06 0.52 0.20 0.13 0.25 0.35 0.75 0.74 0.77 0.30 0.66 0.14 0.01 0.15 0.69 0.98 0.31 0.61 0.51 0.82 0.40 0.79 0.43 0.19 0.50 0.70 0.45 0.41 0.31 0.88 0.71 0.78 0.42 0.88 0.82 0.55 0.63 0.16 0.96 0.84 0.29 0.08 0.12 0.52 0.96 0.77 0.12 0.86 0.51 0.07 0.51 ]
[0.36 0.42 0.14 0.47 0.75 0.33 0.07 0.98 0.75 0.12 0.57 0.11 0.20 1.00 0.45 0.47 0.05 0.03 0.95 0.10 0.55 0.51 0.32 0.50 0.15 0.88 0.30 0.51 0.46 0.32 0.68 0.82 0.64 0.56 0.23 0.47 0.86 0.45 0.15 0.84 0.14 0.45 0.97 0.67 0.52 0.78 0.40 0.73 0.98 0.51 0.31 0.61 0.31 0.48 0.71 0.85 0.80 0.01 0.43 0.51 0.92 0.51 0.12 0.76 0.60 0.90 0.00 0.99 0.98 0.52 0.41 0.89 0.94 0.26 0.62 0.55 0.19 0.56 0.54 0.51 0.72 0.52 0.80 0.65 0.05 0.64 0.89 0.56 ]
[0.65 0.46 0.35 0.87 0.59 0.75 0.70 0.90 0.32 0.60 0.69 0.49 0.87 0.45 1.00 0.89 0.26 0.06 0.09 0.82 0.93 0.28 0.89 0.29 0.16 0.37 0.24 0.14 0.11 0.12 0.66 0.78 0.34 0.53 0.47 0.31 0.59 0.59 0.05 0.14 0.65 0.91 0.53 0.77 0.75 0.86 0.01 0.92 0.87 0.76 0.44 0.43 0.75 0.21 0.44 0.10 0.83 0.57 0.26 0.98 0.79 0.60 0.28 0.71 0.13 0.87 0.22 0.34 0.27 0.94 0.34 0.00 0.99 0.92 0.69 0.53 0.86 0.31 0.49 0.14 0.21 0.14 0.22 0.38 0.81 0.98 0.02 0.29 ]
[0.50 0.76 0.48 0.37 0.35 0.61 0.48 0.24 0.94 0.52 0.64 0.82 0.81 0.47 0.89 1.00 1.00 0.69 0.16 0.29 0.22 0.81 0.45 0.72 0.61 0.93 0.19 0.67 0.14 0.78 0.98 0.18 0.80 0.73 0.93 0.93 0.67 0.03 0.21 0.15 0.98 0.27 0.47 0.84 0.36 0.87 0.52 0.32 0.21 0.66 0.21 0.92 0.82 0.18 0.21 0.20 0.47 0.14 0.43 0.98 0.86 0.05 0.67 0.71 0.94 0.58 0.42 0.52 0.18 0.87 0.04 0.32 1.00 0.57 0.31 0.17 0.60 0.36 0.23 0.26 0.40 0.97 0.70 0.24 0.04 0.34 0.38 0.35 ]
