D = 6;
n = [ 5 5 5 5 5 5 ];
N = 30;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 ];
m = [
[1.00 0.52 0.15 0.31 0.92 0.87 0.97 0.91 0.73 0.14 0.87 0.25 0.03 0.04 0.32 0.08 0.32 0.49 0.16 0.40 0.30 0.94 0.99 0.14 0.60 0.39 0.06 0.95 0.55 0.90 ]
[0.52 1.00 0.53 0.68 0.72 0.90 0.74 0.49 0.96 0.82 0.22 0.28 0.62 0.47 0.59 0.01 0.87 0.36 0.49 0.91 0.30 0.38 0.93 0.89 0.61 0.87 0.58 0.86 0.06 0.11 ]
[0.15 0.53 1.00 0.64 0.38 0.71 0.65 0.27 0.62 0.78 0.60 0.45 0.97 0.96 0.59 0.94 0.05 0.61 0.42 0.79 0.81 0.74 0.85 0.06 0.94 0.67 0.56 0.55 0.92 0.92 ]
[0.31 0.68 0.64 1.00 0.64 0.62 0.72 0.35 0.54 0.32 0.95 0.21 0.03 0.21 0.74 0.11 0.69 0.85 0.64 0.97 0.74 0.18 0.60 0.41 0.96 0.72 0.31 0.28 0.30 0.97 ]
[0.92 0.72 0.38 0.64 1.00 0.80 0.08 0.11 0.12 0.31 0.97 0.54 0.08 0.26 0.23 0.59 0.67 0.19 0.63 0.73 0.67 0.46 0.56 0.85 0.83 0.22 0.28 0.73 0.20 0.83 ]
[0.87 0.90 0.71 0.62 0.80 1.00 0.40 0.06 0.57 0.21 0.22 0.68 0.87 0.80 0.28 0.85 0.06 0.94 0.72 0.37 0.88 0.08 0.87 0.98 0.31 0.44 0.16 0.41 0.34 0.17 ]
[0.97 0.74 0.65 0.72 0.08 0.40 1.00 0.60 0.33 0.73 0.12 0.60 0.01 0.15 0.48 0.96 0.32 0.94 0.07 0.11 0.06 0.32 0.12 0.40 0.46 0.31 0.62 0.36 0.67 0.90 ]
[0.91 0.49 0.27 0.35 0.11 0.06 0.60 1.00 0.31 0.86 0.82 0.65 0.87 0.82 0.72 0.66 0.86 0.60 0.96 0.84 0.68 0.80 0.72 0.44 0.17 0.82 0.35 0.15 0.81 0.26 ]
[0.73 0.96 0.62 0.54 0.12 0.57 0.33 0.31 1.00 0.82 0.30 0.36 0.15 0.28 0.88 0.07 0.21 0.04 0.57 0.70 0.74 0.77 0.78 0.01 0.80 0.26 0.94 0.69 0.32 0.03 ]
[0.14 0.82 0.78 0.32 0.31 0.21 0.73 0.86 0.82 1.00 0.32 0.24 0.18 0.98 0.01 0.42 0.85 0.19 0.03 0.61 0.18 0.58 0.53 0.17 0.70 0.15 0.33 0.39 0.92 0.87 ]
[0.87 0.22 0.60 0.95 0.97 0.22 0.12 0.82 0.30 0.32 1.00 0.52 0.79 0.19 0.87 0.31 0.28 0.28 0.02 0.00 0.54 0.13 0.83 0.10 0.89 0.78 0.55 0.30 0.58 0.98 ]
[0.25 0.28 0.45 0.21 0.54 0.68 0.60 0.65 0.36 0.24 0.52 1.00 0.75 1.00 0.69 0.81 0.90 0.38 0.65 0.95 0.72 0.18 0.64 0.50 0.88 0.25 0.72 0.72 0.98 0.19 ]
[0.03 0.62 0.97 0.03 0.08 0.87 0.01 0.87 0.15 0.18 0.79 0.75 1.00 0.85 0.65 0.30 0.09 0.90 0.30 0.43 0.58 0.58 0.57 0.12 0.89 0.93 0.43 0.02 0.95 0.48 ]
[0.04 0.47 0.96 0.21 0.26 0.80 0.15 0.82 0.28 0.98 0.19 1.00 0.85 1.00 0.04 0.51 0.40 0.48 0.44 0.27 0.18 0.05 0.64 0.41 0.28 0.59 0.58 0.68 0.13 0.25 ]
[0.32 0.59 0.59 0.74 0.23 0.28 0.48 0.72 0.88 0.01 0.87 0.69 0.65 0.04 1.00 0.78 0.67 0.44 0.17 0.18 0.75 0.33 0.10 0.34 0.28 0.31 0.43 0.21 0.60 0.27 ]
[0.08 0.01 0.94 0.11 0.59 0.85 0.96 0.66 0.07 0.42 0.31 0.81 0.30 0.51 0.78 1.00 0.28 0.81 0.84 0.52 0.81 0.98 0.33 0.88 0.10 0.56 0.66 0.93 0.71 0.41 ]
[0.32 0.87 0.05 0.69 0.67 0.06 0.32 0.86 0.21 0.85 0.28 0.90 0.09 0.40 0.67 0.28 1.00 0.81 0.90 0.48 0.96 0.77 0.35 0.22 0.73 0.66 0.39 0.99 0.00 0.59 ]
[0.49 0.36 0.61 0.85 0.19 0.94 0.94 0.60 0.04 0.19 0.28 0.38 0.90 0.48 0.44 0.81 0.81 1.00 0.72 0.71 0.27 0.94 0.32 0.24 0.76 0.04 0.25 0.50 0.17 0.41 ]
[0.16 0.49 0.42 0.64 0.63 0.72 0.07 0.96 0.57 0.03 0.02 0.65 0.30 0.44 0.17 0.84 0.90 0.72 1.00 0.28 0.31 0.18 0.61 0.29 0.90 0.78 0.83 0.27 0.59 0.50 ]
[0.40 0.91 0.79 0.97 0.73 0.37 0.11 0.84 0.70 0.61 0.00 0.95 0.43 0.27 0.18 0.52 0.48 0.71 0.28 1.00 0.11 0.31 0.21 0.14 0.17 0.56 0.96 0.80 0.95 0.43 ]
[0.30 0.30 0.81 0.74 0.67 0.88 0.06 0.68 0.74 0.18 0.54 0.72 0.58 0.18 0.75 0.81 0.96 0.27 0.31 0.11 1.00 0.98 0.24 0.30 0.79 0.87 0.74 0.38 0.41 0.27 ]
[0.94 0.38 0.74 0.18 0.46 0.08 0.32 0.80 0.77 0.58 0.13 0.18 0.58 0.05 0.33 0.98 0.77 0.94 0.18 0.31 0.98 1.00 0.66 0.86 0.20 0.32 0.54 0.48 0.72 0.23 ]
[0.99 0.93 0.85 0.60 0.56 0.87 0.12 0.72 0.78 0.53 0.83 0.64 0.57 0.64 0.10 0.33 0.35 0.32 0.61 0.21 0.24 0.66 1.00 0.89 0.61 0.68 0.01 0.15 0.82 1.00 ]
[0.14 0.89 0.06 0.41 0.85 0.98 0.40 0.44 0.01 0.17 0.10 0.50 0.12 0.41 0.34 0.88 0.22 0.24 0.29 0.14 0.30 0.86 0.89 1.00 0.67 0.83 0.73 0.70 0.16 0.36 ]
[0.60 0.61 0.94 0.96 0.83 0.31 0.46 0.17 0.80 0.70 0.89 0.88 0.89 0.28 0.28 0.10 0.73 0.76 0.90 0.17 0.79 0.20 0.61 0.67 1.00 0.03 0.35 0.15 0.22 0.38 ]
[0.39 0.87 0.67 0.72 0.22 0.44 0.31 0.82 0.26 0.15 0.78 0.25 0.93 0.59 0.31 0.56 0.66 0.04 0.78 0.56 0.87 0.32 0.68 0.83 0.03 1.00 0.62 0.10 0.91 0.54 ]
[0.06 0.58 0.56 0.31 0.28 0.16 0.62 0.35 0.94 0.33 0.55 0.72 0.43 0.58 0.43 0.66 0.39 0.25 0.83 0.96 0.74 0.54 0.01 0.73 0.35 0.62 1.00 0.80 0.25 0.79 ]
[0.95 0.86 0.55 0.28 0.73 0.41 0.36 0.15 0.69 0.39 0.30 0.72 0.02 0.68 0.21 0.93 0.99 0.50 0.27 0.80 0.38 0.48 0.15 0.70 0.15 0.10 0.80 1.00 0.76 0.23 ]
[0.55 0.06 0.92 0.30 0.20 0.34 0.67 0.81 0.32 0.92 0.58 0.98 0.95 0.13 0.60 0.71 0.00 0.17 0.59 0.95 0.41 0.72 0.82 0.16 0.22 0.91 0.25 0.76 1.00 0.90 ]
[0.90 0.11 0.92 0.97 0.83 0.17 0.90 0.26 0.03 0.87 0.98 0.19 0.48 0.25 0.27 0.41 0.59 0.41 0.50 0.43 0.27 0.23 1.00 0.36 0.38 0.54 0.79 0.23 0.90 1.00 ]
];
