D = 2;
n = [ 2 2 ];
N = 18;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.64 0.86 0.10 0.45 0.44 0.10 0.87 0.99 0.27 0.65 0.38 0.98 0.06 0.63 0.04 0.89 0.95 ]
[0.64 1.00 0.77 0.61 0.30 0.40 0.19 0.15 0.30 0.66 0.25 0.08 0.40 0.16 0.69 0.47 0.69 0.84 ]
[0.86 0.77 1.00 0.96 0.52 0.86 0.27 0.98 0.94 0.76 0.21 0.06 0.17 0.17 0.37 0.35 0.67 0.27 ]
[0.10 0.61 0.96 1.00 0.39 0.89 0.75 0.23 0.06 0.99 0.57 0.37 0.82 0.28 0.97 0.51 0.88 0.70 ]
[0.45 0.30 0.52 0.39 1.00 0.32 0.58 0.97 0.83 0.34 0.68 0.46 0.57 0.82 0.59 0.44 0.16 0.61 ]
[0.44 0.40 0.86 0.89 0.32 1.00 0.07 0.16 0.87 0.59 0.77 0.66 0.68 0.68 0.53 0.84 0.04 0.25 ]
[0.10 0.19 0.27 0.75 0.58 0.07 1.00 0.63 0.32 0.06 0.95 0.56 0.91 0.04 0.16 0.22 0.60 0.80 ]
[0.87 0.15 0.98 0.23 0.97 0.16 0.63 1.00 0.80 0.15 0.38 0.58 0.03 0.15 0.51 0.93 0.63 0.45 ]
[0.99 0.30 0.94 0.06 0.83 0.87 0.32 0.80 1.00 0.72 0.99 0.80 0.34 0.38 0.34 0.88 0.63 0.00 ]
[0.27 0.66 0.76 0.99 0.34 0.59 0.06 0.15 0.72 1.00 0.11 0.61 0.18 0.69 0.08 0.33 0.34 0.24 ]
[0.65 0.25 0.21 0.57 0.68 0.77 0.95 0.38 0.99 0.11 1.00 0.86 0.24 0.92 0.27 0.21 0.20 0.17 ]
[0.38 0.08 0.06 0.37 0.46 0.66 0.56 0.58 0.80 0.61 0.86 1.00 0.03 0.59 0.65 0.58 0.56 0.19 ]
[0.98 0.40 0.17 0.82 0.57 0.68 0.91 0.03 0.34 0.18 0.24 0.03 1.00 0.25 0.51 0.14 0.82 0.15 ]
[0.06 0.16 0.17 0.28 0.82 0.68 0.04 0.15 0.38 0.69 0.92 0.59 0.25 1.00 0.57 0.61 0.26 0.91 ]
[0.63 0.69 0.37 0.97 0.59 0.53 0.16 0.51 0.34 0.08 0.27 0.65 0.51 0.57 1.00 0.01 0.23 0.90 ]
[0.04 0.47 0.35 0.51 0.44 0.84 0.22 0.93 0.88 0.33 0.21 0.58 0.14 0.61 0.01 1.00 0.38 0.25 ]
[0.89 0.69 0.67 0.88 0.16 0.04 0.60 0.63 0.63 0.34 0.20 0.56 0.82 0.26 0.23 0.38 1.00 0.91 ]
[0.95 0.84 0.27 0.70 0.61 0.25 0.80 0.45 0.00 0.24 0.17 0.19 0.15 0.91 0.90 0.25 0.91 1.00 ]
];
