D = 6;
n = [ 3 3 3 3 3 3 ];
N = 43;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.53 0.63 0.06 0.17 0.28 0.89 0.11 0.58 0.33 0.59 0.02 0.17 0.81 0.81 0.44 0.69 0.75 0.66 0.05 0.29 0.69 0.27 0.41 0.83 0.48 0.76 0.09 0.41 0.51 0.80 0.45 0.22 0.73 0.43 0.16 0.92 0.52 0.04 0.77 0.60 0.33 0.26 ]
[0.53 1.00 0.26 0.19 0.40 0.85 0.94 0.31 0.55 0.37 0.66 0.77 0.13 0.43 0.27 0.97 0.68 0.42 0.42 0.48 0.10 0.72 0.81 0.33 0.51 0.70 0.84 0.33 0.97 0.96 0.97 0.42 0.31 0.22 0.54 0.66 0.30 0.34 0.53 0.43 0.78 0.66 0.31 ]
[0.63 0.26 1.00 0.64 0.14 0.68 0.29 0.26 0.96 0.27 0.87 0.66 0.25 0.52 0.09 0.02 0.86 0.17 0.95 0.73 0.88 0.83 0.27 0.55 0.32 0.50 0.51 0.54 0.83 0.09 0.12 0.93 0.96 0.76 0.04 0.11 0.33 0.25 0.29 0.65 0.47 0.21 0.93 ]
[0.06 0.19 0.64 1.00 0.32 0.21 0.98 0.84 0.67 0.70 0.22 0.56 0.95 0.54 0.31 0.22 0.17 0.54 0.88 0.76 0.74 0.55 0.01 0.22 0.29 0.74 0.33 0.46 0.02 0.81 0.55 0.43 0.78 0.72 0.19 0.69 0.11 0.77 0.71 0.44 0.03 0.89 0.76 ]
[0.17 0.40 0.14 0.32 1.00 0.51 0.52 1.00 0.15 0.86 0.94 0.41 0.82 0.33 0.26 0.03 0.70 0.33 0.37 0.18 0.05 0.92 0.33 0.39 0.77 0.94 0.06 0.50 0.36 0.20 0.03 0.15 0.09 0.68 0.53 0.32 0.89 0.88 0.47 0.54 0.80 0.70 0.69 ]
[0.28 0.85 0.68 0.21 0.51 1.00 0.20 0.95 0.59 0.49 0.15 0.21 0.74 0.90 0.67 0.80 0.04 0.29 0.57 0.87 0.04 0.28 0.22 0.79 0.06 0.96 0.98 0.04 0.03 0.32 0.53 0.78 0.30 0.18 0.04 0.99 0.79 0.63 0.83 0.87 0.34 0.67 0.90 ]
[0.89 0.94 0.29 0.98 0.52 0.20 1.00 0.83 0.66 0.12 0.90 0.26 0.72 0.54 0.40 0.92 0.34 0.56 0.34 0.21 0.58 0.16 0.75 0.55 0.22 0.86 0.50 0.76 0.71 0.71 0.89 0.26 0.04 0.30 0.33 0.13 0.36 0.33 0.90 0.14 0.63 0.90 0.51 ]
[0.11 0.31 0.26 0.84 1.00 0.95 0.83 1.00 0.94 0.92 0.03 0.35 0.66 0.61 0.08 0.07 0.47 0.52 0.89 0.41 0.89 0.57 0.62 1.00 0.51 0.93 0.26 0.38 0.11 0.41 0.05 0.18 0.03 0.12 0.48 0.51 0.46 0.23 0.30 0.16 0.86 0.25 0.81 ]
[0.58 0.55 0.96 0.67 0.15 0.59 0.66 0.94 1.00 0.12 0.95 0.68 0.39 0.68 0.72 0.88 0.93 0.67 0.71 0.03 0.57 0.70 0.31 0.17 0.03 0.94 0.49 0.78 0.02 0.45 0.10 0.99 0.07 0.42 0.38 0.42 0.97 0.91 0.41 0.80 0.51 0.97 0.15 ]
[0.33 0.37 0.27 0.70 0.86 0.49 0.12 0.92 0.12 1.00 0.47 0.73 0.99 0.66 0.66 0.48 0.98 0.02 0.29 0.98 0.30 0.56 0.85 0.69 0.26 0.60 0.37 0.08 0.01 0.90 0.55 0.26 0.74 0.10 0.10 0.28 0.25 0.13 0.20 0.72 0.61 0.08 0.13 ]
