D = 4;
n = [ 4 4 4 4 ];
N = 38;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.89 0.25 0.34 0.25 0.16 0.09 0.79 0.13 0.31 0.95 0.11 0.05 0.87 0.70 0.35 0.52 0.47 0.26 0.58 0.09 0.87 0.92 0.10 0.34 0.21 0.97 0.15 0.98 0.82 0.69 0.11 0.30 0.59 0.45 0.29 0.26 0.19 ]
[0.89 1.00 0.94 0.75 0.08 0.92 0.17 0.06 0.68 0.08 0.96 0.23 0.83 0.28 0.20 0.08 0.03 0.23 0.72 0.11 0.79 0.53 0.92 0.30 0.71 0.06 0.48 0.40 0.12 0.48 0.61 0.67 0.57 0.18 0.77 0.49 0.88 0.48 ]
[0.25 0.94 1.00 0.07 0.44 0.22 0.13 0.62 0.38 0.15 0.91 0.12 0.23 0.84 0.98 0.09 0.87 0.88 0.93 0.61 0.72 0.31 0.38 0.52 0.83 0.58 0.69 0.66 0.08 0.05 0.47 0.11 0.17 0.47 0.86 0.39 0.21 0.14 ]
[0.34 0.75 0.07 1.00 0.61 0.03 0.27 0.22 0.08 0.28 0.40 0.33 0.55 0.90 0.13 0.15 0.53 0.20 0.50 0.97 0.01 0.70 0.79 0.79 0.07 0.44 0.65 0.47 0.26 0.78 0.01 0.56 0.54 0.97 0.73 0.57 0.77 0.10 ]
[0.25 0.08 0.44 0.61 1.00 0.52 0.79 0.28 0.18 0.49 0.08 0.87 0.86 0.60 0.17 0.65 0.02 0.10 0.51 0.69 0.41 0.59 0.44 0.85 0.13 0.90 0.64 0.87 0.05 0.69 0.48 0.87 0.55 0.96 0.34 0.41 0.89 0.47 ]
[0.16 0.92 0.22 0.03 0.52 1.00 0.15 0.32 0.41 0.54 0.22 0.01 0.01 0.68 0.21 0.02 0.40 0.04 0.68 0.73 0.90 0.56 0.10 0.86 0.63 0.50 0.50 0.87 0.49 0.74 0.55 0.18 0.01 0.93 0.25 0.34 0.63 0.40 ]
[0.09 0.17 0.13 0.27 0.79 0.15 1.00 0.56 0.04 0.10 0.78 0.49 0.74 0.81 0.03 0.04 0.21 0.56 0.61 0.82 0.18 0.95 0.65 0.65 0.03 0.74 0.34 0.52 0.98 0.25 0.48 0.63 0.90 0.99 0.06 0.16 0.05 0.90 ]
[0.79 0.06 0.62 0.22 0.28 0.32 0.56 1.00 0.63 0.74 0.11 0.15 0.86 0.52 0.82 0.03 0.43 0.99 0.83 0.67 0.74 0.54 0.33 0.56 0.63 0.18 0.95 0.93 0.21 0.33 0.74 0.41 0.21 0.13 0.34 0.82 0.95 0.68 ]
[0.13 0.68 0.38 0.08 0.18 0.41 0.04 0.63 1.00 0.60 0.08 0.26 0.63 0.73 0.33 0.06 0.96 0.35 0.98 0.53 0.57 0.73 0.26 0.56 0.42 0.13 0.09 0.73 0.28 0.93 0.88 0.03 0.29 0.74 0.24 0.77 0.25 0.09 ]
[0.31 0.08 0.15 0.28 0.49 0.54 0.10 0.74 0.60 1.00 0.88 0.86 0.42 0.03 0.38 1.00 0.96 0.01 0.77 0.78 0.20 0.40 0.44 0.57 0.07 0.71 0.64 0.68 0.74 0.05 0.48 0.50 0.28 0.58 0.19 0.40 0.95 0.51 ]
[0.95 0.96 0.91 0.40 0.08 0.22 0.78 0.11 0.08 0.88 1.00 0.27 0.11 0.09 0.06 0.04 0.89 0.80 0.53 1.00 0.70 0.72 0.76 0.98 0.12 0.23 0.12 0.54 0.00 0.53 0.33 0.54 0.15 0.97 0.94 0.51 0.69 0.53 ]
[0.11 0.23 0.12 0.33 0.87 0.01 0.49 0.15 0.26 0.86 0.27 1.00 0.90 0.37 0.80 0.14 0.47 0.97 0.58 0.92 0.36 0.29 0.36 0.77 0.38 0.13 0.64 0.50 0.13 0.36 0.85 0.03 0.05 0.24 0.10 0.65 0.20 0.06 ]
[0.05 0.83 0.23 0.55 0.86 0.01 0.74 0.86 0.63 0.42 0.11 0.90 1.00 0.59 0.47 0.56 0.95 0.94 0.20 0.75 0.07 0.07 0.02 0.02 0.98 0.38 0.81 0.12 0.73 0.37 0.31 0.52 0.38 0.07 0.69 0.27 0.57 0.56 ]
[0.87 0.28 0.84 0.90 0.60 0.68 0.81 0.52 0.73 0.03 0.09 0.37 0.59 1.00 0.11 0.23 0.28 0.83 0.10 0.74 0.31 0.41 0.47 0.73 0.08 0.98 0.52 0.89 0.29 0.08 0.05 0.89 0.97 0.54 0.83 0.63 0.21 0.11 ]
[0.70 0.20 0.98 0.13 0.17 0.21 0.03 0.82 0.33 0.38 0.06 0.80 0.47 0.11 1.00 0.29 0.36 0.12 0.69 0.91 0.63 0.40 0.07 0.38 0.75 0.58 0.72 0.23 1.00 0.33 0.94 0.86 0.92 0.88 0.74 0.16 0.94 0.96 ]
[0.35 0.08 0.09 0.15 0.65 0.02 0.04 0.03 0.06 1.00 0.04 0.14 0.56 0.23 0.29 1.00 0.54 0.35 0.64 1.00 0.36 0.53 0.07 0.33 0.55 0.07 0.73 0.54 0.55 0.93 0.50 0.18 0.44 0.43 0.62 0.35 0.10 0.88 ]
[0.52 0.03 0.87 0.53 0.02 0.40 0.21 0.43 0.96 0.96 0.89 0.47 0.95 0.28 0.36 0.54 1.00 0.67 0.65 0.43 0.91 0.77 0.21 0.96 0.88 0.64 0.14 0.97 0.77 0.18 0.56 0.72 0.23 0.21 0.45 0.01 0.75 0.08 ]
[0.47 0.23 0.88 0.20 0.10 0.04 0.56 0.99 0.35 0.01 0.80 0.97 0.94 0.83 0.12 0.35 0.67 1.00 0.79 0.13 0.93 0.34 0.56 0.44 0.89 0.25 0.51 0.96 0.83 0.34 0.29 0.71 0.77 0.98 0.76 0.17 0.41 0.22 ]
[0.26 0.72 0.93 0.50 0.51 0.68 0.61 0.83 0.98 0.77 0.53 0.58 0.20 0.10 0.69 0.64 0.65 0.79 1.00 0.17 0.25 0.60 0.44 0.70 0.96 0.73 0.56 0.90 0.25 0.22 0.20 0.32 0.41 0.45 0.64 0.42 0.69 0.05 ]
[0.58 0.11 0.61 0.97 0.69 0.73 0.82 0.67 0.53 0.78 1.00 0.92 0.75 0.74 0.91 1.00 0.43 0.13 0.17 1.00 0.34 0.95 0.94 0.64 0.48 0.51 0.26 0.14 0.47 0.79 0.19 0.52 0.25 0.01 0.84 0.48 0.97 0.85 ]
[0.09 0.79 0.72 0.01 0.41 0.90 0.18 0.74 0.57 0.20 0.70 0.36 0.07 0.31 0.63 0.36 0.91 0.93 0.25 0.34 1.00 0.58 0.12 0.23 0.53 0.51 0.85 0.28 0.98 0.65 0.36 0.59 0.54 0.65 0.60 0.96 0.51 0.09 ]
[0.87 0.53 0.31 0.70 0.59 0.56 0.95 0.54 0.73 0.40 0.72 0.29 0.07 0.41 0.40 0.53 0.77 0.34 0.60 0.95 0.58 1.00 0.48 0.36 0.12 0.38 0.90 0.18 0.92 0.09 0.97 0.26 0.98 0.64 0.84 0.82 0.52 0.53 ]
[0.92 0.92 0.38 0.79 0.44 0.10 0.65 0.33 0.26 0.44 0.76 0.36 0.02 0.47 0.07 0.07 0.21 0.56 0.44 0.94 0.12 0.48 1.00 0.20 0.01 0.14 0.73 0.49 0.89 0.99 0.63 0.65 0.97 0.44 0.06 0.93 0.14 0.71 ]
[0.10 0.30 0.52 0.79 0.85 0.86 0.65 0.56 0.56 0.57 0.98 0.77 0.02 0.73 0.38 0.33 0.96 0.44 0.70 0.64 0.23 0.36 0.20 1.00 0.78 0.50 0.55 0.13 0.32 0.71 0.90 0.96 0.48 0.06 0.44 0.43 0.17 0.85 ]
[0.34 0.71 0.83 0.07 0.13 0.63 0.03 0.63 0.42 0.07 0.12 0.38 0.98 0.08 0.75 0.55 0.88 0.89 0.96 0.48 0.53 0.12 0.01 0.78 1.00 0.06 0.96 0.85 0.74 0.87 0.44 0.59 0.66 0.29 0.84 0.27 0.08 0.60 ]
[0.21 0.06 0.58 0.44 0.90 0.50 0.74 0.18 0.13 0.71 0.23 0.13 0.38 0.98 0.58 0.07 0.64 0.25 0.73 0.51 0.51 0.38 0.14 0.50 0.06 1.00 0.48 0.56 0.74 0.00 0.25 0.92 0.92 0.53 0.32 0.08 0.53 0.58 ]
[0.97 0.48 0.69 0.65 0.64 0.50 0.34 0.95 0.09 0.64 0.12 0.64 0.81 0.52 0.72 0.73 0.14 0.51 0.56 0.26 0.85 0.90 0.73 0.55 0.96 0.48 1.00 0.74 0.03 0.18 0.01 0.10 0.97 0.17 0.31 0.47 0.23 0.79 ]
[0.15 0.40 0.66 0.47 0.87 0.87 0.52 0.93 0.73 0.68 0.54 0.50 0.12 0.89 0.23 0.54 0.97 0.96 0.90 0.14 0.28 0.18 0.49 0.13 0.85 0.56 0.74 1.00 0.73 0.15 0.68 0.51 0.84 0.69 0.58 0.53 0.63 0.01 ]
[0.98 0.12 0.08 0.26 0.05 0.49 0.98 0.21 0.28 0.74 0.00 0.13 0.73 0.29 1.00 0.55 0.77 0.83 0.25 0.47 0.98 0.92 0.89 0.32 0.74 0.74 0.03 0.73 1.00 0.34 0.69 0.94 0.57 0.52 0.82 0.15 0.41 0.30 ]
[0.82 0.48 0.05 0.78 0.69 0.74 0.25 0.33 0.93 0.05 0.53 0.36 0.37 0.08 0.33 0.93 0.18 0.34 0.22 0.79 0.65 0.09 0.99 0.71 0.87 0.00 0.18 0.15 0.34 1.00 0.18 0.49 0.49 0.11 0.53 0.12 0.76 0.30 ]
[0.69 0.61 0.47 0.01 0.48 0.55 0.48 0.74 0.88 0.48 0.33 0.85 0.31 0.05 0.94 0.50 0.56 0.29 0.20 0.19 0.36 0.97 0.63 0.90 0.44 0.25 0.01 0.68 0.69 0.18 1.00 0.84 0.65 0.73 0.02 0.51 0.62 0.00 ]
[0.11 0.67 0.11 0.56 0.87 0.18 0.63 0.41 0.03 0.50 0.54 0.03 0.52 0.89 0.86 0.18 0.72 0.71 0.32 0.52 0.59 0.26 0.65 0.96 0.59 0.92 0.10 0.51 0.94 0.49 0.84 1.00 0.10 0.52 0.11 0.55 0.98 0.22 ]
[0.30 0.57 0.17 0.54 0.55 0.01 0.90 0.21 0.29 0.28 0.15 0.05 0.38 0.97 0.92 0.44 0.23 0.77 0.41 0.25 0.54 0.98 0.97 0.48 0.66 0.92 0.97 0.84 0.57 0.49 0.65 0.10 1.00 0.87 0.63 0.52 0.12 0.85 ]
[0.59 0.18 0.47 0.97 0.96 0.93 0.99 0.13 0.74 0.58 0.97 0.24 0.07 0.54 0.88 0.43 0.21 0.98 0.45 0.01 0.65 0.64 0.44 0.06 0.29 0.53 0.17 0.69 0.52 0.11 0.73 0.52 0.87 1.00 0.46 0.69 0.35 0.44 ]
[0.45 0.77 0.86 0.73 0.34 0.25 0.06 0.34 0.24 0.19 0.94 0.10 0.69 0.83 0.74 0.62 0.45 0.76 0.64 0.84 0.60 0.84 0.06 0.44 0.84 0.32 0.31 0.58 0.82 0.53 0.02 0.11 0.63 0.46 1.00 0.73 0.46 0.45 ]
[0.29 0.49 0.39 0.57 0.41 0.34 0.16 0.82 0.77 0.40 0.51 0.65 0.27 0.63 0.16 0.35 0.01 0.17 0.42 0.48 0.96 0.82 0.93 0.43 0.27 0.08 0.47 0.53 0.15 0.12 0.51 0.55 0.52 0.69 0.73 1.00 0.51 0.93 ]
[0.26 0.88 0.21 0.77 0.89 0.63 0.05 0.95 0.25 0.95 0.69 0.20 0.57 0.21 0.94 0.10 0.75 0.41 0.69 0.97 0.51 0.52 0.14 0.17 0.08 0.53 0.23 0.63 0.41 0.76 0.62 0.98 0.12 0.35 0.46 0.51 1.00 0.04 ]
[0.19 0.48 0.14 0.10 0.47 0.40 0.90 0.68 0.09 0.51 0.53 0.06 0.56 0.11 0.96 0.88 0.08 0.22 0.05 0.85 0.09 0.53 0.71 0.85 0.60 0.58 0.79 0.01 0.30 0.30 0.00 0.22 0.85 0.44 0.45 0.93 0.04 1.00 ]
];
