D = 6;
n = [ 2 2 2 2 2 2 ];
N = 18;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 ];
m = [
[1.00 0.34 1.00 0.62 0.62 0.10 0.18 0.22 0.43 0.98 0.87 0.77 0.17 0.06 0.58 0.30 0.23 0.73 ]
[0.34 1.00 0.09 0.84 0.44 0.12 0.53 0.40 0.75 0.07 0.67 0.68 0.36 0.13 0.78 0.65 0.21 0.11 ]
[1.00 0.09 1.00 0.68 0.24 0.54 0.24 0.31 0.76 0.64 0.41 0.39 0.26 0.40 0.65 0.08 0.13 0.81 ]
[0.62 0.84 0.68 1.00 0.92 0.11 0.61 0.53 0.37 0.70 0.78 0.85 0.22 0.02 0.97 0.19 0.47 0.08 ]
[0.62 0.44 0.24 0.92 1.00 0.38 0.24 0.19 0.40 0.36 0.97 0.97 0.16 0.48 0.75 0.37 0.00 0.42 ]
[0.10 0.12 0.54 0.11 0.38 1.00 0.82 0.69 0.01 0.45 0.79 0.16 0.05 0.71 0.57 0.60 0.21 0.61 ]
[0.18 0.53 0.24 0.61 0.24 0.82 1.00 0.88 0.76 0.22 0.35 0.07 0.90 0.18 0.39 0.46 0.48 0.15 ]
[0.22 0.40 0.31 0.53 0.19 0.69 0.88 1.00 0.03 0.84 0.10 0.03 0.31 0.80 0.77 0.05 0.18 0.70 ]
[0.43 0.75 0.76 0.37 0.40 0.01 0.76 0.03 1.00 0.24 0.87 0.75 0.65 0.39 0.41 0.92 0.10 0.01 ]
[0.98 0.07 0.64 0.70 0.36 0.45 0.22 0.84 0.24 1.00 0.96 0.36 0.11 0.07 0.98 0.24 0.44 0.44 ]
[0.87 0.67 0.41 0.78 0.97 0.79 0.35 0.10 0.87 0.96 1.00 0.79 0.39 0.06 0.65 0.30 0.50 0.60 ]
[0.77 0.68 0.39 0.85 0.97 0.16 0.07 0.03 0.75 0.36 0.79 1.00 0.97 0.11 0.53 0.44 0.46 0.26 ]
[0.17 0.36 0.26 0.22 0.16 0.05 0.90 0.31 0.65 0.11 0.39 0.97 1.00 0.26 0.58 0.95 0.81 0.20 ]
[0.06 0.13 0.40 0.02 0.48 0.71 0.18 0.80 0.39 0.07 0.06 0.11 0.26 1.00 0.37 0.00 0.60 0.69 ]
[0.58 0.78 0.65 0.97 0.75 0.57 0.39 0.77 0.41 0.98 0.65 0.53 0.58 0.37 1.00 0.97 0.35 0.60 ]
[0.30 0.65 0.08 0.19 0.37 0.60 0.46 0.05 0.92 0.24 0.30 0.44 0.95 0.00 0.97 1.00 0.25 0.89 ]
[0.23 0.21 0.13 0.47 0.00 0.21 0.48 0.18 0.10 0.44 0.50 0.46 0.81 0.60 0.35 0.25 1.00 0.41 ]
[0.73 0.11 0.81 0.08 0.42 0.61 0.15 0.70 0.01 0.44 0.60 0.26 0.20 0.69 0.60 0.89 0.41 1.00 ]
];
