D = 4;
n = [ 5 5 5 5 ];
N = 68;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.89 0.76 0.40 0.64 0.57 0.05 0.92 0.77 0.00 0.07 0.23 0.65 0.53 0.50 0.64 0.44 0.36 0.96 0.65 0.87 0.39 0.05 0.50 0.89 0.90 0.89 0.41 0.58 0.11 0.97 0.94 0.57 0.94 0.07 0.26 0.93 0.46 0.01 0.51 0.78 0.38 0.53 0.07 0.99 0.98 0.62 0.75 0.64 0.58 0.23 0.21 0.67 0.52 0.38 0.44 0.89 0.88 0.52 0.96 0.22 0.47 0.98 0.60 0.67 0.99 0.72 0.38 ]
[0.89 1.00 0.69 0.84 0.05 0.94 0.99 0.98 0.75 0.47 0.63 0.39 0.30 0.37 0.46 0.39 0.61 0.41 0.95 0.82 0.30 0.18 0.83 0.93 0.96 0.05 0.24 0.42 0.54 0.50 0.83 0.64 0.34 0.37 0.31 0.08 0.92 0.83 0.92 0.02 0.91 0.48 0.70 0.00 0.34 0.72 0.77 0.36 0.58 0.66 0.99 0.91 0.76 0.11 0.61 0.34 0.78 0.15 0.44 0.31 0.19 0.01 0.63 0.77 0.17 0.70 0.99 0.72 ]
[0.76 0.69 1.00 0.64 0.92 0.59 0.78 0.90 0.39 0.57 0.69 0.34 0.39 0.32 0.87 0.62 0.43 0.19 0.23 0.24 0.84 0.95 0.55 0.91 0.75 0.49 0.88 0.51 1.00 0.24 0.98 0.10 0.43 0.38 0.37 0.53 0.02 0.90 0.76 0.57 0.43 0.13 0.15 0.87 0.41 0.29 0.40 0.41 0.98 0.12 0.27 1.00 0.32 0.23 0.60 0.62 0.15 0.44 0.25 0.62 0.72 0.48 0.31 0.76 0.46 0.28 0.60 0.70 ]
[0.40 0.84 0.64 1.00 0.57 0.44 0.96 0.83 0.62 0.18 0.58 0.16 0.28 0.02 0.53 0.79 0.68 0.81 0.96 0.49 0.17 0.55 0.63 0.29 0.54 0.44 0.51 0.97 0.07 0.65 0.32 0.88 0.11 0.77 0.15 0.11 0.01 0.28 0.56 0.61 0.76 0.41 0.15 0.93 0.78 0.69 0.70 0.11 0.65 0.15 0.11 0.16 0.02 0.11 0.42 0.09 0.50 0.57 0.98 0.87 0.19 0.98 0.50 0.57 0.33 0.73 0.17 0.15 ]
[0.64 0.05 0.92 0.57 1.00 0.26 0.34 0.24 0.63 0.49 0.64 0.20 0.64 0.46 0.77 0.81 0.77 0.75 0.15 0.99 0.25 0.17 0.71 0.69 0.84 0.19 0.73 0.09 0.04 0.49 0.55 0.87 0.30 0.16 0.72 0.41 0.46 0.06 0.36 0.24 0.52 0.52 0.08 0.61 0.93 0.36 0.31 0.32 0.68 0.25 0.55 0.98 0.82 0.62 0.09 0.46 0.96 0.28 0.08 0.84 0.56 0.82 0.65 0.57 0.34 0.37 0.12 0.32 ]
[0.57 0.94 0.59 0.44 0.26 1.00 0.14 0.55 0.55 0.83 0.64 0.68 0.98 0.77 0.51 0.28 0.58 0.78 0.10 0.73 0.10 0.98 0.21 0.40 0.30 0.64 0.48 0.82 0.62 0.26 0.77 0.53 0.66 0.78 0.36 0.74 0.33 0.70 0.91 0.22 0.21 0.08 0.17 0.69 0.77 0.33 0.21 0.96 0.62 0.87 0.90 0.04 0.88 0.04 0.21 0.90 0.69 0.19 0.76 0.25 0.37 0.47 0.32 0.68 0.55 0.22 0.68 0.61 ]
[0.05 0.99 0.78 0.96 0.34 0.14 1.00 0.28 0.28 0.47 0.90 0.54 0.60 0.24 0.34 0.78 0.88 0.53 0.26 0.69 0.43 0.45 0.70 0.10 0.10 0.59 0.64 0.31 0.09 0.32 0.06 0.09 0.87 0.04 0.23 0.50 0.39 0.41 0.54 0.12 0.38 0.20 0.16 0.83 0.13 0.90 0.36 0.27 0.46 0.36 0.86 0.28 0.38 0.75 0.51 0.20 0.88 0.36 0.46 0.41 0.96 0.34 0.52 0.72 0.15 0.36 0.38 0.62 ]
[0.92 0.98 0.90 0.83 0.24 0.55 0.28 1.00 0.58 0.54 0.78 0.45 0.36 0.33 0.87 0.17 0.49 0.38 0.88 0.17 0.68 0.58 0.27 0.37 0.79 0.57 0.90 0.98 0.98 0.50 0.46 0.49 0.42 0.62 0.80 0.12 0.11 0.32 0.36 0.19 0.89 0.34 0.22 0.71 0.02 0.86 0.69 0.51 0.03 0.33 0.56 0.69 0.44 0.88 0.88 0.23 0.17 0.22 0.61 0.81 0.46 0.45 0.84 0.74 0.45 0.84 0.66 0.51 ]
[0.77 0.75 0.39 0.62 0.63 0.55 0.28 0.58 1.00 0.73 0.16 0.56 0.27 0.54 0.95 0.44 0.44 0.67 0.88 0.87 0.43 0.53 0.44 0.85 0.14 0.86 0.67 0.45 0.53 0.06 0.09 0.00 0.69 0.24 0.10 0.86 0.39 0.09 0.63 0.43 0.45 0.39 0.51 0.03 0.03 0.72 0.61 0.98 0.83 0.26 0.82 0.85 0.78 0.56 0.99 0.49 0.55 0.99 0.23 0.09 0.39 0.78 0.51 0.60 0.22 0.84 0.74 0.01 ]
[0.00 0.47 0.57 0.18 0.49 0.83 0.47 0.54 0.73 1.00 0.55 0.90 0.02 0.74 0.99 0.33 0.46 0.18 0.57 0.39 0.89 0.65 0.93 0.93 0.87 0.52 0.42 0.62 0.57 0.59 0.12 0.30 0.15 0.33 0.35 0.57 0.77 0.33 0.85 0.54 0.03 0.71 0.37 0.02 0.15 0.57 0.01 0.88 0.80 0.47 0.04 0.64 0.38 0.16 0.55 0.93 0.79 0.48 0.18 0.79 0.99 0.01 0.73 0.47 0.96 0.78 0.61 0.18 ]
