D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 68;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.28 0.04 0.81 0.70 0.08 0.84 0.33 0.53 0.76 0.72 0.43 0.15 0.07 0.86 0.72 0.90 0.68 0.95 0.22 0.54 0.97 0.16 0.03 0.50 0.16 0.92 0.45 0.32 0.08 0.99 0.01 0.79 0.69 0.83 0.10 0.81 0.71 0.44 0.79 0.90 0.21 0.41 0.67 0.96 0.95 0.60 0.42 0.15 0.34 0.78 0.04 0.29 0.37 0.37 0.19 0.36 0.97 0.06 0.26 0.05 0.83 0.70 0.91 0.65 0.15 0.04 0.24 ]
[0.28 1.00 0.62 0.52 0.13 0.12 0.19 0.69 0.11 0.78 0.57 0.55 0.05 0.41 0.72 0.72 0.97 0.19 0.40 0.50 0.12 0.31 1.00 0.84 0.30 0.01 0.74 0.84 0.54 0.06 0.81 0.32 0.80 0.87 0.25 0.90 0.32 0.76 0.55 0.54 0.79 0.02 0.81 0.59 0.78 0.74 0.41 0.54 0.43 0.57 0.54 0.56 0.65 0.20 0.46 0.24 0.78 0.24 0.97 0.81 0.15 0.16 0.61 0.28 0.80 0.54 0.82 0.27 ]
[0.04 0.62 1.00 0.42 0.62 0.33 0.00 0.84 0.74 0.96 0.84 0.04 0.76 0.26 0.69 0.45 0.67 0.35 0.13 0.72 0.44 0.23 0.04 0.13 0.92 0.59 0.50 0.09 0.96 0.19 0.71 0.34 0.26 0.76 0.72 0.58 0.51 0.62 0.54 0.64 0.61 0.67 0.56 0.76 0.18 0.48 0.04 0.62 0.59 0.85 0.31 0.76 0.02 0.37 0.20 0.85 0.63 0.57 0.68 0.87 0.04 0.22 0.74 0.27 0.54 0.57 0.34 0.94 ]
[0.81 0.52 0.42 1.00 0.99 0.82 0.42 0.34 0.67 0.44 0.32 0.81 0.64 0.65 0.62 0.58 0.27 0.47 0.95 0.97 0.22 0.32 0.13 0.13 0.51 0.50 0.41 0.69 0.16 0.86 0.68 0.82 0.43 0.71 0.98 0.92 0.44 0.52 0.61 0.53 0.61 0.77 0.87 0.34 0.65 0.89 0.08 0.14 0.89 0.32 0.93 0.22 0.35 0.39 0.40 0.24 0.96 0.89 0.99 0.66 0.74 0.53 0.53 0.84 0.74 0.57 0.25 0.02 ]
[0.70 0.13 0.62 0.99 1.00 0.28 0.59 0.32 0.65 0.60 0.80 0.70 0.78 0.17 0.29 0.19 0.20 0.48 0.05 0.09 0.06 0.36 0.72 0.40 0.42 0.11 0.19 0.87 0.71 0.26 0.03 0.48 0.60 0.51 0.90 0.29 0.89 1.00 0.08 0.79 0.99 0.28 0.44 0.30 0.08 0.69 0.13 0.32 0.28 0.36 0.65 0.30 0.52 0.60 0.74 0.24 0.47 0.50 0.16 0.49 0.33 0.24 0.12 0.61 0.28 0.23 0.58 0.03 ]
[0.08 0.12 0.33 0.82 0.28 1.00 0.49 0.42 0.37 0.99 0.14 0.59 0.65 0.53 1.00 0.37 0.93 0.19 0.55 0.72 0.84 0.80 0.56 0.39 0.95 0.03 0.35 0.07 0.40 0.71 0.47 0.40 0.58 0.36 0.82 0.31 0.68 0.30 0.99 0.47 0.43 0.53 0.96 0.88 0.96 0.30 0.42 0.71 0.46 0.29 0.24 0.00 0.73 0.32 1.00 0.05 0.37 0.10 0.67 0.06 0.65 0.62 0.98 0.86 0.63 0.10 0.88 0.90 ]
[0.84 0.19 0.00 0.42 0.59 0.49 1.00 0.68 0.44 0.51 0.38 0.33 0.84 0.22 0.44 0.49 0.93 0.59 0.11 0.90 0.90 0.33 0.73 0.71 0.63 0.88 0.38 0.51 0.60 0.84 0.05 0.11 0.83 0.08 1.00 0.69 0.14 0.64 0.25 0.35 0.39 0.37 0.96 0.14 0.33 0.05 0.11 0.76 0.92 0.78 0.85 0.91 0.26 0.94 0.26 0.56 0.90 0.81 0.04 0.38 0.75 0.43 0.10 0.07 0.75 0.69 0.13 0.54 ]
[0.33 0.69 0.84 0.34 0.32 0.42 0.68 1.00 1.00 0.95 0.90 0.27 0.37 0.83 0.61 0.25 0.37 0.17 0.64 0.29 0.56 0.49 0.59 0.39 0.62 0.93 0.40 0.41 0.39 0.82 0.12 0.16 0.24 0.28 0.83 0.91 0.30 0.28 0.63 0.18 0.57 0.47 0.41 0.67 0.49 0.46 0.80 0.71 0.83 0.81 0.61 0.46 0.58 0.80 0.83 0.60 0.68 0.47 0.32 0.82 0.49 0.96 0.72 0.99 0.34 0.19 0.11 0.33 ]
[0.53 0.11 0.74 0.67 0.65 0.37 0.44 1.00 1.00 0.69 0.44 0.21 0.17 0.41 0.59 0.53 0.76 0.56 0.26 0.06 0.71 0.03 0.08 0.30 0.84 0.59 0.22 0.07 0.83 0.28 0.68 0.44 0.57 0.03 0.44 0.85 0.17 0.60 0.95 0.92 0.19 0.23 0.97 0.33 0.71 0.98 0.32 0.11 0.25 0.43 0.94 0.58 0.35 0.77 0.16 0.80 0.42 0.73 0.73 0.18 0.86 0.58 0.83 0.48 0.89 0.26 0.99 0.22 ]
[0.76 0.78 0.96 0.44 0.60 0.99 0.51 0.95 0.69 1.00 0.19 0.38 0.79 0.69 0.65 0.36 0.27 0.43 0.28 0.29 0.35 0.94 0.35 0.59 0.80 0.69 0.32 0.50 0.92 0.23 0.19 0.75 0.87 0.33 0.53 0.93 0.01 0.15 0.13 0.91 0.75 0.37 0.61 0.20 0.74 0.92 0.85 0.11 0.63 0.03 0.32 0.51 0.64 0.07 0.57 0.12 0.10 0.91 0.11 0.30 0.48 0.60 0.28 0.15 0.72 0.35 0.17 0.64 ]
