D = 4;
n = [ 2 2 2 2 ];
N = 31;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.19 0.80 0.84 0.30 0.24 0.69 0.61 0.77 0.60 0.59 0.46 0.98 0.72 0.34 0.47 0.38 0.96 0.62 0.87 0.75 0.43 0.57 0.28 0.82 0.88 0.82 0.33 0.20 0.64 0.67 ]
[0.19 1.00 0.65 0.27 0.48 0.20 0.30 0.75 0.84 0.97 0.67 0.59 0.37 0.32 0.85 0.35 0.67 0.83 0.52 0.72 0.89 0.46 0.13 0.38 0.02 0.66 0.40 0.53 0.34 0.75 0.86 ]
[0.80 0.65 1.00 0.96 0.27 0.41 0.50 0.17 0.77 0.09 0.38 0.00 0.68 0.34 0.83 0.67 0.15 0.67 0.17 0.93 0.01 0.18 0.68 0.03 0.19 0.23 0.40 0.47 0.44 0.88 0.88 ]
[0.84 0.27 0.96 1.00 0.71 0.53 0.66 0.08 0.30 0.31 0.21 0.96 0.46 0.69 0.77 0.95 0.82 0.45 0.10 0.74 0.22 0.89 0.75 0.58 0.99 0.91 0.23 0.65 0.55 0.20 0.83 ]
[0.30 0.48 0.27 0.71 1.00 0.78 0.94 0.23 0.15 0.52 0.67 0.76 0.29 0.25 0.47 0.18 0.12 0.66 0.08 0.17 0.80 0.23 0.27 0.65 0.45 0.96 0.20 0.32 0.35 0.92 0.90 ]
[0.24 0.20 0.41 0.53 0.78 1.00 0.57 0.29 0.77 0.72 0.82 0.11 0.07 0.52 0.99 0.78 0.46 0.46 0.09 0.04 0.64 0.58 0.64 0.52 0.38 0.22 0.29 0.75 0.56 0.59 0.44 ]
[0.69 0.30 0.50 0.66 0.94 0.57 1.00 0.79 0.97 0.99 0.13 0.65 0.79 0.07 0.75 0.56 0.93 0.93 0.80 0.20 0.97 0.91 0.25 0.64 0.49 0.27 0.21 0.19 0.72 1.00 0.41 ]
[0.61 0.75 0.17 0.08 0.23 0.29 0.79 1.00 0.26 0.84 0.90 0.03 0.44 0.76 0.08 0.08 0.09 0.14 0.13 0.01 0.33 0.08 0.70 0.21 0.62 0.00 0.34 0.91 0.85 0.46 0.22 ]
[0.77 0.84 0.77 0.30 0.15 0.77 0.97 0.26 1.00 0.36 0.29 0.68 0.68 0.38 0.71 0.68 0.67 0.62 0.23 0.21 0.97 0.34 0.32 0.16 0.51 0.47 0.58 0.15 0.61 0.98 0.73 ]
[0.60 0.97 0.09 0.31 0.52 0.72 0.99 0.84 0.36 1.00 0.55 0.44 0.60 0.15 0.42 0.92 0.07 0.39 0.67 0.80 0.95 0.07 0.08 0.59 0.12 0.80 0.36 0.68 0.79 0.76 0.22 ]
[0.59 0.67 0.38 0.21 0.67 0.82 0.13 0.90 0.29 0.55 1.00 0.58 0.76 0.01 0.67 0.07 0.36 0.65 0.89 0.35 0.22 0.83 0.20 0.24 0.52 0.20 0.26 0.12 0.15 0.09 0.92 ]
[0.46 0.59 0.00 0.96 0.76 0.11 0.65 0.03 0.68 0.44 0.58 1.00 0.00 0.38 0.52 0.87 0.79 0.03 0.81 0.01 0.60 0.65 0.01 0.34 0.93 0.96 0.52 0.12 0.22 0.86 0.08 ]
[0.98 0.37 0.68 0.46 0.29 0.07 0.79 0.44 0.68 0.60 0.76 0.00 1.00 0.24 0.80 0.74 0.60 0.94 0.46 0.74 0.11 0.09 0.63 0.53 0.27 0.51 0.12 0.39 0.57 0.81 0.21 ]
[0.72 0.32 0.34 0.69 0.25 0.52 0.07 0.76 0.38 0.15 0.01 0.38 0.24 1.00 0.36 0.09 0.22 0.94 0.93 0.21 0.27 0.07 0.56 0.05 0.81 0.54 0.72 0.75 0.90 0.96 0.52 ]
[0.34 0.85 0.83 0.77 0.47 0.99 0.75 0.08 0.71 0.42 0.67 0.52 0.80 0.36 1.00 0.10 0.12 0.46 0.67 0.15 0.26 0.14 0.49 0.41 0.18 0.56 0.42 0.52 0.60 0.86 0.63 ]
[0.47 0.35 0.67 0.95 0.18 0.78 0.56 0.08 0.68 0.92 0.07 0.87 0.74 0.09 0.10 1.00 0.68 0.70 0.06 0.61 0.01 0.73 0.02 0.58 0.49 0.68 0.80 0.36 0.85 0.96 0.41 ]
[0.38 0.67 0.15 0.82 0.12 0.46 0.93 0.09 0.67 0.07 0.36 0.79 0.60 0.22 0.12 0.68 1.00 0.90 0.55 0.10 0.07 0.21 0.93 0.08 0.92 0.62 0.78 1.00 0.32 0.48 0.97 ]
[0.96 0.83 0.67 0.45 0.66 0.46 0.93 0.14 0.62 0.39 0.65 0.03 0.94 0.94 0.46 0.70 0.90 1.00 0.67 0.65 0.18 0.10 0.95 0.74 0.55 0.40 0.48 0.25 0.43 0.57 0.29 ]
[0.62 0.52 0.17 0.10 0.08 0.09 0.80 0.13 0.23 0.67 0.89 0.81 0.46 0.93 0.67 0.06 0.55 0.67 1.00 0.72 0.96 0.87 0.74 0.89 0.53 0.49 0.29 0.06 0.52 0.39 0.05 ]
[0.87 0.72 0.93 0.74 0.17 0.04 0.20 0.01 0.21 0.80 0.35 0.01 0.74 0.21 0.15 0.61 0.10 0.65 0.72 1.00 0.52 0.86 0.50 0.47 0.37 0.48 0.55 0.26 0.32 0.07 0.62 ]
[0.75 0.89 0.01 0.22 0.80 0.64 0.97 0.33 0.97 0.95 0.22 0.60 0.11 0.27 0.26 0.01 0.07 0.18 0.96 0.52 1.00 0.51 0.89 0.95 0.10 0.51 0.54 0.45 0.99 0.85 0.25 ]
[0.43 0.46 0.18 0.89 0.23 0.58 0.91 0.08 0.34 0.07 0.83 0.65 0.09 0.07 0.14 0.73 0.21 0.10 0.87 0.86 0.51 1.00 0.32 0.30 0.78 0.50 0.41 0.49 0.45 0.06 0.34 ]
[0.57 0.13 0.68 0.75 0.27 0.64 0.25 0.70 0.32 0.08 0.20 0.01 0.63 0.56 0.49 0.02 0.93 0.95 0.74 0.50 0.89 0.32 1.00 0.17 0.51 0.45 0.19 0.40 0.47 0.75 0.43 ]
[0.28 0.38 0.03 0.58 0.65 0.52 0.64 0.21 0.16 0.59 0.24 0.34 0.53 0.05 0.41 0.58 0.08 0.74 0.89 0.47 0.95 0.30 0.17 1.00 0.93 0.12 0.19 0.36 0.42 0.81 0.00 ]
[0.82 0.02 0.19 0.99 0.45 0.38 0.49 0.62 0.51 0.12 0.52 0.93 0.27 0.81 0.18 0.49 0.92 0.55 0.53 0.37 0.10 0.78 0.51 0.93 1.00 0.14 0.38 0.43 0.81 0.43 0.68 ]
[0.88 0.66 0.23 0.91 0.96 0.22 0.27 0.00 0.47 0.80 0.20 0.96 0.51 0.54 0.56 0.68 0.62 0.40 0.49 0.48 0.51 0.50 0.45 0.12 0.14 1.00 0.49 0.80 0.74 0.93 0.41 ]
[0.82 0.40 0.40 0.23 0.20 0.29 0.21 0.34 0.58 0.36 0.26 0.52 0.12 0.72 0.42 0.80 0.78 0.48 0.29 0.55 0.54 0.41 0.19 0.19 0.38 0.49 1.00 0.25 0.45 0.15 0.40 ]
[0.33 0.53 0.47 0.65 0.32 0.75 0.19 0.91 0.15 0.68 0.12 0.12 0.39 0.75 0.52 0.36 1.00 0.25 0.06 0.26 0.45 0.49 0.40 0.36 0.43 0.80 0.25 1.00 0.54 0.62 0.76 ]
[0.20 0.34 0.44 0.55 0.35 0.56 0.72 0.85 0.61 0.79 0.15 0.22 0.57 0.90 0.60 0.85 0.32 0.43 0.52 0.32 0.99 0.45 0.47 0.42 0.81 0.74 0.45 0.54 1.00 0.61 0.35 ]
[0.64 0.75 0.88 0.20 0.92 0.59 1.00 0.46 0.98 0.76 0.09 0.86 0.81 0.96 0.86 0.96 0.48 0.57 0.39 0.07 0.85 0.06 0.75 0.81 0.43 0.93 0.15 0.62 0.61 1.00 0.30 ]
[0.67 0.86 0.88 0.83 0.90 0.44 0.41 0.22 0.73 0.22 0.92 0.08 0.21 0.52 0.63 0.41 0.97 0.29 0.05 0.62 0.25 0.34 0.43 0.00 0.68 0.41 0.40 0.76 0.35 0.30 1.00 ]
];
