D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 84;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.57 0.33 0.25 0.64 1.00 0.52 0.73 0.23 0.31 0.23 0.86 0.92 0.78 0.64 0.93 0.33 0.28 0.28 0.46 0.26 0.97 0.23 0.80 0.28 0.40 0.78 0.83 0.25 0.42 0.64 0.01 0.97 0.50 0.65 0.50 0.31 0.66 0.15 0.50 0.42 0.89 0.05 0.17 0.64 0.67 0.94 0.54 0.16 0.88 0.47 0.27 0.33 0.09 0.35 0.46 0.97 0.54 0.39 0.60 0.55 0.72 0.72 0.68 0.00 0.80 0.00 0.61 0.23 0.94 0.12 0.46 0.55 0.28 0.10 0.40 0.00 0.17 0.46 0.15 0.31 0.85 0.20 0.93 ]
[0.57 1.00 0.34 0.74 0.09 0.72 0.99 0.92 0.60 0.50 0.70 0.16 0.28 0.93 0.28 0.08 0.34 0.60 0.70 0.33 0.72 0.44 0.55 0.98 0.41 0.33 0.83 0.35 0.70 0.82 0.89 0.80 0.68 0.57 0.25 0.94 1.00 0.52 0.77 0.44 0.89 0.77 0.54 0.27 0.24 0.14 0.97 0.31 0.08 0.27 0.56 0.34 0.69 0.93 0.55 0.24 0.06 0.30 0.77 0.98 0.56 0.68 0.49 0.43 0.68 0.48 0.78 0.38 0.99 0.95 0.58 0.85 0.44 0.35 0.68 0.75 0.23 0.79 0.53 0.19 0.92 0.12 0.57 0.73 ]
[0.33 0.34 1.00 0.23 0.68 0.43 0.85 0.64 0.88 0.09 0.23 0.80 0.42 0.23 0.01 0.27 0.35 0.51 0.10 0.86 0.04 0.08 0.24 0.60 0.54 0.22 0.43 0.37 0.48 0.18 0.17 0.94 0.09 0.38 0.71 0.88 0.78 0.68 0.50 0.58 0.97 0.47 0.34 0.57 0.14 0.65 0.67 0.69 0.23 0.45 0.92 0.56 0.00 0.19 0.93 0.52 0.34 0.63 0.64 0.28 0.18 0.71 0.10 0.93 0.08 0.39 0.58 0.78 0.12 0.85 0.38 0.38 0.02 0.15 0.67 0.17 0.51 0.15 0.85 0.71 0.80 0.31 0.67 0.93 ]
[0.25 0.74 0.23 1.00 0.13 0.15 0.37 0.86 0.40 0.33 0.47 0.19 0.71 0.11 0.59 0.94 0.70 0.79 0.82 1.00 0.26 0.84 0.66 0.33 0.86 0.36 0.84 0.55 0.39 0.13 0.24 0.01 0.32 0.14 0.51 0.28 0.04 0.78 0.46 0.33 0.20 0.55 0.23 0.50 0.01 0.64 0.07 0.32 0.75 0.39 0.05 0.68 0.37 0.30 0.18 0.44 0.85 0.89 0.55 0.54 0.86 0.85 0.56 0.98 0.18 0.91 0.43 0.29 0.77 0.55 0.14 0.58 0.24 0.48 0.47 0.36 0.24 0.44 0.38 0.52 0.47 0.43 0.37 0.50 ]
[0.64 0.09 0.68 0.13 1.00 0.19 0.48 0.76 0.48 0.53 0.45 0.88 0.63 0.70 0.33 0.71 0.77 0.43 0.62 0.07 0.30 0.18 0.86 0.59 0.25 0.41 0.07 0.81 0.22 0.96 0.61 0.80 0.62 0.36 0.62 0.29 0.66 0.48 0.41 0.43 0.51 0.30 0.16 0.38 0.32 0.08 0.14 0.45 0.35 0.57 0.40 0.19 0.80 0.77 0.09 0.62 0.82 0.09 0.23 0.88 0.82 0.27 0.26 0.14 0.70 0.57 0.04 0.27 0.79 0.62 0.42 0.51 0.32 0.43 0.55 0.97 0.25 0.32 0.83 0.35 0.11 0.36 0.56 0.58 ]
[1.00 0.72 0.43 0.15 0.19 1.00 0.48 0.35 0.53 0.69 0.66 0.42 0.37 0.52 0.24 0.06 0.05 0.46 0.77 1.00 0.93 0.19 0.60 0.66 0.10 0.28 0.67 0.87 0.94 0.44 0.20 0.33 0.69 0.94 0.69 0.82 0.03 0.84 0.39 0.90 0.26 0.03 0.41 0.29 0.84 0.20 0.83 0.95 0.07 0.11 0.14 0.89 0.75 0.33 0.95 0.56 0.48 0.79 0.82 0.16 0.99 0.44 0.94 0.85 0.64 0.69 0.91 0.44 0.62 0.03 0.26 0.59 0.59 0.26 0.89 0.50 0.75 0.18 0.23 0.45 0.02 0.70 0.79 0.85 ]
[0.52 0.99 0.85 0.37 0.48 0.48 1.00 0.22 0.92 0.98 0.96 0.41 0.73 0.49 0.93 0.99 0.05 0.59 0.79 0.58 0.50 0.10 0.72 0.10 0.51 0.83 0.02 0.15 0.81 0.31 0.35 0.55 1.00 0.50 0.24 0.08 0.99 0.14 0.26 0.64 0.27 0.33 0.34 0.37 0.32 0.16 0.51 0.25 0.97 0.45 0.16 0.23 0.95 0.10 0.96 0.37 0.53 0.45 0.80 0.26 0.92 0.23 0.07 0.86 0.33 0.61 0.67 0.08 0.64 0.49 0.30 0.44 0.24 0.64 0.17 0.16 0.20 0.57 0.15 0.66 0.85 0.54 0.93 0.40 ]
[0.73 0.92 0.64 0.86 0.76 0.35 0.22 1.00 0.09 0.56 0.33 0.45 0.15 0.71 0.94 0.14 0.39 0.33 0.66 0.05 0.78 0.50 0.05 0.12 0.03 0.45 0.62 0.47 0.10 0.70 0.35 0.40 0.29 0.03 0.42 0.96 0.30 0.26 0.54 0.31 0.17 0.03 0.91 0.21 0.30 0.63 0.93 0.36 0.41 0.80 0.60 0.95 0.95 0.74 0.38 0.35 0.10 0.99 0.17 0.12 0.27 0.34 0.36 0.37 0.08 0.79 0.26 0.15 0.35 0.19 0.50 0.44 0.27 0.85 0.35 0.60 0.68 0.33 0.34 0.04 0.59 0.21 0.13 0.11 ]
[0.23 0.60 0.88 0.40 0.48 0.53 0.92 0.09 1.00 0.49 0.25 0.32 0.51 0.55 0.34 0.77 0.14 0.64 0.98 0.45 0.20 0.08 0.08 0.94 0.32 0.81 0.18 0.76 0.43 0.16 0.78 0.33 0.13 0.21 0.32 1.00 0.98 0.30 0.40 0.39 0.88 0.85 0.89 0.41 0.49 0.92 0.71 0.23 0.78 0.63 0.81 0.24 0.46 0.16 0.65 0.62 0.72 0.95 0.17 0.30 0.94 0.24 0.88 0.66 0.31 0.06 0.84 0.52 0.92 0.22 0.19 0.95 0.82 0.40 0.23 0.60 0.60 0.59 0.58 0.44 0.09 0.83 0.85 0.72 ]
[0.31 0.50 0.09 0.33 0.53 0.69 0.98 0.56 0.49 1.00 0.94 0.40 0.35 0.25 0.78 0.60 0.81 0.42 0.63 0.37 0.93 0.45 0.96 0.61 0.25 0.51 0.87 0.23 0.15 0.04 0.46 0.53 0.54 0.78 0.06 0.33 0.70 0.82 0.13 0.92 0.47 0.70 0.02 0.15 0.13 0.20 0.78 0.46 0.95 0.84 0.92 0.06 0.18 0.99 0.06 0.59 0.75 0.13 0.65 0.82 0.48 0.00 0.16 0.18 0.59 0.45 0.71 0.54 0.84 0.62 0.80 0.49 0.62 0.72 0.28 0.27 0.31 0.20 0.01 0.55 0.37 0.10 0.38 0.44 ]
