D = 2;
n = [ 2 2 ];
N = 12;
d = [1 1 1 1 1 1 2 2 2 2 2 2 ];
m = [
[1.00 0.02 0.02 0.61 0.93 0.32 0.47 0.61 0.85 0.72 0.30 0.81 ]
[0.02 1.00 0.92 0.35 0.15 0.11 0.55 0.71 0.83 0.92 0.66 0.90 ]
[0.02 0.92 1.00 0.92 0.19 0.52 0.25 0.99 0.18 0.63 0.23 0.98 ]
[0.61 0.35 0.92 1.00 0.30 0.45 0.18 0.56 0.52 0.27 0.25 0.10 ]
[0.93 0.15 0.19 0.30 1.00 0.26 0.30 0.59 0.08 0.70 0.63 0.81 ]
[0.32 0.11 0.52 0.45 0.26 1.00 0.80 0.83 0.85 0.48 0.52 0.84 ]
[0.47 0.55 0.25 0.18 0.30 0.80 1.00 0.49 0.07 0.63 0.63 0.79 ]
[0.61 0.71 0.99 0.56 0.59 0.83 0.49 1.00 0.67 0.38 0.77 0.19 ]
[0.85 0.83 0.18 0.52 0.08 0.85 0.07 0.67 1.00 0.82 0.95 0.18 ]
[0.72 0.92 0.63 0.27 0.70 0.48 0.63 0.38 0.82 1.00 0.42 0.23 ]
[0.30 0.66 0.23 0.25 0.63 0.52 0.63 0.77 0.95 0.42 1.00 0.68 ]
[0.81 0.90 0.98 0.10 0.81 0.84 0.79 0.19 0.18 0.23 0.68 1.00 ]
];
