D = 6;
n = [ 3 3 3 3 3 3 ];
N = 31;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 ];
m = [
[1.00 0.83 0.68 0.63 0.86 0.55 0.97 0.11 0.38 0.67 0.26 0.27 0.94 0.50 0.28 0.43 0.78 0.13 0.43 0.39 0.36 0.73 0.21 0.72 0.30 0.34 0.38 0.65 0.28 0.04 0.77 ]
[0.83 1.00 0.23 0.86 0.79 0.44 0.89 0.98 0.58 0.17 0.96 0.55 0.10 0.74 0.58 0.59 0.18 0.84 0.86 0.64 0.85 0.31 0.34 0.01 0.50 0.35 0.28 0.85 0.66 0.39 0.58 ]
[0.68 0.23 1.00 0.23 0.30 0.07 0.59 0.61 0.83 0.42 0.46 0.48 0.00 0.05 0.69 0.09 0.58 0.10 0.63 0.97 0.27 0.21 0.44 0.30 0.63 0.31 0.84 0.53 0.83 0.37 0.19 ]
[0.63 0.86 0.23 1.00 0.38 0.03 0.72 0.09 0.07 0.03 0.91 0.44 0.46 0.07 0.24 0.11 0.74 0.27 0.51 0.55 0.37 0.66 0.17 0.73 0.12 0.55 0.52 0.85 0.32 0.21 0.56 ]
[0.86 0.79 0.30 0.38 1.00 0.34 0.68 0.49 0.10 0.53 0.62 0.48 0.73 0.07 0.45 0.22 0.82 0.71 0.07 0.42 0.66 0.35 0.62 0.21 0.01 0.71 0.70 0.31 0.54 0.53 0.91 ]
[0.55 0.44 0.07 0.03 0.34 1.00 0.70 0.91 0.14 0.66 0.39 0.16 0.94 0.57 0.32 0.23 0.22 0.60 0.47 0.59 0.66 0.59 0.34 0.98 0.05 0.73 0.59 0.49 0.67 0.34 0.08 ]
[0.97 0.89 0.59 0.72 0.68 0.70 1.00 0.15 0.94 0.37 0.25 0.06 0.10 0.67 0.88 0.82 0.24 0.25 0.81 0.74 0.16 0.83 0.59 0.69 0.17 0.16 0.87 0.96 0.62 0.57 0.22 ]
[0.11 0.98 0.61 0.09 0.49 0.91 0.15 1.00 0.08 0.43 0.41 0.16 0.74 0.10 0.83 0.65 0.34 0.01 0.84 0.68 1.00 0.60 0.59 0.52 0.99 0.78 0.53 0.21 0.24 0.51 0.96 ]
[0.38 0.58 0.83 0.07 0.10 0.14 0.94 0.08 1.00 0.52 0.52 0.81 0.59 0.90 0.12 0.03 0.71 0.93 0.73 0.71 0.47 0.30 0.55 0.52 0.38 0.55 0.71 0.08 0.87 0.84 0.26 ]
[0.67 0.17 0.42 0.03 0.53 0.66 0.37 0.43 0.52 1.00 0.36 0.70 0.59 0.41 0.81 0.65 0.58 0.07 0.28 0.17 0.90 0.39 0.36 0.43 0.51 0.74 0.21 0.54 0.48 0.46 0.82 ]
[0.26 0.96 0.46 0.91 0.62 0.39 0.25 0.41 0.52 0.36 1.00 0.76 0.28 0.19 0.94 0.14 0.99 0.65 0.05 0.78 0.12 0.46 0.88 0.02 0.18 0.92 0.02 0.22 0.95 0.49 0.43 ]
[0.27 0.55 0.48 0.44 0.48 0.16 0.06 0.16 0.81 0.70 0.76 1.00 0.24 0.28 0.72 0.91 0.47 0.05 0.75 0.19 0.62 0.99 0.39 0.26 0.08 0.75 0.54 0.79 0.41 0.03 0.43 ]
[0.94 0.10 0.00 0.46 0.73 0.94 0.10 0.74 0.59 0.59 0.28 0.24 1.00 0.21 0.71 0.07 0.13 0.67 0.05 0.56 0.78 0.65 0.08 0.15 0.66 0.52 0.74 0.67 0.82 0.16 0.50 ]
[0.50 0.74 0.05 0.07 0.07 0.57 0.67 0.10 0.90 0.41 0.19 0.28 0.21 1.00 0.93 0.30 0.71 0.19 0.42 0.46 0.88 0.19 0.42 0.68 0.68 0.29 0.71 0.63 0.98 0.89 0.19 ]
[0.28 0.58 0.69 0.24 0.45 0.32 0.88 0.83 0.12 0.81 0.94 0.72 0.71 0.93 1.00 0.46 0.06 0.28 0.41 0.30 0.91 0.68 0.86 0.41 0.72 0.35 0.60 0.17 0.25 0.14 0.30 ]
[0.43 0.59 0.09 0.11 0.22 0.23 0.82 0.65 0.03 0.65 0.14 0.91 0.07 0.30 0.46 1.00 0.00 0.65 0.93 0.92 0.09 0.03 0.35 0.24 0.80 0.87 0.44 0.74 0.80 0.27 0.12 ]
[0.78 0.18 0.58 0.74 0.82 0.22 0.24 0.34 0.71 0.58 0.99 0.47 0.13 0.71 0.06 0.00 1.00 0.54 0.83 0.00 0.20 0.20 0.17 0.70 0.71 0.74 0.25 0.38 0.26 0.62 0.45 ]
[0.13 0.84 0.10 0.27 0.71 0.60 0.25 0.01 0.93 0.07 0.65 0.05 0.67 0.19 0.28 0.65 0.54 1.00 0.07 0.81 0.11 0.15 0.41 0.19 0.48 0.48 0.91 0.43 0.40 0.45 0.98 ]
