D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 90;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.33 0.66 0.05 0.58 0.23 0.71 0.62 0.86 0.79 0.66 0.41 0.03 0.70 0.49 0.26 0.92 0.72 0.02 0.70 0.96 0.21 0.12 0.57 0.48 0.40 0.44 0.23 0.65 0.59 0.48 0.12 0.11 0.69 0.72 0.66 0.55 0.13 0.72 0.94 0.22 0.82 0.79 0.46 0.58 0.86 0.54 0.55 0.98 0.99 0.46 0.01 0.88 0.84 0.19 0.96 0.20 0.25 0.28 0.16 0.16 0.35 0.89 0.43 0.67 0.28 0.19 0.35 0.93 0.56 0.05 0.90 0.76 0.04 0.21 0.75 0.54 0.33 0.69 0.87 0.34 0.69 0.13 0.22 0.81 0.18 0.63 0.53 0.42 0.22 ]
[0.33 1.00 0.50 0.09 0.15 0.07 0.18 0.15 0.31 0.72 0.69 0.57 0.03 0.47 0.64 0.98 0.46 0.24 0.78 0.60 0.54 0.30 0.62 0.32 0.31 0.82 0.09 0.13 0.76 0.94 0.41 0.61 0.28 0.57 0.67 0.22 0.94 0.44 0.17 0.21 0.52 0.47 0.66 0.20 0.74 0.22 0.64 0.59 0.77 0.45 0.35 0.91 0.10 0.08 0.21 0.02 0.64 0.44 0.04 0.75 0.32 0.17 0.41 0.10 0.94 0.71 0.94 0.36 0.14 0.40 0.80 0.31 0.54 0.48 0.49 0.38 0.31 0.59 0.74 0.51 0.06 0.85 0.16 0.69 0.77 0.71 0.48 0.31 0.29 0.74 ]
[0.66 0.50 1.00 0.26 0.28 0.03 0.15 0.74 0.50 0.73 0.16 0.30 0.45 0.11 0.80 0.89 0.66 0.46 0.03 0.16 0.96 0.88 0.28 0.32 0.09 0.95 0.20 0.61 0.82 0.23 0.40 0.83 0.47 0.66 0.91 0.63 0.85 0.28 0.38 0.13 0.26 0.80 0.60 0.31 0.14 0.39 0.99 0.53 0.87 0.03 0.84 0.12 0.47 0.03 0.71 0.15 0.78 0.25 0.11 0.62 0.87 0.08 0.11 0.70 0.99 0.15 0.92 0.02 0.12 0.35 0.19 0.57 0.55 0.33 0.14 0.80 0.64 1.00 0.07 0.13 0.43 0.88 0.35 0.56 0.06 0.06 0.66 0.31 0.72 0.30 ]
[0.05 0.09 0.26 1.00 0.85 0.06 0.10 0.19 0.22 0.61 0.77 0.18 0.43 0.69 0.53 0.45 0.35 0.23 0.44 0.99 0.10 0.48 0.67 0.96 0.35 0.61 0.11 0.84 0.44 0.75 0.22 0.82 0.96 0.94 0.54 0.44 0.39 0.23 0.16 0.42 0.94 0.48 0.86 0.41 0.79 0.05 0.36 0.34 0.18 0.79 0.08 0.93 0.01 0.51 0.17 0.66 0.65 0.10 0.13 0.01 0.95 0.65 0.08 0.04 0.87 0.51 0.63 0.56 0.55 0.47 0.47 0.47 0.71 0.15 0.81 0.20 0.67 0.57 0.05 0.74 0.36 0.29 0.53 0.04 0.93 0.36 0.50 0.32 0.18 0.44 ]
[0.58 0.15 0.28 0.85 1.00 0.08 0.50 0.87 0.60 0.07 0.91 0.35 0.05 0.81 0.91 0.60 0.33 0.98 0.32 0.17 0.03 0.83 0.97 0.70 0.56 0.74 0.69 0.10 0.97 0.99 0.21 0.34 0.23 0.86 0.07 0.16 0.82 0.74 0.28 0.71 0.15 0.99 0.30 0.54 0.33 0.63 0.22 0.02 0.09 0.43 0.23 0.48 0.03 0.31 0.28 0.91 0.20 0.32 0.94 0.95 0.47 0.61 0.27 0.09 0.99 0.13 0.69 0.60 0.45 0.90 0.87 0.38 0.09 0.68 0.77 0.27 0.85 0.37 0.95 0.61 0.88 0.86 0.56 0.70 0.04 0.78 0.22 0.46 0.06 0.72 ]
[0.23 0.07 0.03 0.06 0.08 1.00 0.62 0.32 0.95 1.00 0.18 0.06 0.96 0.66 0.97 0.01 0.69 0.67 0.95 0.00 0.96 0.59 1.00 0.06 0.52 0.27 0.08 0.29 0.50 0.13 0.43 0.11 0.76 0.32 0.95 0.57 0.96 0.02 0.30 0.11 0.54 0.44 0.61 0.80 0.68 0.99 0.72 0.15 0.75 0.11 0.01 0.66 0.42 0.64 0.01 0.28 0.14 0.26 0.43 0.32 0.47 0.57 0.20 0.96 0.26 0.51 0.68 0.30 0.34 0.37 0.76 0.23 0.07 0.06 0.01 0.20 0.12 0.68 0.84 0.91 0.33 0.11 0.03 0.60 0.44 0.43 0.15 0.68 0.59 0.19 ]
[0.71 0.18 0.15 0.10 0.50 0.62 1.00 0.17 0.50 0.52 0.48 0.99 0.01 0.35 0.49 0.79 0.05 0.11 0.41 0.75 0.21 0.44 0.19 0.44 0.14 0.19 0.11 0.52 0.44 0.44 0.02 0.59 0.07 0.72 0.07 0.01 0.38 0.14 0.95 0.97 0.96 0.33 0.59 0.18 0.11 0.95 0.44 0.92 0.52 0.04 0.72 0.28 0.44 0.04 0.66 0.66 0.19 0.96 0.86 0.54 0.44 0.41 0.28 0.35 0.65 0.38 0.78 0.20 0.60 0.08 0.01 0.14 0.61 0.99 0.48 0.87 0.56 0.89 0.44 0.55 0.83 0.74 0.01 0.99 0.95 0.31 0.20 0.50 0.74 0.22 ]
[0.62 0.15 0.74 0.19 0.87 0.32 0.17 1.00 0.06 0.25 0.76 0.40 0.73 0.76 0.86 0.73 0.59 0.17 0.37 0.48 0.76 0.47 0.06 0.01 0.41 0.25 0.29 0.56 0.68 0.28 0.27 0.11 0.58 0.59 0.97 0.73 0.87 0.21 0.83 0.74 0.35 0.17 0.50 0.10 0.38 0.61 0.61 0.63 0.63 0.48 0.21 0.48 0.20 0.09 0.19 0.26 0.02 0.19 0.56 0.93 0.38 0.45 0.36 0.43 0.16 0.03 0.29 0.32 0.27 0.69 0.82 0.31 0.49 0.22 0.93 0.17 0.44 0.52 0.26 0.89 0.20 0.16 0.43 0.30 0.33 0.41 0.32 0.54 0.51 0.50 ]
[0.86 0.31 0.50 0.22 0.60 0.95 0.50 0.06 1.00 0.81 0.98 0.12 0.38 0.27 0.41 0.44 0.57 0.50 0.27 0.28 0.21 0.91 0.43 0.59 0.76 0.85 0.39 0.87 0.55 0.19 0.18 0.41 0.08 0.54 0.52 0.62 0.32 0.82 0.81 0.29 0.06 0.67 0.63 0.95 0.18 0.42 0.20 0.56 0.53 0.11 0.86 0.42 0.97 0.39 0.69 0.98 0.17 0.90 0.33 0.11 0.92 0.68 0.36 0.75 0.03 0.72 0.24 0.58 0.26 0.09 0.08 0.97 0.26 0.33 0.40 0.13 0.65 0.70 0.73 0.91 0.54 0.90 0.34 0.12 0.37 0.84 0.05 0.10 0.40 0.36 ]
[0.79 0.72 0.73 0.61 0.07 1.00 0.52 0.25 0.81 1.00 0.13 0.37 0.71 0.57 0.60 0.11 0.61 1.00 0.32 0.56 0.97 0.00 0.23 0.70 0.17 0.04 0.95 0.42 0.68 0.14 1.00 0.80 0.78 0.56 0.24 0.22 0.25 0.37 0.56 0.01 0.06 0.00 0.28 0.03 0.92 0.11 0.52 0.93 0.55 0.66 0.07 0.18 0.98 0.76 0.36 0.99 0.40 0.69 0.01 0.67 0.72 0.98 0.29 0.97 0.31 0.11 0.43 0.22 0.85 0.27 0.45 0.10 0.98 0.10 0.66 0.86 0.45 0.85 0.29 0.95 0.86 0.84 0.11 0.48 0.25 0.41 0.76 0.30 0.49 0.34 ]
