D = 2;
n = [ 1 1 ];
N = 70;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.55 0.50 0.33 0.39 0.56 0.60 0.47 0.28 0.67 0.65 0.20 0.32 0.53 0.63 0.44 0.74 0.45 0.28 0.78 0.07 0.23 0.80 0.27 0.09 0.66 0.79 0.30 0.13 0.91 0.35 0.13 0.74 0.80 0.59 0.51 0.01 0.23 0.41 0.58 0.16 0.01 0.83 0.40 0.09 0.41 0.18 0.49 0.40 0.63 0.52 0.80 0.20 0.37 0.72 0.95 0.46 0.93 0.71 0.85 0.59 0.30 0.20 0.80 0.88 0.07 0.98 0.51 0.84 0.93 ]
[0.55 1.00 0.38 0.01 0.57 0.18 0.70 0.28 0.60 0.81 0.23 0.87 0.17 0.77 0.42 0.98 0.70 0.23 0.74 0.37 0.02 0.57 0.28 0.27 0.41 0.92 0.82 0.23 0.53 0.27 0.01 0.60 0.04 1.00 0.97 0.97 0.65 0.00 0.76 0.66 0.87 0.73 0.14 0.93 0.29 0.81 0.44 0.54 0.35 0.78 0.13 0.37 0.39 0.87 0.28 0.03 0.01 0.28 0.93 0.65 0.23 0.33 0.73 0.73 0.54 1.00 0.92 0.29 0.30 0.10 ]
[0.50 0.38 1.00 0.33 1.00 0.58 0.45 0.03 0.13 0.24 0.97 0.33 0.53 0.18 0.69 0.88 0.99 0.70 0.93 0.29 0.32 0.45 0.93 0.42 0.32 0.59 0.38 0.12 0.65 0.09 0.26 0.10 0.75 0.51 0.03 0.18 0.77 0.66 0.72 0.32 0.43 0.24 0.14 0.61 0.76 0.20 0.59 0.46 0.70 0.30 0.72 0.28 0.20 0.18 0.11 0.04 0.94 0.17 0.58 0.41 0.07 0.91 0.19 0.39 0.95 0.60 0.38 0.40 0.06 0.38 ]
[0.33 0.01 0.33 1.00 0.26 0.80 0.45 0.14 0.85 0.90 0.55 0.79 0.63 0.03 0.66 0.97 0.23 0.63 0.15 0.08 0.79 0.90 0.53 0.38 0.96 0.96 0.40 0.98 0.10 0.16 0.31 0.43 0.18 0.52 0.45 0.20 0.77 0.19 0.83 0.12 0.12 0.24 0.29 0.15 0.10 0.50 0.08 0.13 0.62 0.84 0.71 0.48 0.00 0.23 0.29 0.89 0.02 0.66 0.17 0.17 0.71 0.19 0.37 0.18 0.87 0.19 0.87 0.54 0.83 0.54 ]
[0.39 0.57 1.00 0.26 1.00 0.17 0.42 0.50 0.50 0.68 0.56 0.87 0.43 0.11 0.85 0.40 0.07 0.93 0.46 0.59 0.14 0.52 0.78 0.85 0.02 0.15 0.08 0.94 0.13 0.72 0.38 0.78 0.01 0.07 0.62 0.72 0.02 0.60 0.12 0.80 0.63 0.50 0.34 0.67 0.65 0.19 0.63 0.17 0.51 0.17 0.40 0.08 0.60 0.78 0.29 0.82 0.03 0.35 0.94 0.52 0.97 0.78 0.32 0.94 0.50 0.84 0.14 0.32 0.29 0.03 ]
[0.56 0.18 0.58 0.80 0.17 1.00 0.51 0.28 0.02 0.89 0.28 0.16 0.31 0.49 0.30 0.16 0.41 0.62 0.82 0.13 0.63 0.39 0.84 0.31 0.36 0.85 0.95 0.09 0.85 0.18 0.41 0.97 0.05 0.01 0.80 0.25 0.01 0.78 0.04 0.09 0.23 0.03 0.36 0.85 0.46 0.65 0.17 0.24 0.85 0.85 0.81 0.75 0.61 0.16 0.29 0.38 0.75 0.65 0.84 0.21 0.61 0.46 0.92 0.59 0.73 0.96 0.19 0.04 0.92 0.12 ]
[0.60 0.70 0.45 0.45 0.42 0.51 1.00 0.17 0.70 0.36 0.06 0.21 0.44 0.75 0.55 0.41 0.48 0.42 0.73 0.00 0.35 0.27 0.78 0.95 0.45 0.30 0.62 0.44 0.67 0.77 0.10 0.34 0.45 0.35 0.56 0.02 0.29 0.87 0.19 0.89 0.36 0.92 0.26 0.43 0.74 0.81 0.68 0.69 0.10 0.18 0.93 0.22 0.92 0.77 0.56 0.92 0.87 0.73 0.82 0.83 0.04 0.20 0.61 0.64 0.62 0.96 0.56 0.67 0.46 0.53 ]
[0.47 0.28 0.03 0.14 0.50 0.28 0.17 1.00 0.82 0.79 0.80 0.30 0.52 0.02 0.56 0.11 0.02 0.97 0.62 0.43 0.97 0.10 0.88 0.15 0.13 0.40 0.91 0.14 0.49 0.14 0.49 0.22 0.19 0.69 0.89 0.33 0.67 0.34 0.32 0.27 0.64 0.57 0.86 0.48 0.41 0.99 0.41 0.89 0.81 0.44 0.48 0.58 0.27 0.60 0.06 0.64 0.32 0.81 0.98 0.01 0.04 0.50 0.39 0.11 0.16 0.96 0.92 0.74 0.80 0.30 ]
[0.28 0.60 0.13 0.85 0.50 0.02 0.70 0.82 1.00 0.67 0.31 0.84 0.08 0.91 0.43 0.75 0.85 0.76 0.87 0.28 0.01 0.95 0.08 0.06 0.26 0.99 0.34 0.64 0.30 0.83 0.06 0.03 0.21 0.07 0.90 0.86 0.81 0.35 0.85 0.32 0.99 0.19 0.59 0.21 0.87 0.27 0.06 0.52 0.25 0.64 0.03 0.55 0.23 0.47 0.37 0.03 0.40 0.21 0.93 0.99 0.69 0.94 0.98 0.52 0.87 0.33 0.48 0.61 0.21 0.23 ]
[0.67 0.81 0.24 0.90 0.68 0.89 0.36 0.79 0.67 1.00 0.57 0.90 0.86 0.72 0.69 0.92 0.04 0.34 0.91 0.97 0.81 0.38 0.10 0.69 0.29 0.55 0.26 0.84 0.48 0.28 0.52 0.75 0.08 0.81 0.48 0.13 0.81 0.07 0.46 0.68 0.75 0.80 0.58 0.92 0.03 0.55 0.09 0.25 0.14 0.60 0.42 0.43 0.76 0.55 0.83 0.12 0.18 0.84 0.15 0.23 0.98 0.21 0.38 0.14 0.54 0.18 0.19 0.47 0.04 0.60 ]
[0.65 0.23 0.97 0.55 0.56 0.28 0.06 0.80 0.31 0.57 1.00 0.16 0.08 0.79 0.67 0.09 0.75 0.47 0.26 0.03 0.21 0.58 0.88 0.77 0.95 0.07 0.75 0.06 0.85 0.35 0.18 0.20 0.97 0.50 0.60 0.50 0.38 0.17 0.96 0.13 0.28 0.76 0.26 0.51 0.25 0.95 0.23 0.85 0.72 0.03 0.06 0.20 0.42 0.06 0.81 0.71 0.35 0.92 0.64 0.71 0.36 0.61 0.05 0.99 0.95 0.81 0.29 0.51 0.58 0.79 ]
