D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 46;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.13 0.28 0.67 0.27 0.55 0.97 0.92 0.20 0.52 0.86 0.96 0.86 0.99 0.32 0.12 0.42 0.30 0.97 0.49 0.46 0.28 0.46 0.24 0.16 0.01 0.36 0.61 0.02 0.16 0.88 0.02 0.09 0.06 0.57 0.84 0.52 0.92 0.78 0.18 0.16 0.52 0.76 0.07 0.41 0.18 ]
[0.13 1.00 0.37 0.38 0.13 0.71 0.18 0.02 0.70 0.39 0.26 0.08 0.90 0.45 0.81 0.99 0.34 0.82 0.77 0.75 0.19 0.61 0.74 0.18 0.60 0.45 0.26 0.46 0.09 0.97 0.67 0.55 0.14 0.64 0.33 0.87 0.92 0.16 0.99 0.55 0.68 0.80 0.28 0.09 0.16 0.11 ]
[0.28 0.37 1.00 0.54 0.10 0.60 0.08 0.05 0.03 0.17 0.00 0.81 0.19 0.31 0.49 0.39 0.22 0.77 0.81 0.11 0.27 0.52 0.64 0.77 0.26 0.25 0.60 0.88 0.07 0.35 0.98 0.16 0.15 0.57 0.84 0.19 0.63 0.04 0.56 0.69 0.67 0.49 0.37 0.10 0.67 0.01 ]
[0.67 0.38 0.54 1.00 0.79 0.37 0.09 0.54 0.06 0.24 0.53 0.74 0.94 0.62 0.64 0.34 0.84 0.30 0.24 0.03 0.49 0.60 0.76 0.91 0.77 0.27 0.72 0.48 0.44 0.29 0.52 0.94 0.27 0.14 0.69 0.29 0.11 0.21 0.19 0.64 0.16 0.16 0.89 0.12 0.02 0.77 ]
[0.27 0.13 0.10 0.79 1.00 0.24 0.86 0.65 0.12 0.30 0.48 0.54 0.22 0.34 0.61 0.46 0.45 0.88 0.18 0.45 0.38 0.13 0.78 0.33 0.33 0.14 0.67 0.39 0.16 0.92 0.32 0.27 0.53 0.71 0.93 0.91 0.27 0.89 0.14 0.08 0.63 0.73 0.11 0.05 0.89 0.47 ]
[0.55 0.71 0.60 0.37 0.24 1.00 0.80 0.43 1.00 0.19 0.27 0.39 0.47 0.57 0.23 0.30 0.59 0.68 0.99 0.57 0.75 0.68 0.50 0.81 0.65 0.13 0.45 0.61 0.59 0.05 0.05 0.79 0.88 0.37 0.42 0.98 0.41 0.74 0.29 0.23 0.09 0.84 0.09 0.25 0.98 0.78 ]
[0.97 0.18 0.08 0.09 0.86 0.80 1.00 0.89 0.09 0.75 0.35 0.95 0.02 1.00 0.73 0.31 0.67 0.98 0.19 0.11 0.62 0.24 0.66 0.31 0.93 0.84 0.42 0.70 0.60 0.15 0.44 0.41 0.63 0.78 0.80 0.78 0.33 0.04 0.60 0.42 0.53 0.35 0.40 0.62 0.80 0.77 ]
[0.92 0.02 0.05 0.54 0.65 0.43 0.89 1.00 0.41 0.47 0.40 0.84 0.46 0.48 0.69 0.08 0.79 0.57 0.78 0.87 0.58 0.18 0.09 0.73 0.82 0.65 0.23 0.74 0.21 0.61 0.07 0.23 0.18 0.36 0.35 0.97 1.00 0.47 0.42 0.12 0.81 0.44 0.74 0.67 0.32 0.47 ]
[0.20 0.70 0.03 0.06 0.12 1.00 0.09 0.41 1.00 0.43 0.59 0.90 0.20 0.33 0.03 0.51 0.83 0.90 0.40 0.20 0.85 0.42 0.10 0.87 0.66 0.32 0.46 0.77 0.02 0.29 0.10 0.23 0.87 0.24 0.11 0.03 0.59 0.39 0.55 0.37 0.88 0.41 0.57 0.12 0.68 0.31 ]
[0.52 0.39 0.17 0.24 0.30 0.19 0.75 0.47 0.43 1.00 0.85 0.08 0.59 0.80 0.63 0.53 0.79 0.17 0.38 0.63 0.99 0.22 0.87 0.68 0.17 0.18 0.35 0.05 0.52 0.21 0.50 0.74 0.69 0.57 0.05 0.56 0.20 0.79 0.28 0.76 0.47 0.45 0.91 0.74 0.90 0.59 ]
