D = 4;
n = [ 2 2 2 2 ];
N = 13;
d = [1 1 1 2 2 2 3 3 3 4 4 4 4 ];
m = [
[1.00 0.19 0.42 0.45 0.23 0.76 0.45 0.29 0.51 0.64 0.27 0.90 0.87 ]
[0.19 1.00 0.46 0.90 0.04 0.94 0.23 0.24 0.60 0.17 0.19 0.80 0.20 ]
[0.42 0.46 1.00 0.16 0.12 0.61 0.36 0.80 0.89 0.27 0.82 0.56 0.48 ]
[0.45 0.90 0.16 1.00 0.41 0.04 0.29 0.37 0.57 0.53 0.97 0.21 0.11 ]
[0.23 0.04 0.12 0.41 1.00 0.05 0.83 0.18 0.09 0.79 0.36 0.69 0.23 ]
[0.76 0.94 0.61 0.04 0.05 1.00 0.82 0.09 0.61 0.71 0.28 0.58 0.49 ]
[0.45 0.23 0.36 0.29 0.83 0.82 1.00 0.75 0.09 0.41 0.99 0.79 0.43 ]
[0.29 0.24 0.80 0.37 0.18 0.09 0.75 1.00 0.85 0.06 0.82 0.25 0.44 ]
[0.51 0.60 0.89 0.57 0.09 0.61 0.09 0.85 1.00 0.63 0.52 0.56 0.73 ]
[0.64 0.17 0.27 0.53 0.79 0.71 0.41 0.06 0.63 1.00 0.33 0.18 0.60 ]
[0.27 0.19 0.82 0.97 0.36 0.28 0.99 0.82 0.52 0.33 1.00 0.50 0.59 ]
[0.90 0.80 0.56 0.21 0.69 0.58 0.79 0.25 0.56 0.18 0.50 1.00 0.41 ]
[0.87 0.20 0.48 0.11 0.23 0.49 0.43 0.44 0.73 0.60 0.59 0.41 1.00 ]
];
