D = 2;
n = [ 4 4 ];
N = 47;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.89 0.09 0.47 0.06 0.86 0.06 0.61 0.42 0.01 0.38 0.38 0.35 0.25 0.79 0.34 0.97 0.99 0.67 0.30 0.61 0.52 0.14 0.82 0.57 0.50 0.11 0.29 0.85 0.29 0.79 0.23 0.08 0.21 0.75 0.03 0.96 0.91 0.97 0.44 0.70 0.38 0.29 0.28 0.60 0.97 0.90 ]
[0.89 1.00 0.03 0.35 0.63 0.79 0.60 0.05 0.56 0.86 0.83 0.07 0.27 0.08 0.16 0.17 0.64 0.14 0.69 0.22 0.46 0.78 0.07 0.85 0.68 0.59 0.63 1.00 0.66 0.10 0.77 0.37 0.05 0.11 0.94 0.26 0.01 0.92 0.89 0.82 0.26 0.44 0.01 0.28 0.66 0.12 0.56 ]
[0.09 0.03 1.00 0.80 0.16 0.43 0.50 0.75 0.84 0.39 0.56 0.70 0.62 0.76 0.60 0.20 0.78 0.03 0.92 0.92 0.55 0.69 0.49 0.38 0.97 0.19 0.54 0.30 0.91 0.97 0.46 0.22 0.61 0.45 0.25 0.73 0.31 0.23 0.46 0.84 0.03 0.59 0.77 0.51 0.06 0.18 0.47 ]
[0.47 0.35 0.80 1.00 0.43 0.35 0.06 0.92 0.46 0.95 0.09 0.98 0.14 0.75 0.06 0.38 0.72 0.31 0.65 0.43 0.52 0.80 0.90 0.91 0.68 0.43 0.59 0.51 0.00 0.28 0.94 0.57 0.77 0.21 0.63 0.02 0.77 0.27 0.32 0.36 0.23 0.27 0.50 0.33 0.61 0.93 0.33 ]
[0.06 0.63 0.16 0.43 1.00 0.63 0.89 0.43 0.21 0.05 0.95 0.86 0.19 0.60 0.19 0.90 0.49 0.46 0.55 0.42 0.60 0.43 0.94 0.57 0.28 0.81 0.39 0.72 0.48 0.45 0.20 0.82 0.84 0.70 0.48 0.68 0.42 0.93 0.17 0.61 0.75 0.19 0.48 0.43 0.07 0.98 0.22 ]
[0.86 0.79 0.43 0.35 0.63 1.00 0.48 0.26 0.19 0.39 0.04 0.73 0.37 0.34 0.05 0.11 0.22 0.01 0.88 0.44 0.18 0.19 0.48 0.37 0.57 0.99 0.17 0.39 0.41 0.03 0.45 0.77 0.60 0.90 0.18 0.65 0.29 0.38 0.46 0.31 0.67 0.46 0.83 0.35 0.03 0.10 0.05 ]
[0.06 0.60 0.50 0.06 0.89 0.48 1.00 0.71 0.21 0.81 0.57 0.21 0.54 0.03 0.85 0.06 0.98 0.03 0.70 0.75 0.22 0.54 0.55 0.51 0.39 0.22 0.29 0.44 0.22 0.74 0.57 0.93 0.65 0.21 0.99 0.89 0.15 0.63 0.39 0.71 0.56 0.43 0.61 0.84 0.61 0.81 0.78 ]
[0.61 0.05 0.75 0.92 0.43 0.26 0.71 1.00 0.75 0.71 0.01 0.03 0.04 0.94 0.50 0.26 0.04 0.41 0.41 0.71 0.30 0.87 0.64 0.53 0.40 0.89 0.31 0.51 0.54 0.86 0.07 0.44 0.53 0.99 0.53 0.65 0.59 0.18 0.53 0.35 0.16 0.33 0.41 0.69 0.55 1.00 0.39 ]
[0.42 0.56 0.84 0.46 0.21 0.19 0.21 0.75 1.00 0.70 0.26 0.00 0.64 0.29 0.09 0.88 0.08 0.13 0.20 0.70 0.56 0.54 0.68 0.41 0.99 0.38 0.65 0.62 0.99 0.33 0.79 0.59 0.21 0.40 0.46 0.83 0.98 0.13 0.29 0.43 0.10 0.09 0.55 0.90 0.84 0.46 0.73 ]
[0.01 0.86 0.39 0.95 0.05 0.39 0.81 0.71 0.70 1.00 0.88 0.05 0.56 0.20 0.13 0.76 0.70 0.71 0.14 0.06 0.60 0.69 0.40 0.41 0.93 0.87 1.00 0.26 0.57 0.71 0.92 0.61 0.94 0.96 0.66 0.55 0.71 0.30 0.46 0.14 0.09 0.47 0.07 0.71 0.68 0.01 0.24 ]
[0.38 0.83 0.56 0.09 0.95 0.04 0.57 0.01 0.26 0.88 1.00 0.40 0.92 0.17 0.08 0.93 0.70 0.20 0.08 0.48 0.26 0.23 0.09 0.44 0.52 0.54 0.86 0.28 0.40 0.40 0.19 0.11 0.61 0.64 0.28 0.60 0.26 0.36 0.24 0.39 0.95 0.48 0.50 0.85 0.53 0.46 0.32 ]
[0.38 0.07 0.70 0.98 0.86 0.73 0.21 0.03 0.00 0.05 0.40 1.00 0.54 0.05 0.49 0.35 0.42 0.96 0.01 0.72 0.45 0.10 0.69 0.20 0.66 0.90 0.05 0.84 0.43 0.20 0.45 0.97 0.59 0.97 0.47 0.74 0.46 0.42 0.98 0.28 0.55 0.87 0.39 0.87 0.01 0.02 0.74 ]
