D = 2;
n = [ 3 3 ];
N = 78;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.34 0.59 0.36 0.81 0.39 0.52 0.75 0.93 0.49 0.10 0.21 0.09 0.42 0.16 0.03 0.73 0.60 0.11 0.35 0.27 0.40 0.84 0.16 0.97 0.41 0.49 0.52 0.86 0.83 0.03 0.08 0.98 0.65 0.22 0.31 0.89 0.51 0.68 0.53 0.41 0.47 0.83 0.81 0.32 0.63 0.68 0.12 0.58 0.34 0.31 0.76 0.83 0.34 0.66 0.26 0.48 0.89 0.38 0.61 0.77 0.23 0.55 0.23 0.04 0.32 0.59 0.32 0.85 0.92 0.95 0.46 0.67 0.95 0.23 0.27 0.15 0.08 ]
[0.34 1.00 0.34 0.35 0.54 0.14 0.65 0.70 0.73 0.42 0.99 0.78 0.91 0.29 0.20 0.63 0.49 0.31 0.15 0.35 0.48 0.84 0.42 0.99 0.56 0.14 0.21 0.82 0.26 0.86 0.52 0.21 0.73 0.41 0.21 0.77 0.45 0.87 0.88 0.45 0.24 0.58 0.58 0.70 0.75 0.84 0.66 0.06 0.79 0.08 0.18 0.61 0.50 0.19 0.28 0.37 0.11 0.71 0.76 0.57 0.47 0.91 0.16 0.47 0.69 0.01 0.55 0.04 0.71 0.95 0.81 0.55 0.43 0.37 0.35 0.54 0.84 0.57 ]
[0.59 0.34 1.00 0.53 0.23 0.33 0.42 0.38 0.25 0.42 0.14 0.74 0.20 0.00 0.33 0.20 0.63 0.33 0.85 0.74 0.37 0.75 0.07 0.90 0.83 0.47 0.20 0.37 0.31 0.32 0.87 0.81 0.73 0.05 0.15 0.89 0.15 0.83 0.66 0.26 0.30 0.32 0.46 0.32 0.26 0.04 0.50 0.97 0.87 0.47 0.53 0.93 0.75 0.73 0.15 0.45 0.27 0.89 0.43 0.31 0.58 0.34 0.18 0.01 0.59 0.39 0.46 0.98 0.36 0.17 0.52 0.02 0.63 0.77 0.07 0.84 0.96 0.80 ]
[0.36 0.35 0.53 1.00 0.41 0.56 0.81 0.96 0.77 0.26 0.69 0.64 0.18 0.28 0.56 0.44 0.34 0.64 0.07 0.72 0.90 0.89 0.73 0.89 0.68 0.64 0.30 0.25 0.74 0.67 0.99 0.67 0.86 0.56 0.57 0.15 0.89 0.26 0.57 0.90 0.22 0.78 0.58 0.72 0.19 0.62 0.74 0.13 0.25 0.93 0.09 0.32 0.73 0.07 0.51 0.59 0.44 0.10 0.23 0.02 0.74 0.33 0.10 0.24 0.05 0.17 0.86 0.10 0.39 0.21 0.53 0.64 0.02 0.68 0.01 0.21 0.89 0.09 ]
[0.81 0.54 0.23 0.41 1.00 0.71 0.89 0.71 0.62 0.56 0.92 0.24 0.79 0.29 0.85 0.31 0.98 0.86 0.40 0.04 0.43 0.39 0.60 0.65 0.81 0.02 0.72 0.11 0.80 0.77 0.25 0.09 0.62 0.09 0.91 0.25 0.21 0.88 0.98 0.60 0.92 0.27 0.70 0.19 0.91 0.24 0.24 0.09 0.07 0.12 0.57 0.22 0.37 0.08 0.13 0.46 0.07 0.13 0.65 0.35 0.91 0.71 0.35 0.55 0.01 0.22 0.44 0.77 0.61 0.57 0.98 0.84 0.40 0.87 0.89 0.84 0.58 0.14 ]
[0.39 0.14 0.33 0.56 0.71 1.00 0.41 0.98 0.78 0.24 0.74 0.04 0.35 0.86 0.04 0.09 0.07 0.17 0.50 0.33 0.18 0.51 0.55 0.67 0.57 0.42 0.91 0.92 0.92 0.03 0.93 0.09 0.29 0.47 0.67 0.91 0.00 0.21 0.65 0.71 0.83 0.18 0.35 0.26 0.73 0.48 0.09 0.77 0.65 0.29 0.88 0.68 0.16 0.95 0.19 0.17 0.88 0.85 0.11 0.12 0.60 0.38 0.80 0.24 0.40 0.24 0.37 0.90 0.87 0.54 0.49 0.43 0.50 0.26 0.00 0.66 0.78 0.17 ]
[0.52 0.65 0.42 0.81 0.89 0.41 1.00 0.64 0.53 0.70 0.17 0.99 0.49 0.40 0.76 0.34 0.39 0.07 0.42 0.69 0.19 0.07 0.79 0.63 0.02 0.57 0.17 0.45 0.39 0.95 0.27 0.98 0.98 0.53 0.22 0.06 0.21 0.85 0.16 0.75 0.42 0.03 0.70 0.47 0.04 0.78 0.33 0.60 0.38 0.60 0.99 0.42 0.59 0.43 0.15 0.48 0.87 0.20 0.24 0.10 0.82 0.52 0.30 0.89 0.61 0.28 0.60 0.45 0.88 0.73 0.05 0.25 0.89 0.84 0.28 0.31 0.77 0.22 ]
[0.75 0.70 0.38 0.96 0.71 0.98 0.64 1.00 0.72 0.79 0.96 0.04 0.79 0.85 0.41 0.13 0.91 0.68 0.76 0.35 0.41 0.89 0.95 0.99 0.81 0.53 0.65 0.10 0.26 0.94 0.73 0.15 0.82 0.87 0.15 0.09 0.22 0.98 0.75 0.05 0.89 0.29 0.79 0.41 0.37 0.69 0.44 0.50 0.13 0.24 0.01 0.04 0.05 0.42 0.15 0.88 0.57 0.90 0.14 0.14 0.69 0.09 0.39 0.38 0.59 0.97 0.08 0.70 0.63 0.82 0.43 0.58 0.69 0.62 0.37 0.45 0.08 0.38 ]
[0.93 0.73 0.25 0.77 0.62 0.78 0.53 0.72 1.00 0.02 0.74 0.68 0.40 0.14 0.50 0.22 0.91 0.26 1.00 0.54 0.16 0.22 0.47 0.49 0.31 0.77 0.61 0.40 0.35 0.07 0.54 0.69 0.06 0.05 0.58 0.63 0.48 0.33 0.76 0.44 0.95 0.29 0.84 0.35 0.40 0.93 0.15 0.06 0.48 0.42 0.30 0.48 0.53 0.83 0.28 0.01 0.11 0.21 0.08 0.12 0.38 0.02 0.54 0.39 0.18 0.52 0.99 0.93 0.21 0.51 0.74 0.65 0.66 0.20 0.43 0.94 0.90 0.39 ]
[0.49 0.42 0.42 0.26 0.56 0.24 0.70 0.79 0.02 1.00 0.89 0.92 0.08 0.26 0.09 0.98 0.43 0.18 0.58 0.74 0.84 0.74 0.54 0.68 0.71 0.09 0.81 0.99 0.69 0.40 0.00 0.35 0.81 0.14 0.42 0.04 0.19 0.29 0.53 0.06 0.05 0.95 0.47 0.52 0.10 0.87 0.85 0.72 0.56 0.67 0.96 0.46 0.72 0.80 0.67 0.83 0.66 0.49 0.60 0.79 0.84 0.04 0.53 0.19 0.37 0.31 0.77 0.70 0.59 0.99 0.58 0.39 0.25 0.09 0.51 0.67 0.69 0.48 ]
