D = 6;
n = [ 5 5 5 5 5 5 ];
N = 70;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.46 0.60 0.25 0.12 0.88 0.73 0.71 0.25 0.12 0.34 0.40 0.61 0.83 0.51 0.26 0.33 0.12 0.94 0.14 0.01 0.51 0.75 0.24 0.85 0.66 0.01 0.92 0.11 0.93 0.06 0.53 0.82 0.30 0.54 0.43 0.93 0.13 0.55 0.25 0.75 0.66 0.14 0.11 0.31 0.27 0.46 0.69 0.13 0.37 0.27 0.37 0.27 0.75 0.25 0.68 0.57 0.52 0.38 0.74 0.89 0.12 0.14 0.43 0.91 0.19 0.03 0.12 0.42 0.36 ]
[0.46 1.00 0.54 0.86 0.17 0.87 0.99 0.11 0.57 0.28 0.91 0.29 0.66 0.93 0.12 0.43 0.15 0.56 0.36 0.15 0.79 0.36 0.23 0.56 0.93 0.88 0.11 0.31 0.11 0.36 0.98 0.10 0.69 0.01 0.43 0.82 0.00 0.54 0.75 0.81 0.45 0.37 0.02 0.67 0.75 0.96 0.00 0.82 0.31 0.45 0.37 1.00 0.46 0.23 0.44 0.16 0.40 0.80 0.59 0.47 0.51 0.06 0.61 0.53 0.83 0.20 0.71 0.97 0.24 0.10 ]
[0.60 0.54 1.00 0.30 0.59 0.66 0.36 0.01 0.44 0.62 0.29 0.25 0.50 0.03 0.07 0.86 0.66 0.07 0.89 0.74 0.76 0.52 0.59 0.85 0.11 0.31 0.06 0.70 0.04 0.88 0.21 0.27 0.51 0.59 0.59 0.87 0.75 0.32 0.83 0.67 0.72 0.47 0.06 0.70 0.35 0.55 1.00 0.73 0.61 0.99 0.60 0.75 0.90 0.18 0.69 0.64 0.69 0.52 0.93 0.12 0.16 0.35 0.89 0.89 0.60 0.52 0.75 0.68 0.33 0.09 ]
[0.25 0.86 0.30 1.00 0.78 0.83 0.48 0.27 0.75 0.22 0.18 0.12 0.16 0.29 0.28 0.76 0.59 0.04 0.40 0.54 0.09 0.24 0.50 0.28 0.12 0.82 0.20 0.71 0.70 0.25 0.08 0.56 0.43 0.71 0.82 0.50 0.84 0.15 0.52 0.32 0.64 0.63 0.21 0.16 0.41 0.10 0.59 0.04 0.46 0.72 0.04 0.25 0.02 0.55 0.29 0.29 0.56 0.92 0.79 0.84 0.37 0.43 0.54 0.88 0.67 0.29 0.28 0.90 0.82 0.19 ]
[0.12 0.17 0.59 0.78 1.00 0.21 0.89 0.55 0.71 1.00 0.33 1.00 0.28 0.82 0.18 0.39 0.32 0.05 0.51 0.49 0.86 0.62 0.26 0.97 0.87 0.92 0.31 0.18 0.15 0.68 0.47 0.53 0.51 0.19 0.70 0.40 0.08 0.85 0.56 0.33 0.16 0.89 0.81 0.64 0.62 0.99 0.30 0.50 0.06 0.13 0.36 0.29 0.35 0.64 0.49 0.07 0.64 0.14 0.12 0.03 0.13 0.78 0.29 0.99 0.09 0.53 0.10 0.44 0.38 0.13 ]
[0.88 0.87 0.66 0.83 0.21 1.00 0.56 0.41 0.64 0.78 0.73 0.57 0.81 0.96 0.21 0.90 0.87 0.82 0.88 0.36 0.23 0.71 0.87 0.88 0.95 0.13 0.03 0.31 0.48 0.31 0.54 0.21 0.49 0.28 0.53 0.88 0.70 0.07 0.21 0.37 0.14 0.39 0.05 0.79 0.68 0.90 0.15 0.37 0.62 0.85 0.95 0.52 0.41 0.90 0.68 0.30 0.07 0.46 0.38 0.52 0.41 0.13 0.14 0.38 0.64 0.51 0.96 0.16 0.56 0.51 ]
[0.73 0.99 0.36 0.48 0.89 0.56 1.00 0.51 0.23 0.10 0.55 0.10 0.11 0.92 0.73 0.56 0.21 0.34 0.53 0.48 0.62 0.05 0.28 0.00 0.83 0.33 0.91 0.49 0.66 0.82 0.35 0.62 0.72 0.29 0.37 0.66 0.36 0.84 0.06 0.06 0.35 0.13 0.82 0.58 0.89 0.82 0.30 0.19 0.84 0.94 0.61 0.49 0.72 0.55 0.41 0.08 0.51 0.68 0.15 0.01 0.59 0.05 0.79 0.48 0.43 0.42 0.55 0.23 0.00 0.66 ]
[0.71 0.11 0.01 0.27 0.55 0.41 0.51 1.00 0.88 0.06 0.87 0.98 0.33 0.55 0.21 0.63 0.97 0.18 0.58 0.28 0.33 0.41 0.25 0.96 0.13 0.42 0.61 0.19 0.75 0.98 0.53 0.28 0.37 0.89 0.83 0.16 0.87 0.71 0.86 0.82 0.18 0.98 0.42 0.62 0.32 0.72 0.01 0.63 0.90 0.38 0.58 0.57 0.24 0.52 0.20 0.17 0.39 0.61 0.33 0.87 0.26 0.04 0.06 0.02 0.60 0.69 0.39 0.22 0.39 0.35 ]
[0.25 0.57 0.44 0.75 0.71 0.64 0.23 0.88 1.00 0.59 0.47 0.22 0.68 0.98 0.29 0.44 0.48 0.66 0.65 0.01 0.53 0.43 0.13 0.99 0.76 0.89 0.75 0.49 0.69 0.32 0.52 0.58 0.71 0.08 0.38 0.44 0.97 0.24 0.20 0.82 0.22 0.90 0.60 0.03 0.25 0.21 0.44 0.15 0.09 0.76 0.00 0.62 0.77 0.09 0.55 0.93 0.54 0.80 0.57 0.80 0.09 0.40 0.03 0.44 0.87 0.58 0.69 0.11 0.39 0.05 ]
[0.12 0.28 0.62 0.22 1.00 0.78 0.10 0.06 0.59 1.00 0.72 0.96 0.17 0.77 0.63 0.59 0.59 0.93 0.94 0.43 0.48 0.01 0.67 0.33 0.57 0.73 0.13 0.97 0.18 0.32 0.55 0.03 0.65 0.90 0.85 0.59 0.56 0.44 0.38 0.92 0.16 0.42 0.90 0.67 0.58 0.66 0.23 0.24 0.22 0.63 0.77 0.49 0.40 0.16 0.18 0.24 0.32 0.99 0.98 0.15 0.92 0.03 0.69 0.14 0.55 0.73 0.03 0.56 0.89 0.26 ]
