D = 6;
n = [ 3 3 3 3 3 3 ];
N = 21;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 6 6 6 ];
m = [
[1.00 0.75 0.81 0.44 0.91 0.88 0.30 0.21 0.88 0.63 0.28 0.24 0.51 0.63 0.72 0.74 0.85 0.87 0.09 0.59 0.79 ]
[0.75 1.00 0.84 0.22 0.79 0.52 0.75 0.98 0.23 0.92 0.28 0.82 0.31 0.69 0.09 0.10 0.55 0.69 0.31 0.18 0.99 ]
[0.81 0.84 1.00 0.65 0.26 0.09 0.13 0.33 0.39 0.06 0.90 0.33 0.59 0.78 0.26 0.24 0.35 0.75 0.38 0.59 0.28 ]
[0.44 0.22 0.65 1.00 0.32 0.83 0.80 0.69 0.53 0.91 0.65 0.84 0.47 0.85 0.42 0.20 0.72 0.86 0.47 0.38 0.81 ]
[0.91 0.79 0.26 0.32 1.00 0.95 0.32 0.52 0.53 0.20 0.26 0.20 0.42 0.54 0.47 0.87 0.82 0.09 0.93 0.25 0.84 ]
[0.88 0.52 0.09 0.83 0.95 1.00 0.83 0.52 0.74 0.47 0.81 0.16 0.49 0.38 0.79 0.56 0.29 0.09 0.67 0.03 0.45 ]
[0.30 0.75 0.13 0.80 0.32 0.83 1.00 0.48 0.90 0.90 0.96 0.95 0.37 0.11 0.89 0.87 0.33 0.89 0.14 0.89 0.65 ]
[0.21 0.98 0.33 0.69 0.52 0.52 0.48 1.00 0.75 1.00 0.19 0.94 0.96 0.72 0.13 0.25 0.58 0.04 0.93 0.45 0.08 ]
[0.88 0.23 0.39 0.53 0.53 0.74 0.90 0.75 1.00 0.10 0.43 0.18 0.09 0.23 0.57 0.26 0.56 0.69 0.03 0.89 0.60 ]
[0.63 0.92 0.06 0.91 0.20 0.47 0.90 1.00 0.10 1.00 0.82 0.47 0.96 0.13 0.26 0.46 0.14 0.58 0.72 0.49 0.95 ]
[0.28 0.28 0.90 0.65 0.26 0.81 0.96 0.19 0.43 0.82 1.00 0.36 0.93 0.92 0.03 0.56 0.48 0.67 0.21 0.38 0.99 ]
[0.24 0.82 0.33 0.84 0.20 0.16 0.95 0.94 0.18 0.47 0.36 1.00 0.93 0.02 0.74 0.45 0.18 0.88 0.98 0.39 0.68 ]
[0.51 0.31 0.59 0.47 0.42 0.49 0.37 0.96 0.09 0.96 0.93 0.93 1.00 0.38 0.33 0.74 0.11 0.71 0.79 0.20 0.50 ]
[0.63 0.69 0.78 0.85 0.54 0.38 0.11 0.72 0.23 0.13 0.92 0.02 0.38 1.00 0.52 0.48 0.22 0.70 0.71 0.00 0.20 ]
[0.72 0.09 0.26 0.42 0.47 0.79 0.89 0.13 0.57 0.26 0.03 0.74 0.33 0.52 1.00 0.70 0.04 0.31 0.59 0.33 0.53 ]
[0.74 0.10 0.24 0.20 0.87 0.56 0.87 0.25 0.26 0.46 0.56 0.45 0.74 0.48 0.70 1.00 0.51 0.61 0.31 0.66 0.63 ]
[0.85 0.55 0.35 0.72 0.82 0.29 0.33 0.58 0.56 0.14 0.48 0.18 0.11 0.22 0.04 0.51 1.00 0.16 0.20 0.16 0.34 ]
[0.87 0.69 0.75 0.86 0.09 0.09 0.89 0.04 0.69 0.58 0.67 0.88 0.71 0.70 0.31 0.61 0.16 1.00 0.57 0.01 0.13 ]
[0.09 0.31 0.38 0.47 0.93 0.67 0.14 0.93 0.03 0.72 0.21 0.98 0.79 0.71 0.59 0.31 0.20 0.57 1.00 0.15 0.50 ]
[0.59 0.18 0.59 0.38 0.25 0.03 0.89 0.45 0.89 0.49 0.38 0.39 0.20 0.00 0.33 0.66 0.16 0.01 0.15 1.00 0.45 ]
[0.79 0.99 0.28 0.81 0.84 0.45 0.65 0.08 0.60 0.95 0.99 0.68 0.50 0.20 0.53 0.63 0.34 0.13 0.50 0.45 1.00 ]
];
