D = 6;
n = [ 5 5 5 5 5 5 ];
N = 44;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.31 0.63 0.05 0.93 0.79 0.72 0.27 0.97 0.54 0.44 0.91 0.62 0.97 0.10 0.60 0.63 0.50 0.10 0.59 0.41 0.62 0.23 0.56 0.37 0.05 0.38 0.07 0.42 0.96 0.42 0.48 0.35 0.81 0.96 0.94 0.07 0.78 0.09 0.40 0.06 0.18 0.45 0.06 ]
[0.31 1.00 0.13 0.63 0.40 0.91 0.07 0.16 0.53 0.23 0.08 0.06 0.92 0.04 0.71 0.50 0.01 0.11 0.06 0.25 0.08 0.21 0.79 0.05 0.83 0.01 0.19 0.37 0.65 0.66 0.45 0.68 0.48 0.98 0.71 0.54 0.73 0.09 0.87 0.93 0.42 0.68 0.45 0.42 ]
[0.63 0.13 1.00 0.82 0.64 0.33 0.48 0.24 0.30 0.89 0.53 0.46 0.89 0.18 0.01 0.39 0.92 0.90 0.04 0.83 0.28 0.93 0.95 0.69 0.78 0.74 0.76 0.57 0.35 0.15 0.39 0.61 0.05 0.24 0.68 0.34 0.07 0.01 0.21 0.41 0.37 0.48 0.20 0.23 ]
[0.05 0.63 0.82 1.00 0.65 0.36 0.80 0.56 0.66 0.48 0.94 0.74 0.82 0.70 0.54 0.68 0.25 0.57 0.34 0.32 0.33 0.77 0.40 0.62 0.49 0.09 0.99 0.93 0.03 0.50 0.54 0.75 0.04 0.53 0.35 0.38 0.20 0.62 0.27 0.18 0.57 0.78 0.12 0.16 ]
[0.93 0.40 0.64 0.65 1.00 0.56 0.60 0.56 0.97 0.88 0.38 0.38 0.11 0.41 0.94 0.22 0.55 0.37 0.20 0.43 0.45 0.13 0.45 0.40 0.82 0.46 0.90 0.57 0.95 1.00 0.50 0.71 0.80 0.36 0.77 0.73 0.11 0.82 0.82 0.18 0.64 0.22 0.21 0.78 ]
[0.79 0.91 0.33 0.36 0.56 1.00 1.00 0.75 0.22 0.14 0.70 0.74 0.21 0.83 0.03 0.44 0.87 0.14 0.90 0.77 0.06 0.82 0.56 0.65 0.05 0.33 0.65 0.09 0.59 0.94 0.58 0.93 0.24 0.19 0.92 0.53 0.99 0.33 0.11 0.63 0.30 0.22 0.77 0.19 ]
[0.72 0.07 0.48 0.80 0.60 1.00 1.00 0.39 0.29 0.84 0.78 0.10 0.57 0.02 0.92 0.25 0.80 1.00 0.70 0.00 0.28 0.76 0.45 0.75 0.12 0.96 0.42 0.01 0.52 0.08 0.66 0.68 0.64 0.76 0.48 0.93 0.68 0.60 0.71 0.83 0.86 0.34 0.46 0.06 ]
[0.27 0.16 0.24 0.56 0.56 0.75 0.39 1.00 0.78 0.67 0.03 1.00 0.89 0.34 0.91 0.67 0.15 0.06 0.90 0.20 0.16 0.41 0.38 0.47 0.89 0.37 0.50 0.05 0.73 0.19 0.57 0.81 0.41 0.56 0.25 0.04 0.94 0.89 1.00 0.36 0.05 0.55 0.40 0.46 ]
[0.97 0.53 0.30 0.66 0.97 0.22 0.29 0.78 1.00 0.01 0.63 0.34 0.31 0.41 0.04 0.44 0.09 0.33 0.60 0.73 0.36 0.38 0.79 0.31 0.81 0.02 0.09 0.86 0.16 0.95 0.19 0.92 0.84 0.62 0.15 0.38 0.23 0.42 0.68 0.80 0.65 0.27 0.38 0.64 ]
[0.54 0.23 0.89 0.48 0.88 0.14 0.84 0.67 0.01 1.00 0.04 0.70 0.75 0.17 0.05 0.52 0.07 0.47 0.75 0.92 0.52 0.10 0.27 0.48 0.70 0.34 0.18 0.52 0.33 0.03 0.39 0.23 0.47 0.34 0.40 0.86 0.36 0.50 0.96 0.03 0.95 0.57 0.05 0.60 ]
[0.44 0.08 0.53 0.94 0.38 0.70 0.78 0.03 0.63 0.04 1.00 0.15 0.99 0.73 0.46 0.17 0.55 0.38 0.04 0.35 0.42 0.91 0.77 0.34 0.17 0.55 0.38 0.13 0.38 0.18 0.97 0.73 0.59 0.33 0.92 0.33 0.83 0.45 0.15 0.81 0.59 0.35 0.78 0.55 ]
