D = 6;
n = [ 2 2 2 2 2 2 ];
N = 40;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.95 0.19 0.04 0.15 0.85 0.08 0.63 0.48 0.21 0.47 0.93 0.93 0.43 0.85 0.58 0.44 0.65 0.50 0.34 0.91 0.99 0.57 0.36 0.35 0.59 0.29 0.83 0.82 0.29 0.90 0.01 0.59 0.04 0.96 0.42 0.09 0.02 0.21 0.73 ]
[0.95 1.00 0.01 0.25 0.44 0.68 0.70 0.67 0.52 0.20 0.24 0.25 0.46 0.33 0.26 0.99 0.11 0.68 0.73 0.77 0.43 0.80 0.44 0.91 0.46 0.89 0.07 0.20 0.97 0.46 0.62 0.15 0.69 0.03 0.92 0.08 0.75 0.27 0.98 0.27 ]
[0.19 0.01 1.00 0.58 0.70 0.42 0.11 0.42 0.77 0.79 0.93 0.33 0.90 0.50 0.53 0.53 0.84 0.16 0.93 0.24 0.71 0.33 0.53 0.82 0.15 0.92 0.11 0.12 0.06 0.59 0.09 0.07 0.47 0.86 0.63 0.23 0.82 0.14 0.41 0.14 ]
[0.04 0.25 0.58 1.00 0.85 0.25 0.76 0.18 0.68 0.76 0.75 0.69 0.53 0.06 0.55 0.60 0.88 0.22 0.31 0.02 0.97 0.87 0.06 0.77 0.68 0.09 0.64 0.97 0.15 0.27 0.89 0.09 0.58 0.37 0.96 0.89 0.30 0.76 0.36 0.61 ]
[0.15 0.44 0.70 0.85 1.00 0.80 0.75 0.07 0.24 0.59 0.32 0.56 0.85 0.79 0.96 0.10 0.67 0.76 0.73 0.71 0.75 0.73 0.29 0.34 0.11 0.65 0.59 0.98 0.80 0.05 0.83 0.14 0.32 0.35 0.31 0.28 0.20 0.86 0.98 0.32 ]
[0.85 0.68 0.42 0.25 0.80 1.00 0.41 0.43 0.24 0.92 0.46 0.59 0.86 0.49 0.43 0.30 0.85 0.28 0.71 0.78 0.05 0.86 0.49 0.64 0.59 0.84 0.29 0.43 0.79 0.57 0.13 0.16 0.04 0.02 0.98 0.08 0.04 0.93 0.12 0.39 ]
[0.08 0.70 0.11 0.76 0.75 0.41 1.00 0.89 0.59 0.08 0.52 0.69 0.56 0.93 0.22 0.21 0.29 0.20 0.28 0.67 0.36 0.22 0.32 0.36 0.28 0.34 0.55 0.10 0.44 0.98 0.10 0.53 0.46 0.26 0.22 0.11 0.97 0.99 0.77 0.30 ]
[0.63 0.67 0.42 0.18 0.07 0.43 0.89 1.00 0.71 0.85 0.45 0.10 0.84 0.57 0.51 0.14 0.29 0.59 0.00 0.66 0.22 0.77 0.26 0.32 0.07 0.01 0.74 0.32 0.82 0.62 0.62 0.05 0.70 0.69 0.97 0.31 0.78 0.65 0.51 0.28 ]
[0.48 0.52 0.77 0.68 0.24 0.24 0.59 0.71 1.00 0.73 0.20 0.10 0.73 0.14 0.22 0.75 0.05 0.57 0.78 0.34 0.94 0.41 0.26 0.84 0.02 0.49 0.95 0.98 0.69 0.57 0.51 0.46 0.16 0.95 0.39 0.89 0.33 0.80 0.45 0.39 ]
[0.21 0.20 0.79 0.76 0.59 0.92 0.08 0.85 0.73 1.00 0.05 0.02 0.35 0.02 0.78 0.72 0.10 0.60 0.55 0.22 0.34 0.85 0.74 0.81 0.82 0.43 0.82 0.64 0.23 0.57 0.65 0.19 0.83 0.11 0.58 0.03 0.98 0.22 0.99 0.74 ]
