D = 4;
n = [ 5 5 5 5 ];
N = 25;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.36 0.85 0.99 0.55 0.29 0.20 0.33 0.06 0.55 0.32 0.68 0.26 0.12 0.16 0.36 0.11 0.91 0.75 0.11 0.70 0.95 0.67 0.28 0.87 ]
[0.36 1.00 0.66 0.05 0.89 0.15 0.30 0.21 0.93 0.38 0.64 0.70 0.94 0.39 0.28 0.68 0.78 0.41 0.56 0.43 0.04 0.32 0.82 0.93 0.54 ]
[0.85 0.66 1.00 0.88 0.16 0.96 0.15 0.43 0.42 0.47 0.80 0.54 0.84 0.89 0.98 0.02 0.97 0.95 0.72 0.01 0.23 0.57 0.14 0.37 0.33 ]
[0.99 0.05 0.88 1.00 0.36 0.64 0.52 0.09 0.78 0.03 0.96 0.29 0.20 0.31 0.96 0.86 0.03 0.79 0.51 0.93 0.35 0.03 0.12 0.54 0.70 ]
[0.55 0.89 0.16 0.36 1.00 0.96 0.42 0.10 0.42 0.50 0.60 0.18 0.30 0.48 0.36 0.03 0.70 0.70 0.39 0.66 0.29 0.71 0.21 0.23 0.35 ]
[0.29 0.15 0.96 0.64 0.96 1.00 0.05 0.00 0.47 0.21 0.96 0.85 0.24 0.18 0.62 0.72 0.71 0.60 0.14 0.01 0.06 0.22 0.88 0.72 0.96 ]
[0.20 0.30 0.15 0.52 0.42 0.05 1.00 0.94 0.52 0.63 0.87 0.22 0.84 0.30 0.18 0.04 0.97 0.28 0.86 0.08 0.05 0.10 0.63 0.71 0.35 ]
[0.33 0.21 0.43 0.09 0.10 0.00 0.94 1.00 0.92 0.36 0.13 0.79 0.82 0.08 0.23 0.53 0.69 0.33 0.59 0.05 0.68 0.60 0.35 0.38 0.94 ]
[0.06 0.93 0.42 0.78 0.42 0.47 0.52 0.92 1.00 0.02 0.80 0.96 0.02 0.60 0.76 0.49 0.10 0.12 0.70 0.82 0.28 0.27 0.95 0.68 0.10 ]
[0.55 0.38 0.47 0.03 0.50 0.21 0.63 0.36 0.02 1.00 0.18 0.50 0.88 0.44 0.81 0.06 0.50 0.85 0.61 0.34 0.53 0.84 0.50 0.82 0.19 ]
[0.32 0.64 0.80 0.96 0.60 0.96 0.87 0.13 0.80 0.18 1.00 0.73 0.97 0.99 0.86 0.39 0.35 0.07 0.96 0.67 0.48 0.88 0.06 0.16 0.01 ]
[0.68 0.70 0.54 0.29 0.18 0.85 0.22 0.79 0.96 0.50 0.73 1.00 0.83 0.06 0.10 0.28 0.08 0.72 0.32 0.70 0.85 0.06 0.92 0.23 0.68 ]
[0.26 0.94 0.84 0.20 0.30 0.24 0.84 0.82 0.02 0.88 0.97 0.83 1.00 0.07 0.53 0.06 0.12 0.83 0.20 0.66 0.41 0.63 0.72 0.75 0.22 ]
[0.12 0.39 0.89 0.31 0.48 0.18 0.30 0.08 0.60 0.44 0.99 0.06 0.07 1.00 0.15 0.42 0.36 0.53 0.80 0.35 0.82 0.82 0.53 0.58 0.70 ]
[0.16 0.28 0.98 0.96 0.36 0.62 0.18 0.23 0.76 0.81 0.86 0.10 0.53 0.15 1.00 0.13 0.94 0.04 0.10 0.27 0.35 0.57 0.09 0.95 0.75 ]
[0.36 0.68 0.02 0.86 0.03 0.72 0.04 0.53 0.49 0.06 0.39 0.28 0.06 0.42 0.13 1.00 0.14 0.20 0.71 0.67 0.20 0.36 0.17 0.47 0.77 ]
[0.11 0.78 0.97 0.03 0.70 0.71 0.97 0.69 0.10 0.50 0.35 0.08 0.12 0.36 0.94 0.14 1.00 0.17 0.81 0.08 0.66 0.76 0.18 0.82 0.19 ]
[0.91 0.41 0.95 0.79 0.70 0.60 0.28 0.33 0.12 0.85 0.07 0.72 0.83 0.53 0.04 0.20 0.17 1.00 0.51 0.85 0.47 0.86 0.18 0.66 0.52 ]
[0.75 0.56 0.72 0.51 0.39 0.14 0.86 0.59 0.70 0.61 0.96 0.32 0.20 0.80 0.10 0.71 0.81 0.51 1.00 0.03 0.51 0.44 0.81 0.23 0.08 ]
[0.11 0.43 0.01 0.93 0.66 0.01 0.08 0.05 0.82 0.34 0.67 0.70 0.66 0.35 0.27 0.67 0.08 0.85 0.03 1.00 0.60 0.96 0.16 0.56 0.20 ]
[0.70 0.04 0.23 0.35 0.29 0.06 0.05 0.68 0.28 0.53 0.48 0.85 0.41 0.82 0.35 0.20 0.66 0.47 0.51 0.60 1.00 0.86 0.88 0.06 0.66 ]
[0.95 0.32 0.57 0.03 0.71 0.22 0.10 0.60 0.27 0.84 0.88 0.06 0.63 0.82 0.57 0.36 0.76 0.86 0.44 0.96 0.86 1.00 0.44 0.98 0.04 ]
[0.67 0.82 0.14 0.12 0.21 0.88 0.63 0.35 0.95 0.50 0.06 0.92 0.72 0.53 0.09 0.17 0.18 0.18 0.81 0.16 0.88 0.44 1.00 0.63 0.07 ]
[0.28 0.93 0.37 0.54 0.23 0.72 0.71 0.38 0.68 0.82 0.16 0.23 0.75 0.58 0.95 0.47 0.82 0.66 0.23 0.56 0.06 0.98 0.63 1.00 0.03 ]
[0.87 0.54 0.33 0.70 0.35 0.96 0.35 0.94 0.10 0.19 0.01 0.68 0.22 0.70 0.75 0.77 0.19 0.52 0.08 0.20 0.66 0.04 0.07 0.03 1.00 ]
];
