D = 6;
n = [ 5 5 5 5 5 5 ];
N = 41;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.60 0.91 0.92 0.87 0.33 0.30 0.90 0.83 0.42 0.83 0.25 0.00 0.14 0.38 0.53 0.36 0.77 0.54 0.37 0.02 0.88 0.25 0.11 0.15 0.23 0.27 0.93 0.16 0.98 0.02 0.03 0.47 0.28 0.70 0.62 0.88 0.85 0.71 0.12 0.19 ]
[0.60 1.00 0.51 0.18 0.53 0.96 0.22 0.25 0.52 0.12 0.72 0.02 0.80 0.33 0.35 0.83 0.17 0.13 0.94 0.72 0.26 0.70 0.06 0.31 0.98 0.46 0.02 0.67 0.98 0.36 0.83 0.89 0.66 0.00 0.93 0.38 0.90 0.95 0.68 0.64 0.20 ]
[0.91 0.51 1.00 0.13 0.96 0.64 0.87 0.56 0.51 0.36 0.53 0.85 0.68 0.36 0.65 0.50 0.82 0.16 0.66 0.81 0.07 0.55 0.90 0.98 0.63 0.10 0.89 0.74 0.18 0.10 0.73 0.37 0.52 0.80 0.10 0.79 0.88 1.00 0.71 0.44 0.53 ]
[0.92 0.18 0.13 1.00 0.16 0.00 0.01 0.00 0.15 0.84 0.41 0.47 0.25 0.31 0.35 0.95 0.47 0.97 0.96 0.59 0.38 0.43 0.67 0.96 0.06 0.46 0.84 0.87 0.30 0.51 0.05 0.22 0.24 0.39 0.84 0.06 0.17 0.20 0.92 0.46 0.39 ]
[0.87 0.53 0.96 0.16 1.00 0.37 0.47 0.55 0.94 0.36 0.89 0.41 0.07 0.72 0.35 0.23 0.72 0.12 0.46 0.02 0.64 0.26 0.35 0.77 0.21 0.79 0.27 0.25 0.33 0.91 0.87 0.34 0.42 0.84 0.81 0.25 0.70 0.75 0.59 0.96 0.95 ]
[0.33 0.96 0.64 0.00 0.37 1.00 0.18 0.23 0.11 0.86 0.23 0.70 0.40 0.32 0.81 0.80 0.58 0.40 0.38 0.30 0.19 0.37 0.89 0.45 0.60 0.70 0.02 0.77 0.83 0.78 0.22 0.94 0.62 0.63 0.93 0.85 0.74 0.53 0.96 0.06 0.83 ]
[0.30 0.22 0.87 0.01 0.47 0.18 1.00 0.29 0.95 0.99 0.31 0.08 0.21 0.66 0.31 0.36 0.37 0.32 0.84 0.03 0.13 0.21 0.28 0.02 0.09 0.82 0.97 0.95 0.25 0.54 0.93 0.65 0.99 0.34 0.63 0.09 0.99 0.15 0.66 0.80 0.72 ]
[0.90 0.25 0.56 0.00 0.55 0.23 0.29 1.00 0.02 0.15 0.16 0.94 0.94 0.31 0.21 0.69 0.62 0.88 0.85 0.41 0.62 0.06 0.39 0.02 0.21 0.36 0.01 0.27 0.22 0.57 0.72 0.57 0.94 0.68 0.41 0.01 0.46 0.10 0.76 0.82 0.40 ]
[0.83 0.52 0.51 0.15 0.94 0.11 0.95 0.02 1.00 0.22 0.58 0.04 0.72 0.27 0.48 0.74 0.29 0.58 0.85 0.39 0.20 0.71 0.10 0.25 0.37 0.30 0.12 0.07 0.48 0.37 0.37 0.85 0.19 0.74 0.33 0.56 0.91 0.05 0.98 0.42 0.71 ]
[0.42 0.12 0.36 0.84 0.36 0.86 0.99 0.15 0.22 1.00 0.30 0.09 0.26 0.69 0.04 0.26 0.83 0.37 0.92 0.16 0.83 0.06 0.69 0.54 0.36 0.98 0.29 0.19 0.98 0.42 0.55 0.23 0.12 0.15 0.57 0.57 0.57 0.40 0.20 0.46 0.18 ]
[0.83 0.72 0.53 0.41 0.89 0.23 0.31 0.16 0.58 0.30 1.00 0.97 0.78 0.07 0.16 0.84 0.16 0.98 0.31 0.02 0.11 0.01 0.81 0.44 0.29 0.90 0.02 0.17 0.73 0.20 0.65 0.14 0.64 0.58 0.49 0.01 0.18 0.90 0.34 0.83 0.82 ]
[0.25 0.02 0.85 0.47 0.41 0.70 0.08 0.94 0.04 0.09 0.97 1.00 0.35 0.20 0.56 0.88 0.97 0.67 0.04 0.59 0.26 0.25 0.20 0.10 0.73 0.86 0.87 0.52 0.28 0.03 0.65 0.67 0.64 0.29 0.76 0.05 0.08 0.72 0.77 0.75 0.54 ]
[0.00 0.80 0.68 0.25 0.07 0.40 0.21 0.94 0.72 0.26 0.78 0.35 1.00 0.75 0.50 0.91 0.00 0.66 0.36 0.75 0.14 0.83 0.73 0.11 0.48 0.87 0.26 0.67 0.91 0.39 0.27 0.78 0.54 0.28 0.66 0.13 0.89 0.47 0.47 0.26 0.99 ]
[0.14 0.33 0.36 0.31 0.72 0.32 0.66 0.31 0.27 0.69 0.07 0.20 0.75 1.00 0.27 0.75 0.68 0.82 0.19 0.71 0.91 0.37 0.29 0.61 0.24 0.27 0.86 0.99 0.59 0.30 0.45 0.43 0.79 0.47 0.26 0.95 0.51 0.42 0.77 0.24 0.28 ]
[0.38 0.35 0.65 0.35 0.35 0.81 0.31 0.21 0.48 0.04 0.16 0.56 0.50 0.27 1.00 0.33 0.23 0.43 0.68 0.22 0.40 0.46 0.26 0.01 0.78 0.17 0.09 0.78 0.41 0.29 0.45 0.69 0.48 0.25 0.27 0.17 0.03 0.12 0.89 0.86 0.00 ]
[0.53 0.83 0.50 0.95 0.23 0.80 0.36 0.69 0.74 0.26 0.84 0.88 0.91 0.75 0.33 1.00 0.30 0.33 0.06 0.15 0.95 0.79 0.52 0.09 0.08 0.05 0.77 0.51 0.52 0.51 0.46 0.20 0.00 0.21 0.84 0.40 0.20 0.74 0.25 0.34 0.45 ]
[0.36 0.17 0.82 0.47 0.72 0.58 0.37 0.62 0.29 0.83 0.16 0.97 0.00 0.68 0.23 0.30 1.00 0.57 0.56 0.73 0.66 0.67 0.21 0.15 0.24 0.71 0.84 0.87 0.67 0.50 0.63 0.23 0.44 0.08 0.20 0.06 0.61 0.19 0.50 0.45 0.49 ]
[0.77 0.13 0.16 0.97 0.12 0.40 0.32 0.88 0.58 0.37 0.98 0.67 0.66 0.82 0.43 0.33 0.57 1.00 0.26 0.96 0.09 0.33 0.63 0.40 0.31 0.51 0.29 0.78 0.70 0.80 0.95 0.97 0.42 0.06 0.62 0.41 0.17 0.23 0.95 0.55 0.79 ]
[0.54 0.94 0.66 0.96 0.46 0.38 0.84 0.85 0.85 0.92 0.31 0.04 0.36 0.19 0.68 0.06 0.56 0.26 1.00 0.96 0.99 0.08 1.00 0.34 0.81 0.94 0.59 0.31 0.17 0.19 0.84 0.67 0.82 0.82 0.69 0.21 0.07 0.11 0.33 0.65 0.06 ]
[0.37 0.72 0.81 0.59 0.02 0.30 0.03 0.41 0.39 0.16 0.02 0.59 0.75 0.71 0.22 0.15 0.73 0.96 0.96 1.00 0.29 0.87 0.91 0.12 0.64 0.00 0.14 0.84 0.43 0.06 0.64 0.87 0.13 0.78 0.71 0.26 0.59 0.24 0.80 0.48 0.61 ]
[0.02 0.26 0.07 0.38 0.64 0.19 0.13 0.62 0.20 0.83 0.11 0.26 0.14 0.91 0.40 0.95 0.66 0.09 0.99 0.29 1.00 0.11 0.12 0.15 0.53 0.43 0.28 0.91 0.40 0.16 0.15 0.57 0.70 0.55 0.77 0.12 0.19 0.46 0.52 0.77 0.35 ]
[0.88 0.70 0.55 0.43 0.26 0.37 0.21 0.06 0.71 0.06 0.01 0.25 0.83 0.37 0.46 0.79 0.67 0.33 0.08 0.87 0.11 1.00 0.49 0.17 0.89 0.67 0.98 0.32 0.61 0.24 0.48 0.12 0.11 0.36 0.42 0.12 0.55 0.29 0.88 0.10 0.69 ]
[0.25 0.06 0.90 0.67 0.35 0.89 0.28 0.39 0.10 0.69 0.81 0.20 0.73 0.29 0.26 0.52 0.21 0.63 1.00 0.91 0.12 0.49 1.00 0.19 0.37 0.74 0.91 0.14 0.56 0.12 0.05 0.78 0.26 0.50 0.66 0.14 0.73 0.45 0.48 0.45 0.44 ]
[0.11 0.31 0.98 0.96 0.77 0.45 0.02 0.02 0.25 0.54 0.44 0.10 0.11 0.61 0.01 0.09 0.15 0.40 0.34 0.12 0.15 0.17 0.19 1.00 0.18 0.97 0.11 0.05 0.41 0.26 0.93 0.82 0.57 0.68 0.99 0.18 0.26 0.74 0.22 0.99 0.27 ]
[0.15 0.98 0.63 0.06 0.21 0.60 0.09 0.21 0.37 0.36 0.29 0.73 0.48 0.24 0.78 0.08 0.24 0.31 0.81 0.64 0.53 0.89 0.37 0.18 1.00 0.59 0.33 0.96 0.24 0.57 0.74 0.95 0.28 0.35 0.34 0.62 0.43 0.82 0.45 0.68 0.57 ]
